N	2gram	Propp_Morf_1	Psycholo
613	герои здесь	1	1
614	который в	2	1
615	или же	6	1
616	и ее	3	1
617	между героем	1	1
618	мало того	1	1
619	в эти	1	1
620	себя в	1	1
621	его жизнь	1	1
622	уже не	2	1
623	с этот	1	1
624	усиливается или	1	1
625	еще одно	1	1
626	целей это	1	1
627	в виде	2	1
628	в начале	3	1
629	кажется что	1	1
630	от других	2	1
631	и показать	1	1
632	чтобы герой	3	1
633	этой новой	1	1
634	вступает в	1	1
635	при помощи	9	1
636	в борьбу	1	1
637	его и	2	1
638	он имеет	1	1
639	и их	2	1
640	никто не	3	1
641	могло бы	1	1
642	у нее	1	1
643	от различных	1	1
644	тем как	1	1
645	составных частей	1	1
646	как при	1	1
647	заметить что	8	1
648	в руки	3	1
649	и материал	1	1
650	были бы	1	1
651	найти его	1	1
652	превращаться в	2	1
653	существенным для	1	1
654	его чтобы	1	1
655	имеет целью	1	1
656	на ее	1	1
657	сюда же	3	1
658	скажем что	1	1
659	я был	1	1
660	формы он	1	1
661	как же	2	1
662	мы еще	1	1
663	и др	10	1
664	могут иметь	1	1
665	что не	1	1
666	что им	1	1
667	материала все	1	1
668	мы легко	1	1
669	легко и	1	1
670	те элементы	1	1
671	здесь этот	1	1
672	сердце в	1	1
673	формы которые	2	1
674	если не	1	1
675	действия в	1	1
676	между собою	2	1
677	где есть	1	1
678	все более	1	1
679	с трудом	1	1
680	и действие	1	1
681	с первых	1	1
682	на смерть	1	1
683	его два	1	1
684	что каждый	1	1
685	так мы	1	1
686	приводит в	1	1
687	между ее	1	1
688	тому как	5	1
689	что же	2	1
690	и там	1	1
691	в первой	1	1
692	в очень	1	1
693	в приложении	1	1
694	не необходимо	1	1
695	что ее	1	1
696	только для	1	1
697	но это	6	1
698	точно и	1	1
699	но для	2	1
700	или по	2	1
701	это явление	4	1
702	ее можно	1	1
703	в следующей	1	1
704	известной степени	1	1
705	указать на	1	1
706	которых каждый	1	1
707	совершается в	2	1
708	решить вопрос	1	1
709	и другим	3	1
710	совершенно иное	1	1
711	чем является	1	1
712	не представляет	1	1
713	как эта	1	1
714	своих героев	1	1
715	ни к	2	1
716	дана в	1	1
717	же оно	2	1
718	наоборот мы	1	1
719	все они	1	1
720	во время	6	1
721	за этим	1	1
722	вопрос как	2	1
723	возможно ли	1	1
724	может и	1	1
725	с ними	1	1
726	или другими	1	1
727	состоит из	1	1
728	отличать от	1	1
729	они все	1	1
730	равно как	1	1
731	остается на	1	1
732	по одному	1	1
733	отношению к	4	1
734	в отдельности	1	1
735	что под	1	1
736	образом принцип	1	1
737	ниже мы	2	1
738	лиц в	2	1
739	можно назвать	3	1
740	во всяком	2	1
741	ничего общего	1	1
