N	2gram	Tiupa_Disk_2	Komedia
146	в принципе	2	2
147	не к	2	2
148	в силу	1	2
149	на этом	1	2
150	то ни	1	2
151	для характеристики	1	2
152	восходят к	1	2
153	такой же	2	2
154	которую он	1	2
155	всяком случае	1	2
156	тем не	1	2
157	одна из	1	2
158	предстает в	1	2
159	это еще	2	2
160	при всем	1	2
161	к ней	1	2
162	по своей	6	2
163	с достаточной	1	2
164	как будто	3	2
165	в области	2	2
166	уже о	1	2
167	в городе	1	2
168	одному из	1	2
169	указывает на	1	2
170	для себя	2	2
171	с ее	2	2
172	в себя	2	2
173	времени и	2	2
174	в споре	1	2
175	для этого	1	2
176	и здесь	1	2
177	аналогии с	1	2
178	нас в	1	2
179	и во	1	2
180	от них	1	2
181	в форме	1	2
182	и мир	1	2
183	еще не	6	2
184	по свидетельству	2	2
185	даже если	1	2
186	для всех	1	2
187	из которых	1	2
188	вовсе не	1	2
189	в других	1	2
190	когда бы	1	2
191	в финале	1	2
192	со стороны	10	2
193	точек зрения	1	2
194	в период	4	2
195	еще и	1	2
196	а сам	2	2
197	до конца	1	2
198	должна была	1	2
199	не может	9	2
200	вместе с	2	2
201	или по	2	2
202	но не	7	2
203	это были	1	2
204	говоря уже	1	2
205	в состоянии	1	2
206	но это	3	2
207	а к	2	2
208	будто бы	1	2
209	ни было	1	2
210	то что	5	2
211	не говоря	1	2
212	ее в	1	2
213	в своих	6	2
214	во всяком	1	2
215	которых не	2	1
216	а между	1	1
217	самых общих	1	1
218	можно говорить	1	1
219	в применении	1	1
220	также и	3	1
221	чтобы не	1	1
222	не дошли	1	1
223	в этот	1	1
224	переходит к	1	1
225	одним из	1	1
226	той же	2	1
227	и была	1	1
228	можно выявить	1	1
229	для своего	1	1
230	выходят на	1	1
231	повседневной жизни	1	1
232	героя нашего	1	1
233	совпадает с	2	1
234	из того	1	1
235	ему в	1	1
236	в мире	11	1
237	в ней	2	1
238	проявляется в	3	1
239	собой в	1	1
240	во всех	1	1
241	общих чертах	2	1
242	как у	1	1
243	отказ от	1	1
244	к которой	2	1
245	друг на	1	1
246	так по	1	1
247	ответ на	1	1
248	есть по	1	1
249	отнюдь не	6	1
250	мира в	3	1
251	в своем	5	1
252	сельские жители	1	1
253	в полном	2	1
254	когда он	1	1
255	на известного	1	1
256	примером этого	1	1
257	то в	1	1
258	отклик в	1	1
259	гг в	1	1
260	представляет собой	11	1
261	что же	2	1
262	свидетельствует об	1	1
263	бы не	1	1
264	из этих	3	1
265	но без	1	1
266	приводит к	3	1
267	только на	1	1
268	роль в	4	1
269	о других	1	1
270	претендует на	1	1
271	в культурной	1	1
272	но прежде	1	1
273	к выводу	1	1
274	в поэтике	1	1
275	к миру	1	1
276	готовности к	1	1
277	состоит в	16	1
278	к одному	1	1
279	нашего времени	1	1
280	длительное время	1	1
281	его от	1	1
282	подобно тому	2	1
283	но все	1	1
284	человека в	4	1
285	значительной степени	1	1
286	то чтобы	1	1
287	же касается	2	1
288	об этом	1	1
289	а их	1	1
290	собственного мнения	1	1
291	то есть	12	1
292	лирику и	1	1
293	обоих случаях	2	1
294	перед нами	3	1
295	книги из	1	1
296	в жизни	1	1
297	и каждый	1	1
298	героя или	1	1
299	античной культуры	1	1
300	а с	5	1
301	соответствии с	3	1
302	жизни но	3	1
303	пародия на	1	1
304	слова и	1	1
305	в этих	3	1
306	можно только	1	1
307	не занимался	1	1
308	но если	1	1
309	в ходе	2	1
310	нас не	1	1
311	однако этот	1	1
312	от времени	1	1
313	в отличие	12	1
314	в которых	1	1
315	стало быть	1	1
316	теми же	1	1
317	однако не	1	1
318	видно что	1	1
319	и более	1	1
320	том же	1	1
321	не была	1	1
322	высказывания в	1	1
323	на три	1	1
324	при всех	1	1
325	вплоть до	1	1
326	но они	1	1
327	в обоих	2	1
328	самого начала	1	1
329	в русской	3	1
330	если в	1	1
331	своего героя	1	1
332	которого он	1	1
333	в самых	1	1
334	чем не	2	1
335	не стремится	1	1
336	впоследствии к	1	1
337	первая часть	1	1
338	предполагать что	1	1
339	в тексте	3	1
340	во всем	1	1
341	персонажа в	1	1
342	на мой	2	1
343	слово здесь	1	1
344	не столь	2	1
345	что на	2	1
346	ему не	1	1
347	от их	1	1
348	и для	2	1
349	в специальном	2	1
350	к себе	1	1
351	не могут	1	1
352	включается в	1	1
353	присущую его	1	1
354	его с	1	1
355	обычных людей	1	1
356	и это	2	1
357	сцены из	1	1
358	от друга	1	1
359	как анекдот	2	1
360	но при	2	1
361	данном случае	6	1
362	действия и	1	1
363	с самого	1	1
364	во главе	1	1
365	говорить о	2	1
366	этот период	1	1
367	по аналогии	1	1
368	в нескольких	1	1
369	отождествляется с	1	1
370	мира и	4	1
371	один человек	1	1
372	с ним	1	1
373	свидетельствуют о	1	1
374	с человеком	1	1
375	о ней	1	1
376	о нем	1	1
377	упускать из	1	1
378	и внутреннее	1	1
379	и что	1	1
380	в значительной	1	1
381	как было	1	1
382	вождя афинской	1	1
383	в родном	1	1
384	организации текста	1	1
385	может и	2	1
386	и только	1	1
387	ее содержание	1	1
388	себе столь	1	1
389	периода его	1	1
390	внешнее и	1	1
391	и следовательно	1	1
392	того что	1	1
393	для современного	1	1
394	к их	2	1
395	поэтому и	1	1
396	есть основания	1	1
397	наше время	2	1
398	начало в	1	1
399	мира как	1	1
400	в эпических	1	1
401	об их	1	1
402	образа жизни	1	1
403	себя в	6	1
404	так что	1	1
405	человеческой личности	1	1
406	оказывается в	1	1
407	в большинстве	2	1
408	а напротив	1	1
409	же из	1	1
410	личностью в	1	1
411	не дает	1	1
412	связывается с	1	1
413	к своим	2	1
414	мир в	1	1
415	содержания и	1	1
416	в современном	1	1
417	о которой	1	1
418	может служить	1	1
419	друг друга	1	1
420	не случайно	1	1
421	о другой	1	1
422	содержанием в	1	1
423	не говорит	1	1
424	друг от	1	1
425	в особенности	1	1
426	из двух	3	1
427	в исторической	3	1
428	обеспечивает его	1	1
429	на этот	1	1
430	эти две	1	1
431	лица в	1	1
432	далеко не	2	1
433	и прежде	2	1
434	близок к	1	1
435	на чем	1	1
436	и др	1	1
437	к человеку	1	1
438	в соответствии	2	1
439	превращается в	1	1
440	было сказано	1	1
441	его как	1	1
442	о чем	2	1
443	большинстве случаев	1	1
444	и своим	1	1
445	первые два	1	1
446	что из	1	1
447	ближе к	1	1
448	к социальному	1	1
449	стороны в	1	1
450	отсюда и	2	1
451	всем что	1	1
452	в разговоре	1	1
453	и столь	1	1
454	к своему	2	1
455	в данном	7	1
456	к жизни	3	1
457	в той	2	1
458	применении к	1	1
459	тому как	2	1
460	наиболее известных	1	1
461	как бы	4	1
462	а потом	2	1
463	в это	1	1
464	с этой	1	1
465	в условиях	1	1
466	не знаем	1	1
467	рассматривать как	1	1
468	со всей	1	1
469	в книге	1	1
470	общими для	1	1
471	мой взгляд	2	1
472	формы и	1	1
473	обращается к	1	1
474	в третьем	1	1
475	еще более	1	1
476	мы ничего	1	1
477	именно поэтому	1	1
478	следит за	1	1
479	хотя в	1	1
480	ориентированы на	1	1
481	его произведениях	1	1
482	слово в	1	1
483	с ней	2	1
484	не знает	3	1
485	из повседневной	1	1
486	сказать что	1	1
487	к его	4	1
488	жизни и	3	1
489	в античности	1	1
490	начала с	1	1
491	это в	2	1
492	вполне в	1	1
493	как на	3	1
494	том числе	1	1
