N	2gram	Propp_Isto_7	Russkaja
344	и задача	1	1
345	входит в	1	1
346	первый случай	1	1
347	это не	10	1
348	нечего и	1	1
349	уже знаем	3	1
350	чаще всего	3	1
351	в жизни	1	1
352	много есть	1	1
353	это положение	2	1
354	она и	1	1
355	как видно	1	1
356	со своими	1	1
357	не всегда	4	1
358	для чего	1	1
359	такой же	1	1
360	в один	2	1
361	не сам	1	1
362	в царстве	2	1
363	на первый	4	1
364	переносится в	1	1
365	бы на	1	1
366	и личные	1	1
367	от своего	1	1
368	нас не	2	1
369	и без	1	1
370	древних греков	1	1
371	условиях и	1	1
372	не столько	3	1
373	представление о	3	1
374	оказывается что	2	1
375	в которых	1	1
376	может сделать	1	1
377	сведения о	1	1
378	и другого	1	1
379	нельзя было	1	1
380	ни было	1	1
381	вовсе не	4	1
382	же мы	1	1
383	задачи и	3	1
384	не менее	5	1
385	что эта	1	1
386	строя и	1	1
387	свой взор	1	1
388	и другое	2	1
389	хотелось бы	1	1
390	дело в	1	1
391	ее с	1	1
392	на него	2	1
393	не по	2	1
394	в основе	2	1
395	отличное от	1	1
396	два вида	1	1
397	он с	1	1
398	того и	1	1
399	в разных	1	1
400	и весь	1	1
401	к ней	2	1
402	этих задач	5	1
403	связь и	1	1
404	доказать что	1	1
405	однако это	1	1
406	других странах	1	1
407	вот в	1	1
408	можно формулировать	1	1
409	стороны и	2	1
410	как только	2	1
411	же самое	1	1
412	должны быть	3	1
413	всего в	1	1
414	общественное мнение	1	1
415	все свое	1	1
416	а ее	1	1
417	что при	2	1
418	и это	2	1
419	оно может	1	1
420	из всего	2	1
421	как мы	3	1
422	но по	2	1
423	как не	1	1
424	но при	2	1
425	однако ни	1	1
426	в ее	2	1
427	совершенно ясно	4	1
428	начал с	1	1
429	эта задача	5	1
430	мысль о	1	1
431	и когда	2	1
432	что у	4	1
433	так и	5	1
434	те же	1	1
435	собой в	1	1
436	мог бы	1	1
437	из одного	3	1
438	что отдельные	1	1
439	может видеть	1	1
440	в состав	1	1
441	другом месте	1	1
442	же должны	2	1
443	никак не	1	1
444	можно сказать	1	1
445	в различных	3	1
446	с другой	9	1
447	должно было	2	1
448	которые и	1	1
449	от них	1	1
450	помощи которых	1	1
451	ближайшем рассмотрении	1	1
452	представления о	4	1
453	у всех	1	1
454	свои личные	2	1
455	в лице	1	1
456	происходит в	3	1
457	дело так	1	1
458	один из	7	1
459	это делалось	1	1
460	а если	2	1
461	и дело	2	1
462	с ними	1	1
463	она требует	1	1
464	и оба	1	1
465	а после	2	1
466	же он	1	1
467	и у	2	1
468	или не	1	1
469	прямо в	1	1
470	на свое	2	1
471	а то	1	1
472	дает ему	2	1
473	за ним	1	1
474	он имеет	1	1
475	мы знаем	2	1
476	это обстоятельство	2	1
477	и их	1	1
478	случай как	1	1
479	не для	1	1
480	мы рассмотрели	1	1
481	к ним	2	1
482	связано с	3	1
483	превращается в	3	1
484	не простой	1	1
485	но из	1	1
486	этой задачи	3	1
487	это будет	1	1
488	из двух	1	1
489	связан с	1	1
490	в свои	1	1
491	на ее	1	1
492	связаны с	2	1
493	по своим	3	1
494	в странах	1	1
495	что не	2	1
496	и стал	3	1
497	а на	1	1
498	был в	2	1
499	на этот	2	1
500	ничем не	2	1
501	означало бы	1	1
502	в свете	3	1
503	всей той	1	1
504	именно так	1	1
505	в связи	2	1
506	в руках	2	1
507	связь с	2	1
508	а церковь	1	1
509	в самой	1	1
510	как это	2	1
511	играют в	1	1
512	этих случаях	16	1
513	по своему	1	1
514	вступление в	2	1
515	не видят	2	1
516	где это	1	1
517	при ближайшем	1	1
518	на ней	3	1
519	в состоянии	4	1
520	с некоторым	1	1
521	с этой	6	1
522	между прочим	3	1
523	сознании и	1	1
524	тогда все	1	1
525	на все	1	1
526	это как	2	1
527	человек и	1	1
528	тот кто	5	1
529	ее и	1	1
530	можно согласиться	1	1
531	у некоторых	2	1
532	тем более	2	1
533	основывается и	1	1
534	и все	6	1
535	силы в	1	1
536	эти задачи	7	1
537	соединяется с	1	1
538	в обстановке	1	1
539	к самому	1	1
540	ему задачи	1	1
541	может и	1	1
542	а о	1	1
543	стать на	1	1
544	с ней	3	1
545	всех других	2	1
546	отношению к	1	1
547	начале этой	1	1
548	что ни	1	1
549	у которых	1	1
550	причем эти	1	1
551	можно назвать	1	1
552	они не	2	1
553	силы на	1	1
