N	2gram	Nazirov_Tv_1	KulturaY
116	в сфере	1	3
117	того же	2	3
118	это и	3	3
119	что можно	1	3
120	этой почве	1	3
121	не все	1	3
122	как в	8	3
123	с этим	1	3
124	всего лишь	1	3
125	так в	1	3
126	то и	1	3
127	в статье	1	3
128	он не	8	3
129	всех этих	1	3
130	и по	3	3
131	на этом	1	3
132	что она	2	3
133	о которых	1	3
134	чем в	1	3
135	что такое	1	3
136	этого вопроса	1	3
137	в таких	1	3
138	в возможности	1	3
139	в процессе	1	3
140	слова не	1	3
141	казалось бы	1	3
142	же время	12	3
143	и его	6	3
144	связи с	1	3
145	уже о	1	3
146	отличается от	1	3
147	что оно	1	3
148	в виду	2	3
149	в ней	2	3
150	а в	6	3
151	для этого	1	3
152	вот почему	3	3
153	никак не	1	3
154	знает что	1	3
155	вопросу о	1	3
156	что и	2	3
157	не надо	1	3
158	конце концов	1	3
159	того что	3	3
160	уже в	3	3
161	же в	1	3
162	до конца	2	3
163	у него	7	3
164	как раз	1	3
165	тем что	1	3
166	именно в	2	3
167	в соответствии	3	3
168	к вопросу	1	3
169	живет и	1	3
170	но это	5	3
171	не знает	2	3
172	к этой	1	3
173	и это	1	3
174	точно так	2	3
175	гораздо более	2	3
176	же как	1	2
177	чтобы не	1	2
178	на самом	3	2
179	и есть	1	2
180	по преимуществу	2	2
181	и до	1	2
182	в году	7	2
183	той же	3	2
184	что если	1	2
185	но даже	1	2
186	не то	2	2
187	к слову	1	2
188	конечном счете	4	2
189	отличие от	2	2
190	наше время	2	2
191	в своем	4	2
192	и где	1	2
193	его к	1	2
194	этой цели	1	2
195	за собой	1	2
196	и у	2	2
197	мне не	1	2
198	новый тип	1	2
199	и если	1	2
200	при этом	7	2
201	здесь мы	2	2
202	связанные с	1	2
203	на ту	1	2
204	на все	1	2
205	заключается в	1	2
206	данном случае	2	2
207	достоевского и	3	2
208	все равно	1	2
209	соответствии с	3	2
210	с тем	1	2
211	как и	12	2
212	а если	1	2
213	в своей	4	2
214	в их	3	2
215	в отличие	2	2
216	и более	1	2
217	тем самым	7	2
218	в современном	2	2
219	только для	1	2
220	в атмосфере	1	2
221	в отношении	1	2
222	что эта	1	2
223	она не	1	2
224	дело не	3	2
225	но что	1	2
226	в самой	1	2
227	и приводит	1	2
228	в наше	2	2
229	за ними	1	2
230	и далее	2	2
231	и свое	1	2
232	стиля но	1	2
233	оно не	1	2
234	свою очередь	1	2
235	отправной пункт	1	2
236	роль в	1	2
237	на том	2	2
238	что у	1	2
239	что для	2	2
240	одного из	2	2
241	как у	1	2
242	в конечном	4	2
243	к нему	1	2
244	вся эта	1	2
245	нуждается в	1	2
246	в глазах	1	2
247	язык в	1	2
248	вообще и	1	2
249	в современной	1	2
250	с той	1	2
251	с ними	1	2
252	их не	1	2
253	с одной	1	2
254	же и	2	2
255	следовало бы	2	2
256	а это	1	2
257	был бы	2	2
258	в целях	1	2
259	даже и	1	2
260	никогда не	3	2
261	и даже	3	2
262	ли это	1	2
263	превращается в	1	2
264	а на	1	2
265	на этот	1	2
266	не на	1	2
267	он и	1	2
268	для этой	2	2
269	в частности	2	2
270	ни на	3	2
271	о возможности	1	2
272	как будто	5	2
273	материал для	1	2
274	ли не	1	2
275	с этой	1	2
276	между прочим	1	2
277	и от	4	2
278	о котором	2	2
279	и все	6	2
280	мы должны	1	2
281	все они	1	2
282	в свою	7	2
283	только как	1	2
284	темы и	1	2
285	себе не	2	2
286	в своих	5	2
287	это в	3	2
288	это неверно	1	1
289	литературы а	1	1
290	всем и	1	1
291	совершенно справедливо	1	1
292	экономии и	1	1
293	на деле	2	1
294	и впечатления	1	1
295	в котором	6	1
296	сам автор	1	1
297	исходит из	1	1
298	с темой	2	1
299	а как	2	1
300	есть не	2	1
301	по европе	1	1
302	на первом	2	1
303	на эти	2	1
304	время как	1	1
305	что иное	1	1
306	правде в	1	1
307	себе что	1	1
308	жизни это	1	1
309	и он	2	1
310	не исчезнет	1	1
311	с большим	1	1
312	большей частью	1	1
313	он был	1	1
314	ниже не	1	1
315	иное как	1	1
316	столь же	1	1
317	время в	3	1
318	бы то	1	1
319	с его	11	1
320	это имеет	1	1
321	как правило	1	1
322	по отношению	1	1
323	это приглашение	1	1
324	что так	1	1
325	котором говорилось	1	1
326	говорилось выше	1	1
327	к сожалению	1	1
328	так что	2	1
329	из уст	1	1
330	до его	1	1
331	как к	2	1
332	что как	2	1
333	вспомним что	1	1
334	кроме того	1	1
335	над этим	1	1
336	и как	4	1
337	говорит что	2	1
338	что по	1	1
339	в серьезных	1	1
340	писателя как	1	1
341	и к	1	1
342	несравненно более	2	1
343	стоит обратить	1	1
344	то в	2	1
345	в себя	2	1
346	вопросом а	1	1
347	не принял	1	1
348	в которой	3	1
349	к необходимости	1	1
350	стоило бы	1	1
351	в целом	4	1
352	и раз	1	1
353	чуть ли	1	1
354	но без	2	1
355	еще один	1	1
356	в известном	1	1
357	традиция в	1	1
358	в себе	2	1
359	но он	2	1
360	эпохи и	1	1
361	тому же	1	1
362	и правильное	1	1
363	претендовать на	1	1
364	в зубах	1	1
365	в первую	1	1
366	не значит	1	1
367	первой части	3	1
368	в принципе	2	1
369	к одному	1	1
370	оно могло	1	1
371	быть без	1	1
372	в каждом	3	1
373	больше всего	1	1
374	то ни	1	1
375	не будет	2	1
376	укладываются в	1	1
377	и последнего	1	1
378	кириллов и	1	1
379	из всех	4	1
380	а по	2	1
381	читать и	1	1
382	первую очередь	1	1
383	которого не	1	1
384	случае гораздо	1	1
385	который и	1	1
386	бы нам	1	1
387	вспомним как	1	1
388	известно что	2	1
389	характерный для	1	1
390	здесь нет	2	1
391	кажется что	1	1
392	действия а	1	1
393	далеко не	3	1
394	их для	1	1
395	добрым это	1	1
396	и уже	1	1
397	перестает быть	1	1
398	о первой	1	1
399	можно считать	1	1
400	и было	1	1
401	и некоторые	1	1
402	такой же	2	1
403	какие бы	1	1
404	образец такого	1	1
405	же это	1	1
406	на месте	1	1
407	вторая часть	1	1
408	место в	3	1
409	еще с	1	1
410	от себя	1	1
411	и уж	1	1
412	в одном	1	1
413	быть может	2	1
414	в прямом	1	1
415	борьбу с	1	1
416	как от	1	1
417	однако в	2	1
418	том же	1	1
419	что этот	1	1
420	даже в	3	1
421	а вот	1	1
422	тому что	1	1
423	роль играют	1	1
424	деле это	1	1
425	в судьбы	1	1
426	самого начала	3	1
427	все мы	1	1
428	заботиться о	1	1
429	дело в	3	1
430	одна из	2	1
431	и когда	2	1
432	до сих	1	1
433	для всего	1	1
434	резко отличен	1	1
435	сложность и	1	1
436	никто иной	1	1
437	ли в	2	1
438	хочет быть	1	1
439	только с	1	1
440	в действительности	1	1
441	такие же	1	1
442	среди них	1	1
443	выход из	1	1
444	с болью	1	1
445	а что	2	1
446	по возможности	1	1
447	не встречается	1	1
448	указывает на	1	1
449	мысли о	1	1
450	не есть	1	1
451	имеет место	1	1
452	упомянуто что	1	1
453	если же	1	1
454	где он	2	1
455	году в	2	1
456	приходит к	3	1
457	ни даже	1	1
458	у достоевского	28	1
459	это время	2	1
460	с ее	3	1
461	это само	1	1
462	всего этого	1	1
463	в ее	1	1
464	с каким	2	1
465	только то	1	1
466	с самого	3	1
467	на поверхность	1	1
468	связан с	3	1
469	это вовсе	1	1
470	по природе	6	1
471	во многом	7	1
472	за волосы	1	1
473	не дают	1	1
474	это мы	1	1
475	ли и	1	1
476	бы говорить	1	1
477	в эпоху	1	1
478	к языку	1	1
479	против этого	1	1
480	вот это	1	1
481	слова из	2	1
482	своей книге	1	1
483	и возможно	1	1
484	это я	1	1
485	так ли	2	1
486	о том	6	1
487	внимание на	1	1
488	настоящее время	2	1
489	говорит об	2	1
490	который является	2	1
491	и содержание	1	1
492	и просто	1	1
493	с того	1	1
494	все его	1	1
495	в чем	2	1
496	нас в	1	1
497	на протяжении	3	1
498	русской литературе	4	1
499	от них	1	1
500	переходит в	2	1
501	отметить что	1	1
502	признается в	1	1
503	вслед за	2	1
504	каких бы	2	1
505	в него	2	1
506	мы уже	1	1
507	значит что	2	1
508	известном смысле	1	1
509	но с	1	1
510	первом его	1	1
511	фраза из	1	1
512	одной из	4	1
513	традиции в	2	1
514	в какой	1	1
515	том или	1	1
516	очень много	1	1
517	по мнению	3	1
518	нет не	2	1
519	характерной для	1	1
520	с какой	1	1
521	ассоциации и	1	1
522	к идее	1	1
523	ни было	1	1
524	даже целые	1	1
525	в виде	3	1
526	свидетельствует о	2	1
527	за годы	1	1
528	чем обычно	1	1
529	в школе	1	1
530	его и	1	1
531	одно из	1	1
532	не так	3	1
533	для него	6	1
534	и их	1	1
535	ведь это	1	1
536	могло бы	1	1
537	над своими	1	1
538	мы находим	2	1
539	сами по	1	1
540	отличен от	1	1
541	у нее	1	1
542	ее не	1	1
543	к ним	1	1
544	второй части	2	1
545	не случайно	4	1
546	должен был	1	1
547	заметить что	1	1
548	на некоторые	1	1
549	этой теме	1	1
550	в других	1	1
551	резких и	1	1
552	правды и	1	1
553	имеет тот	1	1
554	читатель в	1	1
555	я был	1	1
556	чем он	1	1
557	представляет собою	1	1
558	по всей	1	1
559	одной стороны	1	1
560	всей русской	1	1
561	у других	1	1
562	жизнь в	1	1
563	к осознанию	2	1
564	а так	1	1
565	и я	1	1
566	с которым	2	1
567	в одно	2	1
568	указывающий на	1	1
569	все более	2	1
570	связь с	1	1
571	чтобы мы	1	1
572	только эта	1	1
573	а самый	1	1
574	если так	1	1
575	по своему	1	1
576	он говорит	3	1
577	в область	1	1
578	не был	3	1
579	наряду с	1	1
580	эти слова	2	1
581	ведет к	2	1
582	когда он	2	1
583	то к	1	1
584	к чему	1	1
585	одно общее	1	1
586	л толстой	1	1
587	и чего	1	1
588	еще раз	1	1
589	более и	1	1
590	заметок о	1	1
591	сих пор	1	1
592	это выражение	1	1
593	в новых	2	1
594	в средство	1	1
595	не мог	2	1
596	с большой	4	1
597	в книге	3	1
598	процесса в	4	1
599	и часто	1	1
600	уже на	1	1
601	вот его	1	1
602	и научная	1	1
603	это как	3	1
604	в настоящее	1	1
605	и перед	1	1
606	будет потому	1	1
607	давно уже	1	1
608	обращается к	1	1
609	за три	1	1
610	тем более	1	1
611	только что	2	1
612	в этих	2	1
613	я в	1	1
614	может и	1	1
615	это все	1	1
616	необходимое условие	1	1
617	мне как-то	1	1
618	этой проблемы	2	1
619	говорил пушкин	1	1
620	г время	1	1
621	о красивом	1	1
622	не что	1	1
623	но эти	1	1
624	в искусстве	1	1
625	и другие	3	1
626	с гораздо	1	1
627	словами уже	1	1
628	именно здесь	1	1
629	нас принято	1	1
