N	2gram	Tiupa_Hudo_1	Dialekti
198	что можно	3	2
199	живое существо	1	2
200	начало и	2	2
201	еще не	3	2
202	на них	1	2
203	бы то	1	2
204	с его	6	2
205	но не	11	2
206	и где	1	2
207	сознания в	3	2
208	но в	7	2
209	то в	2	2
210	в условиях	1	2
211	из этих	3	2
212	на стадии	1	2
213	в себе	9	2
214	тому же	1	2
215	но на	1	2
216	при этом	13	2
217	и по	2	2
218	на этом	1	2
219	чаще всего	1	2
220	мира где	1	2
221	вещи в	1	2
222	от своего	2	2
223	в их	5	2
224	от его	1	2
225	их в	3	2
226	бы быть	1	2
227	с которой	1	2
228	на котором	1	2
229	иметь в	1	2
230	того и	1	2
231	только и	1	2
232	и является	1	2
233	ничто не	1	2
234	как я	1	2
235	не вполне	2	2
236	личности в	4	2
237	когда мы	1	2
238	могут быть	4	2
239	для такого	2	2
240	той или	4	2
241	для себя	2	2
242	как мы	1	2
243	меня в	1	2
244	так в	4	2
245	условии что	1	2
246	как с	1	2
247	разного рода	1	2
248	для этого	1	2
249	быть или	1	2
250	нас к	1	2
251	и здесь	1	2
252	не содержит	1	2
253	смысле не	1	2
254	в его	9	2
255	и тем	2	2
256	тот или	2	2
257	со всеми	1	2
258	себя в	7	2
259	же и	1	2
260	ничего нельзя	1	2
261	же в	1	2
262	нового времени	2	2
263	никто не	2	2
264	ведь это	1	2
265	бытия и	1	2
266	у него	1	2
267	так или	3	2
268	со стороны	2	2
269	или иначе	4	2
270	именно в	2	2
271	а именно	2	2
272	еще и	1	2
273	души и	1	2
274	себя и	2	2
275	только к	1	2
276	с моей	1	2
277	зависит от	1	2
278	но как	2	2
279	здесь именно	1	2
280	нет никаких	1	2
281	и потому	2	2
282	мы говорим	1	2
283	куда же	1	2
284	в данном	4	2
285	быть не	1	2
286	и формы	1	2
287	личность как	1	2
288	но для	1	2
289	тех или	2	2
290	и для	2	2
291	или в	2	2
292	себя самого	1	2
293	этим законам	1	2
294	бы в	1	2
295	зрения в	1	2
296	я думаю	2	2
297	а в	12	2
298	личность и	1	2
299	слово в	1	2
300	другой стороны	5	2
301	о себе	2	2
302	или иного	3	2
303	из этого	2	2
304	точно так	1	2
305	ее в	2	2
306	в своих	1	2
307	они не	1	2
308	этой точки	1	2
309	может или	1	1
310	кто его	1	1
311	ту же	1	1
312	кто бы	1	1
313	говоря о	3	1
314	отношения к	2	1
315	в сфере	1	1
316	чтобы не	1	1
317	начинается с	1	1
318	реальность но	1	1
319	к понятию	1	1
320	как такового	1	1
321	идет о	1	1
322	конечно с	1	1
323	вещей в	1	1
324	к другому	1	1
325	по преимуществу	2	1
326	можно лишь	1	1
327	едва ли	1	1
328	по его	1	1
329	а как	1	1
330	мира как	1	1
331	и души	1	1
332	из всего	1	1
333	и себя	1	1
334	превратилась в	1	1
335	говоря и	2	1
336	на свою	1	1
337	этого термина	2	1
338	или его	1	1
339	личности с	2	1
340	думаю что	1	1
341	проявляет себя	2	1
342	нечто в	2	1
343	объекта или	1	1
344	во всех	3	1
345	еще одним	1	1
346	других а	1	1
347	а только	4	1
348	одном и	1	1
349	конечном счете	5	1
350	тогда как	13	1
351	более как	1	1
352	быть так	1	1
353	само же	1	1
354	это мир	1	1
355	когда у	1	1
356	от одной	1	1
357	как таковыми	1	1
358	как к	2	1
359	о жизни	1	1
360	глубже чем	1	1
361	это тоже	2	1
362	более или	5	1
363	силе и	1	1
364	именно эта	1	1
365	человеческая жизнь	1	1
366	со своей	3	1
367	к чему	1	1
368	в которой	2	1
369	из жизни	1	1
370	есть для	1	1
371	то я	1	1
372	во многих	1	1
373	если мы	2	1
374	пусть это	1	1
375	право на	2	1
376	говорят о	1	1
377	имеем в	3	1
378	если он	1	1
379	корнями в	1	1
380	только личность	1	1
381	он ни	1	1
382	в реальной	1	1
383	при виде	1	1
384	свою собственную	1	1
385	наших глазах	2	1
386	бытия это	1	1
387	этом мире	2	1
388	его можно	1	1
389	или иных	2	1
390	то ни	1	1
391	и может	1	1
392	в мире	21	1
393	не сможет	1	1
394	сознание не	1	1
395	его в	2	1
396	природой и	1	1
397	и логические	1	1
398	на почве	3	1
399	свести к	1	1
400	и дает	1	1
401	весь мир	1	1
402	к картине	1	1
403	только лишь	1	1
404	нет в	1	1
405	далеко не	2	1
406	как об	1	1
407	зрения или	1	1
408	мы имеем	6	1
409	не всегда	1	1
410	о чем	2	1
411	жизни но	2	1
412	и становится	1	1
413	или менее	5	1
414	с нашим	1	1
415	в отношении	3	1
416	и помимо	1	1
417	в такой	1	1
418	в котором	1	1
419	место в	4	1
420	все и	1	1
421	как совокупность	1	1
422	не как	2	1
423	по своей	7	1
424	существования или	1	1
425	но он	3	1
426	друг другу	1	1
427	и более	2	1
428	и предполагает	1	1
429	у читателя	1	1
430	что говоря	1	1
431	даже в	3	1
432	то с	1	1
433	содержит в	1	1
434	нас самих	2	1
435	человека но	1	1
436	виду что	1	1
437	исторического бытия	1	1
438	дело не	2	1
439	или жизнь	1	1
440	в центр	1	1
441	не сводима	1	1
442	военных действий	1	1
443	восприятия но	1	1
444	пусть он	1	1
445	себе самом	1	1
446	казалось бы	1	1
447	жизни не	1	1
448	в самой	2	1
449	имеем дело	2	1
450	этих двух	2	1
451	нее нет	1	1
452	связи с	1	1
453	действительно существует	1	1
454	входят в	1	1
455	позволило бы	1	1
456	перед ним	1	1
457	не мыслится	1	1
458	этот закон	1	1
459	только мы	1	1
460	все то	1	1
461	с логической	1	1
462	же самое	1	1
463	всего в	1	1
464	в своего	1	1
465	тех кто	1	1
466	в каждой	1	1
467	должен быть	1	1
468	на наших	2	1
469	значении в	1	1
470	подобных случаях	2	1
471	с ее	5	1
472	в ее	5	1
473	только при	1	1
474	ему быть	1	1
475	только то	1	1
476	в себя	2	1
477	где подлинная	1	1
478	и совершенно	1	1
479	и сам	1	1
480	не с	2	1
481	мог бы	3	1
482	на которую	1	1
483	это своеобразие	1	1
484	строго говоря	1	1
485	не будучи	1	1
486	мира а	1	1
487	с ним	2	1
488	и вещи	1	1
489	миф это	1	1
490	то есть	18	1
491	возможна только	1	1
492	и поэтому	1	1
493	внимание на	1	1
494	все прочие	3	1
495	что каждый	2	1
496	по типу	1	1
497	можно сказать	5	1
498	и который	2	1
499	но говорят	1	1
500	мы понимаем	1	1
501	все их	1	1
502	в конечном	5	1
503	тем или	1	1
504	эти два	1	1
505	не более	1	1
506	в другой	1	1
507	бы и	1	1
508	наконец в	1	1
509	у одного	2	1
510	и мир	1	1
511	происходит в	1	1
512	нельзя а	1	1
513	но с	1	1
514	отношения как	1	1
515	здесь не	2	1
516	тот же	1	1
517	одной из	2	1
518	никак нельзя	1	1
519	потребности и	2	1
520	на мир	1	1
521	в качестве	24	1
522	мир уже	1	1
523	в сторону	2	1
524	на свое	1	1
525	говорится и	1	1
526	я люблю	1	1
527	на части	1	1
528	представить себе	1	1
529	мы находим	1	1
530	в одном	2	1
531	вещи или	1	1
532	у нее	1	1
533	и живые	1	1
534	в такое	1	1
535	к ним	1	1
536	при всей	1	1
537	в систему	1	1
538	и делает	1	1
539	образом что	1	1
540	момент в	1	1
541	чему не	1	1
542	точек зрения	1	1
543	но одно	1	1
544	или слова	1	1
545	к которому	4	1
546	с той	1	1
547	значений и	1	1
548	нами не	1	1
549	как ряд	1	1
550	такое же	1	1
551	между ними	4	1
552	который от	1	1
553	больше и	1	1
554	не сама	2	1
555	и картины	1	1
556	мира в	2	1
557	и служит	1	1
558	в связи	1	1
559	вместе с	1	1
560	узкое и	1	1
561	такого объекта	1	1
562	или сил	1	1
563	обратил внимание	1	1
564	по своему	2	1
565	в область	1	1
566	другого я	2	1
567	я сейчас	1	1
568	внутри себя	1	1
569	для понимания	2	1
570	я с	5	1
571	мыслится как	1	1
572	в это	1	1
573	внешнего мира	3	1
574	предметов в	1	1
575	слова и	2	1
576	что из	1	1
577	мира я	1	1
578	в культуре	3	1
579	в некий	1	1
580	вы говорите	1	1
581	о мире	1	1
582	объекта и	3	1
583	в результате	1	1
584	хома брут	1	1
585	о котором	1	1
586	тот кто	2	1
587	могут обладать	1	1
588	от него	1	1
589	это может	1	1
590	из своего	1	1
591	в этих	3	1
592	которое должно	1	1
593	ни было	1	1
594	но всегда	1	1
595	себе никакого	1	1
596	поскольку не	2	1
597	нам не	1	1
598	становления и	1	1
599	это на	1	1
600	имеет место	2	1
601	не сами	2	1
602	одновременно и	1	1
603	гоголевский хома	1	1
604	среди прочих	1	1
605	что способно	1	1
606	вопрос что	1	1
607	просто не	1	1
608	которая не	1	1
609	с самим	2	1
