N	2gram	Vygotskiy__3	VrazhdaK
175	этот вывод	3	1
176	как он	3	1
177	основания предполагать	1	1
178	да и	1	1
179	высшей степени	6	1
180	ключ к	1	1
181	всех этих	2	1
182	чем у	1	1
183	в силу	6	1
184	этот процесс	3	1
185	свои собственные	1	1
186	в плане	2	1
187	что ни	1	1
188	и этот	1	1
189	однако в	2	1
190	совпадают с	4	1
191	не будет	2	1
192	конечно в	2	1
193	заключается в	9	1
194	было бы	10	1
195	задолго до	2	1
196	в жизни	3	1
197	типичным представителем	1	1
198	в высшей	6	1
199	во внимание	1	1
200	которой он	1	1
201	в развитии	24	1
202	такой же	1	1
203	одного и	4	1
204	которую он	1	1
205	в этих	2	1
206	и их	3	1
207	предполагать что	1	1
208	всяком случае	4	1
209	впечатлений и	2	1
210	сказав что	2	1
211	представление о	1	1
212	многочисленны и	1	1
213	ряда других	1	1
214	тем не	5	1
215	не могли	3	1
216	раз и	1	1
217	на три	1	1
218	но они	2	1
219	тем самым	2	1
220	что эта	1	1
221	знаком и	2	1
222	не имеет	1	1
223	в процессе	27	1
224	в уме	1	1
225	вместо трех	1	1
226	только не	1	1
227	нельзя не	1	1
228	через него	1	1
229	того как	3	1
230	он оказался	1	1
231	это мнение	1	1
232	в другую	2	1
233	по своей	7	1
234	человека т.е	1	1
235	потому что	6	1
236	до того	1	1
237	этом отношении	3	1
238	в каком	2	1
239	тем это	1	1
240	связывает с	1	1
241	этот факт	1	1
242	могут быть	5	1
243	отличается от	3	1
244	по характеру	2	1
245	не есть	3	1
246	ничего общего	3	1
247	с ее	5	1
248	свою очередь	2	1
249	но при	1	1
250	в ее	1	1
251	только при	2	1
252	не могло	1	1
253	на той	1	1
254	но мы	1	1
255	идет не	1	1
256	то время	4	1
257	роль в	1	1
258	и сам	3	1
259	этот период	1	1
260	так и	5	1
261	ясно что	2	1
262	еще в	2	1
263	именно этот	1	1
264	вошел в	1	1
265	том как	1	1
266	быть может	1	1
267	и вообще	1	1
268	во всяком	4	1
269	слова тем	1	1
270	быть приняты	1	1
271	до сих	1	1
272	не стоит	2	1
273	вопросу о	1	1
274	доходит до	1	1
275	и несомненно	1	1
276	во всех	1	1
277	что исследователи	1	1
278	последнего в	1	1
279	во всей	1	1
280	в форме	1	1
281	в другой	1	1
282	все основания	1	1
283	вслед за	3	1
284	в свете	2	1
285	и развивал	1	1
286	если это	1	1
287	к которому	3	1
288	этом смысле	2	1
289	один из	6	1
290	что только	1	1
291	которым он	1	1
292	проникнуть в	1	1
293	во всем	3	1
294	в качестве	12	1
295	факт остается	1	1
296	целого ряда	1	1
297	этот раз	1	1
298	что для	1	1
299	несомненно в	1	1
300	говорит о	1	1
301	в известной	1	1
302	мы находим	1	1
303	в одном	2	1
304	друг друга	4	1
305	каждый из	2	1
306	он отличается	1	1
307	не просто	1	1
308	от того	4	1
309	без внимания	1	1
310	связан с	2	1
311	и речи	20	1
312	с другой	6	1
313	именно в	5	1
314	все равно	1	1
315	такое же	1	1
316	прежде всего	4	1
317	только по	1	1
318	у человека	2	1
319	на этот	2	1
320	целым рядом	2	1
321	до конца	1	1
322	и самый	1	1
323	так это	1	1
324	не об	1	1
325	с помощью	42	1
326	в частности	4	1
327	материал и	1	1
328	него в	1	1
329	с первого	1	1
330	человека к	1	1
331	или по	1	1
332	знаем о	2	1
333	из которых	5	1
334	этого типа	1	1
335	того что	10	1
336	известном смысле	2	1
337	в условиях	1	1
338	сих пор	1	1
339	в основном	6	1
340	но для	1	1
341	к вопросу	1	1
342	которых он	2	1
343	и от	2	1
344	но на	3	1
345	это можно	1	1
346	и другими	2	1
347	о котором	2	1
348	это как	1	1
349	хотя и	2	1
350	бы в	2	1
351	конце концов	1	1
352	позволяет нам	1	1
353	только что	2	1
354	уже давно	1	1
355	другой стороны	3	1
356	что тип	1	1
357	бы его	1	1
358	помощью которых	7	1
359	который не	1	1
360	как на	2	1
361	в таком	2	1
362	точно так	1	1
363	все что	2	1
