N	2gram	Bakhtin_Pr_3	slovoVRo
711	и только	2	1
712	крайней мере	3	1
713	а его	1	1
714	ними и	1	1
715	и она	1	1
716	такой человек	1	1
717	с внутренними	1	1
718	ибо в	2	1
719	конечно еще	1	1
720	тот же	2	1
721	характерна для	1	1
722	которым он	6	1
723	с каждым	1	1
724	те которые	1	1
725	реагирует на	1	1
726	и так	5	1
727	всею ясностью	1	1
728	темы по	1	1
729	никаких новых	1	1
730	его слову	1	1
731	в эти	2	1
732	своего собственного	3	1
733	из которого	1	1
734	сколько в	1	1
735	литературной пародии	1	1
736	и строится	1	1
737	в начале	4	1
738	не принимает	4	1
739	слова не	2	1
740	рано или	1	1
741	в душе	2	1
742	очень далек	1	1
743	неразрывной связи	1	1
744	него нет	2	1
745	мастерства в	1	1
746	и их	1	1
747	его речь	1	1
748	среди которых	1	1
749	автора а	1	1
750	но что	1	1
751	только с	3	1
752	случае не	1	1
753	каждый из	2	1
754	чтобы не	1	1
755	не просто	1	1
756	самом же	1	1
757	в форме	2	1
758	протяжении всего	4	1
759	эти явления	1	1
760	предмету но	1	1
761	момент в	1	1
762	слово возможно	1	1
763	нет и	3	1
764	же деле	1	1
765	или поздно	1	1
766	со всем	2	1
767	диалог двух	1	1
768	главное и	1	1
769	в высшем	1	1
770	уходит в	1	1
771	о своем	1	1
772	и прежде	4	1
773	его голос	3	1
774	его романа	1	1
775	слова оно	1	1
776	себя и	8	1
777	и крайняя	1	1
778	что не	7	1
779	слово но	1	1
780	предмет и	1	1
781	его из	1	1
782	его среди	1	1
783	предмет на	1	1
784	на наиболее	1	1
785	слово социально	1	1
786	он только	3	1
787	которых мы	2	1
788	ничем не	1	1
789	этим определяются	1	1
790	весь его	2	1
791	о чем	2	1
792	в виноградов	1	1
793	мы остановимся	4	1
794	диалога и	2	1
795	когда она	2	1
796	внутренний голос	3	1
797	произведение в	1	1
798	он и	5	1
799	и ему	2	1
800	предмету с	1	1
801	чужих устах	2	1
802	ведет и	1	1
803	вступает в	2	1
804	нет ничего	1	1
805	на который	2	1
806	о себе	18	1
807	вместе с	4	1
808	прямо сказать	1	1
809	ко всем	1	1
810	стилистики но	1	1
811	и столь	1	1
812	установкой на	3	1
813	в среде	1	1
814	себя то	2	1
815	это его	1	1
816	тесно сплетаться	1	1
817	даже с	1	1
818	образ и	1	1
819	да и	4	1
820	образом на	1	1
821	в бесах	1	1
822	быть не	1	1
823	были слишком	1	1
824	этого слова	7	1
825	в реальном	3	1
826	как за	1	1
827	столько в	1	1
828	но это	4	1
829	о мире	8	1
830	такой образ	1	1
831	но с	2	1
832	оглядка на	1	1
833	которых он	2	1
834	слова но	1	1
835	к диалогу	1	1
836	хроникеры достоевского	1	1
837	может войти	2	1
838	в отдельных	1	1
839	словом о	2	1
840	от него	6	1
841	бы в	3	1
842	для его	2	1
843	действия романа	1	1
844	речь героя	1	1
845	самому и	5	1
846	м б	5	1
847	диалога в	2	1
848	слово рассказчика	3	1
849	сказали и	1	1
850	героя и	9	1
851	не знает	6	1
852	отношением к	4	1
853	от всех	1	1
854	раскрывается и	1	1
855	создают в	1	1
856	себе самому	18	1
857	в последнем	2	1
858	сам в	2	1
859	та же	2	1
860	слияние голосов	1	1
861	речи как	1	1
862	и строит	1	1
863	жизни и	3	1
864	как слово	2	1
865	лиц он	1	1
866	героя как	1	1
867	который не	1	1
868	значение в	1	1
869	им и	3	1
870	реплике так	1	1
871	как на	2	1
