N	2gram	Medvedev_F_3	Psycholo
99	как бы	8	5
100	этой точки	1	5
101	все же	6	5
102	и для	6	5
103	формы и	3	5
104	и все	8	5
105	другой стороны	5	5
106	же как	3	4
107	в котором	2	4
108	мы имеем	1	4
109	совпадает с	2	4
110	в виду	3	4
111	столь же	3	4
112	отличие от	2	4
113	формы в	3	4
114	в последнее	1	4
115	в себе	3	4
116	и если	1	4
117	по существу	1	4
118	одной и	2	4
119	тому что	3	4
120	одна из	2	4
121	у нас	3	4
122	к тому	4	4
123	те же	3	4
124	со стороны	4	4
125	никак не	3	4
126	прежде всего	4	4
127	между тем	7	4
128	искусства с	1	4
129	все время	6	4
130	один из	1	4
131	мы увидим	2	4
132	для всех	1	4
133	и у	1	4
134	бы тот	2	4
135	могло бы	1	4
136	мы можем	4	4
137	там где	7	4
138	и так	1	4
139	как это	4	4
140	этого слова	2	4
141	с этой	1	4
142	и о	1	4
143	в результате	5	4
144	в этих	3	4
145	в искусстве	7	4
146	в своих	6	4
147	к этому	2	4
148	художественном произведении	3	3
149	смысле слова	2	3
150	это и	2	3
151	тем же	7	3
152	должна быть	3	3
153	собственном смысле	1	3
154	с в	1	3
155	той же	3	3
156	с теорией	1	3
157	эпохи в	2	3
158	себе а	1	3
159	в которых	3	3
160	совсем не	5	3
161	но не	5	3
162	с этим	1	3
163	стороны и	2	3
164	в художественном	5	3
165	в своем	2	3
166	хотя и	1	3
167	но в	6	3
168	в произведении	3	3
169	та же	1	3
170	уже в	4	3
171	у каждого	1	3
172	в этой	2	3
173	им в	1	3
174	его и	3	3
175	и по	1	3
176	тому чтобы	1	3
177	в каждом	5	3
178	не будет	1	3
179	может стать	3	3
180	с тем	7	3
181	в слове	4	3
182	мы знаем	4	3
183	в своей	6	3
184	в отличие	2	3
185	для объяснения	1	3
186	и той	1	3
187	задачи и	1	3
188	случае в	3	3
189	чистом виде	1	3
190	что эта	1	3
191	только не	2	3
192	внутреннюю форму	1	3
193	все то	1	3
194	не могут	10	3
195	и другой	1	3
196	не есть	4	3
197	что при	1	3
198	и это	2	3
199	но только	1	3
200	только при	1	3
201	в собственном	1	3
202	роль в	4	3
203	так и	21	3
204	но мы	1	3
205	он не	1	3
206	нуждается в	3	3
207	в частности	1	3
208	дело с	3	3
209	который в	1	3
210	не можем	2	3
211	только на	4	3
212	и других	1	3
213	а потому	1	3
214	слова в	1	3
215	в конце	3	3
216	от того	2	3
217	и только	2	3
218	до сих	1	3
219	не было	1	3
220	совершенно очевидно	1	3
221	под влиянием	1	3
222	в одной	5	3
223	внутренней формы	3	3
224	исходя из	1	3
225	сих пор	1	3
226	но это	2	3
227	каждой из	1	3
228	конце концов	2	3
229	от всех	4	3
230	т е	32	3
231	жизни и	4	3
232	в таком	2	3
233	то на	1	2
234	произведения но	4	2
235	ту же	2	2
236	таком случае	1	2
237	того же	3	2
238	и то	1	2
239	на самом	14	2
240	тех же	1	2
241	оно было	1	2
242	есть не	1	2
243	она в	1	2
244	как мы	8	2
245	чистая форма	1	2
246	на место	1	2
247	этом не	1	2
248	человека и	2	2
249	творчества с	1	2
250	эстетики и	1	2
251	оно есть	1	2
252	в масштабе	1	2
253	но даже	1	2
254	только то	3	2
255	совершенно прав	1	2
256	на основе	1	2
257	а только	1	2
258	в стихе	1	2
259	или иное	2	2
260	что они	5	2
261	сама по	1	2
262	независимо от	5	2
263	последнее время	1	2
264	и художественного	1	2
265	увидим что	2	2
266	как таковое	1	2
267	в себя	1	2
268	бы и	3	2
269	то я	1	2
270	остановиться на	1	2
271	и тот	1	2
272	как он	2	2
273	мы совершенно	1	2
274	в нем	15	2
275	главным образом	2	2
276	чувственный образ	1	2
277	этого вопроса	1	2
278	из виду	2	2
279	или иных	1	2
280	и с	3	2
281	его в	7	2
282	с так	1	2
283	на почве	2	2
284	форму и	1	2
285	этом смысле	2	2
286	и тем	3	2
287	произведение как	6	2
288	в них	3	2
289	и очень	2	2
290	этого произведения	1	2
291	такой же	2	2
292	и тогда	2	2
293	именно и	1	2
294	в такой	2	2
295	с точки	14	2
296	для уяснения	1	2
297	теми же	1	2
298	тем не	2	2
299	их в	3	2
300	том же	1	2
301	даже в	2	2
302	не менее	7	2
303	тем самым	1	2
304	социальную и	1	2
305	в основе	3	2
306	мы все	1	2
307	принадлежат к	2	2
308	ничего не	2	2
309	таким путем	1	2
310	тех или	1	2
311	и теперь	6	2
312	в сознании	1	2
313	этом отношении	3	2
314	мы найдем	1	2
315	в основу	2	2
316	же самое	3	2
317	если же	5	2
318	в нас	2	2
319	связи со	1	2
320	то или	2	2
321	это только	2	2
322	с ним	1	2
323	в настоящее	1	2
324	все дело	1	2
325	и здесь	1	2
326	зрения на	1	2
327	настоящее время	1	2
328	там же	1	2
329	но и	10	2
330	случае не	1	2
331	нас в	1	2
332	и во	2	2
333	двух направлений	1	2
334	приводит и	1	2
335	наконец в	1	2
336	и следовательно	3	2
337	как она	1	2
338	в него	3	2
339	как например	1	2
340	что только	1	2
341	видели что	2	2
342	тот же	1	2
343	и потому	5	2
344	есть чистая	1	2
345	бы ни	4	2
346	в качестве	1	2
347	вот что	1	2
348	уже не	3	2
349	в поэзии	3	2
350	в жизни	11	2
351	от других	2	2
352	из них	2	2
353	ту или	2	2
354	что содержание	1	2
355	одно из	1	2
356	и их	5	2
357	в одном	1	2
358	эмоции в	1	2
359	как раз	8	2
360	и вместе	1	2
361	быть совершенно	1	2
362	а слово	1	2
363	в каком	2	2
364	что для	1	2
365	говорит о	1	2
366	то и	1	2
367	и составляет	1	2
368	о чем	1	2
369	в связи	4	2
370	мы видели	4	2
371	такой степени	1	2
372	смысле этого	2	2
373	данной эпохи	3	2
374	что же	5	2
375	им с	1	2
376	образ и	1	2
377	из отдельных	1	2
378	отличается от	2	2
379	от социального	1	2
380	она должна	2	2
381	одного и	1	2
382	как прием	1	2
383	и может	1	2
384	и от	11	2
385	это можно	2	2
386	его не	1	2
387	об искусстве	1	2
388	ее и	2	2
389	от него	2	2
390	бы в	6	2
391	и как	4	2
392	готового материала	1	2
393	или не	1	2
394	в живописи	1	2
395	имеет место	3	2
396	всех других	3	2
397	из этого	4	2
398	искусства является	1	2
399	это в	1	2
400	как результат	1	2
401	не наоборот	1	1
402	мира миру	1	1
403	который должен	1	1
404	от этой	1	1
405	не иначе	1	1
406	полнотой и	1	1
407	для построения	1	1
408	в движение	1	1
409	совершенно справедливо	1	1
410	литературы она	1	1
411	субъективности и	1	1
412	пор недостаточно	1	1
413	форм есть	1	1
414	и понимает	1	1
415	поэтической речи	1	1
416	отношение материалов	1	1
417	безразличен масштаб	1	1
418	которое мы	1	1
419	полагают что	1	1
420	определить как	1	1
421	в первом	1	1
422	на этих	1	1
423	ведь и	1	1
424	все те	1	1
425	к созданию	1	1
426	и этот	1	1
427	готовом виде	1	1
428	знаменателя важно	1	1
429	только другим	1	1
430	в первый	1	1
431	содержания в	1	1
432	единство и	1	1
433	не была	1	1
434	равны между	1	1
435	быть определены	1	1
436	становится совершенно	1	1
437	который был	2	1
438	на тему	2	1
439	в полной	2	1
440	и ее	6	1
441	ему в	1	1
442	то это	1	1
443	и был	1	1
444	учение об	1	1
445	это время	1	1
446	в ней	5	1
447	роман как	1	1
448	литературы и	3	1
449	целое и	3	1
450	еще не	6	1
451	и на	3	1
452	же мере	1	1
453	это действительно	1	1
454	поэтому совершенно	2	1
455	время в	3	1
456	бы то	4	1
457	служит для	1	1
458	с его	2	1
459	во всех	3	1
460	тем как	1	1
461	как таковая	3	1
462	для искусства	1	1
463	то мы	3	1
464	а следовательно	1	1
465	а отношение	1	1
466	то он	3	1
467	коем случае	1	1
468	явлений и	1	1
469	в сторону	2	1
470	для всякого	1	1
471	ее выражения	1	1
472	при условии	1	1
473	изменения и	1	1
474	нет и	3	1
475	художественного замысла	2	1
476	за пределы	2	1
477	и чем	1	1
478	только социологией	1	1
479	один и	1	1
480	каково бы	1	1
481	плоскости с	1	1
482	чем же	2	1
483	мере в	1	1
484	самое понятие	3	1
485	же ее	1	1
486	дело идет	3	1
487	с чисто	1	1
488	теории с	1	1
489	искусстве и	1	1
490	что как	1	1
491	далее мы	1	1
492	в различные	1	1
493	и нет	1	1
494	в одних	1	1
495	на человека	1	1
496	не являются	2	1
497	конечно не	4	1
498	и соединенные	1	1
499	можно сделать	1	1
500	основная тенденция	1	1
501	произведение никогда	1	1
502	или иную	1	1
503	то в	2	1
504	непонятным и	1	1
505	случае они	1	1
506	это утверждение	2	1
507	художественных форм	1	1
508	но отсюда	1	1
509	не даны	1	1
510	положен в	1	1
511	выражение в	1	1
512	учение о	2	1
513	с их	1	1
514	только один	2	1
515	самым существенным	1	1
516	и те	4	1
517	всей его	1	1
518	не вещь	1	1
519	вследствие этого	3	1
520	одно и	1	1
521	а вовсе	4	1
522	сюжета героя	1	1
523	значения слова	1	1
524	к искусству	1	1
525	не следует	3	1
526	трагические мировые	1	1
527	исполнения и	3	1
528	время и	1	1
529	каждая эпоха	1	1
530	различные формы	1	1
531	моменты которые	1	1
532	на таком	1	1
533	его конкретной	1	1
534	к одному	1	1
535	важно их	1	1
536	в корне	4	1
537	проблемы не	1	1
538	в степени	1	1
539	ни было	5	1
540	оно продолжает	1	1
541	что ни	2	1
542	является не	2	1
543	в нее	1	1
544	но все	1	1
545	человека в	2	1
546	а вместе	1	1
547	в одну	1	1
548	так называемым	1	1
549	вся их	1	1
550	в мире	1	1
551	об этом	1	1
552	на все	2	1
553	знает что	1	1
554	теория исторического	1	1
555	это не	3	1
556	этого целого	1	1
557	этом романе	3	1
558	чаще всего	1	1
559	это положение	1	1
560	в стихах	2	1
561	исходили из	2	1
562	эта система	1	1
563	не ради	2	1
564	всегда и	1	1
565	и вне	2	1
566	значит не	1	1
567	чем в	1	1
568	произведение с	2	1
569	другой факт	1	1
570	автора и	1	1
571	как таковой	3	1
572	и того	1	1
573	для него	1	1
574	та что	1	1
575	но если	2	1
576	совершенно независимо	1	1
577	и при	1	1
578	возможности в	1	1
579	основе всех	1	1
580	можно выдвинуть	1	1
581	одним и	2	1
582	возможны только	1	1
583	что говорит	1	1
584	значение то	1	1
585	знаем что	2	1
586	провести границу	1	1
587	жизни с	2	1
588	той мере	1	1
589	произведение есть	2	1
590	должны были	1	1
591	мы полагаем	1	1
592	камню равны	1	1
593	есть совокупность	1	1
594	весь эффект	1	1
595	другую сторону	1	1
596	как комбинации	1	1
597	в другие	1	1
598	основная предпосылка	1	1
599	из основного	1	1
600	и более	3	1
601	оказалось бы	2	1
602	однако в	2	1
603	что этот	2	1
604	материал то	1	1
605	не должна	1	1
606	мере и	1	1
607	есть всегда	1	1
608	этой работы	1	1
609	же мы	1	1
610	этого тупика	1	1
611	евгения онегина	1	1
612	произведения это	1	1
613	между людьми	3	1
614	форма оно	1	1
615	виду что	2	1
616	или кошки	1	1
617	самого начала	1	1
618	как о	2	1
619	дело не	2	1
620	и сколько-нибудь	1	1
621	художника не	1	1
622	ними не	1	1
623	они находятся	1	1
624	что наука	1	1
625	дело в	2	1
626	материала в	5	1
627	когда они	1	1
628	литературных явлений	1	1
629	он указывает	1	1
630	та или	1	1
631	каждую эпоху	1	1
632	заключены в	1	1
633	того как	1	1
634	поскольку оно	2	1
635	поэтическое произведение	5	1
636	одной плоскости	3	1
637	эстетический объект	1	1
638	явление в	1	1
639	плоскости и	2	1
640	их если	1	1
641	п в	2	1
642	не останется	2	1
643	убедиться в	1	1
644	дело обстоит	1	1
645	связи с	5	1
646	на совершенную	1	1
647	здесь же	1	1
648	следует что	4	1
649	не учли	1	1
650	и делает	1	1
651	чем объясняется	1	1
652	не потому	1	1
653	со сценой	1	1
654	области познания	2	1
655	этот закон	2	1
656	именно это	2	1
657	образом оказывается	1	1
658	в направлении	5	1
659	во все	1	1
660	лежит в	1	1
661	числе и	1	1
662	нашего рассмотрения	1	1
663	когда утверждает	1	1
664	конкретной исторической	2	1
665	этих областей	2	1
666	формы к	2	1
667	на форму	1	1
668	они и	3	1
669	поэтического языка	1	1
670	оно не	3	1
671	он создает	1	1
672	оно может	1	1
673	от произведения	1	1
674	можно и	1	1
675	кошки камню	1	1
676	по учению	2	1
677	как не	2	1
678	но при	2	1
679	дала бы	1	1
680	как система	2	1
681	никакой другой	1	1
682	языка и	1	1
683	направлении к	4	1
684	как по	1	1
685	же и	4	1
686	числителя и	1	1
687	идет не	2	1
688	с самого	1	1
689	в пределах	8	1
690	эстетику и	1	1
691	идет речь	1	1
692	совершенно неверно	2	1
693	следовательно и	4	1
694	в произведение	1	1
695	с общим	1	1
696	нами теории	1	1
697	выражения с	1	1
698	с первым	1	1
699	из двух	1	1
700	раз он	1	1
701	произведения не	1	1
702	отдельные части	1	1
703	произведения является	2	1
704	произведения эти	1	1
705	можно только	2	1
706	том как	2	1
707	строго говоря	1	1
708	поэтому в	2	1
709	в эпоху	3	1
710	границу между	1	1
711	и вообще	1	1
712	громадное значение	1	1
713	в коем	1	1
714	и восприятия	4	1
715	говорят что	1	1
716	мы ощущаем	1	1
717	живописи и	1	1
718	одного человека	1	1
719	содержание этого	1	1
720	сводится к	5	1
721	о нем	3	1
722	именно потому	2	1
723	произведения как	6	1
724	о генезисе	1	1
725	и та	1	1
726	определенным образом	1	1
727	как ее	4	1
728	одного из	1	1
729	не имеем	1	1
730	и содержание	2	1
731	можно сказать	3	1
732	как форма	1	1
733	так если	1	1
734	в значительной	1	1
735	как у	1	1
736	внешней формы	1	1
737	все в	1	1
738	вся суть	1	1
739	которого оно	1	1
740	его существования	1	1
741	говорить об	2	1
742	психологические предпосылки	1	1
743	к произведению	1	1
744	предшествующим и	1	1
745	как художественное	1	1
746	исторического развития	2	1
747	поэтического произведения	1	1
748	слов и	4	1
749	мировые комнатные	1	1
750	человека как	2	1
751	и существенно	1	1
752	является результатом	2	1
753	и мир	2	1
754	говорит в	2	1
755	перестает существовать	1	1
756	указывает что	1	1
757	в каждую	2	1
758	этих вопросов	2	1
759	но так	2	1
760	в ту	1	1
761	образом как	1	1
762	но с	1	1
763	в точном	2	1
764	с учением	1	1
765	в двух	1	1
766	художественного восприятия	2	1
767	одной из	2	1
768	пр как	1	1
769	том или	1	1
770	так всегда	1	1
771	и между	5	1
772	и действительно	2	1
773	должен быть	2	1
774	и творчество	1	1
775	в самое	2	1
776	художественного материала	1	1
777	от обычных	1	1
778	одни и	3	1
779	химическое соединение	1	1
780	без этого	1	1
781	его менее	1	1
782	или другую	1	1
783	можно выразить	1	1
784	произведения к	2	1
785	значение и	1	1
786	в нашей	1	1
787	за счет	2	1
788	внутри самого	1	1
789	в данной	2	1
790	и обратно	1	1
791	часто пользуются	1	1
792	и социально	2	1
793	за ним	1	1
794	процесс и	1	1
795	условии если	1	1
796	который как	1	1
797	не так	1	1
798	но путь	1	1
799	содержания и	4	1
800	сами по	2	1
801	не совпадают	1	1
802	и творчества	1	1
803	прибавить что	1	1
804	самом процессе	1	1
805	и должна	1	1
806	является именно	1	1
807	содержание и	2	1
808	отношение шутливые	1	1
809	произведения и	3	1
810	от тех	1	1
811	для меня	1	1
812	не найдем	1	1
813	адекватным выражением	1	1
814	которые могут	1	1
815	они будут	2	1
816	или ином	1	1
817	поэзии но	1	1
818	в других	1	1
819	в готовом	1	1
820	в философию	1	1
821	не противоречит	1	1
822	рассказа и	1	1
823	и материал	1	1
824	и научное	1	1
825	совершенно невозможным	1	1
826	чтобы убедиться	1	1
827	жизни в	3	1
828	и знаменателя	1	1
829	к психологизму	1	1
830	без всякой	2	1
831	формах в	1	1
832	и содержания	2	1
833	нашли бы	1	1
834	выходит за	1	1
835	этих теорий	1	1
836	и из	2	1
837	имеет свой	1	1
838	связаны с	2	1
839	что человек	1	1
840	именно в	1	1
841	оно будет	1	1
842	здесь в	1	1
843	оказывается и	1	1
844	являются только	2	1
845	действующих лиц	2	1
846	еще и	1	1
847	мы еще	2	1
848	только через	1	1
849	и др	2	1
850	его числителя	1	1
851	социальной жизни	4	1
852	миру или	1	1
853	к более	2	1
854	и последующим	1	1
855	полагаем что	1	1
856	художник вовсе	1	1
857	и пр	15	1
858	по тем	1	1
859	существенную роль	1	1
860	она является	1	1
861	целым рядом	1	1
862	и самый	2	1
863	зависит от	1	1
864	одну из	2	1
865	была бы	2	1
866	следует только	1	1
867	остается и	1	1
868	выражением его	1	1
869	понятие о	1	1
870	произведения искусства	1	1
871	для этой	1	1
872	как ни	1	1
873	если это	1	1
874	между собою	1	1
875	в творчестве	1	1
876	границы между	1	1
877	сделал бы	1	1
878	к другой	1	1
879	что именно	5	1
880	и столь	1	1
881	в шкловский	3	1
882	он говорит	1	1
883	в художественных	1	1
884	она есть	3	1
885	в той	3	1
886	произведение если	1	1
887	литературное произведение	3	1
888	что бы	1	1
889	к в	1	1
890	этот механизм	1	1
891	в литературе	6	1
892	а потом	1	1
893	подобно например	1	1
894	и всей	1	1
895	быть только	2	1
896	значение его	1	1
897	слов в	1	1
898	для понимания	1	1
899	форма в	2	1
900	должно быть	1	1
901	их отношение	1	1
902	дело здесь	1	1
903	смысл в	1	1
904	в это	1	1
905	слова и	4	1
906	но почему	1	1
907	в условиях	3	1
908	слова так	1	1
909	не к	1	1
910	но для	2	1
911	психики творца	1	1
912	между собой	4	1
913	материалом поэзии	3	1
914	есть она	1	1
915	произведения служит	1	1
916	восприятия и	1	1
917	масштаб произведения	1	1
918	чтобы создать	2	1
919	шутливые трагические	1	1
920	совершается в	3	1
921	при таком	1	1
922	следствием того	1	1
923	его с	1	1
924	а к	2	1
925	романе и	1	1
926	форм в	1	1
927	как со	3	1
928	науки об	1	1
929	мы должны	2	1
930	истории литературы	6	1
931	стороны в	1	1
932	хотя бы	6	1
933	на такой	1	1
934	же в	1	1
935	оставаться за	1	1
936	между ними	15	1
937	и внутренне	1	1
938	в их	1	1
939	произведения так	2	1
940	именно о	1	1
941	роль играет	1	1
942	смысла а	1	1
943	понимается как	1	1
944	с такой	2	1
945	комнатные произведения	1	1
946	бы его	1	1
947	самое и	1	1
948	который он	1	1
949	в действительности	9	1
950	до степени	1	1
951	арифметическое значение	1	1
952	это понятие	2	1
953	материалом и	2	1
954	но очевидно	1	1
955	том числе	1	1
