N	2gram	Voloshinov_1	Hudozhes
98	лишь в	4	3
99	его в	1	3
100	как и	3	3
101	с точки	5	3
102	тем не	1	3
103	их в	1	3
104	автора и	1	3
105	в отношении	2	3
106	не менее	2	3
107	литературы как	1	3
108	в структуре	2	3
109	однако если	1	3
110	потому что	1	3
111	объекта и	1	3
112	имеет место	2	3
113	в произведении	2	3
114	в пределах	3	3
115	так в	1	3
116	мог бы	2	3
117	если бы	2	3
118	произведения как	4	3
119	и что	1	3
120	того или	2	3
121	в конечном	1	3
122	что он	1	3
123	к нему	1	3
124	во всей	2	3
125	его эстетической	1	3
126	в области	2	3
127	далеко не	1	3
128	не на	2	3
129	в данном	2	3
130	и для	3	3
131	таким образом	6	3
132	человека и	1	2
133	и это	1	2
134	это и	1	2
135	к другому	1	2
136	взаимодействия людей	1	2
137	говоря и	1	2
138	не вполне	1	2
139	этого термина	1	2
140	в чем	2	2
141	не входит	1	2
142	художественного впечатления	1	2
143	за пределы	3	2
144	в своем	1	2
145	языкового знака	1	2
146	в себя	1	2
147	все эти	2	2
148	всей своей	2	2
149	в этой	1	2
150	с их	1	2
151	вследствие этого	1	2
152	не как	3	2
153	на этом	1	2
154	встречаются в	1	2
155	об этом	1	2
156	времени в	1	2
157	по себе	1	2
158	в них	2	2
159	несмотря на	2	2
160	хх века	1	2
161	сводятся к	1	2
162	теории литературы	1	2
163	и более	1	2
164	вовсе не	2	2
165	тому что	1	2
166	одна из	1	2
167	материала в	4	2
168	не является	4	2
169	языка в	1	2
170	для себя	2	2
171	и о	1	2
172	того чтобы	1	2
173	в организации	1	2
174	роль в	2	2
175	с языком	1	2
176	высказывания и	1	2
177	или в	1	2
178	в значительной	1	2
179	с одной	2	2
180	и др	2	2
181	или даже	1	2
182	одно из	1	2
183	никто не	1	2
184	не сумеет	1	2
185	в одном	3	2
186	для того	1	2
187	себя и	1	2
188	в художественной	1	2
189	превращается в	3	2
190	одной стороны	2	2
191	так же	2	2
192	и особенно	1	2
193	как в	2	2
194	для понимания	1	2
195	в контексте	1	2
196	художественное произведение	2	2
197	художественного высказывания	1	2
198	собственно говоря	2	2
199	тем более	1	2
200	истории литературы	2	2
201	одной из	1	2
202	от всех	2	2
203	только о	1	2
204	также и	1	1
205	же как	1	1
206	и через	1	1
207	художественных произведений	2	1
208	и есть	1	1
209	здесь и	1	1
210	можно говорить	1	1
211	можно лишь	1	1
212	едва ли	1	1
213	мышления но	1	1
214	в зависимости	2	1
215	есть не	2	1
216	лишь одного	1	1
217	содержания в	1	1
218	стиля в	1	1
219	что иное	2	1
220	общем виде	1	1
221	никогда не	3	1
222	зависимости от	2	1
223	в каждой	1	1
224	не что	2	1
225	революции в	1	1
226	произведение и	1	1
227	и помимо	2	1
228	хх веке	1	1
229	иное как	2	1
230	столь же	1	1
231	время в	1	1
232	в различных	1	1
233	является таким	1	1
234	тем как	1	1
235	замысла и	1	1
236	или иное	1	1
237	что они	2	1
238	своей ценностной	1	1
239	и эстетического	1	1
240	на основе	1	1
241	отнюдь не	1	1
242	в истории	1	1
243	что касается	1	1
244	которого только	1	1
245	от этого	2	1
246	или иную	1	1
247	только то	1	1
248	одном случае	1	1
249	на то	1	1
250	что она	1	1
251	в статье	1	1
252	все это	4	1
253	в понимании	1	1
254	в узком	1	1
255	к одному	3	1
256	отношений между	2	1
257	подобно тому	1	1
258	его можно	1	1
259	является не	1	1
260	или иных	1	1
261	объект и	2	1
262	в совершенно	1	1
263	речь в	1	1
264	и внутренняя	2	1
265	бы быть	1	1
266	косвенной речи	1	1
267	для своей	1	1
268	а как	2	1
269	значимым и	1	1
270	и иных	1	1
271	было бы	4	1
272	и дает	1	1
273	зрения и	1	1
274	соответствии с	2	1
275	автору и	1	1
276	он и	1	1
277	из проявлений	1	1
278	обратимся к	1	1
279	и становится	1	1
280	с первых	1	1
281	от своего	2	1
282	в такой	1	1
283	за которым	1	1
284	к предмету	2	1
285	однако этот	1	1
286	в условиях	1	1
287	себе а	1	1
288	есть его	1	1
289	для данного	1	1
290	слова могут	1	1
291	между индивидуальными	1	1
292	в конце	1	1
293	и наоборот	1	1
294	не должно	1	1
295	этой внутренней	1	1
296	как несомненно	1	1
297	это особенно	1	1
298	отношений здесь	1	1
299	между людьми	1	1
300	виду что	1	1
301	но для	3	1
302	не имеет	2	1
303	что такое	1	1
304	иметь в	1	1
305	синтаксической конструкции	1	1
306	каждый из	1	1
307	только и	4	1
308	в самой	1	1
309	при наличии	1	1
310	и является	2	1
311	связи с	1	1
312	ту или	1	1
313	из того	1	1
314	и систематизации	1	1
315	бы несколько	1	1
316	вечного и	1	1
317	интонации и	1	1
318	и здесь	1	1
319	все то	1	1
320	разрыв между	2	1
321	поэтому не	1	1
322	когда мы	1	1
323	ли не	1	1
324	его за	1	1
325	в каждом	4	1
326	здесь мы	3	1
327	следует иметь	1	1
328	та или	1	1
329	ни одно	2	1
330	своем составе	1	1
331	языка и	5	1
332	в собственном	1	1
333	своей полноте	1	1
334	то или	1	1
335	в особенности	1	1
336	но мы	4	1
337	этому содержанию	1	1
338	те же	2	1
339	повести гоголя	1	1
340	произведения является	2	1
341	комплексов в	1	1
342	для этого	1	1
343	внимание на	1	1
344	и который	1	1
345	художественной формы	1	1
346	в которую	2	1
347	или иная	1	1
348	состоит не	1	1
349	лишь путем	2	1
350	нуждается в	2	1
351	от одного	1	1
352	в другой	1	1
353	средств и	1	1
354	вслед за	2	1
355	если он	1	1
356	событии художественного	1	1
357	может иметь	2	1
358	существует как	1	1
359	статье о	1	1
360	с системой	1	1
361	один из	1	1
362	они хотят	1	1
363	мы видим	2	1
364	тот же	2	1
365	произведения есть	1	1
366	или же	1	1
367	этим словом	1	1
368	звучит один	1	1
369	со всеми	1	1
370	для всех	1	1
371	если говорить	1	1
372	в поэзии	5	1
373	эта возможность	1	1
374	себе в	1	1
375	до того	1	1
376	и реализуется	1	1
377	т.д как	1	1
378	так как	3	1
379	не было	1	1
380	разница в	1	1
381	но одно	2	1
382	всякое высказывание	1	1
383	такого понимания	1	1
384	еще и	4	1
385	наконец в	2	1
386	этот результат	1	1
387	мира это	1	1
388	строф в	1	1
389	в хх	1	1
390	к более	1	1
391	и пр	7	1
392	литературное произведение	2	1
393	из наиболее	1	1
394	более того	2	1
395	же точно	1	1
396	выбор слова	1	1
397	не всегда	1	1
398	что основной	1	1
399	в связи	2	1
400	как ни	1	1
401	становится эстетическим	1	1
402	вступает в	1	1
403	на фоне	4	1
404	свести к	1	1
405	только к	1	1
406	вместе с	1	1
407	в одной	1	1
408	быть это	1	1
409	он говорит	1	1
410	типа и	1	1
411	этого слова	1	1
412	тому как	1	1
413	и вполне	1	1
414	да и	3	1
415	эстетической функции	2	1
416	носителем и	1	1
417	иных произведений	1	1
418	быть не	1	1
419	него не	1	1
420	членения и	1	1
421	выбора все	1	1
422	с этой	2	1
423	протопопа аввакума	1	1
424	как система	1	1
425	точно и	1	1
426	все же	5	1
427	эстетическим объектом	1	1
428	тех или	1	1
429	жизни когда	1	1
430	если не	1	1
431	ценностная активность	1	1
432	отношений и	1	1
433	позиции в	1	1
434	больше и	1	1
435	от него	1	1
436	бы в	2	1
437	особенности в	1	1
438	поэтики в	1	1
439	не объективно	1	1
440	в современных	1	1
441	но если	1	1
442	быть и	1	1
443	может и	1	1
444	впервые в	1	1
445	в системе	1	1
446	поэт не	1	1
447	понимается как	1	1
448	о литературе	1	1
449	ее восприятия	1	1
450	который в	1	1
451	одно слово	1	1
452	включает в	1	1
453	всего в	1	1
454	ее в	2	1
455	в своих	2	1
456	нее как	1	1
457	по поводу	1	1
458	этой точки	1	1
459	они не	1	1
