N	2gram	Tiupa_Vved_1	Istorich
193	тем не	3	2
194	все это	1	2
195	однако в	4	2
196	и наоборот	1	2
197	мы пока	1	2
198	по себе	2	2
199	случае мы	1	2
200	что есть	1	2
201	не менее	4	2
202	дело не	1	2
203	не по	1	2
204	который при	1	2
205	не могло	2	2
206	это мы	1	2
207	одна из	4	2
208	по своей	3	2
209	в тексте	10	2
210	что на	2	2
211	в области	3	2
212	у нас	1	2
213	его с	2	2
214	на том	1	2
215	никогда не	4	2
216	том как	3	2
217	и на	3	2
218	если бы	7	2
219	мы читаем	1	2
220	от них	1	2
221	в форме	1	2
222	того что	6	2
223	происходит в	1	2
224	в современной	3	2
225	с той	1	2
226	их не	1	2
227	себя в	1	2
228	так что	1	2
229	уже в	1	2
230	в виде	1	2
231	есть в	2	2
232	его и	1	2
233	могло бы	3	2
234	представлений о	1	2
235	у нее	2	2
236	только с	1	2
237	в особенности	1	2
238	из таких	1	2
239	на этот	1	2
240	с помощью	1	2
241	в частности	13	2
242	отразилось в	1	2
243	и вот	1	2
244	такого рода	16	2
245	между прочим	1	2
246	же самое	1	2
247	это уже	1	2
248	только одна	1	2
249	в связи	1	2
250	это он	1	2
251	и все	4	2
252	сказать что	1	2
253	без этих	1	1
254	увидим ниже	1	1
255	с кем	1	1
256	дело обстоит	1	1
257	переход от	1	1
258	говорилось выше	1	1
259	но представляет	1	1
260	смерть в	1	1
261	в зависимости	1	1
262	которое может	1	1
263	той же	1	1
264	полагает что	1	1
265	оттого что	2	1
266	мы не	4	1
267	полагать что	1	1
268	он как	1	1
269	но она	1	1
270	принадлежит к	3	1
271	не вполне	3	1
272	не совсем	1	1
273	зависимости от	1	1
274	предстает как	1	1
275	пребывания в	1	1
276	в ней	4	1
277	и самого	1	1
278	или трех	1	1
279	он сам	1	1
280	во всех	2	1
281	как правило	6	1
282	своей работе	1	1
283	от его	1	1
284	то он	2	1
285	и откуда	1	1
286	но как	1	1
287	к которой	1	1
288	друг на	1	1
289	не все	2	1
290	если в	2	1
291	в наиболее	2	1
292	его развития	1	1
293	мы невольно	1	1
294	также указывает	1	1
295	и полагает	1	1
296	как образ	2	1
297	как к	1	1
298	однако не	1	1
299	должна обратиться	1	1
300	целый ряд	2	1
301	и наконец	2	1
302	года до	1	1
303	и к	2	1
304	мир и	1	1
305	имеет в	1	1
306	о рыбаке	1	1
307	к чему	1	1
308	та же	1	1
309	нам как	1	1
310	жизни так	2	1
311	в ответ	1	1
312	большей части	3	1
313	героя через	1	1
314	то и	2	1
315	и сестры	1	1
316	особое место	1	1
317	героя из	1	1
318	но на	2	1
319	жизнью и	1	1
320	вообще не	1	1
321	и стало	1	1
322	не следует	3	1
323	в свет	1	1
324	выражается в	1	1
325	это они	1	1
326	в нашей	1	1
327	которой не	1	1
328	всех этих	1	1
329	не как	2	1
330	уже говорилось	1	1
331	том чтобы	2	1
332	из него	1	1
333	подобно тому	2	1
334	людей и	1	1
335	к такого	1	1
336	в нее	1	1
337	только тот	1	1
338	исходя из	2	1
339	этом он	1	1
340	в совершенно	1	1
341	них не	1	1
342	а его	2	1
343	себя не	1	1
344	на каком	1	1
345	они просто	1	1
346	и мы	1	1
347	он есть	1	1
348	войны и	3	1
349	смерть и	1	1
350	по всему	1	1
351	он является	2	1
352	в них	2	1
353	о которых	1	1
354	и предлагает	1	1
355	этого персонажа	1	1
356	на друга	1	1
357	перестает быть	1	1
358	без этой	1	1
359	иначе говоря	6	1
360	как таковой	1	1
361	и становится	1	1
362	его нельзя	1	1
363	точки зрения	1	1
364	или точнее	1	1
365	представить себе	2	1
366	в котором	8	1
367	может входить	1	1
368	должны были	2	1
369	именно к	1	1
370	человеческое сознание	1	1
371	того кто	1	1
372	тому что	1	1
373	что происходит	1	1
374	и рыбке	1	1
375	вплоть до	1	1
376	встреча с	2	1
377	в то	4	1
378	между жизнью	1	1
379	облекается в	1	1
380	рыбаке и	1	1
381	чтобы стать	2	1
382	а порой	1	1
383	этого обряда	1	1
384	через смерть	1	1
385	находятся в	1	1
386	это сделать	1	1
387	что жизнь	1	1
388	можно сказать	4	1
389	со своим	1	1
390	мы бы	1	1
391	мы и	2	1
392	в основе	3	1
393	однако это	1	1
394	одним из	5	1
395	мира а	2	1
396	сюжета в	1	1
397	на границе	1	1
398	характер этой	1	1
399	и смертью	1	1
400	к тому	6	1
401	а что	1	1
402	для его	1	1
403	можно полагать	1	1
404	с ее	1	1
405	на основе	1	1
406	человеку но	1	1
407	всей своей	2	1
408	в пределах	2	1
409	приводит к	2	1
410	роль в	1	1
411	как с	1	1
412	ночью и	1	1
413	посредника между	1	1
414	стороны не	1	1
415	особенно в	1	1
416	к первому	1	1
417	это только	2	1
418	между собой	2	1
419	всегда имеет	1	1
420	по мере	1	1
421	с ним	3	1
422	иного порядка	1	1
423	в виду	1	1
424	а к	3	1
425	то они	1	1
426	внимание на	3	1
427	одного из	3	1
428	к обряду	1	1
429	мог бы	1	1
430	основе своей	1	1
431	важно не	2	1
432	в греческой	1	1
433	путь к	1	1
434	его герой	1	1
435	бы в	3	1
436	служит не	1	1
437	он обладает	1	1
438	сказать и	1	1
439	ряд других	1	1
440	в него	1	1
441	в этнографии	1	1
442	быть и	2	1
443	но так	1	1
444	один из	3	1
445	но с	1	1
446	обстановку в	1	1
447	чем это	1	1
448	человека в	1	1
449	тот же	1	1
450	могло быть	1	1
451	нем не	1	1
452	к их	1	1
453	может оказаться	1	1
454	очень много	1	1
455	и так	1	1
456	отсылают к	1	1
457	не случаен	1	1
458	а только	1	1
459	и жизни	1	1
460	из которого	1	1
461	чуда или	1	1
462	же она	1	1
463	не можем	2	1
464	своего рода	10	1
465	только на	1	1
466	вернуться к	1	1
467	в начале	3	1
468	первобытного человека	2	1
469	объясняется тем	1	1
470	глаза и	1	1
471	заметить что	1	1
472	как раз	2	1
473	не хотел	1	1
474	же еще	1	1
475	со стороны	5	1
476	как у	1	1
477	или иначе	2	1
478	не один	2	1
479	не обязательно	1	1
480	по своим	3	1
481	к которому	2	1
482	им из	1	1
483	при всей	2	1
484	а с	2	1
485	по большей	3	1
486	если мы	1	1
487	и затем	1	1
488	что не	1	1
489	обратиться к	2	1
490	прежде всего	7	1
491	выступает в	1	1
492	связано с	3	1
493	только по	1	1
494	не было	2	1
495	с торжеством	1	1
496	а исключительно	1	1
497	которые не	1	1
498	все тех	1	1
499	зависит от	2	1
500	власти и	1	1
501	человеческой жизни	3	1
502	человек в	1	1
503	объединены в	1	1
504	ситуации с	1	1
505	он и	2	1
506	и она	1	1
507	в центре	2	1
508	состояла в	1	1
509	или по	1	1
510	все люди	1	1
511	на эту	1	1
512	тому как	2	1
513	что же	3	1
514	быть как	1	1
515	быть только	2	1
516	в мир	1	1
517	у этого	1	1
518	кто такой	3	1
519	как будто	4	1
520	это дух	1	1
521	сказать не	1	1
522	видно что	1	1
523	группу персонажей	2	1
524	это явление	1	1
525	случае он	1	1
526	птица в	1	1
527	и вместо	1	1
528	его сестра	1	1
529	не говорится	1	1
530	она может	1	1
531	в результате	3	1
532	которая в	3	1
533	ему путь	1	1
534	жизни и	7	1
535	у них	1	1
536	еще более	1	1
537	будто бы	3	1
538	по ходу	1	1
539	исключительно в	1	1
540	или не	2	1
541	бы на	1	1
542	но если	1	1
543	уходят на	1	1
544	к ее	3	1
545	это все	1	1
546	персонажа и	1	1
547	не знает	1	1
548	порой в	1	1
549	мир но	1	1
550	к его	3	1
551	необходимо отличать	1	1
552	что ты	1	1
553	но эти	1	1
554	собой лишь	1	1
555	особую категорию	1	1
556	в своих	2	1
557	по поводу	2	1
558	см в	1	1
559	тем самым	5	1
560	прийти в	1	1
561	который не	1	1
562	том числе	1	1
563	и вновь	3	1
564	они не	1	1
