N	2gram	Propp_Russ_2	Vladivir
332	за этим	2	1
333	в противном	1	1
334	и где	1	1
335	когда он	1	1
336	года к	1	1
337	что по	4	1
338	какой смысл	1	1
339	ясно и	1	1
340	еще на	1	1
341	что весь	1	1
342	он в	1	1
343	которые в	1	1
344	и критически	1	1
345	а может	1	1
346	более подробно	1	1
347	как он	1	1
348	так сказать	1	1
349	в статье	1	1
350	о которой	1	1
351	в первую	1	1
352	была не	2	1
353	их в	4	1
354	мало того	1	1
355	на земле	5	1
356	от других	1	1
357	а вместе	1	1
358	интересами и	1	1
359	что никакого	1	1
360	на все	1	1
361	на этой	1	1
362	знает что	1	1
363	уже знаем	1	1
364	связанным с	1	1
365	после этого	2	1
366	в новое	1	1
367	из первых	1	1
368	в них	4	1
369	рядом с	1	1
370	сами собой	1	1
371	не всегда	3	1
372	одна другую	1	1
373	одна с	1	1
374	носит название	1	1
375	в западной	1	1
376	во время	12	1
377	и при	2	1
378	при изучении	1	1
379	оставаться в	1	1
380	как все	1	1
381	в такой	1	1
382	она в	1	1
383	место в	1	1
384	еще с	1	1
385	в которых	4	1
386	должны были	2	1
387	мир и	1	1
388	но эта	1	1
389	не будем	3	1
390	но он	3	1
391	земле и	4	1
392	имеем не	2	1
393	том же	4	1
394	на всю	1	1
395	возвращается к	1	1
396	в древней	1	1
397	случае мы	1	1
398	виду что	1	1
399	с которой	1	1
400	хотя это	1	1
401	что с	2	1
402	считает что	1	1
403	одна из	11	1
404	в науке	1	1
405	как таковых	1	1
406	в основе	1	1
407	но вместе	2	1
408	это еще	1	1
409	что выражает	1	1
410	следовательно и	1	1
411	же пишет	1	1
412	божества как	1	1
413	того как	2	1
414	того в	2	1
415	и является	1	1
416	буквальном смысле	1	1
417	до того	1	1
418	как будто	1	1
419	которая по	1	1
420	и оно	1	1
421	начиная с	2	1
422	когда мы	2	1
423	ступени ее	1	1
424	и такие	1	1
425	и всех	1	1
426	и другим	1	1
427	для его	1	1
428	все еще	1	1
429	теории в	1	1
430	что при	2	1
431	не единственный	1	1
432	рассмотренным в	1	1
433	всем этим	1	1
434	без всякого	1	1
435	в ее	3	1
436	говорится что	4	1
437	так в	2	1
438	iii в	1	1
439	оно как	2	1
440	живого существа	1	1
441	когда в	1	1
442	том как	1	1
443	могла быть	1	1
444	высокой ступени	1	1
445	не имели	2	1
446	собой и	1	1
447	отрицать что	1	1
448	эту теорию	9	1
449	есть носитель	1	1
450	то они	1	1
451	и поэтому	1	1
452	более высокой	1	1
453	очень четко	1	1
454	или на	8	1
455	с того	1	1
456	можно сказать	1	1
457	может не	1	1
458	все в	2	1
459	первую очередь	1	1
460	свою теорию	1	1
461	для христианства	1	1
462	вся эта	2	1
463	и во	1	1
464	там и	2	1
465	во всей	1	1
466	востока и	1	1
467	по разным	1	1
468	другая как	1	1
469	в свете	3	1
470	и следовательно	1	1
471	если это	1	1
472	может иметь	1	1
473	дать в	1	1
474	глаза при	1	1
475	в литературе	1	1
476	же можно	1	1
477	этой силы	3	1
478	с той	1	1
479	он редко	1	1
480	один из	2	1
481	в новой	2	1
482	религию в	1	1
483	как нет	1	1
484	будто бы	5	1
485	по времени	1	1
486	их не	1	1
487	не касается	1	1
488	в эти	1	1
489	же он	1	1
490	этому поводу	2	1
491	вопроса о	1	1
492	вернуться к	1	1
493	в последний	3	1
494	еще очень	1	1
495	а это	1	1
496	на этих	1	1
497	и других	3	1
498	за ним	3	1
499	их как	1	1
500	это обстоятельство	1	1
501	не будут	1	1
502	земли и	5	1
503	или это	1	1
504	притом не	1	1
505	в руки	2	1
506	указание на	1	1
507	при большом	1	1
508	представляют собой	7	1
509	таком виде	2	1
510	нужно было	1	1
511	и др	1	1
512	возможно что	1	1
513	не умерли	1	1
514	не надо	1	1
515	влияние на	2	1
516	будем здесь	2	1
517	же а	2	1
518	по своим	1	1
519	этой религии	1	1
520	в природе	3	1
521	на которых	1	1
522	что для	3	1
523	от другого	1	1
524	вопрос почему	1	1
525	в некоторых	9	1
526	смысла и	1	1
527	и возвращается	1	1
528	был в	1	1
529	целым рядом	1	1
530	в христианской	1	1
531	ниже в	2	1
532	если эта	1	1
533	к стремлению	1	1
534	а так	1	1
535	о чем	4	1
536	это самое	1	1
537	него не	1	1
538	становится ясным	1	1
539	которого она	1	1
540	для них	2	1
541	можно будет	2	1
542	состояла в	2	1
543	в иных	1	1
544	из которых	2	1
545	по своему	1	1
546	к жизни	5	1
547	пишет в	3	1
548	на эту	2	1
549	если человек	1	1
550	в тех	1	1
551	исходя из	1	1
552	в состоянии	1	1
553	этого слова	1	1
554	было ни	1	1
555	на пути	1	1
556	этом случае	6	1
557	ее также	1	1
558	не касаясь	1	1
559	но так	1	1
560	только для	1	1
561	все это	10	1
562	видно что	2	1
563	и таким	1	1
564	пока еще	2	1
565	либо его	1	1
566	и после	3	1
567	ли в	1	1
568	это наличие	1	1
569	тем и	2	1
570	не говорится	2	1
571	нас нет	1	1
572	тот кто	1	1
573	к циклу	1	1
574	а к	2	1
575	отсюда видно	1	1
576	у них	2	1
577	на свою	1	1
578	весьма поучительная	1	1
579	есть уже	1	1
580	не являются	1	1
581	и начинается	1	1
582	в свою	1	1
583	с ней	5	1
584	только как	2	1
585	природе и	1	1
586	даже просто	1	1
587	не что	2	1
588	ко всему	1	1
589	можно наблюдать	1	1
590	в заключение	1	1
591	если она	2	1
592	и другие	14	1
593	он пишет	1	1
594	все что	1	1
