N	2gram	Tiupa_Vved_1	Myshleni
228	целый ряд	2	2
229	как уже	1	2
230	более или	2	2
231	в противоположность	1	2
232	за собой	1	2
233	к чему	1	2
234	понятия о	1	2
235	представляет собой	15	2
236	само по	1	2
237	с их	1	2
238	в себе	5	2
239	всей его	2	2
240	не следует	3	2
241	в силу	2	2
242	и более	3	2
243	для данной	1	2
244	подобно тому	2	2
245	речи или	1	2
246	и мы	1	2
247	этом смысле	1	2
248	свести к	1	2
249	он является	2	2
250	все равно	2	2
251	иначе говоря	6	2
252	или менее	2	2
253	в этих	3	2
254	но если	1	2
255	когда ее	1	2
256	том же	1	2
257	всякий раз	1	2
258	стало быть	7	2
259	бы мы	1	2
260	тому чтобы	1	2
261	с которой	1	2
262	как показывают	1	2
263	не могло	2	2
264	во всем	1	2
265	и теперь	1	2
266	что на	2	2
267	к себе	1	2
268	могут быть	4	2
269	же самое	1	2
270	картину в	1	2
271	на стул	1	2
272	его с	2	2
273	той или	3	2
274	указывает на	1	2
275	должен быть	1	2
276	с ее	1	2
277	от друга	1	2
278	как по	2	2
279	имя с	1	2
280	на том	1	2
281	когда в	2	2
282	как у	1	2
283	можно сказать	4	2
284	той степени	1	2
285	а также	8	2
286	самому себе	1	2
287	и всю	1	2
288	в его	4	2
289	что и	2	2
290	в другой	1	2
291	детская речь	2	2
292	приведенных выше	1	2
293	и тем	2	2
294	на протяжении	1	2
295	в одном	1	2
296	у него	1	2
297	случае не	1	2
298	заметить что	1	2
299	тем что	2	2
300	или иной	3	2
301	и составляет	3	2
302	но никогда	1	2
303	на эту	1	2
304	речь вовсе	1	2
305	связь с	1	2
306	человека к	1	2
307	тому как	2	2
308	что же	3	2
309	в первой	1	2
310	реакции на	1	2
311	в категориях	2	2
312	возникает в	1	2
313	но с	1	2
314	и для	3	2
315	однако и	2	2
316	мира и	2	2
317	у них	1	2
318	это все	1	2
319	к его	3	2
320	мы увидим	1	2
321	в сфере	1	1
322	относится и	1	1
323	рассматривать в	1	1
324	тех же	1	1
325	имеет в	1	1
326	но речь	1	1
327	в приведенном	2	1
328	роль этого	1	1
329	со своей	1	1
330	на первый	1	1
331	речевой деятельности	2	1
332	по аналогии	1	1
333	на первом	1	1
334	семейной жизни	1	1
335	и о	1	1
336	это что	1	1
337	и спонтанную	1	1
338	сути дела	1	1
339	исследования в	1	1
340	главы в	1	1
341	благодаря тому	1	1
342	вместо того	2	1
343	этого термина	1	1
344	пространство и	2	1
345	если говорить	1	1
346	и он	1	1
347	вопросы о	1	1
348	в ней	4	1
349	разрывать и	1	1
350	отсылает к	2	1
351	и на	3	1
352	между собой	2	1
353	здесь не	2	1
354	же самые	1	1
355	как правило	6	1
356	в ее	1	1
357	но как	1	1
358	к которой	1	1
359	друг на	1	1
360	не входит	1	1
361	в противовес	3	1
362	ответ на	1	1
363	один и	1	1
364	в той	4	1
365	его на	1	1
366	опирается на	1	1
367	так называемая	1	1
368	далее мы	1	1
369	факторов и	1	1
370	однако не	1	1
371	мы тем	1	1
372	сознания в	3	1
373	и наконец	2	1
374	и тот	1	1
375	следует сказать	1	1
376	самом первом	2	1
377	мир это	2	1
378	с той	1	1
379	это решение	1	1
380	та же	1	1
381	в нашем	6	1
382	что автор	1	1
383	сливаются в	2	1
384	тому же	4	1
385	так сказать	2	1
386	и если	1	1
387	в нем	5	1
388	о которой	2	1
389	еще раньше	1	1
390	зависит не	1	1
391	которой не	1	1
392	и еще	1	1
393	не к	4	1
394	собой не	1	1
395	способ в	1	1
396	и вот	1	1
397	действительно так	1	1
398	любой из	1	1
399	целом как	1	1
400	на этом	1	1
401	исходя из	2	1
402	что является	1	1
403	этом последнем	1	1
404	могла бы	3	1
405	этом он	1	1
406	состояния и	2	1
407	ищет слов	1	1
408	входит в	1	1
409	известно что	1	1
410	по мысли	5	1
411	должен был	1	1
412	в жизни	4	1
413	материал для	1	1
414	служебного и	1	1
415	для них	3	1
416	как об	1	1
417	что не	1	1
418	зрения или	1	1
419	с тем	1	1
420	не всегда	2	1
421	слова что	1	1
422	которой он	1	1
423	же следует	1	1
424	чтобы они	1	1
425	она неизбежно	1	1
426	этом в	1	1
427	автора и	1	1
428	обратимся к	2	1
429	основной формы	1	1
430	в ходе	2	1
431	что такое	18	1
432	опыта и	1	1
433	эти момента	1	1
434	место в	2	1
435	оставляя за	1	1
436	мнения и	2	1
437	мир и	1	1
438	представлений о	1	1
439	имеет смысл	2	1
440	однако в	4	1
441	и наоборот	1	1
442	задается вопросом	1	1
443	в детской	1	1
444	бы быть	1	1
445	как видим	1	1
446	случае мы	1	1
447	тому что	1	1
448	что есть	1	1
449	сознания категории	1	1
450	от сознания	1	1
451	сущности говоря	1	1
452	и время	1	1
453	как о	2	1
454	дело не	1	1
455	и притом	1	1
456	на него	2	1
457	не по	1	1
458	функцию в	1	1
459	в игру	1	1
460	все без	1	1
461	а тот	1	1
462	здесь может	1	1
463	приведенном выше	1	1
464	связано с	3	1
465	пути и	1	1
466	своей природе	2	1
467	видим не	1	1
468	у кого	1	1
469	и после	1	1
470	открывает перед	1	1
471	только с	1	1
472	в области	3	1
473	без исключения	2	1
474	может показаться	1	1
475	у нас	1	1
476	только от	1	1
477	в живой	1	1
478	начиная с	3	1
479	не встречается	1	1
480	бы он	1	1
481	оно не	1	1
482	здесь мы	1	1
483	самое последнее	1	1
484	этим термином	1	1
485	по сути	2	1
486	всей своей	2	1
487	в пределах	2	1
488	с языком	1	1
489	особенно в	1	1
490	по природе	1	1
491	к анализу	1	1
492	не оказывается	1	1
493	по мере	1	1
494	а к	3	1
495	о ней	4	1
496	сводится к	4	1
497	другое но	1	1
498	поэтому как	1	1
499	т.п в	1	1
500	определенным образом	1	1
501	одного из	3	1
502	появляется в	2	1
503	и который	1	1
504	и чисто	1	1
505	и мира	3	1
506	аналогии с	1	1
507	к нему	1	1
508	друга дети	1	1
509	которой было	1	1
510	возникает и	2	1
511	данной ситуации	2	1
512	интерес к	1	1
513	существенную роль	1	1
514	без которого	1	1
515	есть с	1	1
516	вслед за	2	1
517	он обладает	1	1
518	и вполне	1	1
519	также в	1	1
520	ряд других	1	1
521	из служебного	1	1
522	мышление к	1	1
523	в современной	3	1
524	но так	1	1
525	один из	3	1
526	том как	3	1
527	в двух	1	1
528	действие в	1	1
529	например так	1	1
530	и так	1	1
531	между тем	1	1
532	сам называет	1	1
533	во времени	2	1
534	к детской	1	1
535	которых в	1	1
536	между этими	1	1
537	который не	1	1
538	так что	1	1
539	из которого	1	1
540	как полагает	1	1
541	оказывается в	1	1
542	так можно	1	1
543	только на	1	1
544	то и	2	1
545	в итоге	3	1
546	ни одного	1	1
547	слова в	2	1
548	в нашей	1	1
549	в виде	1	1
550	свидетельствует о	4	1
551	время является	1	1
552	в сознании	4	1
553	или даже	1	1
554	в данной	2	1
555	по выражению	2	1
556	постановка вопроса	1	1
557	этот раз	2	1
558	мир в	1	1
559	могло бы	3	1
560	сами по	1	1
561	в речь	2	1
562	который можно	1	1
563	к ним	2	1
564	при всей	2	1
565	как его	2	1
566	которым приводит	1	1
567	при отсутствии	2	1
568	его тоже	1	1
569	в случаях	2	1
570	в особенности	1	1
571	на второй	1	1
572	мне и	1	1
573	точек зрения	2	1
574	он без	1	1
575	как субъект	2	1
576	должна оказаться	1	1
577	а именно	1	1
578	о котором	2	1
579	еще и	1	1
580	окружающей его	1	1
581	вообще не	1	1
582	и коммуникативной	1	1
583	только к	1	1
584	обратиться к	2	1
585	рода не	1	1
586	только по	1	1
587	на друга	1	1
588	до конца	3	1
589	зависит от	2	1
590	ее моментов	1	1
591	специфически человеческий	1	1
592	богатая и	1	1
593	ближе к	1	1
594	то она	1	1
595	народов и	1	1
596	в речи	2	1
597	стороны в	1	1
598	и потому	1	1
599	без наличия	1	1
600	закрепляется в	1	1
601	о возможности	1	1
602	как если	1	1
603	к своему	1	1
604	в жизнь	1	1
605	предположить что	1	1
606	она появляется	1	1
607	бы одно	1	1
608	существо это	1	1
609	в тот	1	1
610	да и	1	1
611	приобретает в	2	1
612	и от	2	1
613	чтобы раскрыть	1	1
614	не рассматривается	1	1
615	своего исследования	1	1
616	объектов которые	1	1
617	к другим	1	1
618	при всем	1	1
619	себя с	1	1
620	одна из	4	1
621	мы неизбежно	1	1
622	дети не	1	1
623	как она	1	1
624	или другой	1	1
625	в третьем	1	1
626	бы в	3	1
627	быть следует	2	1
628	еще более	1	1
629	для его	1	1
630	т.п но	1	1
631	зрения в	1	1
632	действительной жизни	1	1
633	но это	3	1
634	функции не	1	1
635	составляет центральный	1	1
636	исключительно в	1	1
637	или не	2	1
638	к ее	3	1
639	в целях	1	1
640	он видит	1	1
641	жизни в	4	1
642	которая на	1	1
643	между ними	1	1
644	это исходное	1	1
645	не знает	1	1
646	другой стороны	2	1
647	и внутренне	1	1
648	жизни а	1	1
649	из этого	1	1
650	основной нерв	1	1
651	частности в	2	1
652	с что	1	1
653	и б	1	1
654	далее в	1	1
655	речь является	1	1
656	также не	1	1
657	в своих	2	1
658	жизни уже	1	1
659	и вновь	3	1
660	гораздо более	1	1
