N	2gram	Vinokur_St_1	RusskieA
296	на то	4	1
297	но на	2	1
298	е из	1	1
299	не могла	2	1
300	вообще не	2	1
301	в нем	5	1
302	в статье	7	1
303	всех этих	2	1
304	в первую	2	1
305	он должен	2	1
306	новой форме	1	1
307	довольно часто	1	1
308	только в	10	1
309	но все	4	1
310	по его	2	1
311	в одну	1	1
312	могла бы	1	1
313	что все	2	1
314	сделаны в	1	1
315	почти каждый	1	1
316	в другом	3	1
317	в число	1	1
318	на все	1	1
319	а как	2	1
320	входит в	1	1
321	того или	4	1
322	те или	1	1
323	если при	1	1
324	известно что	1	1
325	и дает	1	1
326	более широком	1	1
327	и была	1	1
328	по всему	1	1
329	только одно	1	1
330	о которой	3	1
331	на основании	1	1
332	е ф	1	1
333	в развитии	1	1
334	такой же	5	1
335	можно найти	2	1
336	в такой	2	1
337	это только	1	1
338	место в	1	1
339	еще с	1	1
340	своего рода	3	1
341	но эта	1	1
342	ряда других	1	1
343	но они	1	1
344	однако в	1	1
345	что этот	2	1
346	и таким	1	1
347	и очень	4	1
348	что эта	2	1
349	себе целью	3	1
350	как о	2	1
351	в русской	1	1
352	считает что	1	1
353	дело в	6	1
354	в науке	1	1
355	и притом	1	1
356	на него	2	1
357	в основе	3	1
358	вытекает из	2	1
359	ничего не	2	1
360	с одним	1	1
361	многих отношениях	1	1
362	где уже	1	1
363	по своей	2	1
364	и его	8	1
365	так например	7	1
366	как будто	4	1
367	этом отношении	7	1
368	не является	3	1
369	же до	1	1
370	которая по	1	1
371	форме это	1	1
372	в духе	1	1
373	и такие	2	1
374	разницей что	1	1
375	с полной	1	1
376	и другим	1	1
377	и за	3	1
378	ссылкой на	1	1
379	теории в	1	1
380	оно не	1	1
381	на долю	1	1
382	ничего общего	3	1
383	в применении	3	1
384	и это	2	1
385	себе в	1	1
386	от разных	1	1
387	не могу	1	1
388	без всякого	2	1
389	на основе	1	1
390	и этим	1	1
391	и иные	2	1
392	и когда	1	1
393	то как	1	1
394	что у	4	1
395	так и	9	1
396	здесь нет	1	1
397	мог бы	1	1
398	на которую	1	1
399	что никакого	1	1
400	можно только	1	1
401	том как	4	1
402	возможно что	3	1
403	но у	1	1
404	он был	3	1
405	без всякой	3	1
406	основана на	1	1
407	но иногда	1	1
408	если бы	9	1
409	и вообще	3	1
410	нас нет	7	1
411	хотя это	1	1
412	никаких признаков	1	1
413	из других	1	1
414	другом месте	2	1
415	настоящее время	1	1
416	утверждает что	1	1
417	с того	1	1
418	можно сказать	1	1
419	может не	2	1
420	и во	2	1
421	же степени	1	1
422	в его	9	1
423	но нет	1	1
424	это нужно	1	1
425	во всей	1	1
426	которая должна	1	1
427	не надо	2	1
428	в середине	1	1
429	как правило	2	1
430	если это	3	1
431	более что	2	1
432	же можно	1	1
433	оставляют в	1	1
434	быть и	2	1
435	с той	1	1
436	на которой	2	1
437	но с	3	1
438	тот же	1	1
439	что он	10	1
440	в какой	3	1
441	и является	1	1
442	что русские	1	1
443	те которые	1	1
444	и так	3	1
445	который в	1	1
446	i и	1	1
447	указывает что	1	1
448	какой степени	1	1
449	из которого	2	1
450	же и	4	1
451	где-то в	1	1
452	сомнений в	1	1
453	вопроса о	3	1
454	еще очень	1	1
455	е не	1	1
456	при помощи	2	1
457	в данной	2	1
458	и обратно	1	1
459	области в	1	1
460	например к	1	1
461	ни с	3	1
462	который как	2	1
463	был бы	1	1
464	обратить внимание	1	1
465	не так	1	1
466	для него	6	1
467	всяком случае	6	1
468	на глаза	1	1
469	могло бы	2	1
470	в одном	1	1
471	в конце	3	1
472	чтобы она	1	1
473	их во	1	1
474	к ним	1	1
475	случае не	2	1
476	как раз	4	1
477	где их	1	1
478	на некоторые	1	1
479	не просто	1	1
480	указание на	1	1
481	много места	1	1
482	само собой	1	1
483	время как	2	1
484	в другой	1	1
485	в это	1	1
486	нужно было	2	1
487	и даже	5	1
488	даже не	4	1
489	мнению в	2	1
490	в ряде	1	1
491	и др	1	1
492	притом не	1	1
493	превращается в	2	1
494	его смерти	1	1
495	не на	1	1
496	и своим	1	1
497	и поставил	1	1
498	а по	1	1
499	г где	1	1
500	него не	1	1
501	в одно	1	1
502	также с	1	1
503	в одной	1	1
504	и потому	2	1
505	некоторые из	1	1
506	в иных	2	1
507	в москве	2	1
508	не дают	1	1
509	той и	1	1
510	нужно не	1	1
511	смысле этого	2	1
512	месте своей	1	1
513	случае она	1	1
514	в тех	3	1
515	в современной	1	1
516	и более	2	1
517	быть не	1	1
518	этого слова	2	1
519	и не	16	1
520	же случае	1	1
521	как более	2	1
522	но это	6	1
523	это выражение	1	1
524	что касается	3	1
525	и тогда	2	1
526	своих предшественников	1	1
527	же значение	1	1
528	что подобные	1	1
529	часто но	1	1
530	случаях когда	1	1
531	бы говорить	1	1
532	ли в	2	1
533	поводу с	1	1
534	первую очередь	2	1
535	в настоящее	1	1
536	тот кто	1	1
537	в двух	3	1
538	по одной	1	1
539	а может	1	1
540	тем более	4	1
541	которые в	2	1
542	петра i	1	1
543	несмотря на	2	1
544	и начинается	1	1
545	только с	2	1
546	в период	1	1
547	месте в	1	1
548	более поздний	1	1
549	две стороны	1	1
550	сказать что	7	1
551	другой стороны	7	1
552	не ставило	1	1
553	на который	2	1
554	когда в	1	1
555	него в	1	1
556	время не	1	1
557	быть признана	1	1
558	во всяком	6	1
559	очевидно в	1	1
560	как на	1	1
