N	2gram	Losev_Dial_1	Analitik
131	на то	5	2
132	вообще не	1	2
133	он не	3	2
134	что она	7	2
135	таким образом	1	2
136	в одну	3	2
137	что все	1	2
138	же не	1	2
139	них не	1	2
140	это было	2	2
141	за собою	1	2
142	обоих случаях	1	2
143	этом смысле	3	2
144	по себе	25	2
145	он и	2	2
146	жизни но	1	2
147	еще в	1	2
148	в этих	5	2
149	в своей	2	2
150	в котором	4	2
151	с точки	12	2
152	стало быть	9	2
153	о себе	1	2
154	но эта	3	2
155	миф и	4	2
156	для нее	2	2
157	даже в	3	2
158	она не	6	2
159	в то	6	2
160	дело не	2	2
161	не имеет	15	2
162	же время	4	2
163	которые и	1	2
164	так например	1	2
165	или иных	1	2
166	всего в	1	2
167	в нас	1	2
168	сторону и	2	2
169	над нами	1	2
170	природе своей	1	2
171	по природе	1	2
172	того и	1	2
173	с ним	6	2
174	и смерть	1	2
175	что в	13	2
176	никак не	6	2
177	его в	1	2
178	собственно говоря	4	2
179	том или	2	2
180	между тем	1	2
181	в его	3	2
182	не знаю	1	2
183	того что	2	2
184	с той	2	2
185	один из	3	2
186	грань между	2	2
187	себя в	1	2
188	в поэзии	1	2
189	не есть	40	2
190	а то	1	2
191	ни с	6	2
192	и их	2	2
193	вовсе не	7	2
194	не о	4	2
195	уже и	3	2
196	или ином	1	2
197	здесь в	2	2
198	вслед за	2	2
199	превращается в	1	2
200	может ли	1	2
201	его как	1	2
202	одну из	1	2
203	была бы	3	2
204	о чем	2	2
205	реальности в	1	2
206	вместе с	1	2
207	так же	4	2
208	к его	1	2
209	к своему	1	2
210	этих случаях	1	2
211	по существу	1	2
212	в состоянии	1	2
213	тех или	3	2
214	и для	2	2
215	объекта и	2	2
216	при таком	1	2
217	я всегда	2	2
218	в повествовании	1	2
219	тот кто	2	2
220	еще более	3	2
221	субъектом и	1	2
222	от своего	1	2
223	сказать что	10	2
224	другой стороны	4	2
225	т е	25	2
226	все что	1	2
227	к этому	2	2
228	в таком	1	2
229	и наиболее	1	1
230	а между	1	1
231	как известно	1	1
232	неотделима от	1	1
233	и т	21	1
234	также и	7	1
235	с жизнью	1	1
236	это воплощение	1	1
237	выражения в	1	1
238	самом деле	3	1
239	к другому	1	1
240	и больше	2	1
241	действительности и	3	1
242	по его	1	1
243	мы уже	1	1
244	есть не	3	1
245	почему мы	1	1
246	почти все	2	1
247	что иное	1	1
248	в полной	2	1
249	почти исключительно	1	1
250	я не	5	1
251	из того	2	1
252	они были	2	1
253	но даже	1	1
254	частный случай	1	1
255	и самого	1	1
256	как миф	1	1
257	как один	2	1
258	иное как	1	1
259	быть в	2	1
260	миф о	1	1
261	в чем	6	1
262	во внешнем	1	1
263	не требует	1	1
264	совсем не	1	1
265	то он	2	1
266	сказал он	1	1
267	и всякий	2	1
268	сама по	8	1
269	один и	1	1
270	бы для	1	1
271	данный момент	1	1
272	из уст	1	1
273	дело мне	1	1
274	во вне	1	1
275	это ни	1	1
276	этой стороны	2	1
277	в полном	1	1
278	когда он	1	1
279	этого ни	1	1
280	и наконец	1	1
281	его к	1	1
282	а со	1	1
283	если наконец	1	1
284	тем же	1	1
285	более или	3	1
286	следующим образом	1	1
287	о самом	2	1
288	при чтении	1	1
289	светом и	2	1
290	не приходится	1	1
291	в которой	1	1
292	бы и	2	1
293	мне не	2	1
294	так или	1	1
295	все эти	2	1
296	бы не	1	1
297	из этих	2	1
298	которые в	1	1
299	что даже	2	1
300	говорит не	1	1
301	как он	4	1
302	в наших	1	1
303	быть только	1	1
304	что вообще	1	1
305	с чем	1	1
306	в нем	16	1
307	зрительный образ	1	1
308	всех этих	3	1
309	в первую	2	1
310	идеи и	5	1
311	к одному	1	1
312	не к	1	1
313	не как	2	1
314	показалось странным	1	1
315	в силу	1	1
316	об отношении	5	1
317	то самое	1	1
318	и по	1	1
319	я вам	1	1
320	тут не	4	1
321	в каждом	2	1
322	бы дать	1	1
323	об этом	4	1
324	по смыслу	1	1
325	времени и	1	1
326	заключается в	1	1
327	первую очередь	1	1
328	это не	9	1
329	то все	1	1
330	обе стороны	3	1
331	слова без	1	1
332	в жизни	1	1
333	ни в	15	1
334	в них	3	1
335	если из	1	1
336	все равно	3	1
337	мифа но	5	1
338	далеко не	1	1
339	но лишь	4	1
340	этого не	1	1
341	место и	1	1
342	со своими	1	1
343	всегда и	3	1
344	в сон	1	1
345	говорится о	1	1
346	видим как	1	1
347	такой же	2	1
348	нисколько не	4	1
349	со всей	2	1
350	сосредоточиться на	1	1
351	но я	1	1
352	в понимании	1	1
353	но если	5	1
354	и при	2	1
355	взгляд на	1	1
356	вдумаемся в	1	1
357	в такой	1	1
358	не становится	1	1
359	с идеей	1	1
360	имеется в	1	1
361	жизнь и	3	1
362	от себя	1	1
363	что я	3	1
364	вплоть до	3	1
365	и эти	1	1
366	христианской мифологии	1	1
367	и более	4	1
368	мере в	1	1
369	ставит себя	1	1
370	не должна	2	1
371	зрения и	1	1
372	и вся	1	1
373	тому что	3	1
374	может трактоваться	1	1
375	было с	1	1
376	раз и	2	1
377	нас самих	1	1
378	виду что	1	1
379	вообще но	1	1
380	до известной	1	1
381	ничего нового	2	1
382	с теми	1	1
383	и другое	2	1
384	меня не	1	1
385	но только	3	1
386	он с	1	1
387	что ни	3	1
388	в разных	3	1
389	только и	4	1
390	жизни не	1	1
391	вечных мук	1	1
392	именно с	1	1
393	этих двух	1	1
394	всего на	1	1
395	как она	7	1
396	по своей	1	1
397	для автора	1	1
398	потому что	14	1
399	связи с	1	1
400	о чем-то	3	1
401	только с	3	1
402	с другом	1	1
403	всему этому	1	1
404	земле как	1	1
405	одно и	4	1
406	места для	1	1
407	если он	1	1
408	встречается в	1	1
409	и заключается	1	1
410	сама жизнь	1	1
411	отличается от	2	1
412	же самое	1	1
413	уже было	1	1
414	должны быть	1	1
415	указывает на	3	1
416	если же	1	1
417	о них	1	1
418	и о	3	1
419	и тогда	2	1
420	значения и	1	1
421	в виду	5	1
422	но при	1	1
423	в ее	1	1
424	на последнем	1	1
425	по земле	1	1
426	характер и	1	1
427	только то	4	1
428	по способу	1	1
429	однако эта	1	1
430	если они	1	1
431	в образе	1	1
432	в отношении	5	1
433	здесь он	1	1
434	всегда говорит	1	1
435	нам уже	1	1
436	ли и	1	1
437	метафизика и	2	1
438	нас и	1	1
439	есть миф	2	1
440	в другом	2	1
441	но к	2	1
442	таков например	1	1
443	но мы	1	1
444	и что	12	1
445	все его	1	1
446	каждом из	2	1
447	нас а	1	1
448	к нему	8	1
449	или иначе	1	1
450	полной мере	1	1
451	не будучи	2	1
452	как самостоятельное	1	1
453	и недаром	1	1
454	что здесь	2	1
455	сразу же	1	1
456	зная что	2	1
457	мы видим	4	1
458	нуждается в	3	1
459	от живого	1	1
460	в какой	1	1
461	на природу	1	1
462	хотя бы	6	1
463	здесь ни	1	1
464	деле не	1	1
465	не мешает	4	1
466	все они	1	1
467	форма может	1	1
468	голосом и	1	1
469	как проявление	1	1
470	же и	2	1
471	он состоит	1	1
472	уже в	1	1
473	вопроса о	1	1
474	то и	2	1
475	как более	2	1
476	у того	1	1
477	проникает в	1	1
478	который как	1	1
479	жизнь для	1	1
480	пока не	1	1
481	представить себе	1	1
482	сами по	1	1
483	так как	11	1
484	к ним	2	1
485	выдумка а	1	1
486	себе и	2	1
487	на меня	1	1
488	другом в	1	1
489	не доказывает	1	1
490	не говорит	4	1
491	бы это	1	1
492	к самому	2	1
493	своем значении	1	1
494	имеет тот	1	1
495	даже не	3	1
496	в данный	1	1
497	и из	3	1
498	на примере	1	1
499	с другим	1	1
500	который не	1	1
501	как у	2	1
502	нельзя сказать	1	1
503	что тот	1	1
504	я был	1	1
505	противоположность спокойному	1	1
506	и трепещущий	1	1
507	может показаться	1	1
508	еще и	3	1
509	а целую	1	1
510	нового времени	1	1
511	она вполне	1	1
512	у меня	1	1
513	а главное	2	1
514	зависит от	1	1
515	есть лишь	1	1
516	что хотя	1	1
517	если не	1	1
518	в связи	1	1
519	что внутреннее	1	1
520	себя за	1	1
521	смысл что	1	1
522	и потому	3	1
523	свою собственную	1	1
524	над другими	1	1
525	из собственного	1	1
526	части речи	1	1
527	отнести также	1	1
528	ко всему	2	1
529	или менее	3	1
530	стороны и	3	1
531	да и	6	1
532	указание на	1	1
533	друг с	1	1
534	я с	1	1
535	и там	1	1
536	что же	3	1
537	с этой	2	1
538	еще раз	1	1
539	фигура не	1	1
540	при условии	3	1
541	между прочим	1	1
542	с этими	1	1
543	перед нами	1	1
544	к другим	1	1
545	другой как	1	1
546	не является	3	1
547	будучи в	1	1
548	известной степени	1	1
549	наоборот в	1	1
550	его не	6	1
551	другое дело	1	1
552	своей собственной	1	1
553	человек и	1	1
554	для нас	1	1
555	от него	4	1
556	или нет	3	1
557	к этой	1	1
558	тем более	2	1
559	и как	7	1
560	мы должны	5	1
561	ни к	2	1
562	которое есть	1	1
563	но это	8	1
564	только что	3	1
565	второй и	1	1
566	отношении к	3	1
567	к ее	1	1
568	еще ничего	1	1
569	может и	4	1
570	а о	2	1
571	с ней	2	1
572	выведена из	1	1
573	состоит из	3	1
574	совершенно не	8	1
575	по одному	1	1
576	не сами	1	1
577	не что	1	1
578	в отдельности	2	1
579	из этого	1	1
580	и жизнь	1	1
581	ли он	1	1
582	есть то	1	1
583	на это	1	1
584	просто не	2	1
585	этой точки	2	1
586	к отвлеченной	1	1
587	точно так	2	1
