N	2gram	Propp_Morf_1	Myslijsy
171	на него	3	3
172	в каком	2	3
173	оно не	2	3
174	если мы	5	3
175	как не	1	3
176	те же	1	3
177	не с	2	3
178	мог бы	1	3
179	том как	1	3
180	находится в	1	3
181	на вопрос	2	3
182	но мы	3	3
183	можно заметить	2	3
184	вслед за	5	3
185	как например	2	3
186	и у	1	3
187	одно из	1	3
188	не так	1	3
189	от другого	2	3
190	как при	1	3
191	это будет	1	3
192	одной стороны	1	3
193	а от	1	3
194	но это	6	3
195	и для	2	3
196	то не	1	3
197	и все	1	3
198	или нет	2	3
199	только что	2	3
200	с ними	1	3
201	нет но	1	3
202	как на	1	3
203	ли мы	1	2
204	таком случае	1	2
205	самом деле	4	2
206	на самом	4	2
207	и есть	2	2
208	как выше	1	2
209	к другой	1	2
210	которое может	2	2
211	вопрос о	7	2
212	мы легко	1	2
213	что многие	1	2
214	с его	2	2
215	тем как	1	2
216	то мы	4	2
217	совсем не	3	2
218	что за	1	2
219	значение и	1	2
220	не все	6	2
221	по отношению	4	2
222	если на	1	2
223	могли бы	1	2
224	это определение	1	2
225	все эти	2	2
226	в нашем	3	2
227	хотя мы	1	2
228	и тот	1	2
229	но на	1	2
230	состоит в	2	2
231	и по	2	2
232	на этом	3	2
233	одно и	1	2
234	но все	3	2
235	в каждом	1	2
236	связанные с	1	2
237	в другом	2	2
238	разница между	1	2
239	где оно	2	2
240	например с	2	2
241	этого не	2	2
242	должно быть	1	2
243	что такое	3	2
244	не столько	1	2
245	мы находим	1	2
246	но он	1	2
247	их в	1	2
248	не должно	1	2
249	или если	1	2
250	что например	1	2
251	для нее	1	2
252	остановимся на	1	2
253	тому что	4	2
254	а а	2	2
255	и его	1	2
256	что с	1	2
257	с теми	4	2
258	сказать что	2	2
259	самого начала	1	2
260	знать что	2	2
261	того чтобы	3	2
262	вытекает из	1	2
263	к ней	1	2
264	во всем	1	2
265	животных и	3	2
266	у нас	2	2
267	к таким	1	2
268	когда мы	1	2
269	не противоречит	1	2
270	оно может	3	2
271	в собственном	3	2
272	с самого	1	2
273	после того	1	2
274	можно бы	2	2
275	и здесь	5	2
276	образом мы	5	2
277	это было	3	2
278	если это	3	2
279	как вообще	1	2
280	не зная	1	2
281	в формах	1	2
282	один из	5	2
283	мы видим	13	2
284	в какой	3	2
285	в нашей	1	2
286	а то	3	2
287	не дает	1	2
288	от действия	1	2
289	друг друга	3	2
290	у него	1	2
291	такое же	1	2
292	а с	2	2
293	и затем	4	2
294	себя и	2	2
295	между ними	1	2
296	быть названо	3	2
297	не на	2	2
298	при определении	1	2
299	в связи	9	2
300	так же	3	2
301	как это	3	2
302	или по	2	2
303	не дают	1	2
304	она есть	1	2
305	в его	1	2
306	или в	4	2
307	о котором	1	2
308	их например	1	2
309	мы должны	3	2
310	хотя бы	4	2
311	но если	7	2
312	другой стороны	4	2
313	но эти	1	2
314	к этому	3	2
315	можно назвать	3	2
316	ту же	2	1
317	одним из	1	1
318	отношение к	1	1
319	и действительно	1	1
320	то прежде	1	1
321	по отдельным	1	1
322	он может	2	1
323	тех же	4	1
324	причин того	1	1
325	что новые	1	1
326	и до	1	1
327	должна быть	1	1
328	собственном смысле	3	1
329	быть достигнуто	1	1
330	уже по	1	1
331	и за	2	1
332	мы уже	1	1
333	связаны между	1	1
334	должно считаться	1	1
335	эта форма	13	1
336	перейти к	2	1
337	оно есть	1	1
338	для наших	1	1
339	и заставляет	1	1
340	нет то	1	1
341	при сравнении	1	1
342	но этого	1	1
343	будет видно	1	1
344	бы то	3	1
345	что вполне	1	1
346	сколько же	1	1
347	друг к	2	1
348	действуют при	1	1
349	вне связи	3	1
350	мы будем	3	1
351	но как	2	1
352	характер они	1	1
353	заметим что	2	1
354	друг на	2	1
355	ответ на	1	1
356	отличие от	1	1
357	вопрос на	1	1
358	отвечает ему	1	1
359	сходное с	1	1
360	в одной	1	1
361	если она	2	1
362	что именно	1	1
363	дает нам	1	1
364	для всех	1	1
365	предметы и	1	1
366	перед нами	10	1
367	и наконец	1	1
368	другу и	2	1
369	из причин	1	1
370	имеет в	1	1
371	следует сказать	1	1
372	этой цели	1	1
373	в этот	1	1
374	не меняются	1	1
375	то в	3	1
376	следует поставить	1	1
377	зависит и	1	1
378	мы получаем	2	1
379	и исчезает	1	1
380	одном случае	1	1
381	что пока	1	1
382	за этим	1	1
383	что так	1	1
384	рассказ о	1	1
385	только на	1	1
386	нами в	2	1
387	его и	2	1
388	предметов и	1	1
389	имеем в	6	1
390	по-видимому не	1	1
391	сравнение этих	1	1
392	не отвечает	1	1
393	он не	3	1
394	на новые	2	1
395	свою собственную	1	1
396	этого нельзя	2	1
397	он должен	2	1
398	чтобы в	1	1
399	определение должно	1	1
400	здесь для	1	1
401	может показать	1	1
402	приходим к	2	1
403	и независимо	1	1
404	прежде чем	3	1
405	мы их	1	1
406	а разве	1	1
407	то ни	3	1
408	как они	1	1
409	не будет	1	1
410	же не	1	1
411	тем в	1	1
412	же касается	1	1
413	том случае	1	1
414	об этом	4	1
415	и с	1	1
416	к другу	2	1
417	к заключению	1	1
418	на каком	1	1
419	входит в	2	1
420	образом если	1	1
421	быть почти	1	1
422	известным образом	1	1
423	ни в	1	1
424	из нее	1	1
425	самые простые	1	1
426	превращаются в	1	1
427	друга что	1	1
428	не всегда	9	1
429	во внимание	1	1
430	оно имеет	1	1
431	чем в	1	1
432	убедиться что	1	1
433	или вообще	1	1
434	можно сказать	2	1
435	в ходе	4	1
436	или точнее	1	1
437	с точки	2	1
438	ли можно	1	1
439	быть названы	1	1
440	если быть	1	1
441	и животным	1	1
442	в которых	2	1
443	вопрос кто	1	1
444	ее он	1	1
445	значение для	1	1
446	втором случае	1	1
447	не будем	4	1
448	которые в	1	1
449	теми же	1	1
450	и более	1	1
451	есть всегда	1	1
452	сам он	3	1
453	то с	2	1
454	к развитию	1	1
455	чем перейти	1	1
456	таких случаях	2	1
457	в таких	2	1
458	следует определить	1	1
459	нового направления	1	1
460	другой не	2	1
461	она могла	1	1
462	это дает	1	1
463	на котором	3	1
464	дело в	1	1
465	не вызывает	1	1
466	в самых	2	1
467	может только	1	1
468	по законам	1	1
469	ничего не	4	1
470	или как	1	1
471	приведены в	1	1
472	или при	2	1
473	что прежде	1	1
474	на тело	1	1
475	путем то	1	1
476	их по	3	1
477	которая не	1	1
478	не потому	1	1
479	сразу и	2	1
480	известной степени	1	1
481	к отдельным	2	1
482	такие случаи	2	1
483	следует еще	1	1
484	указать на	1	1
485	к тому	4	1
486	их происхождения	1	1
487	что при	2	1
488	ничего общего	1	1
489	всех случаях	1	1
490	как мы	6	1
491	не делает	1	1
492	подобных случаях	4	1
493	невозможным уже	1	1
494	здесь не	2	1
495	без всякого	2	1
496	из приведенных	2	1
497	останавливаясь на	1	1
498	вопрос что	2	1
499	с если	1	1
500	как с	1	1
501	его самого	4	1
502	если они	2	1
503	всего следует	1	1
504	они нам	1	1
505	здесь как	1	1
506	при попытке	1	1
507	других и	1	1
508	этим в	1	1
509	другого и	1	1
510	предметам и	1	1
511	на ряд	1	1
512	встречаться в	1	1
513	связанное с	1	1
514	состоят в	1	1
515	то они	2	1
516	этих условиях	1	1
517	что каждый	1	1
518	подобные же	1	1
519	на что	1	1
520	и просто	1	1
521	самому себе	1	1
522	по их	3	1
523	и были	1	1
524	место то	1	1
525	средствами сообщения	1	1
526	два случая	1	1
527	во втором	3	1
528	на одном	1	1
529	не более	1	1
530	частью в	1	1
531	деле в	1	1
532	как явление	1	1
533	что часть	1	1
534	же можно	2	1
535	содержания но	1	1
536	еще несколько	1	1
537	тех пор	1	1
538	к нему	3	1
539	что здесь	1	1
540	но так	1	1
541	но с	1	1
542	д и	1	1
543	следует ли	1	1
544	дело с	1	1
545	как нечто	1	1
546	его место	1	1
547	встречается только	1	1
548	не простое	1	1
549	который в	2	1
550	нам возможность	1	1
551	со всеми	1	1
552	в большинстве	3	1
553	еще заметить	1	1
554	ее из	2	1
555	большинстве случаев	3	1
556	при помощи	9	1
557	он имеет	1	1
558	никто не	3	1
559	основные части	1	1
560	узнает в	1	1
561	могло бы	1	1
562	ли этот	2	1
563	же например	1	1
564	с этими	1	1
565	в выборе	1	1
566	должны будем	2	1
567	были бы	1	1
568	в особенности	1	1
569	быть названа	1	1
570	найти его	1	1
571	в другой	1	1
572	а эта	2	1
573	а на	3	1
574	или а	1	1
575	случае если	1	1
576	с другим	1	1
577	однако что	1	1
578	на ее	1	1
579	а именно	1	1
580	человека а	1	1
581	и др	10	1
582	имеет ничего	1	1
583	ей не	1	1
584	из членов	3	1
585	стремится к	1	1
586	на друга	2	1
587	прав то	1	1
588	на основании	1	1
589	могут служить	1	1
590	этом основании	1	1
591	говоря что	1	1
592	в подобных	1	1
593	или одновременно	1	1
594	д можно	1	1
595	то она	1	1
596	очень часто	6	1
597	уже давно	1	1
598	можно будет	1	1
599	которое в	1	1
600	некоторые из	1	1
601	относятся к	2	1
602	же с	1	1
603	а при	1	1
604	ворона и	1	1
605	но такое	2	1
606	какого бы	1	1
607	не останавливаясь	1	1
608	видит в	1	1
609	а если	4	1
610	могут считаться	2	1
611	в течение	1	1
612	в той	1	1
613	что же	2	1
614	так скоро	1	1
615	в первой	1	1
616	при ближайшем	1	1
617	форма в	3	1
618	значит что	3	1
619	многих других	1	1
620	свойства и	1	1
621	к определению	1	1
622	к чему	3	1
623	нам еще	2	1
624	с этой	1	1
625	этом случае	8	1
626	происходит с	1	1
627	этом и	1	1
628	но для	2	1
629	между собой	4	1
630	рассматривать как	1	1
631	согласие в	1	1
632	это уже	3	1
633	это правило	1	1
634	в с	1	1
635	не представляет	1	1
636	е о	1	1
637	собственно говоря	1	1
638	и совершенно	1	1
639	что касается	1	1
640	мы прежде	1	1
641	же оно	2	1
642	все они	1	1
643	и предметом	1	1
644	бы на	1	1
645	непосредственно как	1	1
646	считать не	1	1
647	здесь только	1	1
648	вопрос как	2	1
649	иначе чем	2	1
650	только можно	1	1
651	может и	1	1
652	но эта	1	1
653	состоит из	1	1
654	предмета к	1	1
655	в последнем	2	1
656	есть и	4	1
657	только о	1	1
658	что различные	1	1
659	это так	2	1
660	ее в	1	1
661	предполагает уже	1	1
662	и ни	1	1
663	быть продолжен	1	1
664	относится ко	1	1
