N	2gram	Medvedev_F_3	Istorich
628	как эта	1	1
629	в эту	2	1
630	еще более	1	1
631	же к	1	1
632	от всего	1	1
633	хотя бы	6	1
634	все они	1	1
635	же в	1	1
636	образом сама	1	1
637	та что	1	1
638	к самому	2	1
639	может и	3	1
640	а о	1	1
641	некоторое единство	1	1
642	не знает	1	1
643	обычно не	1	1
644	но этот	1	1
645	отношению к	3	1
646	из этого	4	1
647	героя в	3	1
648	неверно как	1	1
649	самое и	1	1
650	всем этом	1	1
651	собой это	1	1
652	в частности	1	1
653	это в	1	1
654	можно назвать	1	1
655	в таком	2	1
656	становится чем-то	1	1
657	такой же	2	1
