N	2gram	Tiupa_Hudo_2	NovoeSre
158	мы уже	3	1
159	не с	2	1
160	еще в	1	1
161	во внешнюю	1	1
162	строю мыслей	1	1
163	и совсем	1	1
164	с ним	7	1
165	можно сказать	6	1
166	смысле и	1	1
167	говорить о	2	1
168	о самом	1	1
169	на себя	3	1
170	этих категориях	1	1
171	и другая	1	1
172	во внешних	1	1
173	жизни это	1	1
174	это я	1	1
175	это время	1	1
176	в xix	1	1
177	на них	1	1
178	веры не	1	1
179	себя а	1	1
180	не могу	3	1
181	других людей	1	1
182	это была	3	1
183	нет у	1	1
184	на всех	1	1
185	все в	1	1
186	своего рода	16	1
187	жили в	1	1
188	к нему	3	1
189	то он	1	1
190	в его	11	1
191	себе и	1	1
192	и только	2	1
193	уже во	1	1
194	и она	1	1
195	вся жизнь	1	1
196	смешения в	1	1
197	в значительной	1	1
198	к которому	1	1
199	в своем	5	1
200	как например	1	1
201	и нет	1	1
202	известном смысле	1	1
203	жизни его	1	1
204	что нет	1	1
205	полноты жизни	1	1
206	на человека	1	1
207	ей было	1	1
208	человека в	4	1
209	время когда	1	1
210	и старые	1	1
211	что он	8	1
212	только в	4	1
213	по своей	1	1
214	от этого	1	1
215	добро и	1	1
216	в самом	5	1
217	быть готовым	1	1
218	то время	1	1
219	он в	1	1
220	о свободе	1	1
221	из этих	2	1
222	приобретает характер	1	1
223	тоже не	2	1
224	было так	2	1
225	же и	2	1
226	для всех	1	1
227	внутренней сосредоточенности	1	1
228	человеке и	1	1
229	к идее	1	1
230	и у	2	1
231	уже в	1	1
232	человек не	1	1
233	все ее	1	1
234	него и	1	1
235	из них	2	1
236	к своим	1	1
237	надеждой и	1	1
238	все еще	1	1
239	для того	4	1
240	и когда	1	1
241	нуждается в	2	1
242	жизнью и	1	1
243	в конце	1	1
244	не для	1	1
245	но ведь	1	1
246	про него	1	1
247	просвещения и	1	1
248	не случайно	10	1
249	и исключительно	1	1
250	людей и	1	1
251	тем что	6	1
252	к той	2	1
253	от того	1	1
254	ее жизни	2	1
255	но все	1	1
256	значительной степени	1	1
257	жить в	3	1
258	от нее	1	1
259	лишь для	1	1
260	истины о	1	1
261	уж в	1	1
262	этом он	1	1
263	духовной глубине	1	1
264	не должна	1	1
265	том случае	1	1
266	жизни для	1	1
267	ней и	1	1
268	а по	2	1
269	в будущее	1	1
270	внешняя жизнь	2	1
271	нашей жизни	1	1
272	на ее	3	1
273	с другими	3	1
274	был в	1	1
275	который и	2	1
276	нельзя сказать	1	1
277	было бы	3	1
278	лишь по	1	1
279	во внешней	3	1
280	себя и	2	1
281	как существо	1	1
282	что не	2	1
283	на поверхности	1	1
284	превращается в	4	1
285	а на	1	1
286	в этой	5	1
287	этого не	1	1
288	всю жизнь	1	1
289	не всегда	1	1
290	жизнь в	2	1
291	долгое время	1	1
292	человеческой жизни	6	1
293	ее на	2	1
294	но власть	1	1
295	он и	1	1
296	и ему	3	1
297	и еще	1	1
298	внешней жизни	2	1
299	в этих	3	1
300	было ее	2	1
301	во время	1	1
302	уже давно	1	1
303	и а	2	1
304	окончательно в	1	1
305	зачем же	1	1
306	на это	1	1
307	к себе	3	1
308	в котором	6	1
309	только для	2	1
310	мы в	1	1
311	не столько	2	1
312	и красота	1	1
313	власть над	1	1
314	не должно	1	1
315	жизни с	2	1
316	в силу	1	1
317	с миром	1	1
318	но он	1	1
319	быть только	1	1
320	и более	1	1
321	их в	1	1
322	в состоянии	3	1
323	он видел	1	1
324	распадается на	1	1
325	во времени	1	1
326	жизни во	1	1
327	по себе	1	1
328	дай бог	1	1
329	в это	3	1
330	в той	1	1
331	нас к	1	1
332	будто бы	3	1
333	в атмосфере	1	1
334	сих пор	2	1
335	так как	1	1
336	человека не	1	1
337	она могла	1	1
338	видят в	1	1
339	в сущности	1	1
340	не по	2	1
341	это уже	2	1
342	за его	1	1
343	от жизни	1	1
344	есть гораздо	1	1
345	до сих	2	1
346	и черная	1	1
347	никогда еще	1	1
348	всего что	1	1
349	а во	1	1
350	или иная	1	1
351	бы он	1	1
352	мыслей и	1	1
353	к этой	1	1
354	к ней	2	1
355	и его	5	1
356	а также	2	1
357	них нельзя	1	1
358	потребность в	2	1
359	все более	1	1
360	давно уже	2	1
361	вступает в	1	1
362	и героя	1	1
363	образ человека	1	1
364	смысле в	1	1
365	в области	1	1
366	нет ничего	2	1
367	внешних формах	1	1
368	та или	1	1
369	ему не	1	1
370	на смену	1	1
371	личности с	2	1
372	бытия как	2	1
373	жизни а	1	1
374	не та	1	1
375	есть только	1	1
376	во все	1	1
377	есть и	3	1
378	ли он	2	1
379	в которой	1	1
380	числе и	1	1
381	эти слова	1	1
382	случае если	1	1
383	оно не	2	1
384	который не	1	1
385	но сама	1	1
386	как на	2	1
387	все что	3	1
388	том числе	1	1
