N	2gram	Medvedev_F_1	Hudozhes
354	на то	1	1
355	не могла	2	1
356	на его	2	1
357	к искусству	1	1
358	и иные	1	1
359	в статье	1	1
360	время и	1	1
361	к миру	2	1
362	все это	9	1
363	определенной жанровой	1	1
364	зрения в	1	1
365	в понимании	5	1
366	свою собственную	1	1
367	принцип эстетического	1	1
368	ее непосредственным	1	1
369	к одному	1	1
370	язык искусства	2	1
371	его сознание	1	1
372	ни были	2	1
373	стилями других	1	1
374	чтобы в	1	1
375	химическом соединении	2	1
376	рефлексии и	1	1
377	или иных	1	1
378	подход к	2	1
379	то ни	3	1
380	самого процесса	1	1
381	произведения с	1	1
382	не сможет	2	1
383	бы быть	2	1
384	не с	2	1
385	а как	2	1
386	же об	1	1
387	было бы	6	1
388	лишь на	1	1
389	в жизни	3	1
390	чтобы этот	1	1
391	полагал что	1	1
392	нет в	1	1
393	как формулирует	1	1
394	он и	1	1
395	как целого	1	1
396	может уклониться	1	1
397	места в	2	1
398	в такой	1	1
399	и без	1	1
400	в котором	1	1
401	что от	1	1
402	в единстве	7	1
403	к предмету	1	1
404	как совокупность	1	1
405	в условиях	1	1
406	до последнего	1	1
407	от его	1	1
408	нового содержания	1	1
409	значение для	2	1
410	искусства не	2	1
411	новых форм	1	1
412	этих моментов	1	1
413	друг другу	1	1
414	произведения в	8	1
415	из виду	2	1
416	не должно	1	1
417	их отношении	1	1
418	на один	1	1
419	произведения это	2	1
420	виду что	2	1
421	но для	3	1
422	не имеет	1	1
423	на котором	1	1
424	что такое	2	1
425	к этим	1	1
426	последнее является	1	1
427	к изучению	1	1
428	которого он	1	1
429	облекается в	1	1
430	в систему	3	1
431	но только	1	1
432	значимости своего	1	1
433	гармонии между	1	1
434	только и	4	1
435	в самой	2	1
436	литературе в	1	1
437	своей природе	1	1
438	и является	2	1
439	связи с	3	1
440	в центр	1	1
441	своеобразие не	1	1
442	не по	3	1
443	в химическом	2	1
444	действительно существует	1	1
445	были они	1	1
446	окажется неадекватным	1	1
447	однако это	1	1
448	том отношении	1	1
449	какова например	1	1
450	настоящего времени	2	1
451	тем это	1	1
452	и здесь	6	1
453	все то	1	1
454	разрыв между	1	1
455	и конкретном	1	1
456	единства в	1	1
457	и развития	2	1
458	как недостаточно	1	1
459	определить и	1	1
460	вне произведения	1	1
461	в каждом	3	1
462	в настоящее	10	1
463	должен быть	5	1
464	опираясь на	1	1
465	именно эту	1	1
466	как мы	5	1
467	значения и	2	1
468	начало нового	1	1
469	та или	1	1
470	ни одно	1	1
471	только при	1	1
472	языка и	1	1
473	реальной действительности	1	1
474	в особенности	3	1
475	или для	2	1
476	на произведение	1	1
477	значение в	3	1
478	как с	2	1
479	на нее	2	1
480	в научном	1	1
481	для этого	4	1
482	мире в	1	1
483	ничто в	1	1
484	о ней	1	1
485	различных художественных	2	1
486	не перестанет	1	1
487	жизни не	2	1
488	искусства и	5	1
489	настоящее время	10	1
490	как ее	2	1
491	в поэтической	1	1
492	может не	1	1
493	поэтики как	1	1
494	художественной формы	2	1
495	от всего	1	1
496	на отдельные	1	1
497	восприятия в	1	1
498	или иная	1	1
499	эти два	1	1
500	художников слова	1	1
501	в другой	2	1
502	средств и	1	1
503	вслед за	1	1
504	если он	3	1
505	в него	2	1
506	существует как	1	1
507	существует не	1	1
508	эти последние	1	1
509	в формах	4	1
510	на которой	1	1
511	один из	3	1
512	мы видим	1	1
513	и роман	1	1
514	на языке	2	1
515	место лишь	1	1
516	или же	3	1
517	между этими	1	1
518	мира как	2	1
519	бы ни	5	1
520	картины как	1	1
521	со всеми	3	1
522	с которыми	1	1
523	так что	1	1
524	для всех	1	1
525	к какому-нибудь	1	1
526	если мы	2	1
527	со стилями	1	1
528	не дает	2	1
529	мышления и	1	1
530	из них	1	1
531	система смыслов	1	1
532	себе в	1	1
533	представить себе	1	1
534	гуманитарных науках	2	1
535	которые одновременно	1	1
536	не для	3	1
537	у нее	1	1
538	с этими	1	1
539	так как	1	1
540	и от	7	1
541	должен был	1	1
542	и несет	1	1
543	как такового	2	1
544	отношении что	1	1
545	его исторического	2	1
546	но из	1	1
547	не было	3	1
548	имеет значение	1	1
549	нашем примере	1	1
550	и даже	3	1
551	и глубже	2	1
552	как у	1	1
553	на ее	1	1
554	завершенность и	1	1
555	значений и	1	1
556	такого понимания	1	1
557	наконец в	3	1
558	что не	1	1
559	не мыслится	1	1
560	что для	1	1
561	и пр	17	1
562	и политического	1	1
563	смысла и	1	1
564	к третьему	1	1
565	человека но	1	1
566	литературное произведение	10	1
567	более того	3	1
568	к реальному	1	1
569	зависит от	1	1
570	однако и	1	1
571	могут изучаться	1	1
572	в бытии	1	1
573	время оно	1	1
574	его как	3	1
575	то она	1	1
576	в связи	4	1
577	как элемент	2	1
578	как основная	1	1
579	вступает в	2	1
580	на фоне	3	1
581	чем глубже	1	1
582	вместе с	2	1
583	целом здесь	1	1
584	к особенностям	1	1
585	о различных	1	1
586	внешнем мире	1	1
587	одну из	1	1
588	для некоторых	1	1
589	требует от	1	1
590	не могут	1	1
591	для искусства	1	1
592	другу и	1	1
593	внехудожественной действительности	1	1
594	конструкции если	1	1
595	этого слова	3	1
596	организации произведения	1	1
597	одновременно с	2	1
598	отдельности и	1	1
599	художественной идеологемой	1	1
600	в это	1	1
601	и способов	1	1
602	с этой	4	1
603	с бытием	1	1
604	конкретном целом	1	1
605	направления в	6	1
606	между прочим	1	1
607	все же	3	1
608	о мире	2	1
609	к вопросу	1	1
610	при всем	1	1
611	тех или	1	1
612	каждой из	3	1
613	в более	1	1
614	самой природы	1	1
615	за его	1	1
616	ее законов	1	1
617	еще одна	2	1
618	совершается в	2	1
619	поэтикой и	1	1
620	что делает	1	1
621	не подлежит	1	1
622	в результате	2	1
623	в отдельных	1	1
624	для нас	1	1
625	как целому	1	1
626	бы в	3	1
627	в литературной	1	1
628	не будучи	1	1
629	это особого	1	1
630	поэтики в	1	1
631	предмета и	1	1
632	ни было	2	1
633	же в	3	1
634	не утрачивает	1	1
635	быть и	4	1
636	художественной конструкции	7	1
637	не есть	2	1
638	останется не	1	1
639	становления и	3	1
640	может и	2	1
641	чем с	1	1
642	искусства без	5	1
643	оценки и	1	1
644	впервые в	1	1
645	в системе	2	1
646	жизни а	1	1
647	автора в	1	1
648	о литературе	6	1
649	переходя к	1	1
650	одновременно и	1	1
651	в отдельности	1	1
652	который в	1	1
653	изобразительных искусств	3	1
654	всего в	3	1
655	просто не	1	1
656	жизни и	7	1
657	ее в	1	1
658	и другие	1	1
659	в своих	2	1
660	нее как	1	1
661	по поводу	1	1
662	этой точки	1	1
663	они не	3	1
664	событий в	1	1
