N	2gram	Trubetskoy_1	Komedia
197	под именем	1	2
198	представления о	1	2
199	в лице	1	2
200	с ними	1	2
201	и у	1	2
202	является не	2	2
203	не для	1	2
204	от того	4	2
205	в любви	1	2
206	в других	2	2
207	следует признать	1	2
208	нет и	1	2
209	видно из	1	2
210	со стороны	4	2
211	и к	6	2
212	до сих	5	2
213	с другой	1	2
214	а на	1	2
215	у других	2	2
216	с которым	1	2
217	если не	2	2
218	усомниться в	1	2
219	по своему	1	2
220	в течение	2	2
221	не удалось	1	2
222	как бы	4	2
223	друг с	14	2
224	пути к	2	2
225	сих пор	5	2
226	бы в	1	2
227	хотя бы	5	2
228	ни было	1	2
229	от ее	1	2
230	к его	1	2
231	из этого	3	2
232	во всяком	9	2
233	в союзе	1	1
234	говоря о	2	1
235	отношения к	2	1
236	самом деле	7	1
237	сил и	3	1
238	общественном сознании	1	1
239	что эти	1	1
240	и этот	3	1
241	на поддержку	1	1
242	на первый	1	1
243	в семье	1	1
244	на эти	1	1
245	такое положение	1	1
246	в сущности	1	1
247	в полной	1	1
248	они были	1	1
249	когда речь	1	1
250	чем больше	1	1
251	собой в	1	1
252	по восстановлению	3	1
253	между собой	5	1
254	которые якобы	1	1
255	все эти	2	1
256	не был	1	1
257	время в	2	1
258	в различных	1	1
259	уверен в	1	1
260	там и	2	1
261	в создании	1	1
262	при жизни	1	1
263	в область	1	1
264	свидетельства о	1	1
265	находит возможным	1	1
266	значение и	1	1
267	в общем	1	1
268	и будет	1	1
269	не просто	2	1
270	друг от	2	1
271	в свои	1	1
272	его творчество	1	1
273	из таких	1	1
274	всю эту	2	1
275	быта и	1	1
276	первый взгляд	1	1
277	для создания	1	1
278	которой они	1	1
279	по которому	1	1
280	в полном	1	1
281	не являются	1	1
282	тем же	1	1
283	более или	4	1
284	вопрос приходится	1	1
285	этой цели	1	1
286	с нею	3	1
287	жизни в	5	1
288	привести к	1	1
289	нее так	1	1
290	если мы	1	1
291	и признание	1	1
292	остановиться на	1	1
293	с какими-нибудь	1	1
294	в себе	9	1
295	этому мнению	1	1
296	не могла	1	1
297	к участию	1	1
298	на его	1	1
299	главным образом	3	1
300	время и	1	1
301	отказа от	1	1
302	сами эти	2	1
303	видеть в	2	1
304	до самого	1	1
305	никакому сомнению	1	1
306	и более	2	1
307	европейской культуры	2	1
308	без зазрения	1	1
309	в другом	3	1
310	а по	1	1
311	самим собой	12	1
312	полной мере	1	1
313	на все	1	1
314	входит в	1	1
315	не умеет	1	1
316	мира сего	1	1
317	и мы	1	1
318	другом не	1	1
319	за другой	1	1
320	всю свою	2	1
321	для эпохи	1	1
322	по себе	2	1
323	в жизни	1	1
324	в тот	1	1
325	зазрения совести	1	1
326	со своими	1	1
327	которой он	4	1
328	выражение в	1	1
329	и тогда	2	1
330	народа и	2	1
331	или менее	4	1
332	от своего	1	1
333	и при	6	1
334	таким же	3	1
335	ни у	1	1
336	нас не	1	1
337	и без	1	1
338	же это	1	1
339	бы привести	1	1
340	из которой	1	1
341	усугубляет свою	1	1
342	не столько	1	1
343	его лежит	1	1
344	должны были	1	1
345	стало быть	1	1
346	из области	1	1
347	нельзя было	1	1
348	только для	2	1
349	другом и	2	1
350	быть таким	1	1
351	тем не	1	1
352	их в	2	1
353	том же	2	1
354	не требуется	1	1
355	ним в	1	1
356	для нее	2	1
357	любовь к	2	1
358	освободиться от	1	1
359	своих интересов	1	1
360	человеку не	1	1
361	представители этого	1	1
362	любви и	1	1
363	с точки	9	1
364	шла о	1	1
365	тем самым	2	1
366	что эта	1	1
367	из нас	1	1
368	она могла	1	1
369	для каждого	1	1
370	на себе	1	1
371	у кого	1	1
372	в основе	1	1
373	отношениях к	1	1
374	иметь в	1	1
375	та или	1	1
376	однако если	1	1
377	никогда не	5	1
378	в разных	1	1
379	вмешательства в	1	1
380	таким путем	1	1
381	более что	1	1
382	и является	2	1
383	с чертами	1	1
384	и теперь	1	1
385	сводится к	3	1
386	здесь же	1	1
387	участию в	1	1
388	к соединению	4	1
389	в области	2	1
390	за отсутствием	1	1
391	вот в	1	1
392	и некоторые	1	1
393	к себе	2	1
394	нет ни	1	1
395	чтобы сделать	1	1
396	сделано в	1	1
397	разницей что	1	1
398	отличается от	2	1
399	числе и	1	1
400	той или	3	1
401	отказаться от	4	1
402	должен быть	1	1
403	для себя	2	1
404	же образом	2	1
405	приходит к	3	1
406	от друга	2	1
407	только при	1	1
408	в собственном	1	1
409	мысль о	1	1
410	в себя	1	1
411	или для	1	1
412	приводит к	4	1
413	если они	2	1
414	том случае	4	1
415	мог бы	1	1
416	и результаты	1	1
417	других и	1	1
418	остается только	1	1
419	по сравнению	1	1
420	в эпоху	1	1
421	о котором	3	1
422	не будучи	1	1
423	с ним	2	1
424	помнить что	2	1
425	в порядке	2	1
426	в удовлетворении	1	1
427	но мы	3	1
428	никак не	1	1
429	его жизни	1	1
430	одного из	1	1
431	согласии с	1	1
432	материал для	1	1
433	от них	1	1
434	речь шла	2	1
435	что же	4	1
436	и ни	3	1
437	к индивидуальному	1	1
438	следовало бы	1	1
439	к которому	1	1
440	по своей	1	1
441	обе эти	1	1
442	не идет	1	1
443	даже если	2	1
444	работать на	1	1
445	они могут	1	1
446	по этому	2	1
447	тот или	1	1
448	человека с	1	1
449	считает себя	2	1
450	конечно не	5	1
451	в большинстве	3	1
452	только на	2	1
453	то и	1	1
454	основанной на	1	1
455	в сознании	3	1
456	основе его	1	1
457	большинстве случаев	2	1
458	к своим	1	1
459	он имеет	1	1
460	соединяется с	1	1
461	к каким	1	1
462	не так	2	1
463	для него	6	1
464	в известной	1	1
465	могло бы	1	1
466	не о	2	1
467	идет в	1	1
468	при отсутствии	2	1
469	к той	2	1
470	само собой	1	1
471	о которых	3	1
472	в очень	1	1
473	к самому	1	1
474	были бы	2	1
475	которые как	1	1
476	из двух	1	1
477	будет несомненно	1	1
478	и даже	2	1
479	или иной	5	1
480	тем у	1	1
481	на ее	1	1
482	по созданию	1	1
483	собой разумеется	1	1
484	на чем	1	1
485	основанный на	2	1
486	а с	2	1
487	сведения о	1	1
488	что не	1	1
489	противоречие между	1	1
490	этого не	2	1
491	до конца	1	1
492	не на	1	1
493	а не	2	1
494	однако и	1	1
495	самого начала	1	1
496	к внешней	1	1
497	несмотря на	3	1
498	всего этого	1	1
499	свою очередь	1	1
500	может привести	1	1
501	или другая	1	1
502	связь с	1	1
503	него на	1	1
504	без помощи	1	1
505	если человек	2	1
506	не видят	1	1
507	в положении	3	1
508	именно в	3	1
509	по существу	5	1
510	то к	1	1
511	из отдельных	1	1
512	в состоянии	1	1
513	быть не	1	1
514	но даже	2	1
515	общественной жизни	2	1
516	а то	1	1
517	стоит только	2	1
518	за ним	1	1
519	ближе к	1	1
520	в одно	1	1
521	случае если	3	1
522	при таком	1	1
523	себя на	2	1
524	в результате	2	1
525	это как	1	1
526	когда он	1	1
527	ее и	1	1
528	тем более	1	1
529	что народ	1	1
530	не должен	2	1
531	и как	3	1
532	том чтобы	3	1
533	силы в	1	1
534	хотя в	1	1
535	тому назад	1	1
536	к ее	1	1
537	с людьми	1	1
538	и начало	1	1
539	из тех	1	1
540	была бы	1	1
541	лишь тогда	1	1
542	то хотя	1	1
543	в свою	1	1
544	о себе	1	1
545	всех других	1	1
546	или иного	2	1
547	ко всему	1	1
548	бы его	2	1
549	точно так	2	1
550	того или	2	1
551	так же	2	1
552	как на	8	1
553	все что	4	1
