N	2gram	Propp_Russ_2	Mirosoze
221	он может	1	1
222	другие народы	1	1
223	силу на	2	1
224	собой смерть	1	1
225	из самых	1	1
226	элемент но	1	1
227	мы не	6	1
228	что если	1	1
229	не была	1	1
230	есть царство	1	1
231	во всю	1	1
232	говорить о	1	1
233	в царство	1	1
234	и ее	2	1
235	вывод что	2	1
236	в религии	1	1
237	на них	4	1
238	этим не	1	1
239	природой он	1	1
240	тем как	1	1
241	не оставляет	1	1
242	значение и	1	1
243	только тогда	3	1
244	не все	4	1
245	если в	1	1
246	нет и	1	1
247	с этим	2	1
248	народа в	1	1
249	с себя	1	1
250	все остальные	1	1
251	и как	2	1
252	его к	1	1
253	народам европы	1	1
254	все эти	3	1
255	или во	1	1
256	во многих	9	1
257	и народ	1	1
258	ее как	1	1
259	право на	2	1
260	только один	1	1
261	на то	1	1
262	и другим	1	1
263	как дети	1	1
264	он должен	1	1
265	есть та	1	1
266	в последний	3	1
267	погружение в	1	1
268	но все	1	1
269	совпадают с	1	1
270	в другом	1	1
271	об этом	2	1
272	жизнь но	1	1
273	входит в	1	1
274	и людям	1	1
275	было бы	3	1
276	он есть	2	1
277	после этого	2	1
278	за ней	1	1
279	не соответствует	1	1
280	выходя из	1	1
281	из первых	1	1
282	он из	1	1
283	с тем	6	1
284	в развитии	1	1
285	остается в	1	1
286	на себя	2	1
287	и становится	1	1
288	но если	3	1
289	можно найти	1	1
290	как все	1	1
291	уже к	1	1
292	в котором	3	1
293	человеком и	1	1
294	в которых	4	1
295	своего рода	1	1
296	должны были	2	1
297	него не	1	1
298	она в	1	1
299	земле и	4	1
300	и более	1	1
301	их в	4	1
302	нас к	3	1
303	и потом	4	1
304	но они	1	1
305	природа не	1	1
306	и хозяйства	1	1
307	как о	1	1
308	все мы	1	1
309	основы ее	1	1
310	нас нет	1	1
311	земли в	1	1
312	следовательно и	1	1
313	учения о	1	1
314	можно видеть	1	1
315	и будущее	1	1
316	ту сторону	1	1
317	наоборот он	1	1
318	до того	1	1
319	что на	2	1
320	представлять себе	1	1
321	в нее	1	1
322	в момент	2	1
323	полное и	1	1
324	ее на	2	1
325	своей книге	2	1
326	все еще	1	1
327	нужно совершить	1	1
328	в ее	3	1
329	народа то	1	1
330	земле что	1	1
331	это имело	1	1
332	в пределах	1	1
333	приводит к	1	1
334	в xix	3	1
335	на нее	6	1
336	не с	2	1
337	живет в	3	1
338	мог бы	1	1
339	до самой	1	1
340	когда в	1	1
341	к тем	1	1
342	думает что	1	1
343	но у	1	1
344	это обычно	1	1
345	находится в	1	1
346	мы то	1	1
347	а также	4	1
348	которое потом	1	1
349	может не	1	1
350	можно встретить	2	1
351	которые выпадают	1	1
352	все в	2	1
353	как нет	1	1
354	две формы	2	1
355	это в	2	1
356	раньше чем	1	1
357	эта религия	1	1
358	но так	1	1
359	к русским	3	1
360	ли он	1	1
361	в какой	1	1
362	но ни	1	1
363	в стороне	2	1
364	верно и	1	1
365	русское и	1	1
366	в природе	3	1
367	особенной силой	1	1
368	а после	1	1
369	его жизнь	1	1
370	к земле	5	1
371	но есть	1	1
372	мир в	1	1
373	был бы	1	1
374	эту силу	5	1
375	в пространстве	1	1
376	моментов в	2	1
377	в землю	13	1
378	смысле этого	1	1
379	для них	2	1
380	избавляет от	1	1
381	из нее	2	1
382	последний раз	1	1
383	этом отношении	1	1
384	церкви и	2	1
385	как можно	2	1
386	возможно что	1	1
387	с другой	2	1
388	перешедшего в	1	1
389	встреча и	2	1
390	а с	2	1
391	на которые	1	1
392	за руки	7	1
393	детскую игру	1	1
394	в менее	1	1
395	и возвращается	1	1
396	также в	2	1
397	на смерть	1	1
398	и поставил	1	1
399	о чем	4	1
400	и религию	1	1
401	на эту	2	1
402	для использования	1	1
403	всем народам	1	1
404	связь с	3	1
405	можно будет	2	1
406	исходит от	1	1
407	него на	1	1
408	другая сторона	1	1
409	на самом	2	1
410	независимо от	1	1
411	в европе	2	1
412	по своему	1	1
413	в церковь	2	1
414	это приводит	1	1
415	на тот	1	1
416	а между	1	1
417	что весь	1	1
418	а потом	1	1
419	есть одна	1	1
420	многих других	1	1
421	чтобы сделать	1	1
422	на человеческую	1	1
423	этого слова	1	1
424	с этой	2	1
425	этот не	1	1
426	их во	1	1
427	все это	10	1
428	происходит не	1	1
429	исследование о	1	1
430	человек на	1	1
431	верили что	1	1
432	он по	1	1
433	а к	2	1
434	когда он	1	1
435	из себя	1	1
436	мы должны	1	1
437	за него	1	1
438	его уже	1	1
439	только что	1	1
440	в мировом	1	1
441	свою судьбу	1	1
442	в угол	1	1
443	с ней	5	1
444	две стороны	1	1
445	происходит на	1	1
446	они как	1	1
447	ко всему	1	1
448	из этого	2	1
449	всего как	1	1
450	и жизнь	1	1
451	этим объясняется	1	1
452	приводит нас	2	1
453	это так	1	1
454	а может	1	1
455	к этой	1	1
456	к этому	5	1
457	на лице	1	1
458	как на	1	1
