N	2gram	Medvedev_F_1	FransuaR
462	еще более	1	1
463	исторического развития	1	1
464	типичное для	1	1
465	нет он	2	1
466	в него	2	1
467	и самые	1	1
468	он хочет	1	1
469	в современной	1	1
470	тех пор	1	1
471	развития эта	3	1
472	быть и	4	1
473	на идеологическую	1	1
474	не как	4	1
475	отчасти и	4	1
476	материальности и	1	1
477	каждый момент	1	1
478	непосредственно из	2	1
479	к нашему	1	1
480	очень много	1	1
481	несколько подробнее	2	1
482	страх перед	1	1
483	их функций	1	1
484	себя самих	1	1
485	исторической действительности	1	1
486	или же	3	1
487	между этими	1	1
488	и ее	10	1
489	но под	1	1
490	от них	1	1
491	времени как	1	1
492	именно на	1	1
493	со всеми	3	1
494	для всех	1	1
495	единым смыслом	1	1
496	в виде	1	1
497	мы знаем	1	1
498	был бы	1	1
499	для него	3	1
500	же они	2	1
501	и навсегда	1	1
502	как их	2	1
503	в одном	2	1
504	выражение того	1	1
505	у нее	1	1
506	с этими	1	1
507	оно так	1	1
508	как его	1	1
509	жизни на	1	1
510	он со	1	1
511	они становятся	2	1
512	перейти к	2	1
513	их непосредственной	1	1
514	в это	1	1
515	процесса как	1	1
516	со всем	3	1
517	ней и	1	1
518	за ними	1	1
519	эта характеристика	1	1
520	до сих	6	1
521	имеет и	1	1
522	же функцию	1	1
523	литературу и	1	1
524	значений и	1	1
525	форм нужно	1	1
526	а с	1	1
527	в живом	6	1
528	ряд общих	1	1
529	всеми другими	1	1
530	и самый	2	1
531	смысла и	1	1
532	влияние и	2	1
533	мы остановимся	1	1
534	художественной формы	2	1
535	под влиянием	2	1
536	и вовсе	1	1
537	были конечно	1	1
538	законов и	1	1
539	на фоне	3	1
540	к его	1	1
541	и потому	9	1
542	для самого	1	1
543	в строгом	2	1
544	независимо от	4	1
545	влияния на	2	1
546	в сборнике	1	1
547	она есть	2	1
548	смысле этого	3	1
549	и основной	1	1
550	части в	1	1
551	в отдельности	1	1
552	эти последние	1	1
553	из этой	2	1
554	в первой	1	1
555	миросозерцательное значение	1	1
556	культуры в	1	1
557	поэтому они	1	1
558	этого слова	3	1
559	с этой	4	1
560	или с	1	1
561	в условиях	1	1
562	сих пор	6	1
563	зрения более	1	1
564	мира в	2	1
565	этих своеобразных	1	1
566	литературе в	1	1
567	тех или	1	1
568	в более	1	1
569	в связи	4	1
570	с претензиями	1	1
571	думает что	1	1
572	чтобы понять	1	1
573	к одной	1	1
574	для нас	1	1
575	романа в	1	1
576	увидим дальше	1	1
577	черт в	1	1
578	что самая	1	1
579	вполне понятно	2	1
580	не должен	1	1
581	идеологической и	1	1
582	от всего	1	1
583	речи поэтому	1	1
584	в свете	1	1
585	только что	1	1
586	них и	1	1
587	в мифе	1	1
588	не дает	2	1
589	в системе	2	1
590	в свою	8	1
591	и глубокого	1	1
592	этого времени	1	1
593	в действительности	2	1
594	это та	2	1
595	со всей	3	1
596	что в	4	1
597	и исторических	1	1
598	всего этого	2	1
