N	2gram	Propp_Morf_1	Problemy
347	в собственном	3	1
348	вследствие чего	1	1
349	себя за	2	1
350	дело идет	1	1
351	в рамках	1	1
352	что действительно	2	1
353	не удалось	1	1
354	увидим что	1	1
355	второму типу	1	1
356	к чему	3	1
357	благодаря этому	3	1
358	тут и	1	1
359	в нашем	3	1
360	которые в	1	1
361	форме диалога	1	1
362	в этой	2	1
363	может найти	1	1
364	другом случае	1	1
365	героя к	1	1
366	остановимся лишь	1	1
367	а вовсе	1	1
368	зрения его	1	1
369	все они	1	1
370	существа и	1	1
371	но прежде	1	1
372	вообще не	1	1
373	достаточный материал	1	1
374	для выделения	1	1
375	что она	2	1
376	одному из	3	1
377	из этой	1	1
378	читателя в	1	1
379	б то	1	1
380	формы но	1	1
381	свою собственную	1	1
382	явления совершенно	1	1
383	он должен	2	1
384	свои собственные	1	1
385	ни были	1	1
386	и по	2	1
387	на этом	3	1
388	его можно	1	1
389	будем говорить	1	1
390	но функция	1	1
391	однако в	2	1
392	его до	1	1
393	слова не	1	1
394	то ни	3	1
395	типы и	1	1
396	они должны	1	1
397	форма есть	1	1
398	говорить не	1	1
399	а этот	1	1
400	с другими	1	1
401	видит в	1	1
402	первый тип	1	1
403	деле в	1	1
404	и иных	2	1
405	сразу с	1	1
406	героя может	1	1
407	связанная с	1	1
408	формах с	1	1
409	за ней	2	1
410	большим количеством	1	1
411	в ином	2	1
412	д как	3	1
413	к герою	3	1
414	из нее	1	1
415	нет в	1	1
416	это положение	2	1
417	их как	2	1
418	не всегда	9	1
419	несмотря на	4	1
420	о чем	1	1
421	чем в	1	1
422	функции действительно	1	1
423	сюжета мы	1	1
424	и тогда	1	1
425	в научной	1	1
426	убедиться что	1	1
427	этот материал	1	1
428	является непосредственным	1	1
429	в г	1	1
430	или точнее	1	1
431	относится ко	1	1
432	как все	1	1
433	о герое	3	1
434	именно и	1	1
435	и попутно	1	1
436	она в	2	1
437	и посвящена	1	1
438	мы говорили	1	1
439	что до	1	1
440	в последней	1	1
441	ее он	1	1
442	героя то	1	1
443	точку зрения	1	1
444	теми же	1	1
445	не меняет	2	1
446	же может	2	1
447	заставляет его	2	1
448	сам с	1	1
449	героем и	1	1
450	и разновидности	1	1
451	первых и	1	1
452	а от	1	1
453	стоит в	1	1
454	бежит в	1	1
455	но они	1	1
456	в таких	2	1
457	и функции	1	1
458	что с	1	1
459	эти две	1	1
460	меня не	1	1
461	друг друга	3	1
462	в основе	1	1
463	материала в	1	1
464	ними и	1	1
465	иметь в	1	1
466	того чтобы	3	1
467	значение этого	1	1
468	это еще	1	1
469	не имеет	2	1
470	не достигается	1	1
471	только и	1	1
472	а во	1	1
473	на дороге	1	1
474	связи с	10	1
475	героя а	4	1
476	их по	3	1
477	форма является	1	1
478	точном смысле	1	1
479	не от	2	1
480	такие же	1	1
481	очень часто	6	1
482	же самое	1	1
483	дух в	1	1
484	он узнает	1	1
485	они даны	2	1
486	мне про	1	1
487	пр он	3	1
488	где есть	1	1
489	не делает	1	1
490	с ее	1	1
491	как не	1	1
492	и говорит	1	1
493	собственно не	1	1
494	если они	2	1
495	форму самостоятельного	1	1
496	не первого	1	1
497	те же	1	1
498	не с	2	1
499	здесь как	1	1
500	мог бы	1	1
501	и каждый	1	1
502	домой и	1	1
503	еще в	1	1
504	с героем	1	1
505	ивана в	3	1
506	же он	1	1
507	эти явления	1	1
508	и хочет	1	1
509	но мы	3	1
510	на что	1	1
511	после того	1	1
512	и берет	1	1
513	можно сказать	2	1
514	может не	1	1
515	д но	4	1
516	от него	1	1
517	является одним	1	1
518	функций в	1	1
519	во втором	3	1
520	помимо того	1	1
521	на одном	1	1
522	сюда же	3	1
523	бы поставить	1	1
524	она может	1	1
525	как объект	1	1
526	сюда относится	1	1
527	что здесь	1	1
528	на которой	1	1
529	один из	5	1
530	мы видим	13	1
531	важное значение	1	1
532	одной из	1	1
533	в какой	3	1
534	его жизнь	1	1
535	пор не	1	1
536	то в	3	1
537	и действительно	1	1
538	еще и	1	1
539	очень много	1	1
540	мал и	1	1
541	всяком случае	2	1
542	может поставить	1	1
543	или они	1	1
544	но то	1	1
545	никаких новых	2	1
546	второй тип	1	1
547	в эти	1	1
548	в качестве	5	1
549	наших целей	1	1
550	быть разрешен	2	1
551	типа а	1	1
552	человека эта	1	1
553	вопроса о	1	1
554	друг за	2	1
555	возникает вопрос	2	1
556	следует за	2	1
557	здесь же	3	1
558	в данной	1	1
559	говорит ты	1	1
560	за ним	1	1
561	пользуется им	1	1
562	пользуется для	1	1
563	как их	2	1
564	мы находим	1	1
565	здесь перед	1	1
566	в выборе	1	1
567	действие не	1	1
568	вводит в	1	1
569	которые могут	1	1
570	она имеет	1	1
571	и сама	1	1
572	во всей	1	1
573	как будто	2	1
574	для передачи	1	1
575	в других	3	1
576	о которых	1	1
577	были бы	1	1
578	из двух	2	1
579	одной стороны	1	1
580	нами опять	1	1
581	а именно	1	1
582	том как	1	1
583	лица в	1	1
584	человека а	1	1
585	и самая	1	1
586	только один	1	1
587	он во	1	1
588	такое же	1	1
589	предмета но	1	1
590	которые здесь	1	1
591	ей не	1	1
592	не исключает	2	1
593	однако и	1	1
594	так называемой	1	1
595	а ведь	1	1
596	одну из	1	1
597	здесь этот	1	1
598	страниц своего	1	1
599	нужно иметь	1	1
600	совершенно очевидно	1	1
601	но есть	3	1
602	в связи	9	1
603	совершенно иное	1	1
604	с помощью	1	1
605	все более	1	1
606	входить в	2	1
607	материал и	1	1
608	корешки в	1	1
609	но кроме	1	1
610	как это	3	1
611	о возможности	1	1
612	из которых	3	1
613	же самый	1	1
614	где же	1	1
615	ли его	1	1
616	на глаз	1	1
617	собой в	2	1
618	по плечу	1	1
619	у ивана	2	1
620	форма в	3	1
621	действительно не	1	1
622	в это	1	1
623	на другое	1	1
624	о его	1	1
625	всей совокупности	1	1
626	в начале	3	1
627	нисколько не	1	1
628	но с	1	1
629	случае он	2	1
630	другими героями	1	1
631	в следующей	1	1
632	известной степени	1	1
633	совершается в	2	1
634	в точном	1	1
635	в другой	1	1
636	о котором	1	1
637	в другое	1	1
638	обращается к	1	1
639	увидим дальше	1	1
640	второго типа	1	1
641	и ни	1	1
642	своих героев	1	1
643	в сюжет	1	1
644	ничего общего	1	1
645	дана в	1	1
646	же в	2	1
647	обстоит дело	1	1
648	сверх того	1	1
649	но вот	2	1
650	человеческой природой	1	1
651	за этим	1	1
652	иное чем	3	1
653	все еще	3	1
654	за исключением	1	1
655	всех разновидностей	1	1
656	же относится	1	1
657	по одному	1	1
658	же они	2	1
659	к иному	1	1
660	из этого	1	1
661	но оно	2	1
662	сразу по	1	1
663	можно назвать	3	1
664	и другие	6	1
665	к этому	3	1
666	как на	1	1
667	они не	1	1
