N	2gram	Berdyaev_M_1	Komedia
269	значительной степени	1	1
270	своей земли	1	1
271	же не	1	1
272	человек а	1	1
273	они должны	1	1
274	об этом	1	1
275	состояния и	1	1
276	то есть	3	1
277	это было	1	1
278	дома и	1	1
279	обнаруживает что	1	1
280	всю его	1	1
281	и простой	1	1
282	должен был	4	1
283	любовь к	2	1
284	после этого	1	1
285	в жизни	3	1
286	и каждый	1	1
287	все границы	1	1
288	нет в	4	1
289	в самую	5	1
290	с тем	9	1
291	всю жизнь	4	1
292	которой он	1	1
293	всегда и	1	1
294	с такой	1	1
295	человека такой	1	1
296	лучше всего	1	1
297	в этих	4	1
298	в еще	1	1
299	не так	3	1
300	но если	3	1
301	почти нет	1	1
302	можно найти	1	1
303	а как	2	1
304	никто не	2	1
305	давала ему	1	1
306	он дает	1	1
307	в отличие	1	1
308	в которых	4	1
309	литературной критики	1	1
310	стало быть	1	1
311	земле и	1	1
312	и эти	1	1
313	на небо	1	1
314	и более	1	1
315	и почти	1	1
316	не была	3	1
317	это особенно	2	1
318	если и	1	1
319	между людьми	1	1
320	и против	1	1
321	вплоть до	1	1
322	в обоих	1	1
323	в русской	1	1
324	если в	1	1
325	что их	1	1
326	из мира	1	1
327	и сама	2	1
328	индивидуального начала	1	1
329	или лучше	1	1
330	он еще	1	1
331	также что	1	1
332	достигает своего	1	1
333	в самых	1	1
334	того чтобы	2	1
335	чем не	1	1
336	не стремится	1	1
337	человека во	1	1
338	до самой	4	1
339	что только	1	1
340	к концу	4	1
341	творческих сил	1	1
342	во всем	1	1
343	и после	1	1
344	бы такого	1	1
345	каждый раз	1	1
346	может показаться	1	1
347	конца и	1	1
348	и для	2	1
349	по своим	1	1
350	к себе	1	1
351	не могут	5	1
352	его с	2	1
353	даже и	2	1
354	все мои	1	1
355	этом они	1	1
356	уже на	1	1
357	в каждом	1	1
358	и это	12	1
359	которые шли	1	1
360	особенно в	3	1
361	что иной	1	1
362	города и	1	1
363	миру человека	1	1
364	и когда	2	1
365	можно было	1	1
366	в нескольких	1	1
367	подойти к	1	1
368	мира и	5	1
369	жизнь и	1	1
370	и трудно	1	1
371	с ним	2	1
372	означает что	1	1
373	зрения у	1	1
374	с человеком	1	1
375	них не	1	1
376	о нем	2	1
377	до последних	1	1
378	было достаточно	2	1
379	или от	2	1
380	и что	2	1
381	в глаза	1	1
382	и единственное	1	1
383	все его	3	1
384	людьми и	3	1
385	в значительной	1	1
386	связанной с	1	1
387	в греческой	1	1
388	и своей	1	1
389	природы в	3	1
390	борьбе с	1	1
391	внешней формы	1	1
392	и только	1	1
393	даже для	1	1
394	в середине	4	1
395	достигает вершины	2	1
396	нескольких статьях	1	1
397	того что	7	1
398	толстого и	1	1
399	почти все	1	1
400	доходит до	1	1
401	сразу же	1	1
402	направлен против	1	1
403	хотя бы	3	1
404	писателей и	2	1
405	наше время	1	1
406	вторично в	1	1
407	начало в	2	1
408	бы ни	1	1
409	себя в	3	1
410	так что	1	1
411	человеческой личности	4	1
412	завершение в	1	1
413	к земле	1	1
414	которому он	1	1
415	был очень	2	1
416	не принимает	1	1
417	в душе	1	1
418	мир в	3	1
419	только их	1	1
420	высшей точки	1	1
421	себе в	1	1
422	в судьбе	5	1
423	перед собой	1	1
424	ее не	1	1
425	от того	1	1
426	на том	3	1
427	для того	2	1
428	в последнюю	1	1
429	нас перед	1	1
430	в высшей	2	1
431	на этот	2	1
432	в пути	2	1
433	человек может	2	1
434	он считал	1	1
435	и др	1	1
436	к человеку	9	1
437	своего завершения	1	1
438	было сказано	1	1
439	его как	2	1
440	человек есть	4	1
441	долгое время	2	1
442	о чем	2	1
443	общества в	1	1
444	него не	2	1
445	ближе к	1	1
446	время для	1	1
447	человека нового	1	1
448	нет никаких	2	1
449	и она	2	1
450	эти слова	2	1
451	ко всем	3	1
452	и потому	10	1
453	даже до	1	1
454	к жизни	1	1
455	в той	2	1
456	как бы	2	1
457	был одним	1	1
458	для их	1	1
459	средство для	1	1
460	сам не	2	1
461	вокруг которого	2	1
462	бросается в	1	1
463	в это	1	1
464	с этой	4	1
465	о его	1	1
466	культурной жизни	1	1
467	за его	1	1
468	только одна	1	1
469	льва толстого	1	1
470	обычно не	1	1
471	не подходит	1	1
472	эпохи возрождения	1	1
473	от него	4	1
474	в духе	1	1
475	или нет	1	1
476	бы в	2	1
477	еще более	1	1
478	хотя в	1	1
479	отношении к	2	1
480	к ее	1	1
481	с ней	2	1
482	не знает	4	1
483	сказать что	2	1
484	к его	1	1
485	остается на	1	1
486	ко всему	1	1
487	культуры в	1	1
488	выходят за	1	1
489	ли он	1	1
490	на это	1	1
491	в каком	2	1
492	жизни и	2	1
493	человека к	2	1
494	к этой	2	1
495	и эта	1	1
496	в состояние	1	1
497	доступ к	3	1
498	земли и	1	1
499	они не	1	1
