N	2gram	Losev_Prob_3	Otkroven
211	есть просто	2	1
212	и можно	2	1
213	все время	1	1
214	бы сама	1	1
215	но сам	1	1
216	может принимать	1	1
217	как в	5	1
218	друг к	1	1
219	бросается в	1	1
220	в частности	2	1
221	что только	1	1
222	и как	3	1
223	дается в	1	1
224	от этого	1	1
225	чего же	1	1
226	и изображает	1	1
227	не идет	1	1
228	то в	3	1
229	человеком в	1	1
230	и после	2	1
231	который в	2	1
232	их жизни	1	1
233	не хочет	1	1
234	из жизни	1	1
235	бы и	1	1
236	что это	3	1
237	со всеми	1	1
238	же и	4	1
239	с их	2	1
240	есть уже	3	1
241	уже не	7	1
242	из бесконечного	1	1
243	говорят о	3	1
244	толстого не	2	1
245	на то	3	1
246	а вовсе	2	1
247	бы ни	1	1
248	что она	1	1
249	бы от	1	1
250	и других	1	1
251	имеют самостоятельного	1	1
252	да и	5	1
253	из них	2	1
254	после этого	1	1
255	от которого	1	1
256	чего бы	2	1
257	к каким	1	1
258	свой собственный	3	1
259	опять-таки не	1	1
260	был бы	1	1
261	к одному	1	1
262	цели и	1	1
263	есть один	1	1
264	в одном	1	1
265	месте и	1	1
266	вовсе не	37	1
267	и сам	5	1
268	само по	3	1
269	из него	2	1
270	вещей и	1	1
271	от того	2	1
272	его целиком	1	1
273	же не	2	1
274	подчеркнуть еще	1	1
275	и даже	14	1
276	к другу	1	1
277	заключается в	4	1
278	эта есть	1	1
279	здесь нужно	1	1
280	а именно	8	1
281	с той	5	1
282	а это	3	1
283	в жизни	1	1
284	не нужна	1	1
285	которой нет	1	1
286	в них	1	1
287	этого слова	5	1
288	а с	2	1
289	на этот	4	1
290	стремится к	1	1
291	всегда и	1	1
292	нужно считать	1	1
293	а ведь	3	1
294	о чем	2	1
295	строгом смысле	1	1
296	и скажет	1	1
297	в чистом	3	1
298	не изображал	1	1
299	значение что	1	1
300	и тогда	3	1
301	нисколько не	2	1
302	он и	2	1
303	в одно	1	1
304	не так	3	1
305	и бесконечным	1	1
306	начиная с	1	1
307	его как	3	1
308	и без	4	1
309	как это	2	1
310	в котором	2	1
311	и почему	1	1
312	даже до	1	1
313	оказывается что	1	1
314	он говорит	1	1
315	из романов	1	1
316	смысле этого	1	1
317	есть на	1	1
318	это есть	3	1
319	образ и	3	1
320	всяком случае	6	1
321	видно что	1	1
322	и более	2	1
323	в конце	5	1
324	ней не	1	1
325	а потому	1	1
326	быть не	1	1
327	для тех	1	1
328	нет никакого	4	1
329	в отношении	2	1
330	и здесь	5	1
331	но это	8	1
332	но у	1	1
333	отличается от	4	1
334	она не	3	1
335	в вечном	1	1
336	сердца людей	1	1
337	мысли в	1	1
338	дело в	4	1
339	со всей	1	1
340	в процессе	2	1
341	виду не	1	1
342	было у	1	1
343	указать на	1	1
344	не существует	1	1
345	не подходит	1	1
346	и личной	1	1
347	к одной	2	1
348	о бесконечных	1	1
349	ее и	2	1
350	особого рода	1	1
351	что их	2	1
352	но еще	1	1
353	бы в	2	1
354	действительно в	1	1
355	для его	3	1
356	у л	1	1
357	ни к	3	1
358	во всем	1	1
359	ведь этот	1	1
360	как будто	3	1
361	человеческого общества	1	1
362	всех тех	1	1
363	иначе чем	1	1
364	у нас	10	1
365	состоит из	5	1
366	была бы	1	1
367	свое собственное	2	1
368	совершенно не	4	1
369	не одно	1	1
370	не погибает	1	1
371	для нашего	1	1
372	жизни а	3	1
373	и заключается	1	1
374	но оно	3	1
375	это конечно	1	1
376	особенно в	1	1
377	и состоит	2	1
378	жизни и	6	1
379	будто бы	3	1
380	всего что	1	1
381	это так	2	1
382	бы он	1	1
383	во всяком	9	1
384	указывает на	7	1
385	от образа	1	1
386	от которой	1	1
387	необходимо подчеркнуть	2	1
