N	2gram	Bakhtin_Pr_5	Russkaja
378	или даже	1	1
379	входит в	1	1
380	с другими	2	1
381	его личности	1	1
382	чтобы он	1	1
383	чтобы все	2	1
384	это не	3	1
385	и мы	1	1
386	то все	2	1
387	в жизни	2	1
388	и примирения	1	1
389	из нее	1	1
390	этого слова	5	1
391	она и	1	1
392	все равно	2	1
393	для чего	1	1
394	благодаря такому	1	1
395	нет и	4	1
396	такой же	3	1
397	в один	1	1
398	и того	2	1
399	одного и	1	1
400	перед собой	1	1
401	другом как	1	1
402	бы на	1	1
403	может лишь	1	1
404	другим и	3	1
405	в такой	4	1
406	и без	4	1
407	бы привести	1	1
408	в которых	2	1
409	собой не	2	1
410	и другого	2	1
411	ко всему	1	1
412	теми же	2	1
413	по крайней	1	1
414	с совершенной	1	1
415	и эти	1	1
416	ни было	3	1
417	вовсе не	7	1
418	даже в	5	1
419	а два	1	1
420	освободиться от	1	1
421	сознании в	1	1
422	если и	2	1
423	всех их	1	1
424	не менее	2	1
425	его целом	2	1
426	самого начала	8	1
427	и всегда	1	1
428	для каждого	1	1
429	дело в	1	1
430	а тогда	1	1
431	на себе	1	1
432	оно появляется	1	1
433	у кого	1	1
434	на него	5	1
435	в основе	1	1
436	образом в	1	1
437	идет в	1	1
438	но только	3	1
439	себе самом	5	1
440	он с	6	1
441	только не	1	1
442	найти в	1	1
443	от власти	2	1
444	именно с	1	1
445	и весь	1	1
446	к ней	2	1
447	доказать что	1	1
448	этом отношении	1	1
449	что на	2	1
450	покаяние и	1	1
451	вот в	1	1
452	него на	2	1
453	нет ни	2	1
454	есть только	2	1
455	сказать только	1	1
456	чтобы сделать	1	1
457	человека в	1	1
458	же самое	1	1
459	всего в	1	1
460	а ее	1	1
461	в применении	1	1
462	чудо и	1	1
463	и это	5	1
464	оно может	1	1
465	как мы	8	1
466	становясь на	1	1
467	но по	1	1
468	с ее	3	1
469	как не	1	1
470	свою очередь	1	1
471	на нем	1	1
472	всего этого	3	1
473	сравнению со	1	1
474	в ее	3	1
475	начал с	2	1
476	мысль о	1	1
477	перед самим	1	1
478	в себя	1	1
479	с самого	8	1
480	роль в	1	1
481	являются лишь	1	1
482	котором мы	1	1
483	что у	6	1
484	и себе	1	1
485	так и	8	1
486	те же	2	1
487	больше в	1	1
488	собой в	1	1
489	мог бы	2	1
490	вообще оставаясь	1	1
491	по сравнению	1	1
492	всеми силами	1	1
493	вся ее	1	1
494	никак не	1	1
495	и ставит	1	1
496	можно сказать	1	1
497	там в	3	1
498	с другой	4	1
499	элементы этой	1	1
500	должно было	1	1
501	не хочется	1	1
502	от них	1	1
503	переходит в	2	1
504	это ко	1	1
505	ним с	1	1
506	крайней мере	1	1
507	такой человек	1	1
508	и следует	1	1
509	происходит в	1	1
510	эти последние	1	1
511	он есть	2	1
512	оставаясь в	1	1
513	как самоцель	1	1
514	по своей	2	1
515	один из	1	1
516	образом как	1	1
517	поэтому для	1	1
518	и дело	1	1
519	с ними	5	1
520	же он	1	1
521	человека с	3	1
522	ибо его	2	1
523	же и	4	1
524	в сторону	2	1
525	и у	4	1
526	или не	1	1
527	же но	2	1
528	на свое	1	1
529	здесь же	1	1
530	а то	1	1
531	и обратно	1	1
532	и других	1	1
533	за ним	2	1
534	мы знаем	2	1
535	и их	1	1
536	которая может	1	1
537	не для	1	1
538	это пусть	1	1
539	это именно	1	1
540	случае не	1	1
541	почему не	1	1
542	превращается в	1	1
543	но из	1	1
544	в очень	1	1
545	связан с	2	1
546	о своей	3	1
547	может ли	1	1
548	каждый человек	1	1
549	главное и	1	1
550	по своим	1	1
551	человека а	1	1
552	к которому	1	1
553	и прежде	4	1
554	еще и	1	1
555	в стремлении	1	1
556	с протестом	1	1
557	люди что	1	1
558	что не	4	1
559	был в	1	1
560	на этот	2	1
561	а наоборот	1	1
562	до конца	4	1
563	не на	1	1
564	власти и	1	1
565	с которым	4	1
566	это она	1	1
567	этот принцип	1	1
568	из области	1	1
569	которые будут	1	1
570	следовало бы	1	1
571	о себе	17	1
572	а вы	1	1
573	в самой	1	1
574	речь не	1	1
575	по своему	4	1
576	в чужих	2	1
577	смысле этого	2	1
578	не удалось	1	1
579	его собственные	2	1
580	это его	1	1
581	в тот	1	1
582	материал для	2	1
583	или хотя	1	1
584	с этой	2	1
585	него прежде	2	1
586	сейчас же	1	1
587	и некоторые	1	1
588	к другим	2	1
589	не является	1	1
590	его лежит	1	1
591	на все	1	1
592	которых он	1	1
593	может но	1	1
594	это как	3	1
595	которая в	1	1
596	своей собственной	1	1
597	человек и	4	1
598	в те	1	1
599	в отдельных	1	1
600	любви и	1	1
601	бы в	4	1
602	тем более	1	1
603	и все	15	1
604	реально не	1	1
605	к самому	5	1
606	может и	1	1
607	всюду где	1	1
608	в свою	1	1
609	с ней	1	1
610	из тех	1	1
611	и внутренне	2	1
612	к его	1	1
613	отношению к	7	1
614	этот последний	1	1
615	себе но	2	1
616	ни на	2	1
617	этого и	2	1
618	причем эти	1	1
