N	2gram	Losev_Vesc_1	Problemy
147	в виде	1	3
148	в жизни	3	3
149	с ним	8	3
150	более или	1	3
151	самосознания и	1	3
152	сознания и	1	3
153	к самому	1	3
154	со всеми	1	3
155	его в	2	3
156	стороны и	2	3
157	и только	3	3
158	или иной	1	3
159	в себя	13	3
160	это не	5	3
161	и даже	6	3
162	теперь в	1	3
163	переходим к	1	3
164	зрения и	2	3
165	он с	1	3
166	тот же	3	3
167	в отношении	4	3
168	себя как	2	3
169	во всем	1	3
170	тому же	1	3
171	ничего не	3	3
172	той же	2	3
173	уже не	9	3
174	или менее	1	3
175	мы будем	1	3
176	если бы	5	3
177	другой стороны	2	3
178	могут быть	1	3
179	тем что	2	3
180	есть конечно	2	3
181	когда он	1	3
182	что и	3	3
183	никому не	1	3
184	себя и	4	3
185	она не	4	3
186	также и	6	3
187	слово слово	1	3
188	в различных	1	3
189	того же	5	3
190	и к	1	3
191	есть и	4	3
192	по существу	2	3
193	себя в	10	3
194	обойтись без	2	3
195	только на	3	3
196	того и	2	3
197	в виду	2	3
198	кроме того	4	3
199	ни на	3	3
200	еще один	1	3
201	можно было	2	3
202	том или	1	3
203	той или	2	3
204	он и	1	3
205	но для	2	3
206	что если	1	3
207	слово или	1	2
208	почти не	1	2
209	а вот	3	2
210	правда это	1	2
211	для нас	2	2
212	во всяком	3	2
213	нами уже	1	2
214	вопрос о	1	2
215	должны быть	4	2
216	конце концов	2	2
217	мы и	1	2
218	собою и	4	2
219	говорили что	1	2
220	так же	1	2
221	отличается от	7	2
222	у нас	7	2
223	время как	1	2
224	затем и	2	2
225	я сам	3	2
226	это я	4	2
227	это вовсе	2	2
228	была бы	2	2
229	с человеком	1	2
230	что это	13	2
231	и так	1	2
232	бы ни	2	2
233	что такое	12	2
234	хотя бы	6	2
235	словом как	1	2
236	которая как	1	2
237	в конце	2	2
238	и без	3	2
239	то и	4	2
240	та же	1	2
241	отношение к	1	2
242	с большим	1	2
243	для этого	4	2
244	об этом	3	2
245	бы и	5	2
246	есть у	2	2
247	мыслить и	3	2
248	если уж	1	2
249	его и	2	2
250	и самое	2	2
251	нужно быть	1	2
252	одно и	5	2
253	между собой	1	2
254	и кто	2	2
255	себе как	2	2
256	будет все	1	2
257	превращается в	1	2
258	здесь мы	1	2
259	реагирует на	1	2
260	того что	8	2
261	конечно в	1	2
262	тут что-нибудь	1	2
263	а затем	2	2
264	на меня	3	2
265	собою а	1	2
266	что тут	6	2
267	еще более	2	2
268	или другом	1	2
269	времени и	1	2
270	из его	2	2
271	я и	6	2
272	мысли и	3	2
273	и всегда	1	2
274	представим себе	1	2
275	если мы	8	2
276	себе а	1	2
277	но этот	1	2
278	из этих	1	2
279	же она	1	2
280	ее в	1	2
281	человека и	1	2
282	и говорить	1	2
283	что не	5	2
284	момент его	1	2
285	что у	5	2
286	что на	2	2
287	сказать что	17	2
288	дело в	4	2
289	и о	3	2
290	но к	1	2
291	но на	2	2
292	ни в	1	2
293	и еще	2	2
294	а с	3	2
295	является как	1	2
296	в первом	2	2
297	тем не	3	2
298	как же	3	2
299	только так	1	2
300	как нам	1	2
301	то это	3	2
302	ту же	2	2
303	без всякого	4	2
304	лежит в	1	2
305	с ними	3	2
306	же нам	1	2
307	но так	1	2
308	одна из	5	2
309	ни было	4	2
310	иной раз	1	2
311	не нужно	2	2
312	значение в	1	2
313	чтобы не	1	2
314	для себя	5	2
315	из истории	2	2
316	мы можем	4	2
317	с этим	3	2
318	быть и	1	2
319	что-нибудь такое	1	2
320	в своих	1	2
321	мы переходим	1	2
322	меня и	1	2
323	если оно	4	2
324	то время	1	2
325	всего этого	1	2
326	ничего что	1	2
327	и пр	6	2
328	знает что	2	2
329	раз и	1	2
330	него не	1	2
331	на себя	1	2
332	и то	10	2
333	быть в	1	2
334	другого и	1	2
335	уже в	1	2
336	конечно не	1	2
337	себе что	3	2
338	уже и	1	2
339	из них	4	2
340	том что	8	2
341	и эта	3	2
342	и как	8	2
343	в первой	2	2
344	с собою	6	2
345	оно должно	1	2
346	не есть	49	2
347	определенный образ	1	1
348	может не	2	1
349	форма в	1	1
350	не могла	1	1
351	или что	3	1
352	о которых	1	1
353	in der	2	1
354	форму и	1	1
355	ибо в	1	1
356	со своим	7	1
357	зрения этого	1	1
358	из своей	1	1
359	установка по	1	1
360	может стремиться	1	1
361	из которого	1	1
362	но с	2	1
363	но она	3	1
364	входить в	1	1
365	то мы	2	1
366	но о	1	1
367	их к	1	1
368	по природе	1	1
369	тоже ведь	2	1
370	в собственном	2	1
371	на что	1	1
372	с нею	18	1
373	можно сказать	6	1
374	именно к	1	1
375	на их	2	1
376	его как	1	1
377	и понимания	2	1
378	о котором	1	1
379	жизни и	2	1
380	в двух	1	1
381	и ни	1	1
382	от этого	2	1
383	его с	1	1
384	другое и	1	1
385	слово для	1	1
386	каждый член	1	1
387	окно есть	1	1
388	не стоит	1	1
389	мышления и	1	1
390	и стать	1	1
391	что как	1	1
392	мы замечаем	1	1
393	не вещь	2	1
394	они как	2	1
395	не к	1	1
396	которая в	1	1
397	это совершенно	4	1
398	крайней мере	4	1
399	все равно	2	1
400	себя самого	2	1
401	силы и	1	1
402	и эти	2	1
403	здесь как	1	1
404	не было	1	1
405	смысла и	5	1
406	может уже	1	1
407	она может	4	1
408	себя с	5	1
409	только себя	1	1
410	определенным образом	6	1
411	не при	1	1
412	с вами	1	1
413	из этой	1	1
414	этого диалога	1	1
415	то он	1	1
416	из своих	1	1
417	и больше	9	1
418	него и	1	1
419	есть лишь	2	1
420	только один	2	1
421	но почему	1	1
422	это может	2	1
423	и резко	1	1
424	конечно и	1	1
425	никакого реального	2	1
426	это ощущение	1	1
427	и во	3	1
428	но мы	1	1
429	общения оно	1	1
430	к которому	1	1
431	это в	1	1
432	этот образ	1	1
433	вполне и	1	1
434	возможности и	1	1
435	и другие	1	1
436	что из	2	1
437	как это	2	1
438	в смысле	12	1
439	нисколько не	4	1
440	выражения или	1	1
441	себя а	1	1
442	же самый	1	1
443	но можно	1	1
444	если в	1	1
445	того чтобы	3	1
446	в третьем	1	1
447	или обращение	1	1
448	так в	1	1
449	не знаем	2	1
450	пусть они	1	1
451	все еще	3	1
452	я же	1	1
453	тут надо	1	1
454	но может	1	1
455	само по	1	1
456	ли не	1	1
457	существенное для	1	1
458	живое и	1	1
459	в это	1	1
460	сознания без	1	1
461	оно и	4	1
462	выставленные нами	1	1
463	деле в	1	1
464	же но	1	1
465	что сама	1	1
466	без этого	2	1
467	мы находим	2	1
468	анализа слова	1	1
469	ее как	2	1
470	по своей	2	1
471	не мог	1	1
472	полную независимость	2	1
473	в мысли	3	1
474	в воздухе	1	1
475	они должны	1	1
476	е для	1	1
477	все то	1	1
478	есть не	14	1
479	но только	3	1
480	а именно	1	1
481	действительности не	2	1
482	вещей и	4	1
483	вместе с	1	1
484	в ее	7	1
485	резко отличается	1	1
486	и сама	3	1
487	от бытия	1	1
488	на этой	1	1
489	меня не	2	1
490	есть или	1	1
491	чтобы их	1	1
492	понимать себя	6	1
493	совершенно невозможно	1	1
494	раз в	1	1
495	к полному	1	1
496	как не	1	1
497	другим в	1	1
498	к чему	1	1
499	в чисто	1	1
500	следовательно и	1	1
501	личности другими	1	1
502	сами по	3	1
503	в абстракции	1	1
504	собственном смысле	3	1
505	этой точки	1	1
506	таковы что	1	1
507	это только	1	1
508	на самом	1	1
509	от ее	6	1
510	его значение	1	1
511	где они	1	1
512	бы вбирает	1	1
513	совершенно особая	1	1
514	людей между	1	1
515	не с	7	1
516	жизнь и	1	1
517	ничего это	1	1
518	но тут	2	1
519	изменения в	1	1
520	из которых	1	1
521	голоса в	1	1
522	слова я	1	1
523	две стороны	1	1
524	стало быть	1	1
525	что есть	5	1
526	без всяких	1	1
527	мне и	1	1
528	между двумя	1	1
529	кто же	1	1
530	его собственная	1	1
531	отождествляется с	1	1
532	не видеть	1	1
533	вне себя	2	1
534	мог бы	5	1
535	я бы	1	1
536	с ее	6	1
537	е если	2	1
538	зачем же	2	1
539	все время	1	1
540	из этого	1	1
541	в качестве	1	1
542	это и	6	1
543	с самой	6	1
544	тогда когда	5	1
545	эти две	4	1
546	это мое	1	1
547	до того	1	1
548	он находится	1	1
549	с другими	8	1
550	идет речь	1	1
551	и мы	1	1
552	с такими	1	1
553	то ни	4	1
554	находятся в	1	1
555	только с	3	1
556	ибо не	1	1
557	существенного и	2	1
558	собою или	1	1
559	не то	4	1
560	но уже	3	1
561	я в	2	1
562	е уже	1	1
563	и от	3	1
564	можно назвать	1	1
565	в данной	1	1
566	и заставляет	2	1
567	бы то	4	1
568	человека от	1	1
569	бы сказать	2	1
570	еще очень	1	1
571	если есть	1	1
572	есть прежде	2	1
573	одного слова	1	1
574	образ или	1	1
575	вот я	1	1
576	и самая	1	1
577	ясны но	1	1
578	один из	3	1
579	быть или	1	1
580	не говорит	2	1
581	нет и	1	1
582	ее с	5	1
583	и потому	5	1
584	же я	1	1
585	том как	1	1
586	вокруг себя	1	1
587	сходство и	1	1
588	эти три	1	1
589	нею и	4	1
590	всяком случае	2	1
591	своей собственной	1	1
592	чрезвычайно существенно	1	1
593	важно для	1	1
594	о чем	1	1
595	знаете что	1	1
596	к иному	1	1
597	она имеет	1	1
598	вопроса о	1	1
599	еще раньше	1	1
600	языка в	1	1
601	но что	2	1
602	нужно иметь	1	1
603	других типов	1	1
604	что все	2	1
605	достаточно чтобы	1	1
606	ему в	1	1
607	смысле это	1	1
608	только и	2	1
609	по поводу	1	1
610	что еще	1	1
611	однако и	1	1
612	иван но	1	1
613	чисто смысловой	2	1
614	их может	1	1
615	только не	2	1
616	одной стороны	3	1
617	и тем	3	1
618	не хочу	1	1
619	себе не	3	1
620	предполагает что	10	1
621	я его	1	1
622	по крайней	4	1
623	вещь а	1	1
624	в этой	3	1
625	на это	4	1
626	проявляется и	1	1
627	же как	1	1
628	в основе	3	1
629	человека по	2	1
630	всех но	1	1
631	перед глазами	1	1
632	в особом	1	1
633	с одной	3	1
634	идея есть	1	1
635	формы но	1	1
636	раза в	1	1
637	силу и	1	1
638	своего собственного	1	1
639	но оно	1	1
640	во всей	1	1
641	значит не	4	1
642	ни с	6	1
643	бы о	1	1
644	говорит о	1	1
645	вот это	1	1
646	выходя из	1	1
647	в научной	1	1
648	себя не	2	1
649	мы видим	2	1
650	что вы	3	1
651	для всякого	2	1
652	от себя	1	1
653	в языке	1	1
654	а так	2	1
655	из их	1	1
656	и если	2	1
657	однако не	2	1
658	это действительно	1	1
659	же если	1	1
660	о них	1	1
661	из своего	1	1
662	и само	2	1
663	поэтому в	1	1
664	как к	4	1
665	есть уже	1	1
666	то в	4	1
667	должен был	1	1
668	сознания вообще	1	1
669	это есть	7	1
670	ничего общего	1	1
671	на этом	2	1
672	него нет	1	1
673	а вы	2	1
674	несмотря на	1	1
675	и тогда	1	1
676	не случайно	2	1
677	уже нет	1	1
678	всякой социальной	1	1
679	границу между	1	1
680	мы говорили	2	1
681	это еще	1	1
682	еще и	8	1
683	для всего	1	1
684	этих двух	2	1
685	в общем	1	1
686	однако в	1	1
687	бы совершенно	1	1
688	но то	2	1
689	все дело	1	1
690	степени и	2	1
691	слово какое	1	1
692	человек есть	1	1
693	ему не	1	1
694	которую мы	1	1
695	не я	2	1
696	чем он	1	1
697	для его	1	1
698	предмета но	1	1
699	в духе	1	1
700	же в	1	1
701	есть нечто	6	1
702	в эти	1	1
703	а следовательно	2	1
704	к мысли	1	1
705	в существенном	1	1
706	и каждый	1	1
707	и есть	26	1
708	самое главное	2	1
709	бы уже	1	1
710	нас в	3	1
711	не о	1	1
712	от нее	2	1
713	к этому	1	1
714	что она	15	1
715	а я	1	1
716	мы знаем	1	1
717	образом между	1	1
718	и всякая	1	1
719	точка зрения	1	1
720	е в	7	1
721	идею и	2	1
722	и уже	1	1
723	так или	4	1
724	сущности в	1	1
725	его своим	1	1
726	смысл ее	4	1
727	вы в	1	1
728	будем говорить	1	1
729	свое собственное	1	1
730	как будто	1	1
731	просто как	1	1
732	самого все	1	1
733	стоит только	1	1
734	очень легко	1	1
735	еще нет	1	1
736	или иначе	4	1
737	для всякой	1	1
738	целое не	1	1
739	нами как	1	1
740	а этот	1	1
741	и делает	2	1
742	понимает и	1	1
743	от его	2	1
744	и каково	1	1
745	от вас	1	1
746	выражением и	1	1
747	же самое	1	1
748	она уже	3	1
749	все что	1	1
750	с явлением	1	1
751	вообще не	2	1
752	смысла не	1	1
753	является в	2	1
754	и по	1	1
755	эти вопросы	1	1
756	свою собственную	1	1
757	и социальной	1	1
758	не обязательно	1	1
759	во втором	2	1
