N	2gram	Vinokur_St_3	formyVre
379	чтобы в	2	1
380	его от	1	1
381	но все	2	1
382	от нее	3	1
383	в каждом	4	1
384	в состоянии	1	1
385	другом случае	1	1
386	об этом	5	1
387	это же	1	1
388	на этой	1	1
389	это было	8	1
390	лирикой и	1	1
391	моменты в	1	1
392	что один	1	1
393	и тем	4	1
394	чаще всего	1	1
395	ни в	5	1
396	о которых	3	1
397	широко пользуется	1	1
398	а за	1	1
399	наибольшей степени	1	1
400	он и	2	1
401	чем в	1	1
402	мы не	2	1
403	в первые	1	1
404	такой же	2	1
405	и того	1	1
406	нисколько не	1	1
407	писал свою	1	1
408	и еще	1	1
409	вещи в	1	1
410	этом выражении	1	1
411	основной тон	1	1
412	в своей	4	1
413	в наибольшей	1	1
414	с самого	2	1
415	не столько	2	1
416	и плакал	1	1
417	он тяжело	1	1
418	дает в	1	1
419	точку зрения	2	1
420	которые в	2	1
421	через посредство	1	1
422	и эти	1	1
423	в устах	4	1
424	важно лишь	1	1
425	сам он	2	1
426	тому что	3	1
427	очень резко	1	1
428	нет никакого	3	1
429	иной раз	1	1
430	что есть	1	1
431	начиная от	1	1
432	ясностью и	1	1
433	о значении	1	1
434	что ему	1	1
435	не имеет	2	1
436	самого начала	2	1
437	дело в	1	1
438	одна из	2	1
439	к определенному	1	1
440	на него	1	1
441	родился в	1	1
442	этой темы	2	1
443	вообще нет	1	1
444	так много	1	1
445	преимущественно в	1	1
446	трагедии в	3	1
447	слова как	2	1
448	этих двух	2	1
449	или как	1	1
450	как она	1	1
451	он хочет	2	1
452	такая же	1	1
453	п в	1	1
454	к вам	1	1
455	каждой из	1	1
456	этих формах	2	1
457	явлениями в	1	1
458	в стиле	1	1
459	и здесь	3	1
460	начиная с	2	1
461	когда мы	1	1
462	основаны на	1	1
463	его с	1	1
464	но одновременно	1	1
465	бы он	1	1
466	той или	1	1
467	темы и	2	1
468	сказать что	4	1
469	тот и	1	1
470	для кого	1	1
471	возможности не	1	1
472	всегда в	1	1
473	приходит к	1	1
474	здесь изображается	1	1
475	он решает	1	1
476	с ее	2	1
477	свою очередь	1	1
478	значительной мере	1	1
479	эта борьба	1	1
480	в ее	1	1
481	не употребляет	1	1
482	свои силы	1	1
483	в произведении	1	1
484	то время	4	1
485	так было	1	1
486	и необходимости	1	1
487	смысле но	1	1
488	и сам	1	1
489	в нескольких	1	1
490	не за	1	1
491	здесь он	1	1
492	времени и	2	1
493	здесь как	1	1
494	и которые	2	1
495	она была	1	1
496	мы в	1	1
497	если бы	4	1
498	свободной и	1	1
499	из одного	1	1
500	и вообще	1	1
501	к прошлому	1	1
502	в разных	1	1
503	все дело	1	1
504	отчасти в	1	1
505	в порядке	1	1
506	вот почему	1	1
507	и т.д	1	1
508	то они	1	1
509	внимание на	2	1
510	и что	3	1
511	и исторический	1	1
512	может не	1	1
513	в значительной	1	1
514	не выходит	1	1
515	между тем	6	1
516	за эту	1	1
517	есть с	1	1
518	очень тонко	1	1
519	всего этого	1	1
520	в формах	1	1
521	по своей	1	1
522	же к	2	1
523	важно подчеркнуть	1	1
524	стиль в	1	1
525	ли он	1	1
526	для себя	1	1
527	из многих	1	1
528	как нечто	1	1
529	должен быть	2	1
530	должен был	2	1
531	до нас	2	1
532	поэтому и	1	1
533	проявляется в	1	1
534	он действует	1	1
535	и ее	2	1
536	вопрос об	1	1
537	по этому	3	1
538	тот или	1	1
539	именно на	1	1
540	где они	1	1
541	для всех	1	1
542	есть в	2	1
543	оказывается в	1	1
544	с нею	1	1
545	не можем	1	1
546	то и	2	1
547	вернуться к	1	1
548	в виде	3	1
549	является не	1	1
550	а это	1	1
551	здесь же	1	1
552	мы встречаем	1	1
553	прикреплены к	1	1
554	всех событий	1	1
555	не противоречит	1	1
556	того в	1	1
557	в очень	1	1
558	у шекспира	5	1
559	из приведенных	1	1
560	имеет и	1	1
561	характерно для	1	1
562	близок к	2	1
563	еще и	1	1
564	такое же	2	1
565	на которые	1	1
566	что не	2	1
567	объясняется тем	1	1
568	них и	1	1
569	может жить	1	1
570	деле может	1	1
571	объединяются тем	1	1
572	всему этому	1	1
573	в рассказе	3	1
574	другой стороны	5	1
575	его как	3	1
576	любовь смерть	2	1
577	общий тон	1	1
578	несмотря на	3	1
579	но как	2	1
580	в речи	4	1
581	но что	1	1
582	все более	2	1
583	для самого	1	1
584	здесь является	1	1
585	не знал	1	1
586	одной стороны	3	1
587	это есть	4	1
588	него при	1	1
589	этого слова	2	1
590	направления в	1	1
591	между прочим	3	1
592	и тогда	2	1
593	и силы	1	1
594	тех же	1	1
595	например у	1	1
596	это уже	1	1
597	даже там	1	1
598	этого рода	3	1
599	в стихотворении	3	1
600	формы и	1	1
601	на время	1	1
602	котором он	1	1
603	и среди	1	1
604	в результате	2	1
605	это как	1	1
606	чтобы понять	1	1
607	в отдельных	4	1
608	особого рода	1	1
609	и события	1	1
610	бы в	1	1
611	и ни	2	1
612	своих героев	1	1
613	мы как	1	1
614	нужно видеть	1	1
615	вообще в	1	1
616	конце концов	3	1
617	речи об	1	1
618	бы на	1	1
619	не являются	1	1
620	в системе	3	1
621	в свою	2	1
622	же функции	1	1
623	в большом	1	1
624	состоит из	1	1
625	они как	1	1
626	но этот	1	1
627	которые всегда	1	1
628	одновременно и	1	1
629	ко всему	1	1
630	живого и	1	1
631	занимает в	1	1
632	этих вещей	1	1
633	большой интерес	1	1
634	из головы	1	1
635	этой точки	1	1
636	они не	1	1
637	и трагедии	1	1
