N	2gram	Tiupa_Anal_2	formyVre
121	по отношению	4	3
122	себе и	1	3
123	хотя и	4	3
124	со своей	1	3
125	в себе	7	3
126	и те	1	3
127	вследствие этого	2	3
128	при этом	10	3
129	вообще не	2	3
130	одно и	1	3
131	его в	2	3
132	входит в	1	3
133	место и	1	3
134	в этих	2	3
135	в отношении	1	3
136	но эта	2	3
137	жизни не	1	3
138	этом отношении	3	3
139	к тому	7	3
140	самим собою	1	3
141	и внутреннее	1	3
142	романа мы	1	3
143	все его	1	3
144	что и	3	3
145	один из	2	3
146	мы видим	1	3
147	одной из	3	3
148	во времени	2	3
149	и ее	1	3
150	с одной	5	3
151	в качестве	11	3
152	только на	3	3
153	же в	1	3
154	в начале	1	3
155	одно из	2	3
156	в одном	2	3
157	с мотивом	1	3
158	именно в	3	3
159	себя и	1	3
160	только к	1	3
161	более того	1	3
162	быть только	1	3
163	а не	10	3
164	мира в	1	3
165	на фоне	3	3
166	вместе с	2	3
167	и потому	1	3
168	да и	1	3
169	или в	3	3
170	своей собственной	1	3
171	еще более	2	3
172	ни к	1	3
173	а в	3	3
174	не знает	3	3
175	сказать что	2	3
176	имеет место	4	3
177	к этому	2	3
178	в таком	2	3
179	также и	1	2
180	тех же	1	2
181	эту жизнь	2	2
182	здесь и	1	2
183	к другому	1	2
184	ряда в	1	2
185	той же	2	2
186	их и	1	2
187	на себя	5	2
188	они были	1	2
189	в чем	1	2
190	совсем не	1	2
191	в параллельном	1	2
192	в центре	3	2
193	же и	1	2
194	для всех	2	2
195	стороны и	1	2
196	встречи с	2	2
197	с их	2	2
198	и к	5	2
199	имеет в	1	2
200	в целом	8	2
201	момент его	2	2
202	тому же	4	2
203	в нашем	3	2
204	как бы	10	2
205	как он	1	2
206	вера в	1	2
207	не как	1	2
208	характер в	1	2
209	уже не	4	2
210	его от	3	2
211	и по	1	2
212	что все	2	2
213	об этом	1	2
214	самим собой	1	2
215	было бы	3	2
216	хронотопе дороги	1	2
217	попадает в	3	2
218	автора и	3	2
219	и всей	1	2
220	для него	4	2
221	в своей	2	2
222	с точки	2	2
223	место в	3	2
224	не к	1	2
225	в отличие	2	2
226	том же	1	2
227	по себе	2	2
228	раз и	1	2
229	тогда когда	1	2
230	никогда не	3	2
231	того и	2	2
232	и является	4	2
233	а мы	1	2
234	сюжета и	3	2
235	выход из	1	2
236	во все	1	2
237	здесь совершенно	1	2
238	той или	3	2
239	здесь также	1	2
240	если они	1	2
241	природе своей	2	2
242	те же	2	2
243	по природе	2	2
244	с ним	2	2
245	или иной	3	2
246	а также	7	2
247	в значительной	2	2
248	на основе	2	2
249	борьбе с	2	2
250	того что	2	2
251	есть в	3	2
252	уже в	1	2
253	речи в	2	2
254	его и	1	2
255	ни с	2	2
256	с этими	1	2
257	к ним	1	2
258	не о	2	2
259	отличие от	2	2
260	тем что	3	2
261	и даже	9	2
262	даже не	1	2
263	о своей	2	2
264	с другой	6	2
265	и тех	1	2
266	я был	1	2
267	далеко не	1	2
268	еще и	1	2
269	одних и	1	2
270	соответствии с	2	2
271	в соответствии	2	2
272	одной стороны	4	2
273	и стал	2	2
274	принадлежит не	1	2
275	хронотоп встречи	1	2
276	пространственных и	1	2
277	вступает в	2	2
278	но оно	1	2
279	и временных	1	2
280	к своему	2	2
281	в данном	8	2
282	слова и	1	2
283	и носит	1	2
284	здесь в	2	2
285	не является	1	2
286	одна из	1	2
287	в мировой	1	2
288	как она	1	2
289	человек и	1	2
290	для нас	1	2
291	почти вовсе	1	2
292	мы должны	1	2
293	хотя бы	1	2
294	ее в	1	2
295	личности и	2	2
296	была бы	2	2
297	совершенно не	1	2
298	в свою	1	2
299	от природы	1	2
300	в которой	1	2
301	и наиболее	1	1
302	я и	3	1
303	связь этих	1	1
304	он произносит	2	1
305	идет о	1	1
306	временных примет	1	1
307	тем же	1	1
308	жизни есть	1	1
309	и за	3	1
310	по его	1	1
311	и композиционного	1	1
312	со всех	1	1
313	мы имеем	3	1
314	бы в	3	1
315	с более	1	1
316	миру и	1	1
317	обладает и	1	1
318	именно к	1	1
319	бы и	1	1
320	почти все	1	1
321	на себе	3	1
322	на войне	1	1
323	не вполне	1	1
324	я не	1	1
325	на несколько	1	1
326	из того	1	1
327	всего романа	1	1
328	его читателей	1	1
329	отступление от	1	1
330	и он	2	1
331	о судьбе	1	1
332	всех сторон	1	1
333	он был	2	1
334	когда не	2	1
335	служит для	1	1
336	место слияние	1	1
337	самом деле	1	1
338	и всего	1	1
339	даже со	1	1
340	данном случае	5	1
341	то он	1	1
342	типов но	1	1
343	складываются в	2	1
344	мира сам	1	1
345	и я	2	1
346	независимо от	1	1
347	данный момент	1	1
348	возникает между	1	1
349	о жизни	2	1
350	мотивов в	1	1
351	что касается	3	1
352	однако не	1	1
353	перед нами	1	1
354	в событие	1	1
355	переживания и	1	1
356	тех случаях	1	1
357	в полном	1	1
358	и наконец	1	1
359	и сам	3	1
360	при сопоставлении	1	1
361	самом начале	3	1
362	слова он	1	1
363	себе не	2	1
364	искусство и	1	1
365	не приходится	1	1
366	себя к	1	1
367	бы не	1	1
368	из этих	1	1
369	которые в	1	1
370	и резко	1	1
371	но без	1	1
372	в этой	9	1
373	конкретное единство	1	1
374	и тот	1	1
375	на то	2	1
376	не следует	2	1
377	наш анализ	1	1
378	которая является	1	1
379	в понимании	1	1
380	его можно	1	1
381	с чем	1	1
382	без исключения	1	1
383	значительной степени	2	1
384	свой мир	1	1
385	в совершенно	1	1
386	в мире	6	1
387	и неизбежно	1	1
388	них не	2	1
389	это было	2	1
390	на протяжении	2	1
391	и приходит	1	1
392	особенно в	7	1
393	ко второму	1	1
394	существенно хронотопичен	1	1
395	лишь на	1	1
396	например с	1	1
397	ближе к	1	1
398	в ином	1	1
399	говорить в	1	1
400	которой он	1	1
401	в один	4	1
402	и тогда	1	1
403	в эту	3	1
404	этом случае	4	1
405	и при	1	1
406	почти нет	1	1
407	таким же	1	1
408	не становится	1	1
409	страсти и	1	1
410	с идеей	1	1
411	целого но	1	1
412	не столько	3	1
413	самого героя	1	1
414	миф о	1	1
415	своего рода	12	1
416	как другие	1	1
417	теми же	2	1
418	этот хронотоп	2	1
419	и более	1	1
420	что этот	1	1
421	для нее	2	1
422	к завершению	1	1
423	это случается	1	1
424	случае в	3	1
425	вплоть до	1	1
426	играть в	1	1
427	до известной	1	1
428	в таких	2	1
429	ничего нового	1	1
430	она не	2	1
431	виду что	1	1
432	как о	3	1
433	дело не	2	1
434	нас и	1	1
435	и сама	1	1
436	как его	1	1
437	и имеет	1	1
438	слияние пространственных	1	1
439	это именно	2	1
440	его судьбу	1	1
441	по своей	1	1
442	на природу	1	1
443	и после	1	1
444	это слово	1	1
445	даже самая	1	1
446	наблюдали в	1	1
447	с другом	1	1
448	у нас	1	1
449	пока не	1	1
450	и такие	1	1
451	похож на	1	1
452	отличается от	1	1
453	должны быть	1	1
454	всего в	2	1
455	в осмысленном	1	1
456	видение и	1	1
457	бы он	1	1
458	вырождается в	1	1
459	в каждом	1	1
460	переходя к	1	1
461	существенное значение	1	1
462	внутренний хронотоп	4	1
463	свою очередь	1	1
464	и сами	1	1
465	о власти	1	1
466	к какой	1	1
467	в организации	3	1
468	в себя	4	1
469	не возникает	1	1
470	приводит к	3	1
471	в другом	1	1
472	жизни без	1	1
473	с собой	1	1
474	было в	1	1
475	эту игру	1	1
476	собой в	2	1
477	неразрывное единство	1	1
478	раз не	2	1
479	же хронотоп	1	1
480	был поражен	1	1
481	и здесь	1	1
482	не был	3	1
483	мы это	1	1
484	и т.д	3	1
485	но к	1	1
486	о том	7	1
487	нашем случае	1	1
488	они оказываются	1	1
489	оставляет места	1	1
490	внимание на	2	1
491	все прочие	1	1
492	не ту	1	1
493	в новелле	4	1
494	места и	1	1
495	всего на	1	1
496	путь к	1	1
497	на ее	1	1
498	от них	1	1
499	комедии и	1	1
500	осмысленном и	1	1
501	начале и	1	1
502	этом ряду	1	1
503	из одних	1	1
504	тот же	1	1
505	и представляет	1	1
506	что даже	1	1
507	его жизнь	1	1
508	целого и	2	1
509	человека с	1	1
510	себя в	2	1
511	встречу с	2	1
512	так что	3	1
513	носит в	1	1
514	случаях когда	1	1
515	оговориться что	2	1
516	за пределами	2	1
517	конкретном целом	1	1
518	или даже	2	1
519	из них	3	1
520	в конкретное	1	1
521	что происходило	1	1
522	ведь это	2	1
523	сами по	1	1
524	моментов в	1	1
525	при всей	3	1
526	которые могут	1	1
527	ii здесь	1	1
528	тут же	1	1
529	моменты когда	1	1
530	и конкретном	1	1
531	единство целого	1	1
532	где в	1	1
533	глубине и	1	1
534	связан с	1	1
535	в данный	1	1
536	с другим	1	1
537	сюжетного и	1	1
538	характерно для	1	1
539	с судьбою	1	1
540	сама по	1	1
541	говорит о	5	1
542	то и	1	1
543	и внутренне	2	1
544	одну из	2	1
545	о чем	2	1
546	если не	1	1
547	себя на	1	1
548	наше внимание	1	1
549	начиная с	1	1
550	романа однако	1	1
551	места для	1	1
552	его личной	1	1
553	я так	1	1
554	однако эти	1	1
555	объединены в	1	1
556	в тех	1	1
557	самого себя	1	1
558	в словах	3	1
559	человек всегда	1	1
560	ряда и	1	1
561	в ряду	1	1
562	друг с	1	1
563	и мотивы	1	1
564	и смерти	4	1
565	этого слова	3	1
566	не вносит	1	1
567	на дорогу	1	1
568	с аналогичной	1	1
569	между прочим	1	1
570	ведь и	2	1
571	высока и	1	1
572	к другим	1	1
573	с иными	1	1
574	известной степени	1	1
575	примет в	1	1
576	явления как	1	1
577	и пространстве	1	1
578	но отнюдь	1	1
579	жанр в	1	1
580	себя самого	1	1
581	от него	1	1
582	тем более	1	1
583	здесь совершается	1	1
584	все они	1	1
585	быть использованы	1	1
586	он видит	1	1
587	с людьми	2	1
588	его к	1	1
589	с ними	3	1
590	слово в	1	1
591	литературе нового	1	1
592	этот вопрос	1	1
593	с ней	1	1
594	это делает	1	1
595	раскрывается и	1	1
596	сопоставлении с	1	1
597	но когда	1	1
598	что ты	1	1
599	к моменту	1	1
600	борьба и	1	1
601	к этой	1	1
602	героя как	1	1
