N	2gram	Losev_Prob_1	slovoVRo
339	не имеют	5	1
340	конечно в	2	1
341	действительности и	5	1
342	чем именно	1	1
343	последние два	1	1
344	входящих в	1	1
345	которыми он	1	1
346	из всех	1	1
347	слово во	1	1
348	смотреть на	1	1
349	для своего	2	1
350	мы имеем	2	1
351	или наоборот	1	1
352	не сможем	2	1
353	и ничего	2	1
354	что между	1	1
355	и свой	1	1
356	именно к	1	1
357	место в	1	1
358	но она	3	1
359	совсем иное	2	1
360	но даже	1	1
361	своему смыслу	1	1
362	на другом	1	1
363	литературе и	4	1
364	не нужно	3	1
365	он был	1	1
366	а такое	1	1
367	на их	1	1
368	бы то	1	1
369	оглядки на	1	1
370	без всякого	2	1
371	а следовательно	1	1
372	но как	6	1
373	а только	5	1
374	есть своя	1	1
375	со всеми	2	1
376	в общем	1	1
377	смыслу и	1	1
378	или иное	1	1
379	в свои	1	1
380	смысловой и	1	1
381	которые не	3	1
382	определения и	1	1
383	в одной	1	1
384	в течение	1	1
385	очень трудно	2	1
386	в нужном	1	1
387	то или	2	1
388	два дня	2	1
389	на анализе	1	1
390	что по	1	1
391	его к	1	1
392	форм которые	1	1
393	всего как	1	1
394	в действительности	3	1
395	о самом	1	1
396	пределы его	1	1
397	еще на	1	1
398	таковы например	2	1
399	так или	2	1
400	бы не	1	1
401	в этой	10	1
402	его смысловых	2	1
403	они встречаются	1	1
404	на то	8	1
405	оно здесь	1	1
406	и если	6	1
407	что она	5	1
408	в определенном	1	1
409	который превращает	1	1
410	не значит	2	1
411	он должен	2	1
412	не к	1	1
413	тоже нет	2	1
414	есть еще	3	1
415	и было	1	1
416	или иных	2	1
417	в нее	1	1
418	не суть	1	1
419	с такими	2	1
420	человека в	1	1
421	бы они	1	1
422	только разные	1	1
423	символа в	3	1
424	то ни	1	1
425	вещи и	12	1
426	не дает	1	1
427	является конечно	1	1
428	них не	1	1
429	заключается в	1	1
430	здесь как	1	1
431	есть не	6	1
432	особенно в	2	1
433	подходит к	1	1
434	может стать	1	1
435	действительности в	3	1
436	но их	1	1
437	того о	1	1
438	моменты в	1	1
439	которая в	1	1
440	таких которые	1	1
441	здесь у	1	1
442	в жизни	3	1
443	прочим в	1	1
444	ни в	7	1
445	которые вовсе	1	1
446	но уже	5	1
447	о которых	3	1
448	самое же	1	1
449	и уже	3	1
450	несмотря на	3	1
451	мы видели	1	1
452	на этот	3	1
453	и некоторые	1	1
454	как таковой	1	1
455	и того	2	1
456	смысл и	3	1
457	и становится	1	1
458	но если	2	1
459	а главное	1	1
460	сознания на	1	1
461	наших дней	1	1
462	и без	1	1
463	данного предмета	1	1
464	что всякий	4	1
465	и языка	1	1
466	мы говорили	4	1
467	воды не	1	1
468	мы называем	2	1
469	ведь не	1	1
470	в которых	3	1
471	бы мы	3	1
472	которой они	1	1
473	мир и	1	1
474	есть его	2	1
475	тем не	18	1
476	по крайней	2	1
477	но было	1	1
478	однако в	2	1
479	же мы	2	1
480	и вся	1	1
481	которые обычно	2	1
482	то с	9	1
483	не менее	19	1
484	мышления и	4	1
485	правда в	1	1
486	далек от	1	1
487	совершенно специфический	1	1
488	которого он	2	1
489	прошлого века	1	1
490	во всякой	2	1
491	но только	2	1
492	того чтобы	9	1
493	все действие	1	1
494	только не	3	1
495	на котором	1	1
496	последние десятилетия	1	1
497	дело в	3	1
498	только и	3	1
499	в самой	3	1
500	с одним	1	1
501	те моменты	1	1
502	его можно	1	1
503	по своей	1	1
504	вот что	1	1
505	же он	1	1
506	самой этой	1	1
507	этом отношении	1	1
508	которому мы	1	1
509	в каком	3	1
510	к той	1	1
511	в стиле	1	1
512	очень часто	1	1
513	в специальном	1	1
514	языки как	1	1
515	исходить из	1	1
516	есть только	8	1
517	не абстрактное	1	1
518	не знаем	1	1
519	нечто совсем	1	1
520	этого и	1	1
521	его с	1	1
522	всегда есть	6	1
523	например на	2	1
524	всегда так	1	1
525	и свое	1	1
526	время он	1	1
527	и своя	2	1
528	должен быть	1	1
529	и это	9	1
530	в виду	6	1
531	внося в	1	1
532	для всего	2	1
533	изучения и	1	1
534	слова она	1	1
535	нет никакой	2	1
536	сознания с	2	1
537	его смысловую	1	1
538	слово о	2	1
539	что может	2	1
540	почти каждый	1	1
541	и которые	5	1
542	того и	1	1
543	извне в	1	1
544	всякой оглядки	1	1
545	часто в	1	1
546	это только	2	1
547	наше внимание	1	1
548	является в	2	1
549	котором можно	1	1
550	был не	1	1
551	если бы	4	1
552	для этого	3	1
553	со стороны	1	1
554	понимать и	1	1
555	смысле и	2	1
556	находится в	1	1
557	все дело	1	1
558	сводится к	1	1
559	слова из	1	1
560	за свое	1	1
561	и что	9	1
562	находятся в	1	1
563	его жизни	1	1
564	притом в	1	1
565	или на	3	1
566	оно ни	1	1
567	это было	2	1
568	категорий но	1	1
569	во втором	1	1
570	нем может	1	1
571	на одном	2	1
572	и только	4	1
573	крайней мере	2	1
574	в художественной	1	1
575	а его	1	1
576	и устойчивое	1	1
577	может иметь	2	1
578	скрытой форме	1	1
579	в литературе	4	1
580	тот же	1	1
581	всякого предмета	1	1
582	он совершенно	1	1
583	в стороне	1	1
584	и так	2	1
585	в самое	1	1
586	сложности и	1	1
587	никак нельзя	3	1
588	не мешает	2	1
589	именно на	3	1
590	до наших	1	1
591	есть в	5	1
592	требует такого	1	1
593	существенным и	1	1
594	вернуться к	1	1
595	ориентации в	1	1
596	в начале	1	1
597	в душе	1	1
598	сам он	1	1
599	и их	1	1
600	таких понятий	1	1
601	философского и	1	1
602	здесь перед	3	1
603	но повторяем	1	1
604	но что	2	1
605	дело и	1	1
606	только с	1	1
607	случае не	3	1
608	каждый из	1	1
609	это общее	4	1
610	чтобы не	1	1
611	не просто	23	1
612	от того	1	1
613	самом же	1	1
614	момент в	2	1
615	а потому	2	1
616	которые как	1	1
617	нет и	2	1
618	же деле	1	1
619	со всем	2	1
620	глава i	1	1
621	или иначе	2	1
622	нем всегда	1	1
623	понятий как	1	1
624	так оно	1	1
625	о своем	2	1
626	он часто	2	1
627	свои особые	1	1
628	же о	1	1
629	что не	3	1
630	что для	2	1
631	предмет и	1	1
632	его из	1	1
633	на смену	1	1
634	то и	6	1
635	он только	1	1
636	которых мы	2	1
637	и самый	1	1
638	однако и	3	1
639	изображения в	1	1
640	идет уже	1	1
641	его по	1	1
642	конечно всегда	1	1
643	о чем	6	1
644	мы остановимся	1	1
645	произведение в	1	1
646	что мы	13	1
647	мира в	1	1
648	ближе к	1	1
649	он и	8	1
650	и анализируется	1	1
651	бы оно	3	1
652	входить в	1	1
653	вступает в	1	1
654	нет ничего	10	1
655	поняты и	1	1
656	на который	1	1
657	вместе с	2	1
658	направленность на	1	1
659	его содержание	1	1
660	над другими	1	1
661	этого момента	1	1
662	и столь	1	1
663	и глубоко	1	1
664	погруженный в	1	1
665	не понимать	1	1
666	образ и	1	1
667	да и	3	1
668	вокруг себя	1	1
669	образом на	1	1
670	уже об	1	1
671	хотя он	1	1
672	в бесах	1	1
673	мы до	1	1
674	в уже	1	1
675	в это	2	1
676	сколько бы	2	1
677	эти два	1	1
678	и нет	1	1
679	впрочем не	1	1
680	но это	8	1
681	развернута в	1	1
682	между прочим	2	1
683	входящее в	1	1
684	тому или	1	1
685	с большой	1	1
686	но с	1	1
687	очень далеко	1	1
688	тех или	3	1
689	цветов и	2	1
690	тем более	5	1
691	о котором	1	1
692	от него	1	1
693	иное чем	1	1
694	поэтому все	1	1
695	же в	4	1
696	есть уже	1	1
697	совершенно по-иному	1	1
698	в системе	1	1
699	процессе своего	1	1
700	всякий смысл	1	1
701	не знает	1	1
702	только как	1	1
703	от всех	2	1
704	предмете и	1	1
705	есть и	3	1
706	эти элементы	1	1
707	предмет с	1	1
708	жизни и	1	1
709	как на	1	1
710	в таком	9	1
