N	2gram	Tiupa_Vved_1	FransuaR
160	мы не	4	2
161	к началу	1	2
162	взгляде на	1	2
163	с другой	5	2
164	вовсе еще	1	2
165	что они	1	2
166	это мир	2	2
167	в центре	2	2
168	как к	1	2
169	хотя и	7	2
170	целый ряд	2	2
171	бы и	4	2
172	в нашем	6	2
173	еще один	1	2
174	с их	1	2
175	что она	1	2
176	и еще	1	2
177	в виде	1	2
178	не как	2	2
179	картины мира	5	2
180	людей и	1	2
181	так например	1	2
182	в мире	8	2
183	здесь как	1	2
184	по всему	1	2
185	с тем	1	2
186	в слове	3	2
187	он и	2	2
188	несмотря на	1	2
189	или менее	2	2
190	для него	3	2
191	в своей	5	2
192	в котором	8	2
193	в которых	1	2
194	мир и	1	2
195	если бы	7	2
196	в потоке	1	2
197	на котором	1	2
198	чтобы стать	2	2
199	о них	3	2
200	дело не	1	2
201	не имели	2	2
202	того как	1	2
203	у этого	1	2
204	что на	2	2
205	ни о	1	2
206	начиная с	3	2
207	числе и	1	2
208	той или	3	2
209	существенное значение	1	2
210	данном случае	6	2
211	картина мира	12	2
212	и сам	1	2
213	с собой	1	2
214	когда в	2	2
215	с ним	3	2
216	т.п в	1	2
217	его жизни	1	2
218	можно сказать	4	2
219	в значительной	1	2
220	к нему	1	2
221	власти и	1	2
222	во всей	1	2
223	появляется и	1	2
224	не тот	1	2
225	было бы	4	2
226	второй план	1	2
227	но с	1	2
228	что он	1	2
229	действующих лиц	2	2
230	очень много	1	2
231	это не	6	2
232	уже в	1	2
233	только на	1	2
234	ни одного	1	2
235	из них	1	2
236	точка зрения	3	2
237	в одном	1	2
238	к ним	2	2
239	как раз	2	2
240	интерес к	1	2
241	далеко не	4	2
242	нового времени	3	2
243	одной стороны	5	2
244	а на	2	2
245	точек зрения	2	2
246	не может	7	2
247	вместе с	1	2
248	так же	1	2
249	из которых	1	2
250	в данном	13	2
251	а не	15	2
252	времени с	1	2
253	в речи	2	2
254	далеко за	1	2
255	благодаря этому	1	2
256	но это	3	2
257	все же	6	2
258	и для	3	2
259	мира и	2	2
260	а в	6	2
261	между ними	1	2
262	другой стороны	2	2
263	является и	1	2
264	культуры в	1	2
265	более или	2	2
266	к этому	2	2
267	мертвый язык	1	2
268	как известно	1	1
269	речь идет	1	1
270	в этот	2	1
271	начинается с	1	1
272	отчего дома	2	1
273	того же	1	1
274	в жизненном	1	1
275	сил и	1	1
276	идет о	1	1
277	в приведенном	2	1
278	перед лицом	1	1
279	тем же	1	1
280	а как	1	1
281	это что	1	1
282	и последующих	1	1
283	он как	1	1
284	между этими	1	1
285	вместо того	2	1
286	подчеркнуть что	5	1
287	пребывания в	1	1
288	к своему	1	1
289	имел место	1	1
290	т.п но	1	1
291	между собой	2	1
292	напротив они	1	1
293	сказать и	1	1
294	как у	1	1
295	чем это	1	1
296	то он	2	1
297	присутствует в	1	1
298	по отношению	7	1
299	в новом	1	1
300	себя в	1	1
301	приближается к	1	1
302	образов но	2	1
303	которые не	1	1
304	одного и	1	1
305	в одной	2	1
306	как в	4	1
307	стороны и	1	1
308	с папой	1	1
309	главных героев	1	1
310	за собой	1	1
311	мира эти	1	1
312	не можем	2	1
313	та же	1	1
314	и у	1	1
315	всего романа	1	1
316	он в	1	1
317	из этих	3	1
318	тому же	4	1
319	лица и	1	1
320	как он	2	1
321	всей его	2	1
322	слово это	1	1
323	но на	2	1
324	жизнью и	1	1
325	вообще не	1	1
326	не следует	3	1
327	главное в	1	1
328	ключ к	1	1
329	состоит в	10	1
330	к одному	1	1
331	мира на	2	1
332	не к	4	1
333	и вот	1	1
334	в доме	1	1
335	из него	1	1
336	подобно тому	2	1
337	без исключения	2	1
338	в нее	1	1
339	можно было	2	1
340	например мы	1	1
341	же не	1	1
342	деталей в	1	1
343	те же	2	1
344	лишь в	2	1
345	с другими	1	1
346	этом смысле	1	1
347	с детьми	3	1
348	участие в	1	1
349	только одно	1	1
350	времени при	1	1
351	о которых	1	1
352	частности из	1	1
353	не всегда	2	1
354	его и	1	1
355	которой не	1	1
356	как целого	1	1
357	автора и	1	1
358	она была	2	1
359	обратимся к	2	1
360	известной степени	1	1
361	место в	2	1
362	в отличие	2	1
363	бы мы	1	1
364	и временных	1	1
365	том же	1	1
366	и точной	1	1
367	тому что	1	1
368	дня и	1	1
369	но они	2	1
370	до известной	1	1
371	искусство слова	1	1
372	не имеет	2	1
373	в науке	1	1
374	и притом	1	1
375	и сама	1	1
376	не по	1	1
377	и автор	1	1
378	в структуре	1	1
379	все без	1	1
380	и проблемы	1	1
381	при котором	1	1
382	встречаются в	1	1
383	смысл этой	1	1
384	так называемый	1	1
385	существует на	1	1
386	как будто	4	1
387	этом отношении	4	1
388	мы узнаем	1	1
389	могут быть	4	1
390	в категориях	2	1
391	же самое	1	1
392	по характеру	1	1
393	их лиц	1	1
394	к тому	6	1
395	его с	2	1
396	но одновременно	1	1
397	как для	2	1
398	для его	1	1
399	в полной	1	1
400	имеет место	4	1
401	если же	1	1
402	и он	1	1
403	т.е в	1	1
404	он лишь	1	1
405	не ограничивается	1	1
406	в виду	1	1
407	во вселенной	1	1
408	но при	5	1
409	и сами	2	1
410	здесь не	2	1
411	события как	1	1
412	очень существенный	1	1
413	и самого	1	1
414	так в	4	1
415	происходят в	1	1
416	на том	1	1
417	особенно в	1	1
418	к анализу	1	1
419	мог бы	1	1
420	глубоко и	1	1
421	еще в	2	1
422	классической и	1	1
423	к первому	1	1
424	это только	2	1
425	которому принадлежит	1	1
426	или иной	3	1
427	строго говоря	2	1
428	ситуации и	3	1
429	и единственном	1	1
430	и та	1	1
431	и что	1	1
432	для нас	2	1
433	и мира	3	1
434	на устную	1	1
435	на протяжении	1	1
436	том или	1	1
437	и всю	1	1
438	тем или	1	1
439	от них	1	1
440	полноту и	2	1
441	есть с	1	1
442	другого в	1	1
443	этом ряду	2	1
444	также в	1	1
445	и главное	1	1
446	и иных	1	1
447	как правило	6	1
448	и она	1	1
449	и борьбы	1	1
450	тома мертвых	2	1
451	подробностями и	1	1
452	происходит в	1	1
453	мог найти	1	1
454	в современной	3	1
455	быть и	2	1
456	в формах	1	1
457	правило не	2	1
458	оно и	1	1
459	том как	3	1
460	тот же	1	1
461	речь о	1	1
462	дело с	2	1
463	природой и	1	1
464	вперед и	1	1
465	должен был	1	1
466	и так	1	1
467	впрочем и	1	1
468	иной степени	1	1
469	во времени	2	1
470	и тем	2	1
471	к которой	1	1
472	этой системе	1	1
473	со своим	1	1
474	так можно	1	1
475	лицам и	1	1
476	вторая глава	1	1
477	действующего лица	1	1
478	в начале	3	1
479	кажется что	1	1
480	в школе	1	1
481	или даже	1	1
482	слова в	2	1
483	представлений о	1	1
484	в пространстве	1	1
485	мы можем	2	1
486	как его	2	1
487	только с	1	1
488	каждый из	1	1
489	отличие от	2	1
490	тем что	2	1
491	и оценки	1	1
492	или ином	1	1
493	лишь один	1	1
494	где в	3	1
495	того что	6	1
496	мне и	1	1
497	осмысления и	1	1
498	не один	2	1
499	а именно	1	1
500	им из	1	1
501	и прежде	1	1
502	а с	2	1
503	на людей	1	1
504	системе своего	1	1
505	превращается в	1	1
506	на этот	1	1
507	которых мы	1	1
508	однако и	2	1
509	жизнь в	1	1
510	что обычно	1	1
511	и оно	2	1
512	в живой	1	1
513	которой он	1	1
514	мира в	8	1
515	во франции	1	1
516	было в	1	1
517	на фоне	2	1
518	например когда	1	1
519	в моей	1	1
520	есть на	1	1
521	тому как	2	1
522	быть только	2	1
523	в тот	1	1
524	в ряду	2	1
525	на свете	1	1
526	войны и	3	1
527	иного порядка	1	1
528	в контексте	1	1
529	первом плане	1	1
530	памяти в	1	1
531	границы как	2	1
532	и действия	2	1
533	нет ничего	1	1
534	к другим	1	1
535	и конца	1	1
536	это явление	1	1
537	и борьба	1	1
538	это уже	1	1
539	это одна	1	1
540	слова но	2	1
541	сохраняется и	2	1
542	и от	2	1
543	в пределе	1	1
544	частности в	2	1
545	узнаем что	1	1
546	о котором	2	1
547	и слова	1	1
548	или другой	1	1
549	к одной	1	1
550	еще более	1	1
551	становления в	1	1
552	же в	1	1
553	обстоит дело	1	1
554	но если	1	1
555	который имел	1	1
556	по поводу	2	1
557	может и	1	1
558	в период	1	1
559	не знает	1	1
560	и только	1	1
561	оно совершается	1	1
562	по причине	1	1
563	отношению к	7	1
564	из этого	1	1
565	время не	1	1
566	пространства необходимо	1	1
567	жизни и	7	1
568	играют существенную	1	1
569	прийти в	1	1
570	и особенно	1	1
571	гораздо более	1	1
