N	2gram	Propp_Russ_1	Stilisti
290	этом не	1	1
291	еще до	2	1
292	обряд для	1	1
293	говорить о	1	1
294	но чаще	1	1
295	жизни как	1	1
296	они были	2	1
297	ему в	1	1
298	с религиозными	1	1
299	так а	1	1
300	в числе	2	1
301	того же	1	1
302	в каждой	1	1
303	ней как	1	1
304	не был	1	1
305	но этого	1	1
306	в чем	1	1
307	и другие	13	1
308	если в	3	1
309	в общем	1	1
310	какой степени	2	1
311	иногда и	5	1
312	мы сейчас	1	1
313	значение имеет	1	1
314	относится к	1	1
315	в собственном	1	1
316	там где	2	1
317	в истории	1	1
318	в своем	3	1
319	и различные	1	1
320	будет происходить	1	1
321	однако не	1	1
322	кроме того	1	1
323	когда он	2	1
324	обряд который	1	1
325	увидим что	1	1
326	не здесь	1	1
327	от этого	1	1
328	так на	2	1
329	с той	1	1
330	возможно что	1	1
331	из этих	4	1
332	были связаны	2	1
333	думать что	3	1
334	не нужны	1	1
335	наблюдаем в	1	1
336	солнца а	1	1
337	тем не	3	1
338	и частично	1	1
339	только себя	1	1
340	он не	1	1
341	носят название	2	1
342	у древних	1	1
343	с новым	1	1
344	всех этих	2	1
345	с нашим	1	1
346	он должен	1	1
347	этого вопроса	1	1
348	не как	1	1
349	в силу	2	1
350	он так	2	1
351	но вместе	1	1
352	на этом	3	1
353	из мертвых	1	1
354	прежде чем	1	1
355	так например	6	1
356	на то	1	1
357	от общего	1	1
358	самой важной	1	1
359	он просто	1	1
360	форм и	1	1
361	на все	2	1
362	дню и	1	1
363	уже знаем	1	1
364	превратилось в	1	1
365	одна и	1	1
366	должен был	1	1
367	весь мир	1	1
368	слов для	1	1
369	солнце и	1	1
370	нет в	1	1
371	как видно	1	1
372	иногда в	2	1
373	и того	1	1
374	одного и	1	1
375	мы попытаемся	2	1
376	в г	4	1
377	превращались в	1	1
378	к тем	3	1
379	таким же	3	1
380	нашел и	1	1
381	взгляд на	1	1
382	на каждом	3	1
383	разными другими	1	1
384	не путем	1	1
385	будут рассмотрены	1	1
386	обращение к	1	1
387	даже к	1	1
388	и эти	1	1
389	собой и	1	1
390	том же	2	1
391	что этот	4	1
392	в одно	1	1
393	всех их	1	1
394	нашем сознании	1	1
395	не менее	3	1
396	но они	3	1
397	и роль	1	1
398	как можно	2	1
399	она не	2	1
400	и время	1	1
401	тогда когда	1	1
402	того как	5	1
403	одна из	4	1
404	в развитии	1	1
405	иметь в	1	1
406	следовательно и	1	1
407	и некоторое	1	1
408	и всегда	1	1
409	именно с	2	1
410	того в	1	1
411	степени их	1	1
412	на природу	1	1
413	и ответов	1	1
414	и теперь	1	1
415	так называемый	2	1
416	чем ближе	1	1
417	доказать что	1	1
418	к таким	3	1
419	не могут	1	1
420	на руси	3	1
421	и другой	3	1
422	должны быть	1	1
423	содержанием и	1	1
424	например на	1	1
425	связь не	1	1
426	в работах	1	1
427	если же	1	1
428	что для	1	1
429	приходит к	1	1
430	не совсем	4	1
431	и о	1	1
432	а затем	1	1
433	смысл такой	1	1
434	и сами	1	1
435	как по	2	1
436	действительности которая	1	1
437	можно сделать	3	1
438	всей своей	1	1
439	и характер	1	1
440	мы наблюдаем	2	1
441	еще лучше	1	1
442	вполне определенное	1	1
443	или на	3	1
444	все свои	1	1
445	рассмотренная нами	1	1
446	еще в	4	1
447	но иногда	1	1
448	для этого	2	1
449	по мере	1	1
450	слова а	1	1
451	их но	1	1
452	и начало	2	1
453	и та	1	1
454	никак не	1	1
455	и что	4	1
456	и во	1	1
457	между тем	7	1
458	при исследовании	1	1
459	что первыми	1	1
460	примыкает к	1	1
461	них в	2	1
462	что бы	1	1
463	представления о	1	1
464	вопросов и	1	1
465	дома в	1	1
466	бросается в	1	1
467	стол а	1	1
468	обе эти	1	1
469	эту точку	1	1
470	с ними	5	1
471	за столом	2	1
472	и действительно	1	1
473	даже если	1	1
474	он уже	1	1
475	что нам	1	1
476	этим словом	1	1
477	или его	1	1
478	в эти	4	1
479	которой оно	1	1
480	только этот	1	1
481	наших целей	2	1
482	так что	2	1
483	это ни	1	1
484	есть в	1	1
485	времени когда	1	1
486	не можем	3	1
487	одном и	1	1
488	в большинстве	2	1
489	борьбы с	2	1
490	в нашей	1	1
491	и новым	1	1
492	в виде	6	1
493	его с	4	1
494	свидетельствует о	1	1
495	каким образом	1	1
496	большинстве случаев	2	1
497	по отношению	1	1
498	не связанных	1	1
499	совсем другое	1	1
500	ни в	1	1
501	они сами	1	1
502	не о	1	1
503	у него	2	1
504	должны будем	1	1
505	нет его	1	1
506	не противоречит	1	1
507	из приведенных	3	1
508	длинная и	1	1
509	в особенности	2	1
510	каждый человек	1	1
511	представления но	1	1
512	такое же	2	1
513	по всей	1	1
514	художественной форме	1	1
515	маленькую паузу	1	1
516	мере их	1	1
517	на этот	3	1
518	и жены	1	1
519	видно не	1	1
520	его как	2	1
521	возвращаясь к	1	1
522	их там	2	1
523	о чем	3	1
524	со своими	1	1
525	и том	1	1
526	ближе к	1	1
527	но оно	1	1
528	и теми	1	1
529	видели в	1	1
530	смысл который	1	1
531	я тебе	1	1
532	в меру	1	1
533	предположить что	2	1
534	в течение	5	1
535	тому как	1	1
536	которые по	1	1
537	и менее	1	1
538	в основном	3	1
539	весь ход	1	1
540	не будем	3	1
541	голода и	1	1
542	из чего	1	1
543	виду что	1	1
544	характерен для	1	1
545	в более	2	1
546	к пониманию	1	1
547	что я	1	1
548	всем этим	1	1
549	о котором	1	1
550	это как	1	1
551	что в	19	1
552	говоря о	1	1
553	это часто	1	1
554	всякого рода	3	1
555	в поле	3	1
556	будто бы	6	1
557	или не	1	1
558	нам не	1	1
559	на поле	1	1
560	слово в	1	1
561	но если	1	1
562	только как	1	1
563	можем считать	1	1
564	это на	1	1
565	в глаза	1	1
566	совсем так	1	1
567	в иной	1	1
568	является и	1	1
569	нет но	1	1
570	отношению к	1	1
571	только о	1	1
572	это та	1	1
573	наряду с	1	1
574	указывают на	1	1
575	значение он	1	1
576	в таком	1	1
577	все что	1	1
578	и вновь	1	1
