N	2gram	Vinokur_Ku_1	VeschiIm
153	во всех	1	4
154	с этим	4	4
155	в своем	3	4
156	однако не	6	4
157	есть вещь	1	4
158	же не	1	4
159	и мы	2	4
160	на почве	1	4
161	как и	2	4
162	между собою	2	4
163	с точки	9	4
164	имеет смысл	1	4
165	и более	2	4
166	можно ли	2	4
167	на себе	6	4
168	же время	2	4
169	должен быть	4	4
170	только то	1	4
171	смысле и	2	4
172	о том	9	4
173	с другой	7	4
174	что и	4	4
175	этот вопрос	1	4
176	то и	2	4
177	е не	2	4
178	из них	4	4
179	тем что	8	4
180	со всем	1	4
181	и даже	3	4
182	даже не	1	4
183	как же	1	4
184	и потому	4	4
185	мы говорим	2	4
186	в данном	4	4
187	как только	1	4
188	говорить что	1	4
189	с полной	1	4
190	и все	2	4
191	собственно говоря	1	4
192	от того	1	4
193	между ними	2	4
194	оно не	3	4
195	самом деле	9	3
196	мы имеем	6	3
197	бы что	1	3
198	вопрос о	2	3
199	из того	1	3
200	но даже	1	3
201	момент в	1	3
202	не то	1	3
203	более или	3	3
204	самого смысла	1	3
205	вопроса о	1	3
206	в нем	4	3
207	раз навсегда	1	3
208	что нужно	2	3
209	на этом	1	3
210	было в	2	3
211	в жизни	1	3
212	несмотря на	3	3
213	и тогда	4	3
214	нисколько не	3	3
215	или менее	3	3
216	можно только	1	3
217	в своей	2	3
218	все это	6	3
219	между прочим	2	3
220	как о	2	3
221	тогда когда	6	3
222	и притом	1	3
223	своего существования	1	3
224	само по	1	3
225	того чтобы	17	3
226	к себе	4	3
227	к тому	5	3
228	всегда есть	1	3
229	и самое	1	3
230	можно и	1	3
231	без всякого	1	3
232	в собственном	2	3
233	не содержит	1	3
234	и сам	1	3
235	понимание и	1	3
236	так и	7	3
237	нужно было	2	3
238	можно сказать	3	3
239	если это	1	3
240	один из	4	3
241	явления как	1	3
242	тот же	2	3
243	что он	6	3
244	но как	1	3
245	не мешает	1	3
246	только на	1	3
247	а это	3	3
248	других вещей	1	3
249	мы находим	1	3
250	в одном	3	3
251	отношение к	1	3
252	даже и	3	3
253	никогда не	2	3
254	а с	3	3
255	я называю	1	3
256	вместе с	7	3
257	что именно	1	3
258	в той	5	3
259	да и	1	3
260	она уже	1	3
261	себя самого	2	3
262	бы в	7	3
263	тем более	2	3
264	хотя бы	10	3
265	я в	1	3
266	по законам	1	2
267	можно говорить	2	2
268	от этого	2	2
269	в сфере	1	2
270	как это	3	2
271	переход от	4	2
272	в первом	3	2
273	ту же	1	2
274	из его	1	2
275	поэтому и	1	2
276	той же	3	2
277	часто бывает	1	2
278	как мы	1	2
279	во внутреннем	1	2
280	конечно и	1	2
281	явление не	1	2
282	не нужно	1	2
283	мысли и	1	2
284	а только	8	2
285	не все	2	2
286	тогда как	2	2
287	себе и	2	2
288	и таким	1	2
289	наряду с	1	2
290	как в	4	2
291	что ее	1	2
292	когда он	3	2
293	и понимания	1	2
294	на нас	1	2
295	что на	1	2
296	я имею	1	2
297	так или	2	2
298	звуков и	2	2
299	выражение в	1	2
300	но ведь	2	2
301	и если	3	2
302	он не	2	2
303	для того	16	2
304	в силу	10	2
305	и вот	1	2
306	и этот	1	2
307	но все	2	2
308	то чтобы	1	2
309	и может	3	2
310	различие между	1	2
311	об этом	1	2
312	на все	1	2
313	на этой	1	2
314	и тем	2	2
315	которая была	1	2
316	звуки и	1	2
317	ни в	2	2
318	но уже	5	2
319	все равно	2	2
320	в слове	2	2
321	и уже	1	2
322	не мог	2	2
323	же есть	2	2
324	о свете	1	2
325	и эти	3	2
326	тому что	3	2
327	бы на	2	2
328	но они	1	2
329	а а	3	2
330	что ему	1	2
331	пусть даже	1	2
332	дело в	1	2
333	в науке	4	2
334	из предыдущего	2	2
335	но только	1	2
336	казалось бы	3	2
337	в разных	2	2
338	в самой	4	2
339	в смысловой	1	2
340	как она	1	2
341	тех или	1	2
342	и его	5	2
343	это уже	1	2
344	имени ее	1	2
345	однако это	1	2
346	не потому	5	2
347	вещи т	1	2
348	как некое	1	2
349	то она	1	2
350	об отношении	1	2
351	и когда	1	2
352	не с	3	2
353	мог бы	1	2
354	том как	3	2
355	себя функции	1	2
356	находится в	1	2
357	в виду	5	2
358	реальное бытие	1	2
359	никак не	2	2
360	и во	1	2
361	это было	2	2
362	заключается в	2	2
363	во втором	2	2
364	еще более	1	2
365	обе эти	3	2
366	что только	1	2
367	смысла т	1	2
368	в качестве	7	2
369	мы получим	1	2
370	не из	1	2
371	его и	1	2
372	только к	2	2
373	моментов в	1	2
374	мы можем	1	2
375	не случайно	6	2
376	свое выражение	1	2
377	а потому	5	2
378	в особенности	3	2
379	или иначе	2	2
380	не относится	1	2
381	не годится	1	2
382	важное и	1	2
383	такое этот	1	2
384	превращается в	2	2
385	в подлинном	1	2
386	ничем не	1	2
387	именно так	2	2
388	о чем	2	2
389	если не	3	2
390	в частности	4	2
391	самого себя	1	2
392	нечто абсолютно	1	2
393	смысл в	2	2
394	нечто совершенно	1	2
395	кроме того	1	2
396	при всем	1	2
397	в более	2	2
398	ли в	2	2
399	ее но	1	2
400	но именно	1	2
401	есть уже	1	2
402	отношении к	1	2
403	очень редко	1	2
404	к ее	1	2
405	жизни в	1	2
406	может и	1	2
407	нужно для	1	2
408	это все	1	2
409	была бы	3	2
410	первом случае	1	2
411	но еще	3	2
412	в своих	1	2
413	себе следы	1	2
414	так же	4	2
415	во всяком	5	2
416	этой точки	2	2
417	смысле что	1	2
418	я и	1	1
419	и пребывает	1	1
420	также что	1	1
421	речь идет	2	1
422	разуме и	1	1
423	же как	1	1
424	я уже	1	1
425	словом как	1	1
426	связана с	1	1
427	только потому	6	1
428	идет о	2	1
429	для науки	1	1
430	что когда	1	1
431	из самых	1	1
432	не хочет	1	1
433	по преимуществу	2	1
434	она все	1	1
435	что эти	4	1
436	исходит из	1	1
437	не имеют	3	1
438	все те	2	1
439	от которых	1	1
440	едва ли	1	1
441	действительности и	1	1
442	с таким	1	1
443	в зависимости	5	1
444	собою в	1	1
445	явление он	1	1
446	бы уже	2	1
447	для своего	1	1
448	и ничего	1	1
449	что если	2	1
450	которую мы	1	1
451	в которой	6	1
452	из своих	1	1
453	среды и	1	1
454	именно к	1	1
455	и другая	1	1
456	вместо того	1	1
457	тысячу раз	1	1
458	и со	1	1
459	уже в	3	1
460	и иначе	1	1
461	и на	4	1
462	это действительно	1	1
463	слова эти	1	1
464	с его	4	1
465	то мы	3	1
466	заключается не	1	1
467	том основании	1	1
468	не понятие	1	1
469	нельзя понимать	1	1
470	только тогда	3	1
471	если в	2	1
472	в общем	3	1
473	с совершенно	1	1
474	совершенно ясно	1	1
475	отличие от	1	1
476	понимает искусство	1	1
477	из живой	1	1
478	это или	1	1
479	смысловой и	1	1
480	форме и	1	1
481	из таких	1	1
482	которые не	1	1
483	в истории	3	1
484	восприятие но	1	1
485	пониманию и	1	1
486	субъекта и	1	1
487	тут уже	1	1
488	части в	1	1
489	как начало	1	1
490	перед нами	1	1
491	и где	1	1
492	хотя и	3	1
493	нас все	2	1
494	и последний	1	1
495	как то	2	1
496	мы получаем	1	1
497	все эти	6	1
498	учение о	4	1
499	отчасти и	1	1
500	в этой	3	1
501	еще один	2	1
502	однако как	1	1
503	зависимости от	6	1
504	тому же	1	1
505	иного не	1	1
506	по имени	1	1
507	как он	1	1
508	но на	1	1
509	полный и	1	1
510	может уже	1	1
511	и стало	1	1
512	главным образом	1	1
513	при этом	6	1
514	все другие	1	1
515	момента в	1	1
516	и еще	2	1
517	он должен	1	1
518	к одному	1	1
519	том чтобы	8	1
520	необходимо для	1	1
521	могут ведь	1	1
522	д все	1	1
523	из него	1	1
524	и по	1	1
525	однако в	1	1
526	или иных	1	1
527	о таком	1	1
528	именно это	1	1
529	на усилия	1	1
530	выражение и	1	1
531	есть все	1	1
532	конечно в	1	1
533	школе и	1	1
534	разница между	1	1
535	того или	4	1
536	который уже	1	1
537	оставляя в	1	1
538	такой вопрос	1	1
539	может стать	1	1
540	нас есть	2	1
541	эту внешнюю	1	1
542	в это	2	1
543	во многом	1	1
544	о характере	1	1
545	в них	7	1
546	разумеется нет	1	1
547	как общее	1	1
548	она и	1	1
549	и представить	1	1
550	далеко не	1	1
551	бы было	1	1
552	не всегда	2	1
553	она была	1	1
554	увидим как	1	1
555	и того	2	1
556	в научной	1	1
557	со всей	1	1
558	одного и	2	1
559	на первый	1	1
560	нужно чтобы	1	1
561	от всякого	1	1
562	этом случае	2	1
563	и без	1	1
564	в котором	3	1
565	представление о	3	1
566	в отличие	1	1
567	вовсе еще	1	1
568	когда и	1	1
569	поэтому в	1	1
570	втором случае	2	1
571	слово для	1	1
572	что было	2	1
573	тем самым	4	1
574	чем собственно	1	1
575	с такими	1	1
576	где нет	1	1
577	даже в	3	1
578	случае мы	1	1
579	сам он	1	1
580	например и	1	1
581	раз и	1	1
582	и науки	1	1
583	в какое	1	1
584	можно понимать	1	1
585	то наш	1	1
586	что с	2	1
587	иной раз	2	1
588	дело не	2	1
589	конечно нисколько	1	1
590	не имеет	2	1
591	уже из	2	1
592	с него	2	1
593	например что	1	1
594	к такому	1	1
595	это еще	1	1
596	находятся в	1	1
597	и существенное	1	1
598	такова что	2	1
599	учения о	1	1
600	всего на	1	1
601	в наше	1	1
602	вместо него	1	1
603	и является	4	1
604	это слово	3	1
605	сводится к	3	1
606	в сознании	1	1
607	до того	2	1
608	уже и	3	1
609	и делает	1	1
610	пропасть и	1	1
611	только одна	1	1
612	в каком	2	1
613	является то	1	1
614	смысл может	1	1
615	что можно	2	1
616	не могут	2	1
617	относиться к	1	1
618	вбирая в	1	1
619	могут быть	1	1
620	указать на	4	1
621	языках и	1	1
622	но также	2	1
623	различных типов	1	1
624	ничего общего	1	1
625	всегда в	1	1
626	в применении	1	1
627	стоит на	1	1
628	вы не	1	1
629	более не	1	1
630	в конце	1	1
631	она понимает	1	1
632	как не	1	1
633	на нем	1	1
634	на основе	1	1
635	типов и	1	1
636	и от	1	1
637	только не	1	1
638	в пределах	4	1
639	идет речь	2	1
640	когда речь	1	1
641	материи и	1	1
642	на том	3	1
643	если они	1	1
644	что у	1	1
645	имею в	1	1
646	который будучи	1	1
647	учению об	1	1
648	здесь как	2	1
649	в какое-то	1	1
650	такое понимание	1	1
651	подойти к	2	1
652	когда в	2	1
653	который я	1	1
654	именно этот	1	1
655	имеется в	1	1
656	раз к	2	1
657	для самой	2	1
658	разумеется это	1	1
659	науки на	1	1
660	совершенно невозможно	1	1
661	другое дело	2	1
662	или иной	3	1
663	то нам	2	1
664	все дело	1	1
665	о нем	2	1
666	понятие а	1	1
667	чтобы правильно	1	1
668	не был	1	1
669	то из	1	1
670	этот основной	1	1
671	за пределами	1	1
672	осталось бы	1	1
673	а также	1	1
674	нас в	1	1
675	должно было	1	1
676	связь между	1	1
677	язык и	1	1
678	и всякая	1	1
679	нуждается в	3	1
680	не надо	1	1
681	кто в	1	1
682	в теории	1	1
683	а его	1	1
684	смысле это	2	1
685	а именно	2	1
686	общем смысле	1	1
687	когда говорят	1	1
688	но тут	1	1
689	другое не	1	1
690	к которому	3	1
691	что здесь	1	1
692	этом смысле	3	1
693	которое было	1	1
694	одного из	1	1
695	но с	2	1
696	в двух	1	1
697	в какой	6	1
698	через имя	2	1
699	и так	1	1
700	не было	3	1
701	таком понимании	1	1
702	теперь в	1	1
703	брать на	1	1
704	тот или	1	1
705	с одной	1	1
706	на мой	2	1
707	стоит ли	1	1
708	глупо и	1	1
709	конечно не	2	1
710	указания на	1	1
711	и у	1	1
712	единое и	1	1
713	же из	2	1
714	в начале	1	1
715	свидетельствует о	2	1
716	ее из	1	1
717	является не	1	1
718	очевидно что	3	1
719	этом в	1	1
720	себе в	3	1
721	всяком случае	5	1
722	с живой	2	1
723	слова в	1	1
724	сами по	1	1
725	и один	1	1
726	вовсе не	10	1
727	как его	1	1
728	общения и	2	1
729	на некоторые	1	1
730	явлений в	2	1
731	себя но	1	1
732	к той	1	1
733	и вместе	1	1
734	в других	1	1
735	существенное от	1	1
736	и абсолютный	1	1
737	только звук	1	1
738	кажется мне	1	1
739	живой и	1	1
740	до сих	4	1
741	и прошу	1	1
742	и эту	1	1
743	к которым	1	1
744	было и	1	1
745	имеющая ничего	1	1
746	говорит о	1	1
747	в некоторых	1	1
748	одной стороны	1	1
749	а сам	1	1
750	зависит от	1	1
751	что несмотря	1	1
752	есть лишь	3	1
753	слово из	1	1
754	жизнь в	1	1
755	его как	1	1
756	из моментов	1	1
757	когда она	1	1
758	пр и	1	1
759	я хочу	1	1
760	нет ничего	1	1
761	и а	2	1
762	к другой	1	1
763	чтобы мы	1	1
764	нет еще	1	1
765	он говорит	1	1
766	смысле этого	3	1
767	применении к	1	1
768	не имеющая	1	1
769	себя то	1	1
770	и смысла	1	1
771	подлинном смысле	1	1
772	из этой	1	1
773	по существу	4	1
774	в состоянии	2	1
775	том смысле	1	1
776	мы сказали	1	1
777	или другого	1	1
778	этого слова	3	1
779	слова и	4	1
780	смысле есть	1	1
781	сих пор	4	1
782	является как	1	1
783	я мог	1	1
784	но для	1	1
785	из чего	1	1
786	к другим	1	1
787	понятий и	1	1
788	а вот	1	1
789	не является	2	1
790	могло не	1	1
791	это можно	1	1
792	или в	2	1
793	о котором	2	1
794	есть возможность	1	1
795	лишь как	2	1
796	необходимо если	1	1
797	с уже	1	1
798	или нет	1	1
799	чтобы его	1	1
800	не будучи	1	1
801	ведь есть	1	1
802	также не	1	1
803	на более	2	1
804	слово в	1	1
805	от света	2	1
806	в моем	1	1
807	понимать как	2	1
808	только как	1	1
809	другой стороны	6	1
810	дело с	1	1
811	металлом и	1	1
812	к его	1	1
813	язык есть	6	1
814	себе по	1	1
815	пр это	1	1
816	мы несомненно	1	1
817	мы увидим	3	1
818	сам в	1	1
819	и идеи	1	1
820	только о	1	1
821	в действительности	1	1
822	но эти	1	1
823	чтобы эти	1	1
824	с прочими	2	1
825	то оно	2	1
826	это понятие	1	1
827	я могу	1	1
828	к этому	1	1
829	думать что	1	1
830	в таком	3	1
831	они не	3	1
832	гораздо более	3	1
