N	2gram	Nazirov_Tr_1	Myshleni
400	и психологической	1	1
401	помощью этих	1	1
402	по нашему	1	1
403	я хочу	1	1
404	с первого	2	1
405	если так	1	1
406	видит в	1	1
407	к жизни	5	1
408	ходе работы	1	1
409	наряду с	1	1
410	не удалось	1	1
411	и начинает	1	1
412	из авторов	1	1
413	для понимания	1	1
414	распадается на	1	1
415	в это	2	1
416	нам еще	1	1
417	с последним	1	1
418	о его	2	1
419	в книге	1	1
420	это как	1	1
421	в силах	2	1
422	а к	1	1
423	конце концов	1	1
424	от всего	2	1
425	себя на	1	1
426	так выразиться	1	1
427	к ее	1	1
428	гораздо больше	1	1
429	не быть	1	1
430	совершенно не	1	1
431	о себе	1	1
432	есть и	1	1
433	к этой	1	1
434	по поводу	2	1
435	это в	1	1
436	в таком	2	1
437	точно так	2	1
