N	2gram	Tiupa_Vved_1	Istorich
315	нам как	1	1
316	не самому	1	1
317	друг от	1	1
318	но на	2	1
319	жизнью и	1	1
320	как оно	2	1
321	совершенно неожиданным	1	1
322	чтобы они	1	1
323	же остается	1	1
324	так например	1	1
325	культуры что	1	1
326	с собой	1	1
327	этом он	1	1
328	в совершенно	1	1
329	них не	1	1
330	в несколько	1	1
331	входит в	1	1
332	при встрече	1	1
333	жизнь этого	1	1
334	что сквозь	1	1
335	на горизонте	1	1
336	этого как	1	1
337	это одна	1	1
338	но их	1	1
339	сказке о	1	1
340	смерть и	1	1
341	нее входит	1	1
342	для них	3	1
343	нет мама	1	1
344	вводит в	1	1
345	в них	2	1
346	исходили из	1	1
347	на второй	1	1
348	в высшей	2	1
349	соответствии с	6	1
350	далеко не	4	1
351	не всегда	2	1
352	несмотря на	1	1
353	к своему	1	1
354	без этой	1	1
355	его нельзя	1	1
356	бы на	1	1
357	в своей	5	1
358	что такое	18	1
359	это делает	1	1
360	которого является	1	1
361	не подлежит	1	1
362	к одному	1	1
363	всякий раз	1	1
364	детей к	1	1
365	которому она	1	1
366	иных форм	1	1
367	в стране	1	1
368	тем не	3	1
369	со многими	1	1
370	бы быть	1	1
371	и долго	2	1
372	по себе	2	1
373	даже в	1	1
374	однако между	1	1
375	не менее	4	1
376	вплоть до	1	1
377	мы пока	1	1
378	смотри же	1	1
379	как о	2	1
380	и вместо	1	1
381	в науке	1	1
382	в то	4	1
383	чтобы стать	2	1
384	однако если	1	1
385	которая теперь	1	1
386	во всем	1	1
387	и после	1	1
388	мы бы	1	1
389	в процессе	1	1
390	страны мертвых	1	1
391	не вполне	3	1
392	что на	2	1
393	у нас	1	1
394	сюжета в	1	1
395	см что	4	1
396	и оно	2	1
397	со стороны	5	1
398	как ему	1	1
399	мы узнаем	1	1
400	для детей	4	1
401	и смертью	1	1
402	его с	2	1
403	в поле	1	1
404	указывает на	1	1
405	если же	1	1
406	состоят в	1	1
407	как мы	3	1
408	то она	1	1
409	от друга	1	1
410	степени в	1	1
411	с сохранением	1	1
412	тогда как	10	1
413	миром и	1	1
414	при котором	1	1
415	быть вполне	1	1
416	характер и	1	1
417	в пределах	2	1
418	из двенадцати	1	1
419	только тот	1	1
420	особенно в	1	1
421	одного из	3	1
422	в чужом	1	1
423	она была	2	1
424	том как	3	1
425	мира и	2	1
426	и рассмотрим	1	1
427	задний план	1	1
428	о котором	2	1
429	которому принадлежит	1	1
430	с ним	3	1
431	сводится к	4	1
432	разнообразных формах	1	1
433	способности героя	1	1
434	к обряду	1	1
435	появляется в	2	1
436	а во	1	1
437	восходит к	2	1
438	которого не	1	1
439	путь к	1	1
440	или иначе	2	1
441	есть с	1	1
442	вслед за	2	1
443	иначе в	1	1
444	и иных	1	1
445	вся жизнь	1	1
446	в этнографии	1	1
447	в частности	13	1
448	быть и	2	1
449	но так	1	1
450	в двух	1	1
451	приведенных выше	1	1
452	тот же	1	1
453	собой не	1	1
454	в какой	4	1
455	с возникновением	1	1
456	могло быть	1	1
457	к их	1	1
458	с несколькими	1	1
459	должен быть	1	1
460	это означает	1	1
461	узнаем что	1	1
462	который в	2	1
463	из которого	1	1
464	уже не	5	1
465	не можем	2	1
466	если мы	1	1
467	только на	1	1
468	это ее	1	1
469	свидетельствует о	4	1
470	этом в	1	1
471	роль и	1	1
472	то они	1	1
473	себе в	1	1
474	могло бы	3	1
475	представлений о	1	1
476	вовсе не	1	1
477	каждый из	1	1
478	в особую	1	1
479	носителя этой	1	1
480	а слово	1	1
481	котором дети	1	1
482	за которого	1	1
483	и прежде	1	1
484	при всей	2	1
485	в настоящем	2	1
486	что не	1	1
487	но все-таки	1	1
488	к человеку	1	1
489	только по	1	1
490	а на	2	1
491	этому времени	1	1
492	до конца	3	1
493	своего рода	10	1
494	жизнь в	1	1
495	но никогда	1	1
496	о чем	2	1
497	говорится о	1	1
498	видели в	1	1
499	состояла в	1	1
500	и потому	1	1
501	только означает	1	1
502	человека к	1	1
503	по своему	2	1
504	от первого	1	1
505	быть несколько	1	1
506	при которой	3	1
507	в той	4	1
508	что же	3	1
509	что ты	1	1
510	действительно так	1	1
511	на свете	1	1
512	исходя из	2	1
513	другого человека	1	1
514	быть не	4	1
515	материал для	1	1
516	его отца	1	1
517	можно назвать	1	1
518	спрашивать о	1	1
519	только одна	1	1
520	в следующей	1	1
521	при таком	1	1
522	в результате	3	1
523	у них	1	1
524	бы он	1	1
525	указания на	1	1
526	этого рода	1	1
527	еще более	1	1
528	стороны в	1	1
529	все они	2	1
530	же в	1	1
531	можно признать	1	1
532	человека не	1	1
533	и кричит	1	1
534	требует чтобы	1	1
535	в свою	4	1
536	полагает что	1	1
537	является и	1	1
538	связи и	1	1
539	из этого	1	1
540	в самом	2	1
541	можно полагать	1	1
542	героя в	1	1
543	и состоит	1	1
544	это свидетельствует	1	1
545	также может	1	1
546	оно совершается	1	1
547	к этому	2	1
548	в таком	1	1
549	и вновь	3	1
550	них но	1	1
