N	2gram	Vygotskiy__5	VeschiIm
223	а это	1	3
224	сама по	4	3
225	мы находим	1	3
226	в одном	3	3
227	отношение к	11	3
228	никогда не	5	3
229	а с	2	3
230	вместе с	4	3
231	что именно	1	3
232	в той	6	3
233	тому как	4	3
234	есть как	1	3
235	да и	1	3
236	бы в	4	3
237	тем более	4	3
238	хотя бы	5	3
239	по законам	1	2
240	в сфере	5	2
241	как это	8	2
242	и значит	1	2
243	переход от	7	2
244	тем же	1	2
245	в первом	3	2
246	ту же	2	2
247	из его	1	2
248	мы уже	1	2
249	той же	4	2
250	часто бывает	1	2
251	как мы	10	2
252	во внутреннем	1	2
253	оба эти	4	2
254	но она	1	2
255	своей собственной	1	2
256	третье что	1	2
257	себе что	1	2
258	быть понято	1	2
259	и этого	1	2
260	не нужно	1	2
261	мысли и	5	2
262	на их	2	2
263	мы будем	2	2
264	а только	4	2
265	тогда как	1	2
266	и таким	1	2
267	как в	5	2
268	когда он	2	2
269	и понимания	1	2
270	что на	1	2
271	то в	3	2
272	образом и	1	2
273	приводит к	7	2
274	только один	2	2
275	отношение вещи	1	2
276	если он	2	2
277	он не	8	2
278	для того	14	2
279	науки мы	1	2
280	в силу	10	2
281	но все	2	2
282	в одну	1	2
283	и может	3	2
284	об этом	1	2
285	на все	5	2
286	и тем	3	2
287	которая была	1	2
288	только одно	1	2
289	ни в	1	2
290	но уже	1	2
291	все равно	2	2
292	в слове	1	2
293	и уже	1	2
294	же есть	1	2
295	знает и	1	2
296	и внимания	3	2
297	понимания и	1	2
298	и эти	2	2
299	же мы	2	2
300	тому что	5	2
301	но они	2	2
302	с которой	1	2
303	что ему	1	2
304	и сама	1	2
305	но только	2	2
306	казалось бы	4	2
307	в самой	1	2
308	как она	3	2
309	тех или	1	2
310	и его	3	2
311	ничто не	2	2
312	что никакое	1	2
313	не потому	1	2
314	из самого	1	2
315	и явлений	1	2
316	для такого	1	2
317	быть совершенно	2	2
318	если же	1	2
319	оно может	1	2
320	об отношении	2	2
321	не с	2	2
322	мог бы	1	2
323	том как	2	2
324	находится в	2	2
325	в виду	2	2
326	именно потому	2	2
327	но к	1	2
328	на вопрос	5	2
329	никак не	3	2
330	может не	1	2
331	и во	1	2
332	это было	1	2
333	заключается в	5	2
334	во втором	1	2
335	понятие должно	1	2
336	еще более	5	2
337	тот момент	2	2
338	или нет?	1	2
339	обе эти	5	2
340	что только	2	2
341	в качестве	4	2
342	и они	1	2
343	какое-нибудь отношение	1	2
344	его и	3	2
345	только к	2	2
346	моментов в	1	2
347	мы можем	6	2
348	не говорит	2	2
349	о которых	1	2
350	а потому	3	2
351	нет если	1	2
352	или иначе	1	2
353	может ли	2	2
354	о взаимосвязи	1	2
355	о чем	2	2
356	когда же	1	2
357	если не	1	2
358	в частности	3	2
359	который мы	2	2
360	мы говорили	2	2
361	а потом	1	2
362	в первой	2	2
363	кроме того	1	2
364	просто как	1	2
365	в более	2	2
366	но зато	1	2
367	ли что	1	2
368	находим в	1	2
369	то необходимо	1	2
370	отношении к	1	2
371	вопрос как	3	2
372	была бы	1	2
373	первом случае	1	2
374	ничего иного	1	2
375	это так	1	2
376	но еще	1	2
377	в своих	2	2
378	так же	15	2
379	во всяком	2	2
380	этой точки	4	2
381	смысле что	1	2
382	и наиболее	1	1
383	равным образом	1	1
384	эта новая	1	1
385	понимание самого	1	1
386	же как	7	1
387	словом как	1	1
388	связана с	1	1
389	сущность вещей	1	1
390	должно стать	1	1
391	только потому	1	1
392	к полному	2	1
393	мы имели	2	1
394	же по	2	1
395	что когда	1	1
396	между двумя	3	1
397	из самых	1	1
398	что эти	2	1
399	исходит из	2	1
400	не имеют	2	1
401	оно было	1	1
402	от которых	1	1
403	с таким	3	1
404	в зависимости	2	1
405	уже по	4	1
406	ней нет	1	1
407	для своего	1	1
408	и ничего	1	1
409	что если	4	1
410	которую мы	2	1
411	в которой	5	1
412	что уже	1	1
413	той которую	1	1
414	сущности это	2	1
415	тому чего	1	1
416	на эти	1	1
417	понятие но	1	1
418	но по	1	1
419	время как	4	1
420	сходство что	1	1
421	в полной	1	1
422	это отношение	1	1
423	вместо того	3	1
424	что существует	1	1
425	уже в	1	1
426	мы без	1	1
427	и на	6	1
428	дело заключается	1	1
429	между собой	13	1
430	понимания самого	1	1
431	первый план	1	1
432	всего этого	1	1
433	с его	1	1
434	видим таким	1	1
435	возможности и	1	1
436	конечно это	1	1
437	есть функция	1	1
438	и подобно	1	1
439	говорит нам	1	1
440	то мы	1	1
441	а тем	2	1
442	могло быть	1	1
443	одном и	1	1
444	с трудом	1	1
445	если в	3	1
446	ответ на	3	1
447	в общем	1	1
448	с совершенно	1	1
449	совершенно ясно	2	1
450	в наиболее	1	1
451	отличие от	2	1
452	один и	3	1
453	которые не	2	1
454	в истории	2	1
455	сознательно и	3	1
456	стороны и	2	1
457	части в	1	1
458	как нам	1	1
459	сознания но	1	1
460	перед нами	1	1
461	мы различаем	2	1
462	и к	2	1
463	которую оно	1	1
464	еще на	1	1
465	может с	1	1
466	мы получаем	1	1
467	все эти	4	1
468	учение о	2	1
469	в этой	6	1
470	еще один	1	1
471	зависимости от	2	1
472	тому же	2	1
473	есть максимально	2	1
474	отдельные звуки	1	1
475	как он	6	1
476	но на	1	1
477	главным образом	1	1
478	при этом	4	1
479	его более	1	1
480	отвечала на	1	1
481	но само	1	1
482	момента в	1	1
483	в понимании	1	1
484	свою собственную	1	1
485	и совершенно	1	1
486	он должен	5	1
487	функции и	3	1
488	к одному	2	1
489	этого вопроса	3	1
490	не как	1	1
491	другое есть	1	1
492	мере как	2	1
493	том чтобы	1	1
494	сделать и	2	1
495	которые только	2	1
496	одной и	1	1
497	их из	2	1
498	бы оно	1	1
499	понятия это	1	1
500	из него	1	1
501	смысле как	1	1
502	и по	4	1
503	и должен	1	1
504	может понять	1	1
505	одному и	2	1
506	однако в	1	1
507	или иных	1	1
508	именно это	2	1
509	к очень	1	1
510	сейчас только	1	1
511	имеют в	1	1
512	есть все	1	1
513	конечно в	1	1
514	школе и	1	1
515	разница между	1	1
516	этого мы	1	1
517	того или	1	1
518	может явиться	1	1
519	один момент	1	1
520	может стать	1	1
521	которая как	2	1
522	должен был	1	1
523	сказывается в	2	1
524	был поставлен	1	1
525	самые звуки	1	1
526	в них	2	1
527	всегда и	1	1
528	иного кроме	1	1
529	же самый	2	1
530	наука в	1	1
531	может идти	3	1
532	потому и	3	1
533	и того	3	1
534	со всей	1	1
535	одного и	3	1
536	на первый	1	1
537	нечто следовательно	1	1
538	от всякого	2	1
539	этом случае	3	1
540	что такая	1	1
541	ли только	1	1
542	причины и	1	1
543	остается только	1	1
544	представить себе	1	1
545	в котором	2	1
546	но которые	1	1
547	без реального	1	1
548	представление о	1	1
549	то его	1	1
550	в отличие	2	1
551	они уже	1	1
552	от его	1	1
553	строго говоря	1	1
554	результате этого	1	1
555	этой стадии	1	1
556	совершенно иначе	1	1
557	этих моментов	1	1
558	понимания однако	1	1
559	что было	2	1
560	это относится	1	1
561	сущности то	1	1
562	без всяких	2	1
563	тем самым	8	1
564	случае мы	1	1
565	нас к	3	1
566	чтобы это	1	1
567	целиком и	2	1
568	чистом виде	1	1
569	что эта	3	1
570	свое внутреннее	1	1
571	что с	5	1
572	от нас	1	1
573	которое он	1	1
574	понятия просто	2	1
575	же самую	1	1
576	дело не	1	1
577	не имеет	4	1
578	уже из	1	1
579	необходимо должно	2	1
580	с него	1	1
581	о природе	1	1
582	больше чем	3	1
583	находятся в	2	1
584	такова что	1	1
585	учения о	2	1
586	всего на	1	1
587	видим что	2	1
588	такой случай	1	1
589	по своей	3	1
590	связанными между	1	1
591	и является	3	1
592	перехода к	1	1
593	это слово	1	1
594	сводится к	1	1
595	в сознании	1	1
596	эти три	2	1
597	до того	2	1
598	уже и	1	1
599	и делает	1	1
600	в каком	1	1
601	с другом	7	1
602	необходимо предполагает	3	1
603	является то	2	1
604	что можно	1	1
605	следовательно от	1	1
606	говоря она	1	1
607	на гораздо	1	1
608	в общую	1	1
609	не могут	4	1
610	могут быть	4	1
611	совершенно особая	1	1
612	анализа и	1	1
613	понять что	2	1
614	для обозначения	1	1
615	его значение	1	1
616	постановки вопроса	1	1
617	самостоятельным и	1	1
618	ничего общего	3	1
619	в применении	1	1
620	обычно в	1	1
621	из всего	1	1
622	есть наконец	1	1
623	более не	1	1
624	в конце	1	1
625	вывод что	2	1
626	что составляет	1	1
627	на основе	2	1
628	только при	1	1
629	с каким	2	1
630	и от	2	1
631	как по	1	1
632	только не	3	1
633	с самого	5	1
634	то время	4	1
635	в пределах	4	1
636	и анализ	1	1
637	не те	1	1
638	идет речь	1	1
639	однако эта	1	1
640	до самого	1	1
641	природе своей	1	1
642	то как	3	1
643	что у	2	1
644	в другом	6	1
645	на нее	2	1
646	а этот	2	1
647	этого как	1	1
648	есть также	1	1
649	понятии а	1	1
650	к самой	2	1
651	в окружающей	1	1
652	одному этому	3	1
653	или иной	1	1
654	это существенно	1	1
655	но может	1	1
656	связанное с	1	1
657	все дело	2	1
658	из основных	3	1
659	же необходимо	1	1
660	часть или	1	1
661	или только	1	1
662	вот почему	3	1
663	говорит об	1	1
664	ясным что	1	1
665	что существуют	1	1
666	таким же	3	1
667	на что	1	1
668	как чисто	2	1
669	понятие и	1	1
670	происходит не	1	1
671	общий принцип	1	1
672	язык и	2	1
673	требует более	2	1
674	вещи к	1	1
675	остановиться только	1	1
676	нуждается в	1	1
677	необходимо должна	1	1
678	своих собственных	1	1
679	предмета который	1	1
680	вслед за	2	1
681	в теории	4	1
682	его то	1	1
683	же правом	3	1
684	если взять	1	1
685	на отдельные	2	1
686	дать в	1	1
687	в сферу	1	1
688	к которому	4	1
689	этом смысле	1	1
690	одного из	1	1
691	содержится в	3	1
692	но с	2	1
693	сделать это	2	1
694	только одной	1	1
695	существует это	1	1
696	говорили выше	1	1
697	в какой	6	1
698	каждый момент	1	1
699	тем или	2	1
700	внутренней и	1	1
701	которым оно	1	1
702	внутреннее строение	1	1
703	процессов в	2	1
704	не было	1	1
705	таком понимании	1	1
706	теперь в	1	1
707	с одной	3	1
708	образом что	2	1
709	где они	1	1
710	слов если	1	1
711	для всех	1	1
712	более частных	1	1
713	не имеющие	1	1
714	не можем	1	1
715	оно в	1	1
716	в виде	1	1
717	в начале	1	1
718	ее из	1	1
719	является не	2	1
720	при помощи	1	1
721	между обоими	5	1
722	зрения на	1	1
723	очевидно что	2	1
724	ли просто	1	1
725	всяком случае	1	1
726	вовсе не	2	1
727	как его	1	1
728	у него	6	1
729	и развитии	1	1
730	и будет	1	1
731	и вместе	1	1
732	в других	1	1
733	но из	1	1
734	понятие в	2	1
735	вне ее	1	1
736	другого и	1	1
737	до сих	3	1
738	и эту	1	1
739	нельзя сказать	1	1
740	которых мы	1	1
741	больше того	2	1
742	словами но	1	1
743	к которым	2	1
744	и прежде	1	1
745	говорит о	3	1
746	те кто	1	1
747	предметом который	1	1
748	одной стороны	3	1
749	и самый	1	1
750	зависит от	4	1
751	же точно	1	1
752	без которых	1	1
753	с которым	1	1
754	этот принцип	1	1
755	ним когда	1	1
756	стороны в	1	1
757	нами как	1	1
758	что каждый	1	1
759	или по	1	1
760	верно что	2	1
761	совершенно в	2	1
762	из которых	3	1
763	сама же	1	1
764	чем то	1	1
765	он говорит	1	1
766	аналогия с	1	1
767	смысле этого	1	1
768	применении к	1	1
769	признает одинаково	1	1
770	и основной	2	1
771	по существу	3	1
772	друг с	7	1
773	и другой	1	1
774	в состоянии	4	1
775	распадается на	1	1
776	этого учения	1	1
777	лежит в	2	1
778	к проблеме	1	1
779	том смысле	1	1
780	в изучении	1	1
781	или хотя	1	1
782	этого слова	1	1
783	слова есть	1	1
784	и тому	2	1
785	выше что	1	1
786	этим последним	1	1
787	новое понимание	1	1
788	сих пор	3	1
789	заставляет нас	1	1
790	этого метода	1	1
791	стоит только	2	1
792	речи еще	1	1
793	ничего кроме	1	1
794	но для	1	1
795	к другим	1	1
796	понятий и	15	1
797	понимании и	1	1
798	другой как	1	1
799	не является	5	1
800	применимо к	1	1
801	это можно	1	1
802	имеет дело	1	1
803	сознания и	2	1
804	эта точка	2	1
805	и новое	1	1
806	ту самую	1	1
807	или нет	1	1
808	вообще в	1	1
809	случае и	1	1
810	мы должны	8	1
811	на более	1	1
812	реагирует на	1	1
813	исключительно в	1	1
814	хотя в	1	1
815	если все	1	1
816	кроме самого	2	1
817	в целях	1	1
818	одной из	3	1
819	с ней	1	1
820	другой стороны	2	1
821	относящиеся к	1	1
822	дело с	1	1
823	свете того	2	1
824	к его	3	1
825	это положение	1	1
826	по одному	4	1
827	я это	3	1
828	мы увидим	1	1
829	из этого	2	1
830	ли он	1	1
831	понятие как	1	1
832	сила и	1	1
833	мысли но	3	1
834	в действительности	3	1
835	но эти	1	1
836	к этой	3	1
837	чтобы эти	1	1
838	она содержит	1	1
839	это понятие	2	1
840	себе без	1	1
841	они относятся	1	1
842	к этому	3	1
843	думать что	1	1
844	они не	3	1
845	гораздо более	1	1
846	которая не	1	1
