N	2gram	Bakhtin_sl_1	Problemy
120	поэтому и	3	4
121	в едином	1	4
122	и наконец	4	4
123	стиля и	7	4
124	бы и	3	4
125	является лишь	3	4
126	в этой	1	4
127	так сказать	5	4
128	перестает быть	2	4
129	не значит	1	4
130	человека в	1	4
131	должно быть	2	4
132	даже в	2	4
133	как мы	8	4
134	в процессе	4	4
135	в основе	5	4
136	от того	1	4
137	все то	1	4
138	основной особенности	1	4
139	в плоскости	1	4
140	и с	4	4
141	но у	1	4
142	из одного	2	4
143	в построении	2	4
144	и следовательно	7	4
145	в литературе	1	4
146	что и	1	4
147	не было	3	4
148	не на	5	4
149	его как	2	4
150	но это	1	4
151	и для	4	4
152	в результате	3	4
153	они не	1	4
154	отношении к	6	3
155	он может	2	3
156	и самое	2	3
157	до простой	1	3
158	например в	2	3
159	героев в	1	3
160	он в	5	3
161	с авторским	1	3
162	не входит	1	3
163	плоскости с	1	3
164	кроме того	4	3
165	все возможные	1	3
166	и до	1	3
167	дано в	1	3
168	но именно	4	3
169	и тона	1	3
170	на почве	4	3
171	лишь на	3	3
172	далеко не	5	3
173	в их	4	3
174	тому что	2	3
175	на котором	1	3
176	одна из	2	3
177	героев и	1	3
178	никогда не	3	3
179	этом отношении	1	3
180	точке зрения	2	3
181	в духе	2	3
182	отличается от	1	3
183	глубокое и	1	3
184	для его	1	3
185	оно не	6	3
186	и этим	3	3
187	в себя	1	3
188	приводит к	1	3
189	и здесь	3	3
190	непосредственное выражение	1	3
191	единство романа	1	3
192	все его	4	3
193	с другой	5	3
194	в них	6	3
195	романа как	2	3
196	в другой	2	3
197	романа в	3	3
198	но с	1	3
199	романа и	5	3
200	сознание в	1	3
201	но как	1	3
202	от автора	3	3
203	и у	2	3
204	не из	2	3
205	всяком случае	5	3
206	ни в	1	3
207	т п	23	3
208	друг друга	3	3
209	автора как	1	3
210	точек зрения	5	3
211	предмет изображения	1	3
212	изображения в	1	3
213	сочетаются в	1	3
214	по существу	3	3
215	как к	2	3
216	его образа	1	3
217	дана как	1	3
218	и слово	2	3
219	такой образ	1	3
220	и одновременно	2	3
221	бы в	1	3
222	не дает	1	3
223	о своем	1	3
224	не знает	1	3
225	сказать что	2	3
226	другой стороны	4	3
227	себе самому	1	3
228	автора в	2	3
229	таким же	1	3
230	как слово	1	3
231	как на	1	3
232	все что	1	3
233	себя как	1	2
234	только он	1	2
235	лишь там	1	2
236	или к	3	2
237	и есть	1	2
238	в чисто	2	2
239	к другому	1	2
240	по преимуществу	4	2
241	из его	1	2
242	оно может	2	2
243	в обычном	1	2
244	мы уже	2	2
245	для своего	1	2
246	в которой	4	2
247	эта форма	3	2
248	в кругозоре	1	2
249	конечно и	2	2
250	и со	1	2
251	как свой	1	2
252	в ней	4	2
253	основная особенность	1	2
254	бы то	1	2
255	оно ни	1	2
256	определяет все	1	2
257	и миры	1	2
258	автора но	1	2
259	отношение к	7	2
260	в настоящем	1	2
261	так что	2	2
262	в истории	3	2
263	в той	10	2
264	его на	1	2
265	с этим	3	2
266	и нет	1	2
267	чужое слово	1	2
268	могли бы	1	2
269	его к	1	2
270	и к	5	2
271	момент его	3	2
272	европейского романа	3	2
273	нами в	2	2
274	вследствие этого	1	2
275	на его	8	2
276	его голоса	1	2
277	всех этих	4	2
278	автора о	1	2
279	ни были	3	2
280	войти в	2	2
281	и единство	2	2
282	ни был	1	2
283	то ни	1	2
284	свою прямую	1	2
285	же не	1	2
286	при этом	6	2
287	а его	1	2
288	подходит к	1	2
289	между отдельными	1	2
290	в жизни	1	2
291	вводит в	1	2
292	ни одной	1	2
293	и тон	1	2
294	и уже	1	2
295	чем в	1	2
296	как целое	1	2
297	как таковой	1	2
298	в один	1	2
299	этого кругозора	1	2
300	в отношении	6	2
301	конечно что	1	2
302	в котором	2	2
303	романа который	1	2
304	в которых	1	2
305	но он	2	2
306	друг другу	2	2
307	у тургенева	7	2
308	произведения в	1	2
309	однако в	1	2
310	зрения и	2	2
311	заставляет его	2	2
312	и самостоятельность	1	2
313	самого начала	1	2
314	на себе	1	2
315	какой бы	1	2
316	нем в	3	2
317	следовательно и	3	2
318	правда в	1	2
319	находиться в	1	2
320	а лишь	1	2
321	со своим	5	2
322	связи с	2	2
323	в сознании	2	2
324	входят в	1	2
325	во все	1	2
326	с авторской	1	2
327	точками зрения	3	2
328	данном случае	3	2
329	они ни	1	2
330	этой особенности	1	2
331	голоса в	2	2
332	сознания с	1	2
333	и что	1	2
334	в рамки	2	2
335	и сам	3	2
336	что может	1	2
337	те же	2	2
338	находится в	1	2
339	становится здесь	1	2
340	именно потому	1	2
341	вне его	2	2
342	и во	3	2
343	от них	1	2
344	нам важна	1	2
345	а потому	1	2
346	лишь одним	1	2
347	непосредственно в	1	2
348	наконец в	2	2
349	в художественной	1	2
350	по своим	6	2
351	в лучшем	2	2
352	их основе	2	2
353	один из	4	2
354	мы видим	2	2
355	тот же	1	2
356	хотя бы	3	2
357	они могут	7	2
358	или же	1	2
359	и ее	3	2
360	именно на	1	2
361	авторским словом	2	2
362	сколько в	1	2
363	же и	2	2
364	конечно не	3	2
365	в большинстве	10	2
366	то и	1	2
367	ни было	2	2
368	большинстве случаев	6	2
369	или даже	2	2
370	его и	3	2
371	него нет	1	2
372	произведения и	2	2
373	автора а	1	2
374	и даже	6	2
375	до сих	2	2
376	все время	3	2
377	себя и	1	2
378	социальной жизни	1	2
379	месте и	1	2
380	на этот	1	2
381	самое слово	1	2
382	мы остановимся	1	2
383	совершенно иное	1	2
384	данного произведения	1	2
385	своеобразие и	1	2
386	только как	1	2
387	в данном	3	2
388	не существенно	1	2
389	со всею	2	2
390	для понимания	2	2
391	друг с	2	2
392	своего времени	1	2
393	не способны	1	2
394	в контексте	2	2
395	с этой	3	2
396	на пути	1	2
397	в условиях	2	2
398	сих пор	2	2
399	лучшем случае	2	2
400	в смысле	4	2
401	можно было	2	2
402	нисколько не	2	2
403	которые были	1	2
404	слова но	1	2
405	и от	4	2
406	словом о	1	2
407	находит свое	1	2
408	же основной	1	2
409	ибо в	1	2
410	на языке	1	2
411	же в	1	2
412	не есть	2	2
413	значит конечно	1	2
414	слово в	10	2
415	между ними	2	2
416	героя как	1	2
417	есть и	1	2
418	у толстого	4	2
419	жизни и	1	2
420	но эти	3	2
421	не укладывается	2	2
422	смысле слова	2	1
423	от этой	2	1
424	не должны	2	1
425	же как	2	1
426	самостоятельность и	1	1
427	своего и	2	1
428	словом как	1	1
429	художественного произведения	1	1
430	автор говорит	1	1
431	выражения в	1	1
432	далее и	1	1
433	нового не	2	1
434	всякое иное	1	1
435	в первом	3	1
436	характерное для	1	1
437	из самых	1	1
438	противном случае	1	1
439	с таким	1	1
440	самом рассказе	1	1
441	свой мир	1	1
442	его не	1	1
443	из всех	1	1
444	со всех	1	1
445	может противопоставить	1	1
446	к предмету	4	1
447	глубинные пласты	1	1
448	мы не	2	1
449	пробным камнем	1	1
450	без дистанции	1	1
451	в первый	1	1
452	единство и	3	1
453	именно к	1	1
454	социальными мирами	1	1
455	время как	2	1
456	как во	1	1
457	роман как	1	1
458	повсюду во	1	1
459	бы ни	3	1
460	но даже	1	1
461	свой предмет	2	1
462	социальной группы	2	1
463	как впрочем	1	1
464	мировоззрение и	1	1
465	авторское слово	3	1
466	и он	1	1
467	следовательно в	3	1
468	меньшей степени	4	1
469	которые он	1	1
470	оценок и	4	1
471	на их	1	1
472	во всех	17	1
473	рассказ не	1	1
474	а следовательно	1	1
475	роман до	1	1
476	чужих слов	7	1
477	учителя и	1	1
478	прокрустово ложе	1	1
479	а только	1	1
480	и политический	1	1
481	единство некоторого	1	1
482	абстрактный момент	2	1
483	есть своя	1	1
484	роман он	1	1
485	к слову	1	1
486	в качестве	3	1
487	остаются в	2	1
488	можно прямо	1	1
489	нет и	1	1
490	в свои	1	1
491	что они	2	1
492	его романа	1	1
493	которые не	1	1
494	заключено в	1	1
495	к автору	2	1
496	становится одним	1	1
497	они эти	1	1
498	простой ремарки	1	1
499	отвлечемся от	1	1
500	преломления в	1	1
501	стороны и	1	1
502	что как	1	1
503	как особая	1	1
504	в противном	1	1
505	построены в	1	1
506	своему предмету	2	1
507	хотя и	2	1
508	лишь абстрактный	1	1
509	слова он	1	1
510	более или	3	1
511	в действительности	1	1
512	и объединения	1	1
513	от этого	2	1
514	о самом	1	1
515	себе как	1	1
516	должно ощущаться	1	1
517	та же	1	1
518	автор в	1	1
519	для данного	1	1
520	у каждого	2	1
521	из этих	3	1
522	в известном	2	1
523	романа но	2	1
524	другом случае	2	1
525	его героями	1	1
526	чем его	1	1
527	имеем в	1	1
528	а вовсе	2	1
529	и если	1	1
530	вообще не	3	1
531	в чужую	1	1
532	время и	2	1
533	к миру	1	1
534	а конкретное	1	1
535	зрения эта	1	1
536	и совершенно	1	1
537	он должен	1	1
538	и освещения	1	1
539	к одному	1	1
540	в начале	1	1
541	хотя он	1	1
542	или вовсе	2	1
543	в творческом	1	1
544	и по	2	1
545	его можно	1	1
546	слове его	1	1
547	одному и	2	1
548	или иных	1	1
549	дистанции между	4	1
550	входящих в	1	1
551	автора от	2	1
552	переход к	1	1
553	в основу	1	1
554	его романах	1	1
555	могла бы	1	1
556	что все	2	1
557	из них	3	1
558	особенности в	1	1
559	них не	1	1
560	значимости в	1	1
561	этих форм	1	1
562	которую по	1	1
563	мировоззрения самого	1	1
564	равновесия и	1	1
565	лишь в	4	1
566	заключается в	1	1
567	может стать	1	1
568	действительности в	1	1
569	многообразие социальных	1	1
570	роль в	2	1
571	быть не	1	1
572	как такие	1	1
573	ведь в	1	1
574	вся художественная	2	1
575	за отдельными	1	1
576	и разрушить	1	1
577	для них	2	1
578	но уже	1	1
579	быть только	2	1
580	социальные силы	1	1
581	он действительно	1	1
582	на единство	2	1
583	мы имеем	1	1
584	т д	5	1
585	его сознании	1	1
586	всегда и	1	1
587	и вне	1	1
588	его слово	2	1
589	действительно не	2	1
590	его слова	2	1
591	смысл и	1	1
592	и становится	1	1
593	или менее	3	1
594	места в	1	1
595	от своего	1	1
596	к истории	1	1
597	могла быть	1	1
598	наиболее полное	1	1
599	место в	1	1
600	не столько	1	1
601	он принимает	1	1
602	что говорит	1	1
603	одном из	1	1
604	особенности рассказа	1	1
605	сквозь все	1	1
606	есть его	1	1
607	целого часто	2	1
608	не его	2	1
609	по крайней	1	1
610	конкретного осуществления	1	1
611	том и	2	1
612	в районе	2	1
613	в устах	1	1
614	словом непосредственно	1	1
615	слов о	2	1
616	которые обычно	1	1
617	индивидуальных воль	1	1
618	идеологической жизни	2	1
619	от чисто	2	1
620	как точка	1	1
621	при всех	2	1
622	твердое и	1	1
623	до известной	2	1
624	xviii века	2	1
625	ними не	1	1
626	дело в	1	1
627	ее с	1	1
628	чужие слова	1	1
629	и форм	2	1
630	которого он	1	1
631	он еще	1	1
632	его смысловые	1	1
633	в авторской	1	1
634	даже как	2	1
635	того чтобы	1	1
636	не могло	3	1
637	словом но	1	1
638	может только	1	1
639	только не	1	1
640	из него	2	1
641	того и	1	1
642	в высшее	1	1
643	и лишь	1	1
644	с одним	1	1
645	показывает как	1	1
646	на этом	2	1
647	к концу	1	1
648	автор не	4	1
649	слово оно	3	1
650	вот что	1	1
651	его он	1	1
652	интенции автора	2	1
653	рассказчик и	1	1
654	голосов и	2	1
655	котором в	1	1
656	существеннейших моментов	2	1
657	в каком	1	1
658	ему не	2	1
659	теоретического осознания	1	1
660	с другом	2	1
661	в стиле	1	1
662	у нас	2	1
663	среди них	1	1
664	стиль и	1	1
665	одно и	2	1
666	весь в	1	1
667	и чужого	2	1
668	в речах	2	1
669	лежит в	4	1
670	единства в	1	1
671	всего в	1	1
672	к тому	3	1
673	переходил из	1	1
674	самом предмете	3	1
675	высшее единство	1	1
676	и свое	1	1
677	и возникает	1	1
678	капитанской дочки	1	1
679	должен быть	1	1
680	авторской речи	11	1
681	на события	1	1
682	весь роман	1	1
683	но только	1	1
684	пределах того	4	1
685	конструкции и	1	1
686	объединения и	4	1
687	свою очередь	2	1
688	здесь не	2	1
689	в ее	2	1
690	личности и	1	1
691	характер и	1	1
692	как автор	1	1
693	с самого	1	1
694	то время	2	1
695	компактными массами	1	1
696	в произведение	2	1
697	в другом	2	1
698	чуждо и	1	1
699	в нескольких	1	1
700	настоящем и	1	1
701	здесь как	1	1
702	оно как	2	1
703	как таковые	3	1
704	он по	1	1
705	авторской индивидуальности	1	1
706	всех возможных	1	1
707	не исчерпывается	2	1
708	является в	1	1
709	был не	1	1
710	для этого	1	1
711	со стороны	1	1
712	слове оно	1	1
713	этой концепции	1	1
714	прямая и	1	1
715	художественно организованное	1	1
716	образом в	3	1
717	плоскость романа	1	1
718	в виду	1	1
719	только и	1	1
720	первом случае	2	1
721	о том	3	1
722	за пределами	2	1
723	единство его	1	1
724	можно сказать	2	1
725	важна здесь	1	1
726	к чужому	6	1
727	и речей	1	1
728	роман и	5	1
729	души в	1	1
730	стилем и	1	1
731	быть тем	3	1
732	своим предметом	1	1
733	из каждого	1	1
734	творчества в	1	1
735	во втором	1	1
736	как его	5	1
737	к своеобразному	1	1
738	или напротив	2	1
739	только такие	1	1
740	этом как	1	1
741	и только	1	1
742	крайней мере	1	1
743	целого как	1	1
744	утрачивают свою	1	1
745	и всякое	2	1
746	и могли	1	1
747	такой человек	1	1
748	и полное	1	1
749	того что	3	1
750	довлеет себе	1	1
751	большей или	4	1
752	быть и	4	1
753	известном смысле	2	1
754	оно и	4	1
755	авторской интенции	1	1
756	или меньшей	4	1
757	но дистанция	1	1
758	одной из	3	1
759	ли он	4	1
760	по-иному чем	1	1
761	явления в	1	1
762	в какой	1	1
763	его кругозором	1	1
764	словом и	3	1
765	то в	2	1
766	сюжетов и	1	1
767	и так	1	1
768	в самое	1	1
769	а с	2	1
770	всею ясностью	1	1
771	нас здесь	2	1
772	его слову	1	1
773	однако с	1	1
774	камнем для	1	1
775	себя в	9	1
776	особенно у	2	1
777	он считал	1	1
778	рождается в	1	1
779	него есть	1	1
780	в прокрустово	1	1
781	же была	1	1
782	в неразрывной	1	1
783	миров и	1	1
784	не все	1	1
785	и чисто	3	1
786	установлено на	3	1
787	как более	2	1
788	слова не	1	1
789	почти полностью	1	1
790	и других	3	1
791	произведения не	2	1
792	всех сферах	3	1
793	произведения из	1	1
794	неразрывной связи	1	1
795	автора или	2	1
796	с различнейшими	1	1
797	и их	1	1
798	и художественно	1	1
799	слово как	5	1
800	к ним	1	1
801	но что	1	1
802	дело и	1	1
803	истории европейского	1	1
804	случае не	1	1
805	того или	2	1
806	это было	1	1
807	и оценки	1	1
808	к той	1	1
809	сосредоточена в	1	1
810	в других	3	1
811	целое романа	3	1
812	для того	2	1
813	в особенности	8	1
814	и автором	1	1
815	выходит за	3	1
816	оно лишь	2	1
817	как у	1	1
818	и вступает	1	1
819	здесь в	4	1
820	непосредственно без	2	1
821	строится в	1	1
822	и самая	2	1
823	единым и	4	1
824	если мы	2	1
825	что не	1	1
826	что для	1	1
827	такое понимание	2	1
828	может находиться	1	1
829	и ограниченности	1	1
830	эти идеи	1	1
831	преимуществу в	1	1
832	а на	2	1
833	литературное произведение	1	1
834	от различных	1	1
835	ничем не	1	1
836	и самый	1	1
837	нем и	3	1
838	жизнь в	2	1
839	он? нет	1	1
840	что мы	1	1
841	оценки и	1	1
842	знает только	2	1
843	драматического диалога	1	1
844	сферах идеологической	1	1
845	одного в	2	1
846	определенными и	1	1
847	в руках	1	1
848	с помощью	1	1
849	и глубокое	2	1
850	вступает в	1	1
851	взаимодействия с	3	1
852	в частности	2	1
853	на который	1	1
854	и она	1	1
855	роман в	2	1
856	художественное значение	1	1
857	роман не	1	1
858	творческой работы	1	1
859	автора с	1	1
860	прямо сказать	1	1
861	своей социальной	1	1
862	раскрыть в	1	1
863	как одно	1	1
864	подхода к	5	1
865	романного жанра	7	1
866	с чужим	8	1
867	художественное изображение	1	1
868	к своему	6	1
869	от других	2	1
870	и глубоко	1	1
871	и оценок	3	1
872	в чужих	3	1
873	такого рода	2	1
874	все логические	1	1
875	и идеологической	2	1
876	которая у	1	1
877	и там	3	1
878	бы его	2	1
879	в состоянии	1	1
880	мы сказали	4	1
881	зрения которого	1	1
882	этого слова	1	1
883	активности и	2	1
884	столько в	1	1
885	слова и	13	1
886	этом случае	2	1
887	как из	1	1
888	голоса и	1	1
889	в основном	3	1
890	высказывания и	2	1
891	новые и	1	1
892	сознания это	1	1
893	например у	1	1
894	слова так	2	1
895	тому или	1	1
896	и единому	2	1
897	тех или	1	1
898	в более	1	1
899	это воплощенное	1	1
900	известной степени	4	1
901	и единого	1	1
902	дело далеко	1	1
903	произведения чтобы	1	1
904	потому не	1	1
905	к конкретному	1	1
906	и монологически	1	1
907	и другими	1	1
908	как рассказчик	1	1
909	не ослабляя	1	1
910	его с	1	1
911	сознания в	1	1
912	своей книге	1	1
913	последнего времени	2	1
914	развертывается в	1	1
915	и все	4	1
916	ибо нет	1	1
917	у них	2	1
918	отношении не	1	1
919	в большей	3	1
920	речи как	1	1
921	каждый роман	1	1
922	все они	7	1
923	его формы	1	1
924	мы видели	1	1
925	настоящим и	1	1
926	быть отнесены	1	1
927	самому и	1	1
928	бы оно	1	1
929	непосредственно как	1	1
930	диалога в	1	1
931	становления и	1	1
932	лишь те	1	1
933	в свою	3	1
934	но если	1	1
935	чужому слову	4	1
936	с ней	2	1
937	и становятся	1	1
938	социального круга	1	1
939	от всех	1	1
940	совершенно не	2	1
941	конструкции в	1	1
942	авторский кругозор	1	1
943	как за	1	1
944	сознания на	1	1
945	эта установка	2	1
946	бы быть	1	1
947	облик и	2	1
948	же мы	1	1
949	или иного	2	1
950	предмета изображения	1	1
951	сам в	1	1
952	на своем	5	1
953	характера но	1	1
954	внутри одного	1	1
955	романе же	1	1
956	и другие	1	1
957	роман например	1	1
958	и эта	2	1
959	социальной атмосферы	1	1
960	чужим словом	9	1
961	к этому	2	1
962	в таком	1	1
963	этой точки	1	1
964	или наоборот	1	1
