N	2gram	Berdyaev_N_1	Hudozhes
225	и когда	1	1
226	в силу	1	1
227	том чтобы	2	1
228	их в	1	1
229	просвещения и	1	1
230	известном смысле	1	1
231	и исключительно	1	1
232	людей и	1	1
233	и заключается	2	1
234	не должно	1	1
235	но все	1	1
236	значительной степени	1	1
237	смысле в	1	1
238	этом он	1	1
239	том случае	1	1
240	в будущее	1	1
241	на уровне	2	1
242	быть только	1	1
243	этого не	1	1
244	всю жизнь	1	1
245	не всегда	1	1
246	он и	1	1
247	для чего	2	1
248	духовной жизни	2	1
249	может идти	1	1
250	и еще	1	1
251	во время	1	1
252	переходе от	2	1
253	но он	1	1
254	обращение к	2	1
255	и более	1	1
256	не могли	2	1
257	в конце	1	1
258	в духовной	2	1
259	не должна	1	1
260	дай бог	1	1
261	нас к	1	1
262	в атмосфере	1	1
263	с миром	1	1
264	мысли в	2	1
265	от жизни	1	1
266	есть гораздо	1	1
267	та или	1	1
268	был в	1	1
269	или иная	1	1
270	мыслей и	1	1
271	сама жизнь	2	1
272	них нельзя	1	1
273	за его	1	1
274	в области	1	1
275	ему не	1	1
276	не та	1	1
277	когда мы	2	1
278	есть только	1	1
279	истории не	3	1
280	во все	1	1
281	во внешних	1	1
282	числе и	1	1
283	от нее	1	1
284	бы он	1	1
285	это я	1	1
286	все еще	1	1
287	на это	1	1
288	но сама	1	1
289	не существует	3	1
290	и про	1	1
291	нельзя сказать	1	1
292	на нее	1	1
293	времени и	2	1
294	еще в	1	1
295	мы в	1	1
296	строю мыслей	1	1
297	по себе	1	1
298	смысле и	1	1
299	она могла	1	1
300	себя а	1	1
301	как существо	1	1
302	и что	2	1
303	нашей жизни	1	1
304	веры не	1	1
305	времени в	2	1
306	в значительной	1	1
307	других людей	1	1
308	а во	1	1
309	на всех	1	1
310	все в	1	1
311	жили в	1	1
312	должно было	2	1
313	вся жизнь	1	1
314	как например	1	1
315	жизни его	1	1
316	по своей	1	1
317	в новой	7	1
318	каждого человека	2	1
319	время когда	1	1
320	и потому	4	1
321	во времени	1	1
322	быть готовым	1	1
323	о свободе	1	1
324	для всех	1	1
325	к идее	1	1
326	уже в	1	1
327	вернуться к	2	1
328	него и	1	1
329	нет у	1	1
330	к своим	1	1
331	не для	1	1
332	про него	1	1
333	так как	1	1
334	то время	1	1
335	от того	1	1
336	и героя	1	1
337	лишь для	1	1
338	истины о	1	1
339	уж в	1	1
340	духовной глубине	1	1
341	ней и	1	1
342	и даже	2	1
343	и т.п	2	1
344	бытия в	2	1
345	на поверхности	1	1
346	на смену	1	1
347	а на	1	1
348	уже во	1	1
349	не означает	3	1
350	человека не	1	1
351	долгое время	1	1
352	но власть	1	1
353	уже давно	1	1
354	все более	1	1
355	вступает в	1	1
356	и она	1	1
357	эти слова	1	1
358	и красота	1	1
359	власть над	1	1
360	к жизни	3	1
361	такого рода	2	1
362	по существу	2	1
363	распадается на	1	1
364	жизни во	1	1
365	но это	6	1
366	никогда еще	1	1
367	видят в	1	1
368	на человека	1	1
369	к которому	1	1
370	он видел	1	1
371	ей было	1	1
372	и черная	1	1
373	жизнью в	2	1
374	мира и	2	1
375	что нет	1	1
376	всего что	1	1
377	внутренней сосредоточенности	1	1
378	образ человека	1	1
379	лишь по	1	1
380	не знает	6	1
381	другой стороны	2	1
382	зачем же	1	1
383	жизни а	1	1
384	к этой	1	1
385	случае если	1	1
386	том числе	1	1
387	который не	1	1
388	можно назвать	2	1
