N	2gram	Medvedev_V_1	Psycholo
489	осознания своего	1	1
490	такова природа	1	1
491	свести к	1	1
492	и дает	1	1
493	что один	1	1
494	обычно и	1	1
495	в жизни	2	1
496	из действующих	1	1
497	это положение	1	1
498	хотим сказать	1	1
499	его частей	1	1
500	ни одной	1	1
501	далеко не	2	1
502	одному тому	2	1
503	которой он	1	1
504	не заметить	1	1
505	и значения	1	1
506	собою и	2	1
507	эти тенденции	1	1
508	года и	2	1
509	проявляется в	1	1
510	целого ряда	2	1
511	или менее	6	1
512	что такое	2	1
513	благодаря этому	1	1
514	страсти и	1	1
515	что всякий	1	1
516	явление очень	1	1
517	и значит	2	1
518	которые для	1	1
519	признать что	1	1
520	не менее	2	1
521	одном из	3	1
522	эта мысль	1	1
523	которые в	2	1
524	был только	1	1
525	по крайней	2	1
526	и эти	1	1
527	их в	6	1
528	бы быть	1	1
529	формы как	1	1
530	даже в	5	1
531	форму в	1	1
532	нет никакого	1	1
533	об изоляции	1	1
534	вплоть до	2	1
535	она не	3	1
536	что сущность	1	1
537	тогда когда	2	1
538	на него	1	1
539	у пушкина	2	1
540	в процессе	16	1
541	и искусство	1	1
542	и отдельных	3	1
543	в театре	1	1
544	в самых	2	1
545	пока еще	2	1
546	не могло	1	1
547	это с	1	1
548	не имеет	1	1
549	это мы	3	1
550	тут и	1	1
551	в формы	1	1
552	нет места	1	1
553	на язык	2	1
554	является конструктивное	1	1
555	в русском	1	1
556	к ней	1	1
557	с достаточной	1	1
558	вот что	9	1
559	мы бы	1	1
560	не выражается	1	1
561	и свою	1	1
562	только с	2	1
563	в области	2	1
564	если только	1	1
565	к таким	1	1
566	один раз	1	1
567	ума и	2	1
568	чрезвычайно важно	1	1
569	в живописи	1	1
570	лежит в	1	1
571	образов их	1	1
572	должны быть	2	1
573	одну и	1	1
574	для такого	1	1
575	в стихотворении	1	1
576	для его	4	1
577	его значение	1	1
578	и отчетливее	1	1
579	на это	2	1
580	посмотрим насколько	1	1
581	в применении	1	1
582	оно может	1	1
583	именно эту	1	1
584	обычное утверждение	1	1
585	но по	1	1
586	с ее	1	1
587	сознания потому	1	1
588	как не	1	1
589	свою очередь	1	1
590	как один	1	1
591	здесь не	1	1
592	и сводятся	1	1
593	и от	3	1
594	то или	1	1
595	от обычного	1	1
596	только то	2	1
597	то время	1	1
598	если они	1	1
599	то как	1	1
600	же говорит	4	1
601	авторы например	1	1
602	проблем и	1	1
603	что стихотворение	1	1
604	реальной жизни	1	1
605	каждого из	1	1
606	произведения не	2	1
607	представляют собою	2	1
608	часто в	1	1
609	в которые	1	1
610	представлений и	2	1
611	и трудно	1	1
612	силу того	1	1
613	и охотно	1	1
614	черты которые	1	1
615	в последовательном	1	1
616	автор не	1	1
617	из основных	1	1
618	о нем	1	1
619	другом месте	2	1
620	но к	1	1
621	имеем дело	1	1
622	говорить не	3	1
623	что перед	1	1
624	говорит об	2	1
625	к действительности	1	1
626	после того	1	1
627	и просто	2	1
628	в значительной	3	1
629	этом заключается	1	1
630	поводу но	1	1
631	художник в	1	1
632	и во	1	1
633	в конечном	7	1
634	под именем	1	1
635	или иные	1	1
636	том или	1	1
637	между тем	5	1
638	по фрейду	1	1
639	области искусства	1	1
640	переходит в	1	1
641	противоречия и	1	1
642	существу в	1	1
643	крайней мере	2	1
644	те черты	1	1
645	не обязательно	1	1
646	вслед за	2	1
647	вообще и	2	1
648	романа в	1	1
649	в теории	1	1
650	развиваются как	1	1
651	и создает	1	1
652	и следует	1	1
653	и изобразить	2	1
654	показывают что	3	1
655	наконец в-третьих	1	1
656	о его	2	1
657	верно замечает	1	1
658	не о	2	1
659	одной из	1	1
660	в какой	1	1
661	пор не	1	1
662	то в	1	1
663	в стороне	1	1
664	эстетики но	1	1
665	верно и	1	1
666	который в	1	1
667	всех его	2	1
668	во времени	1	1
669	между этими	1	1
670	и ее	4	1
671	той деятельности	1	1
672	сам собой	1	1
673	фантазии он	1	1
674	уже не	1	1
675	которой являются	1	1
676	в поэзии	1	1
677	в виде	1	1
678	в начале	1	1
679	сознание как	1	1
680	в сознании	4	1
681	кажется что	1	1
682	в понятие	1	1
683	от других	1	1
684	рассказывает о	4	1
685	этого процесса	1	1
686	или даже	1	1
687	при помощи	3	1
688	по выражению	1	1
689	конечном счете	5	1
690	она представляется	1	1
691	психологии в	1	1
692	в борьбу	1	1
693	его и	1	1
694	сущность и	1	1
695	к каким	1	1
696	и их	3	1
697	могло бы	2	1
698	произведения и	7	1
699	от различных	2	1
700	но что	1	1
701	каждый из	1	1
702	заметить что	1	1
703	в стихах	1	1
704	или ином	1	1
705	встречаемся с	1	1
706	были бы	1	1
707	нет и	3	1
708	те или	1	1
709	образы фантазии	1	1
710	и характера	1	1
711	как у	2	1
712	связаны с	1	1
713	каждом отдельном	2	1
714	чем он	1	1
715	интеллектуальной деятельности	3	1
716	процессе творчества	1	1
717	как же	1	1
718	и образов	5	1
719	литературное произведение	1	1
720	и систему	2	1
721	и др	9	1
722	могут иметь	1	1
723	что не	3	1
724	что для	3	1
725	полагаем что	1	1
726	не было	7	1
727	попал в	2	1
728	заключается специфическое	1	1
729	целым рядом	1	1
730	легко и	1	1
731	все художественное	1	1
732	основное и	1	1
733	гете и	2	1
734	и ему	1	1
735	если не	1	1
736	что художник	3	1
737	мы видели	3	1
738	между собою	2	1
739	как молния	1	1
740	оказывается не	1	1
741	это имеет	1	1
742	мы говорим	1	1
743	приводит в	1	1
744	конечно не	1	1
745	простого и	1	1
746	применении к	1	1
747	тому как	2	1
748	свое разрешение	1	1
749	да и	1	1
750	том смысле	1	1
751	может служить	1	1
752	повестей белкина	1	1
753	этого факта	1	1
754	что ее	1	1
755	только для	1	1
756	но это	1	1
757	но для	2	1
758	самое существенное	1	1
759	письме к	9	1
760	это явление	1	1
761	каждой из	2	1
762	сюжета и	2	1
763	переживания которые	1	1
764	с которого	1	1
765	этого противоречия	1	1
766	чтобы понять	1	1
767	словесного материала	1	1
768	не представляет	1	1
769	процесс мы	1	1
770	вот это	2	1
771	от всех	1	1
772	у них	2	1
773	процесса с	1	1
774	еще более	1	1
775	своих героев	2	1
776	и смысл	1	1
777	ни к	1	1
778	будто бы	2	1
779	же оно	1	1
780	все они	2	1
781	во время	3	1
782	существует ли	1	1
783	исключительно в	1	1
784	романа и	1	1
785	наконец у	1	1
786	этих элементов	1	1
787	и бессознательное	2	1
788	мы в	1	1
789	к ее	1	1
790	нет ничего	1	1
791	с ними	4	1
792	месте в	1	1
793	состоит из	1	1
794	возможно более	1	1
795	но этим	1	1
796	этой проблемы	3	1
797	это на	1	1
798	равно как	4	1
799	к его	2	1
800	по одному	2	1
801	этом процессе	2	1
802	или иного	1	1
803	отношению к	7	1
804	приблизительно в	1	1
805	ассоциации представлений	1	1
806	частности в	2	1
807	является выражением	1	1
808	можно назвать	1	1
809	во всяком	1	1
810	этой точки	2	1
811	ничего общего	1	1
