N	2gram	Savitsky_P_1	Psycholo
129	само по	1	3
130	еще более	2	3
131	хотя бы	8	3
132	только как	1	3
133	который не	1	3
134	равным образом	1	2
135	также и	1	2
136	и без	3	2
137	еще не	1	2
138	из всех	1	2
139	признание что	2	2
140	есть нечто	2	2
141	с его	1	2
142	в ее	2	2
143	но не	3	2
144	если в	2	2
145	отличие от	1	2
146	могли бы	1	2
147	что по	1	2
148	которую оно	1	2
149	в которой	1	2
150	так было	1	2
151	в себе	3	2
152	что каждая	1	2
153	т д	1	2
154	тем и	1	2
155	заключает в	2	2
156	в каждом	1	2
157	поэзии с	1	2
158	это не	3	2
159	в них	2	2
160	и при	1	2
161	всяком случае	1	2
162	место в	1	2
163	и эти	1	2
164	и наоборот	1	2
165	в этих	1	2
166	этой области	1	2
167	лиц и	1	2
168	и всегда	1	2
169	казалось бы	1	2
170	что называют	1	2
171	же время	7	2
172	в русском	2	2
173	не вполне	1	2
174	что оно	1	2
175	она не	1	2
176	и которая	1	2
177	и многие	1	2
178	сводится к	3	2
179	начала и	2	2
180	по сравнению	2	2
181	именно потому	1	2
182	и здесь	1	2
183	во всяком	1	2
184	области поэзии	1	2
185	с того	1	2
186	этих двух	1	2
187	сознания к	1	2
188	в сборнике	1	2
189	в его	2	2
190	и только	1	2
191	в свете	1	2
192	два основных	1	2
193	в какой	1	2
194	может оказаться	1	2
195	именно на	1	2
196	ней не	2	2
197	к ним	1	2
198	каждый из	1	2
199	в других	1	2
200	а с	1	2
201	не было	2	2
202	там где	1	2
203	вместе с	1	2
204	сравнению с	1	2
205	чем к	1	2
206	есть как	1	2
207	только мы	1	2
208	для нас	2	2
209	тем более	2	2
210	другой стороны	1	2
211	а я	5	2
212	это в	1	2
213	как известно	1	1
214	от этой	1	1
215	с с	2	1
216	в русских	1	1
217	которого в	1	1
218	тем же	1	1
219	по преимуществу	1	1
220	на две	1	1
221	отношения к	2	1
222	что уже	1	1
223	оно есть	1	1
224	мы и	1	1
225	при сохранении	1	1
226	тем при	1	1
227	последней в	1	1
228	в наши	1	1
229	литературы и	1	1
230	в а	2	1
231	время в	2	1
232	бы мы	1	1
233	это имеет	1	1
234	глаза на	1	1
235	ценности в	2	1
236	стремления и	1	1
237	с одной	3	1
238	россии и	4	1
239	жить и	1	1
240	и достоевский	1	1
241	к сожалению	1	1
242	в истории	1	1
243	более чем	2	1
244	и где	1	1
245	кто не	1	1
246	более или	1	1
247	не очень	1	1
248	только то	1	1
249	у каждого	1	1
250	из этих	1	1
251	в большинстве	1	1
252	только один	1	1
253	в некие	1	1
254	если он	1	1
255	по свету	1	1
256	не могла	1	1
257	как оно	1	1
258	уяснить себе	1	1
259	в восприятии	1	1
260	идеи и	1	1
261	в силу	2	1
262	и если	4	1
263	в россии	3	1
264	одно и	1	1
265	тем в	1	1
266	почти невозможно	1	1
267	его в	1	1
268	в и	1	1
269	везде и	1	1
270	бы нас	1	1
271	и целиком	1	1
272	и уже	1	1
273	должно быть	2	1
274	из понимания	1	1
275	в эту	2	1
276	когда ее	1	1
277	это ощущение	1	1
278	в котором	4	1
279	не столько	2	1
280	на каждом	1	1
281	в отличие	1	1
282	что было	1	1
283	чтобы это	1	1
284	того кто	1	1
285	в историческом	1	1
286	и очень	1	1
287	нет никакого	1	1
288	что есть	1	1
289	что эта	1	1
290	в русской	4	1
291	одна из	2	1
292	своего существования	1	1
293	мы все	1	1
294	в качестве	9	1
295	иного и	1	1
296	почти исключительно	1	1
297	имеет два	1	1
298	в области	11	1
299	с другом	1	1
300	долго на	1	1
301	ли не	1	1
302	и другим	1	1
303	тому на	1	1
304	всего что	1	1
305	не есть	1	1
306	характер этого	1	1
307	гласит что	1	1
308	должен быть	1	1
309	и о	5	1
310	происходит и	1	1
311	в собственном	1	1
312	в себя	1	1
313	культуры и	1	1
314	чтобы дать	1	1
315	на нее	1	1
316	за то	1	1
317	не с	1	1
318	было в	2	1
319	живет в	1	1
320	в борьбе	1	1
321	с чрезвычайно	1	1
322	как таковую	1	1
323	с собой	1	1
324	еще в	1	1
325	когда в	1	1
326	возможно что	1	1
327	является в	2	1
328	быть может	6	1
329	весьма мало	2	1
330	стремление к	1	1
331	она находится	1	1
332	в сфере	2	1
333	пор пока	1	1
334	восходит к	1	1
335	переходит в	1	1
336	есть с	1	1
337	которая и	1	1
338	связь между	1	1
339	а она	1	1
340	эти последние	1	1
341	этом смысле	1	1
342	обе эти	1	1
343	с у	1	1
344	с ними	3	1
345	взывает к	1	1
346	бы из	1	1
347	и живое	1	1
348	грань между	1	1
349	история и	1	1
350	тем чтобы	1	1
351	прежде всего	3	1
352	иначе как	1	1
353	от тех	1	1
354	гораздо большей	4	1
355	не о	2	1
356	из нее	1	1
357	не просто	1	1
358	мы возьмем	1	1
359	из двух	1	1
360	нужно было	2	1
361	ней и	1	1
362	со стороны	2	1
363	два разных	1	1
364	именно в	2	1
365	как мир	2	1
366	в сложной	1	1
367	только к	1	1
368	обратиться к	1	1
369	к более	1	1
370	на основании	1	1
371	наоборот на	1	1
372	мир от	1	1
373	идеи в	1	1
374	доказательство в	1	1
375	относящиеся к	1	1
376	с которым	1	1
377	что мы	3	1
378	не об	1	1
379	в соотношении	1	1
380	бы ее	1	1
381	должна была	1	1
382	которое в	2	1
383	бы это	1	1
384	поскольку они	1	1
385	одной стороны	3	1
386	он будет	1	1
387	она есть	3	1
388	заключен в	1	1
389	или менее	1	1
390	друг с	1	1
391	тех пор	1	1
392	дело идет	1	1
393	социальные формы	1	1
394	нет ничего	1	1
395	эти ценности	1	1
396	науки как	1	1
397	может рассчитывать	1	1
398	она может	1	1
399	в результате	1	1
400	т в	5	1
401	не более	1	1
402	что из	2	1
403	ни к	1	1
404	ничего более	1	1
405	только что	1	1
406	исключительно в	2	1
407	о смысле	1	1
408	до тех	1	1
409	может и	2	1
410	чем-либо от	1	1
411	является и	1	1
412	взгляда на	2	1
413	в трех	1	1
414	свои собственные	1	1
415	в виде	2	1
416	ранее в	1	1
417	и другие	1	1
418	тем самым	3	1
419	из чего	1	1
420	они не	1	1
