N	2gram	Vinokur_St_3	DiskursI
523	что касается	7	1
524	но для	1	1
525	один из	2	1
526	но служит	1	1
527	по схеме	1	1
528	в стихотворении	3	1
529	формы и	1	1
530	его не	2	1
531	своей собственной	1	1
532	с содержанием	1	1
533	когда он	1	1
534	данного стихотворения	1	1
535	совершенно иной	1	1
536	обращается к	3	1
537	на границах	1	1
538	особого рода	1	1
539	же к	2	1
540	и ни	2	1
541	представляли собой	1	1
542	пушкиным в	6	1
543	с ума	1	1
544	к историческому	2	1
545	этом свете	1	1
546	была написана	2	1
547	одной из	2	1
548	а о	1	1
549	слово в	2	1
550	но всякий	1	1
551	не говоря	1	1
552	сказать что	4	1
553	речи и	1	1
554	элегии эта	1	1
555	сойти с	1	1
556	одновременно и	1	1
557	я это	1	1
558	из этого	4	1
559	занимает в	1	1
560	в какой	3	1
561	также не	1	1
562	ее в	2	1
563	как слово	1	1
564	т.е в	1	1
565	нас не	2	1
566	во всяком	4	1
