N	3gram	Tiupa_Vved_1	DiskursI
81	этом последнем мы	1	1
82	раскрывают содержание судьбы	1	1
83	''картина'' не может	1	1
84	мы можем обозначить	1	1
85	слушатели-читатели события эти	1	1
86	ни говорящий ни	1	1
87	говорящий ни слушающий	1	1
88	коммуникативную ситуацию какой	1	1
89	никогда не было	1	1
90	нами два события	1	1
91	нам только в	1	1
92	наррация давно функционировала	1	1
93	в рассказе о	1	1
94	о ней мифов-нарраций	1	1
95	роли первого и	1	1
96	упраздняет коммуникативные роли	1	1
97	отделен от своей	1	1
98	''для того чтобы''	1	1
99	субъекта объекта и	1	1
100	собственном мире напротив	1	1
101	строгом значении этого	1	1
102	способности человеческой речи	1	1
103	общения доступна нам	1	1
104	своем собственном мире	1	1
105	событийной стороны бытия	1	1
106	и главное действующее	1	1
107	может быть названа	1	1
108	всех видов не	1	1
109	обозначить как произведение	1	1
110	передать оборотов ''если''	1	1
111	рассказывания в этом	1	1
112	последнем мы и	1	1
113	как слушатели-читатели события	1	1
114	на самом деле	3	1
115	в своем собственном	1	1
116	в этом последнем	1	1
117	ней мифов-нарраций никогда	1	1
118	на разных местах	1	1
119	цитирование стенографическая передача	1	1
120	в котором он	1	1
121	освоение человеческим сознанием	1	1
122	таком взгляде на	1	1
123	происходят в разные	1	1
124	установка [...] наблюдателя	1	1
125	в этом смысле	1	1
126	судьба выражает внеличную	1	1
127	человеческим сознанием событийной	1	1
128	же их связная	1	1
129	ли не наиболее	1	1
130	свидетельствует о том	1	1
131	будучи непосредственной формой	1	1
132	о том как	1	1
133	же самое следует	1	1
134	располагается между двумя	1	1
135	самое следует сказать	1	1
136	''если'' ''когда'' ''для	1	1
137	каждый в своем	1	1
138	мимесис мимесис не	1	1
139	только по отношению	1	1
140	себя не только	1	1
141	человеческой речи формировать	1	1
142	в напряжении событийного	1	1
143	воспроизведение чужих высказываний	1	1
144	не было и	1	1
145	коммуникативные роли первого	1	1
146	произведение в его	1	1
147	концепции нарративности как	1	1
148	концом в этом	1	1
149	в разные времена	1	1
150	событие о котором	1	1
151	мифы-рассказы имеются только	1	1
152	и событие самого	1	1
153	в едином но	1	1
154	и в то	1	1
155	но сложном событии	1	1
156	соединяющей апокалипсис с	1	1
157	оборотов ''если'' ''когда''	1	1
158	мы и сами	2	1
159	нашей способности прослеживать	1	1
160	наблюдателя упраздняет коммуникативные	1	1
161	древними писателями [...]	1	1
162	может и должен	1	1
163	отношения с адресатом	1	1
164	выходит новое и	1	1
165	и на разных	1	1
166	в силу его	1	1
167	имеются только в	1	1
168	вследствие этого как	1	1
169	события эти происходят	1	1
170	фрейденберг и создает	1	1
171	выражает внеличную сторону	1	1
172	мире напротив они	1	1
173	на протяжении единого	1	1
174	из того что	1	1
175	истории а всякая	1	1
176	бытия нуждалась в	1	1
177	в перформативной установке	1	1
178	они сходятся в	1	1
179	в таком случае	1	1
180	и по длительности	2	1
181	нарративность в качестве	1	1
182	внеличную сторону индивида	1	1
183	в качестве культурного	1	1
184	к точке зрения	1	1
185	том или ином	1	1
186	которое по фрейденберг	1	1
187	[...] наблюдателя упраздняет	1	1
188	или ментального процесса	1	1
189	общения это непосредственное	1	1
190	в противном случае	1	1
191	с повествовательной традицией	1	1
192	воспроизводилась древними писателями	1	1
193	самую коммуникативную ситуацию	1	1
194	разных местах и	1	1
195	разные времена различные	1	1
196	же время они	1	1
197	их связная сюжетная	1	1
198	потому что к	1	1
199	произведении и событие	1	1
200	с адресатом как	1	1
201	этом смысле библия	1	1
202	появляется в связи	1	1
203	возможных композиционных форм	1	1
204	исходя из того	1	1
205	если же их	1	1
206	не могло быть	1	1
207	в учебниках по	1	1
208	мышлением которое по	1	1
209	различные и по	1	1
210	в человеческой культуре	1	1
211	времена различные и	1	1
212	как мы видели	2	1
213	при таком взгляде	1	1
214	как уже говорилось	1	1
215	состоит в напряжении	1	1
216	этому времени наррация	1	1
217	связная сюжетная цепь	1	1
218	речевой практике общения	1	1
219	по фрейденберг и	1	1
220	способности прослеживать историю	1	1
221	содержит в себе	1	1
222	длительности и на	1	1
223	как произведение в	1	1
224	однако в силу	1	1
225	дело не с	1	1
226	произведения всех видов	1	1
227	''когда'' ''для того	1	1
228	первобытного человека как	1	1
229	дистанцию по отношению	1	1
230	коммуникативное событие самого	1	1
231	грандиозную интригу мировой	1	1
232	которое мы можем	1	1
233	следует сказать и	1	1
234	практика общения доступна	1	1
235	и понимание жизни	1	1
236	представляет собой не	1	1
237	представляет собой некий	2	1
238	передача карикатурное передразнивание	1	1
239	в равной степени	1	1
240	картина мира в	1	1
241	событии которое мы	1	1
242	и второго лица	1	1
243	как будто бы	3	1
244	новом третьем мире	1	1
245	мире мире общения	1	1
246	интригу мировой истории	1	1
247	говорящий позиционирует свои	1	1
248	мира которая может	1	1
249	не может передать	1	1
250	своего рода механизмом	1	1
251	о котором рассказано	1	1
252	в евгении онегине	1	1
253	имеем дело с	2	1
254	в качестве свидетеля	1	1
255	по мифологии если	1	1
256	что к этому	1	1
257	культурную память как	1	1
258	чтобы'' ''из-за'' и	1	1
259	[...] то потому	1	1
260	сами участвуем как	1	1
261	формировать культурную память	1	1
262	своей судьбы они	1	1
263	знакомством с повествовательной	1	1
264	по длительности и	1	1
265	в связи с	1	1
266	повседневная практика общения	1	1
267	и не могло	1	1
268	коммуникативного события рассказывания	2	1
269	а не как	1	1
270	не только словесные	1	1
271	с большей или	1	1
272	в этом направлении	1	1
273	еще в греческой	1	1
274	рассказе о ней	1	1
275	в литературе это	1	1
276	непосредственной формой человеческого	1	1
277	участвуем как слушатели-читатели	1	1
278	дискурса как коммуникативного	1	1
279	места времени и	1	1
280	рассказано в произведении	1	1
281	фрейденберг происхождение наррации	1	1
282	не отделен от	1	1
283	во всяком случае	1	1
284	социального или ментального	1	1
285	нарративной интриги не	1	1
286	только в перформативной	1	1
287	мимесис не рассказывает	1	1
288	непосредственное воспроизведение чужих	1	1
289	времени наррация давно	1	1
290	на концепции нарративности	1	1
291	перед нами два	1	1
292	в произведении и	1	1
293	ту самую коммуникативную	1	1
294	поступки только раскрывают	1	1
295	шагом природного социального	1	1
296	заново актуализированная женеттом	1	1
297	писателями [...] то	1	1
298	объединены в едином	1	1
299	а порой и	1	1
300	эти происходят в	1	1
301	остаются каждый в	1	1
302	не в рассказе	1	1
303	и его поступки	1	1
304	сторону индивида и	1	1
305	а показывает имитирует	1	1
306	не остаются каждый	1	1
307	было и не	1	1
308	они неразрывно объединены	1	1
309	судьбы они едины	1	1
310	приказывая или напротив	1	1
311	в рамках которого	1	1
312	мифологии если же	1	1
313	объекта и адресата	1	1
314	сюжетная цепь воспроизводилась	1	1
315	речи формировать культурную	1	1
316	сознанием событийной стороны	1	1
317	на ранних этапах	1	1
318	о теории прозы	1	1
319	в новом третьем	1	1
320	в исторический период	1	1
321	в этом отношении	4	1
322	индивида и его	1	1
323	в греческой античности	1	1
324	которое может быть	1	1
325	нарративная установка [...]	1	1
326	едином но сложном	1	1
327	по слову бахтина	1	1
328	с той или	1	1
329	в рамках которой	1	1
330	учебниках по мифологии	1	1
331	так например приказывая	1	1
332	проблематики в работе	1	1
333	в его событийной	1	1
334	бытия следствие овладения	1	1
335	того чтобы'' ''из-за''	1	1
336	всякая литературная интрига	1	1
337	стороны бытия следствие	1	1
338	только в учебниках	1	1
339	до известной степени	1	1
340	сложном событии которое	1	1
341	местах и в	1	1
342	к тому или	1	1
343	к некоторой культурной	1	1
344	переформатирует ту самую	1	1
345	в новейшее время	1	1
346	формах косвенной речи	1	1
347	апокалипсис с книгой	1	1
348	большой интриги соединяющей	1	1
349	время они неразрывно	1	1
350	практике общения это	1	1
351	овладения понятийным мышлением	1	1
352	напряжении событийного ряда	1	1
353	к этому времени	1	1
354	прежде всего к	1	1
355	может передать оборотов	1	1
356	в.я проппа о	1	1
357	времени и пространства	1	1
358	порождается так например	1	1
359	наррацию ибо анарративная	1	1
360	от своей судьбы	1	1
361	ни слушающий не	1	1
362	в конечном счете	1	1
363	не сводятся к	1	1
364	природного социального или	1	1
365	мира в котором	3	1
366	стенографическая передача карикатурное	1	1
367	интрига своего рода	1	1
368	у первобытного человека	1	1
369	при этом он	1	1
370	следствие овладения понятийным	1	1
371	сходятся в новом	1	1
372	своего рода миниатюра	1	1
373	речь идет о	1	1
374	например приказывая или	1	1
375	без посредства нарратора	1	1
376	в этом рассуждении	1	1
377	тогда как наррация	1	1
378	и сами участвуем	1	1
379	тому или иному	1	1
380	и мимесис мимесис	1	1
381	новое и главное	1	1
382	''из-за'' и т.д	1	1
383	создает наррацию ибо	1	1
384	греческой античности диегесис	1	1
385	которая может быть	1	1
386	и вследствие этого	2	1
387	на то что	1	1
388	понятийным мышлением которое	1	1
389	по аналогии с	1	1
390	то потому что	1	1
391	мифов-нарраций никогда не	1	1
392	цепь воспроизводилась древними	1	1
393	третьем мире мире	1	1
394	познания направленного на	1	1
395	в качестве способности	1	1
396	миниатюра большой интриги	1	1
397	это коммуникативное событие	1	1
398	в полной мере	1	1
399	одним из ключевых	1	1
400	и создает наррацию	1	1
401	это непосредственное воспроизведение	1	1
402	на этом пути	1	1
403	едины судьба выражает	1	1
404	нарративности как событийности	1	1
405	можем обозначить как	1	1
406	его поступки только	1	1
407	свидетеля и судии	3	1
408	котором рассказано в	1	1
409	интриги соединяющей апокалипсис	1	1
410	как коммуникативного события	1	1
411	и т.п и	1	1
412	и прежде всего	1	1
413	в нарративном дискурсе	1	1
414	том что на	1	1
415	актуализированная женеттом была	1	1
416	тем не менее	3	1
417	писал бахтин имеет	1	1
418	собой грандиозную интригу	1	1
419	с книгой бытия	1	1
420	мировой истории а	1	1
421	во всех его	1	1
422	неразрывно объединены в	1	1
423	литературная интрига своего	1	1
424	доступна нам только	1	1
425	года к работе	1	1
426	как и в	2	1
427	а всякая литературная	1	1
428	не рассказывает а	1	1
429	слушающий не остаются	1	1
430	в том или	1	1
431	они едины судьба	1	1
432	качестве способности человеческой	1	1
433	рода миниатюра большой	1	1
434	чужих высказываний пиететное	1	1
435	представляет собой грандиозную	1	1
436	рассказывает а показывает	1	1
437	пиететное цитирование стенографическая	1	1
438	при этом по	1	1
439	видов не только	1	1
440	связи с кристаллизацией	1	1
441	что нарративность в	1	1
