N	2gram	Bakhtin_sl_1	formyVre
106	друг с	2	4
107	с этой	3	4
108	еще более	5	4
109	же в	1	4
110	есть и	1	4
111	в виду	1	3
112	того же	6	3
113	слова и	13	3
114	а следовательно	1	3
115	точка зрения	8	3
116	отношение к	7	3
117	нет и	1	3
118	истории романа	1	3
119	хотя и	2	3
120	целый ряд	1	3
121	в этот	1	3
122	уже не	2	3
123	та же	1	3
124	в большинстве	10	3
125	имеем в	1	3
126	т д	5	3
127	и по	2	3
128	уже сказали	2	3
129	таким образом	9	3
130	а затем	1	3
131	связанных с	4	3
132	в их	4	3
133	в которых	1	3
134	следовательно и	3	3
135	кроме того	4	3
136	на границе	1	3
137	к тому	3	3
138	себя и	1	3
139	зрения не	2	3
140	роль в	2	3
141	и совершенно	1	3
142	жизнь и	1	3
143	в другом	2	3
144	а также	2	3
145	как у	1	3
146	борьба с	1	3
147	что и	1	3
148	того что	3	3
149	тот же	1	3
150	дана в	1	3
151	все они	7	3
152	в качестве	3	3
153	и они	1	3
154	на протяжении	2	3
155	большинстве случаев	6	3
156	для него	3	3
157	в форме	1	3
158	и даже	6	3
159	и прежде	1	3
160	не было	3	3
161	не на	5	3
162	для романа	2	3
163	на смерть	1	3
164	о чем	1	3
165	мира в	1	3
166	с помощью	1	3
167	в это	1	3
168	в реальном	1	3
169	не является	2	3
170	тем более	1	3
171	противоречивое многообразие	1	3
172	в этих	2	3
173	а в	6	3
174	себе самому	1	3
175	всего в	1	3
176	но эти	3	3
177	и другие	1	3
178	к этому	2	3
179	смысле слова	2	2
180	ту же	4	2
181	как его	5	2
182	и есть	1	2
183	и так	1	2
184	характерное для	1	2
185	из самых	1	2
186	явления и	1	2
187	и до	1	2
188	почти всегда	3	2
189	оно было	2	2
190	мы имеем	1	2
191	и стиль	2	2
192	в сущности	13	2
193	роман в	2	2
194	они были	2	2
195	он был	1	2
196	не был	1	2
197	к ним	1	2
198	в одной	1	2
199	то в	2	2
200	и к	5	2
201	от этого	2	2
202	в этой	1	2
203	с одной	4	2
204	эпохи и	2	2
205	только один	1	2
206	не могла	2	2
207	перестает быть	2	2
208	по всем	1	2
209	на этом	2	2
210	людей и	1	2
211	по аналогии	1	2
212	лишь в	4	2
213	далеко не	5	2
214	мы видели	1	2
215	автора и	4	2
216	и становится	1	2
217	одном из	1	2
218	но он	2	2
219	друг другу	2	2
220	и более	1	2
221	и почти	3	2
222	в той	10	2
223	в отношении	6	2
224	она не	3	2
225	эти формы	1	2
226	на котором	1	2
227	там где	4	2
228	в самой	1	2
229	которого еще	1	2
230	в роман	19	2
231	этом отношении	1	2
232	очень часто	1	2
233	в духе	2	2
234	могут быть	19	2
235	во все	1	2
236	здесь они	1	2
237	и потому	4	2
238	и это	1	2
239	и о	2	2
240	в зоне	2	2
241	здесь не	2	2
242	без всякого	1	2
243	и от	4	2
244	в себя	1	2
245	дано в	1	2
246	романа у	3	2
247	вещи и	1	2
248	особенно в	1	2
249	в плоскости	1	2
250	но здесь	3	2
251	находится в	1	2
252	влияние на	1	2
253	можно сказать	2	2
254	специфические формы	1	2
255	это не	6	2
256	и только	1	2
257	в литературе	1	2
258	быть и	4	2
259	социальных низов	1	2
260	один из	4	2
261	мы видим	2	2
262	словом и	3	2
263	и сплошь	1	2
264	в литературу	1	2
265	со всеми	1	2
266	чем они	1	2
267	в поэзии	3	2
268	самых основных	1	2
269	и других	3	2
270	характерно что	2	2
271	каждый из	1	2
272	протяжении всего	1	2
273	рядом с	4	2
274	не были	3	2
275	или иной	9	2
276	до сих	2	2
277	последнем счете	1	2
278	с другой	5	2
279	именно в	3	2
280	и самая	2	2
281	было бы	3	2
282	наконец в	2	2
283	романа в	3	2
284	смысла и	3	2
285	у нас	2	2
286	а на	2	2
287	не знает	1	2
288	жизни но	2	2
289	до конца	12	2
290	и самый	1	2
291	что все	2	2
292	не может	14	2
293	так же	2	2
294	по своему	2	2
295	в данном	3	2
296	в последнем	1	2
297	него есть	1	2
298	лежит в	4	2
299	этом случае	2	2
300	дана как	1	2
301	сих пор	2	2
302	можно выделить	1	2
303	с большой	1	2
304	для рабле	1	2
305	на анализе	1	2
306	в двух	1	2
307	у них	2	2
308	такие слова	1	2
309	почти вовсе	5	2
310	как явление	1	2
311	но это	1	2
312	в действительной	1	2
313	между ними	2	2
314	равно как	1	2
315	как на	1	2
316	во всяком	7	2
317	все что	1	2
318	себя как	1	1
319	имеют громадное	1	1
320	к полному	1	1
321	в обычном	1	1
322	например в	2	1
323	чтобы не	1	1
324	и то	2	1
325	не находя	1	1
326	жизни поэтому	3	1
327	на самом	2	1
328	обстоит дело	2	1
329	по преимуществу	4	1
330	не имеют	1	1
331	действительности и	1	1
332	в германии	1	1
333	которыми он	1	1
334	тридевять земель	1	1
335	в несколько	1	1
336	что всякий	1	1
337	а как	2	1
338	есть не	1	1
339	со всех	1	1
340	для своего	1	1
341	и свой	1	1
342	что уже	1	1
343	большой литературы	1	1
344	и глубоких	1	1
345	время как	2	1
346	конечно и	2	1
347	полное и	1	1
348	форм в	1	1
349	героев в	1	1
350	развитие романа	1	1
351	всех сторон	1	1
352	в ней	4	1
353	мира он	1	1
354	и существенного	1	1
355	между собой	2	1
356	в широком	2	1
357	время в	1	1
358	оно ни	1	1
359	с его	4	1
360	не исчерпываются	1	1
361	могло быть	1	1
362	не входит	1	1
363	эта зона	1	1
364	в общем	1	1
365	словами и	1	1
366	отличие от	1	1
367	друга и	1	1
368	и речи	2	1
369	построения этого	1	1
370	между словом	2	1
371	за пределы	4	1
372	связи и	1	1
373	в настоящем	1	1
374	с процессами	1	1
375	его на	1	1
376	из уст	1	1
377	что как	1	1
378	в него	3	1
379	он часто	1	1
380	лицемерие и	1	1
381	что по	1	1
382	его к	1	1
383	может послужить	1	1
384	чего не	1	1
385	них как	2	1
386	и этим	3	1
387	в самом	5	1
388	в письмах	1	1
389	в которой	4	1
390	бы и	3	1
391	бы не	1	1
392	так в	2	1
393	выражение в	3	1
394	прямой и	3	1
395	пародийного разрушения	1	1
396	жанров но	1	1
397	романа но	2	1
398	совершенно новые	1	1
399	и тот	1	1
400	и те	2	1
401	истории литературного	1	1
402	его но	3	1
403	вследствие этого	1	1
404	а вовсе	2	1
405	вообще не	3	1
406	с чем	1	1
407	было с	1	1
408	они в	2	1
409	исчерпываются все	1	1
410	не значит	1	1
411	не как	4	1
412	мир как	1	1
413	в точном	1	1
414	широком смысле	2	1
415	на его	8	1
416	всех своих	2	1
417	одно и	2	1
418	ни был	1	1
419	в основу	1	1
420	в каждом	4	1
421	рано или	1	1
422	в состоянии	1	1
423	другом случае	2	1
424	особенности в	1	1
425	является конечно	1	1
426	форм и	3	1
427	это было	1	1
428	этот новый	1	1
429	моменты в	1	1
430	и тем	2	1
431	ощущение и	1	1
432	чаще всего	1	1
433	литературной и	1	1
434	ни в	1	1
435	о которых	1	1
436	времени вне	1	1
437	он и	1	1
438	явления которые	1	1
439	чем в	1	1
440	мы не	2	1
441	в первые	1	1
442	речь на	4	1
443	за тридевять	1	1
444	рабле очень	1	1
445	в один	1	1
446	и того	1	1
447	нисколько не	2	1
448	смысл и	1	1
449	об особом	1	1
450	в своей	7	1
451	романе на	2	1
452	могут не	2	1
453	как все	1	1
454	есть как	3	1
455	и степени	1	1
456	целого но	1	1
457	с самого	1	1
458	не столько	1	1
459	он весь	2	1
460	от его	3	1
461	бытового и	1	1
462	для всякого	1	1
463	нет объемлющего	1	1
464	путем их	1	1
465	точку зрения	3	1
466	у филдинга	2	1
467	которые в	3	1
468	и эти	2	1
469	было предложено	1	1
470	без всяких	2	1
471	однако в	1	1
472	где нет	2	1
473	ним в	1	1
474	в устах	1	1
475	сам он	1	1
476	например и	1	1
477	тому что	2	1
478	какие бы	1	1
479	и слово	2	1
480	при всех	2	1
481	конечно что	1	1
482	и проч	2	1
483	самого начала	1	1
484	дело в	1	1
485	одна из	2	1
486	и единство	2	1
487	слову и	1	1
488	но только	1	1
489	и уже	1	1
490	или вовсе	2	1
491	того и	1	1
492	правда в	1	1
493	преимущественно в	4	1
494	слова как	6	1
495	пародийном плане	1	1
496	и речевой	1	1
497	и лишь	1	1
498	здесь на	1	1
499	такая же	2	1
500	п в	1	1
501	на одной	1	1
502	во всем	1	1
503	входят в	1	1
504	только с	1	1
505	точном смысле	1	1
506	этих формах	1	1
507	и бытовые	1	1
508	в стиле	1	1
509	среди них	1	1
510	и здесь	3	1
511	иронии и	1	1
512	не могут	3	1
513	как только	3	1
514	с полной	1	1
515	этому миру	1	1
516	его с	1	1
517	той или	9	1
518	или поздно	1	1
519	сказать что	2	1
520	оно не	6	1
521	всегда в	2	1
522	слова связанные	1	1
523	и художественное	1	1
524	с ее	4	1
525	свою очередь	2	1
526	форм эти	1	1
527	в ее	2	1
528	данном случае	3	1
529	свои силы	1	1
530	характер и	1	1
531	то время	2	1
532	на свой	1	1
533	смысле но	1	1
534	и сам	3	1
535	в нескольких	1	1
536	др и	2	1
537	здесь как	1	1
538	и которые	1	1
539	и прошлым	1	1
540	как большая	1	1
541	которые он	1	1
542	этим в	1	1
543	могла быть	1	1
544	в скрытой	1	1
545	самый язык	2	1
546	если бы	1	1
547	из одного	2	1
548	и вообще	2	1
549	в разных	3	1
550	автора к	3	1
551	них не	1	1
552	все дело	1	1
553	становится здесь	1	1
554	сводится к	1	1
555	описаниями они	1	1
556	тяготеющие к	1	1
557	эта точка	1	1
558	за пределами	2	1
559	и что	1	1
560	в материале	1	1
561	в различных	1	1
562	может не	8	1
563	аналогии с	1	1
564	в значительной	1	1
565	не выходит	3	1
566	дается описание	1	1
567	романа как	2	1
568	между тем	2	1
569	для романного	1	1
570	существенных героев	1	1
571	нуждается в	1	1
572	на одном	1	1
573	непосредственно после	1	1
574	существенную роль	1	1
575	на всех	1	1
576	он по	1	1
577	непосредственно в	1	1
578	форм для	2	1
579	которой все	1	1
580	возможны различные	1	1
581	и следовательно	7	1
582	скрытой форме	1	1
583	все формы	1	1
584	введения и	1	1
585	в другую	1	1
586	например при	1	1
587	гл xiv	1	1
588	по своей	1	1
589	и одновременно	2	1
590	и замкнутого	1	1
591	романа и	5	1
592	вступить в	1	1
593	ли он	4	1
594	лишь на	3	1
595	из многих	2	1
596	своего выражения	1	1
597	должен быть	1	1
598	поэтому и	3	1
599	в самое	1	1
600	всех его	7	1
601	и ее	3	1
602	у гриммельсхаузена	1	1
603	м б	1	1
604	литературе и	1	1
605	именно на	1	1
606	где они	2	1
607	взятая в	1	1
608	себя в	9	1
609	есть в	1	1
610	то и	1	1
611	вернуться к	1	1
612	в виде	2	1
613	как более	2	1
614	новые моменты	1	1
615	специфическая особенность	1	1
616	ни с	1	1
617	менее всего	1	1
618	был бы	2	1
619	самому и	1	1
620	фабльо и	1	1
621	другом в	1	1
622	как такового	3	1
623	в очень	1	1
624	др все	1	1
625	котором в	1	1
626	момент в	1	1
627	со всем	1	1
628	выходит за	3	1
629	точек зрения	5	1
630	в пародийном	2	1
631	развития эти	1	1
632	на которые	2	1
633	в отличие	1	1
634	гриммельсхаузена у	1	1
635	которых оно	1	1
636	что не	1	1
637	были созданы	1	1
638	пародии на	2	1
639	них и	1	1
640	подводится под	1	1
641	на этот	1	1
642	которых мы	1	1
643	здесь эта	1	1
644	после этих	1	1
645	ничем не	1	1
646	более того	3	1
647	на нескольких	1	1
648	другой стороны	4	1
649	его как	2	1
650	в руках	1	1
651	его по	1	1
652	и непосредственно	5	1
653	подвергается здесь	1	1
654	несмотря на	1	1
655	но как	1	1
656	но что	1	1
657	п на	1	1
658	исторического развития	2	1
659	литературных форм	1	1
660	романного жанра	7	1
661	и иной	1	1
662	нужно отнести	1	1
663	как вещь	2	1
664	и глубоко	1	1
665	установкой на	1	1
666	одной стороны	4	1
667	которые являются	2	1
668	не понимать	1	1
669	у автора	1	1
670	и связанных	2	1
671	быть только	2	1
672	со всею	2	1
673	да и	1	1
674	в уже	1	1
675	и самых	1	1
676	были слишком	1	1
677	себе место	1	1
678	мы коснулись	1	1
679	этого слова	1	1
680	особенности на	2	1
681	у стерна	4	1
682	в условиях	2	1
683	между прочим	1	1
684	вокруг него	2	1
685	романе эта	1	1
686	из него	2	1
687	громадное влияние	1	1
688	тех же	1	1
689	его стиль	1	1
690	например у	1	1
691	мы найдем	3	1
692	этого рода	1	1
693	культуры и	1	1
694	формы и	3	1
695	войти в	2	1
696	основе этой	1	1
697	и среди	1	1
698	в результате	3	1
699	которая в	1	1
700	в отдельных	1	1
701	с установкой	1	1
702	его продолжение	1	1
703	лишь как	3	1
704	интерес к	2	1
705	бы в	1	1
706	разных эпох	1	1
707	эти особенности	1	1
708	поэтому все	1	1
709	обращение к	1	1
710	зрения в	1	1
711	настоящим и	1	1
712	потребность в	1	1
713	первые ряды	1	1
714	романа мы	1	1
715	в системе	1	1
716	в просторах	1	1
717	значит конечно	1	1
718	в свою	3	1
719	состоит из	1	1
720	они как	2	1
721	бы ни	3	1
722	больших и	1	1
723	от всех	1	1
724	связей и	1	1
725	совершенно не	2	1
726	дело с	1	1
727	авантюрного романа	1	1
728	развитие и	1	1
729	одновременно и	2	1
730	характерны и	1	1
731	занимает в	1	1
732	на своем	5	1
733	основе их	2	1
734	в таком	1	1
735	этой точки	1	1
736	они не	1	1
