N	2gram	Medvedev_V_1	StatiiOP
128	же и	2	4
129	как раз	3	4
130	не было	7	4
131	даже не	2	4
132	на эту	1	4
133	в частности	11	4
134	как бы	5	4
135	еще более	1	4
136	или иного	1	4
137	того или	2	4
138	это в	1	4
139	же как	2	3
140	и без	1	3
141	в деле	1	3
142	то это	2	3
143	в ней	2	3
144	еще не	2	3
145	он был	1	3
146	в чем	2	3
147	но не	2	3
148	не все	1	3
149	ответ на	1	3
150	по отношению	7	3
151	или иное	1	3
152	к сожалению	2	3
153	в истории	1	3
154	общего с	1	3
155	с этим	3	3
156	говорит что	1	3
157	не являются	1	3
158	то в	1	3
159	меньшей мере	1	3
160	не значит	1	3
161	в каждом	2	3
162	пушкина к	1	3
163	в другом	2	3
164	лишь в	2	3
165	даже в	5	3
166	кажется что	1	3
167	ни в	1	3
168	что не	3	3
169	тому что	6	3
170	во время	3	3
171	в конце	3	3
172	о значении	1	3
173	по меньшей	1	3
174	не по	2	3
175	в основе	1	3
176	п в	3	3
177	в каком	1	3
178	очень часто	1	3
179	должны быть	2	3
180	что оно	3	3
181	в применении	1	3
182	должен быть	4	3
183	то или	1	3
184	об этом	9	3
185	поэтому в	1	3
186	внимание на	1	3
187	между тем	5	3
188	значит что	2	3
189	но с	2	3
190	в какой	1	3
191	и так	1	3
192	по этому	9	3
193	с одной	2	3
194	в печатном	1	3
195	если это	1	3
196	в виде	1	3
197	в начале	1	3
198	бы все	1	3
199	без всякой	1	3
200	а именно	1	3
201	что для	3	3
202	говорит о	7	3
203	на этот	1	3
204	этой главы	1	3
205	применении к	1	3
206	да и	1	3
207	материал для	1	3
208	эти вопросы	2	3
209	с этой	1	3
210	не является	5	3
211	и для	2	3
212	в результате	5	3
213	будто бы	2	3
214	отношению к	7	3
215	работы в	1	3
216	в таком	1	3
217	ничего общего	1	3
218	по его	2	2
219	а как	2	2
220	мы имеем	3	2
221	время как	1	2
222	из того	1	2
223	подчеркнуть что	2	2
224	ответа на	1	2
225	быть в	1	2
226	отношение к	1	2
227	этой категории	1	2
228	и речи	1	2
229	за пределы	1	2
230	более чем	1	2
231	в м	1	2
232	в своем	8	2
233	есть в	1	2
234	что нет	2	2
235	целый ряд	1	2
236	в каком-то	1	2
237	вот несколько	1	2
238	ни один	7	2
239	так или	1	2
240	чуть ли	2	2
241	бы не	2	2
242	в себе	6	2
243	но он	1	2
244	но на	1	2
245	он не	2	2
246	всех этих	2	2
247	что ни	2	2
248	действительному положению	1	2
249	я бы	2	2
250	что все	3	2
251	разница между	1	2
252	при помощи	3	2
253	в данной	1	2
254	его в	3	2
255	это вовсе	1	2
256	и творчества	1	2
257	ни одной	1	2
258	не всегда	1	2
259	имеет ничего	1	2
260	никаких оснований	2	2
261	знает и	1	2
262	что до	1	2
263	которые в	2	2
264	их в	6	2
265	произведения в	7	2
266	а иногда	1	2
267	как можно	1	2
268	что эта	1	2
269	она не	3	2
270	как о	2	2
271	пушкину и	2	2
272	на него	1	2
273	говорить о	2	2
274	судя по	1	2
275	не имели	1	2
276	имеем дело	1	2
277	в сознании	4	2
278	только с	2	2
279	что на	1	2
280	нет даже	1	2
281	начиная с	2	2
282	ли не	2	2
283	числе и	2	2
284	что при	2	2
285	и это	1	2
286	говорит об	2	2
287	то время	1	2
288	и сам	1	2
289	каждого из	1	2
290	для этого	1	2
291	только у	2	2
292	то есть	1	2
293	материала и	1	2
294	а также	1	2
295	другом месте	2	2
296	в пользу	2	2
297	может не	2	2
298	нет это	1	2
299	и все	1	2
300	этому поводу	7	2
301	и во	1	2
302	а потому	1	2
303	сказать еще	1	2
304	отметить что	2	2
305	крайней мере	2	2
306	пушкине и	1	2
307	статье о	1	2
308	говорит в	3	2
309	быть и	1	2
310	кстати сказать	1	2
311	конечно не	1	2
312	и у	2	2
313	уже в	1	2
314	свидетельствует о	1	2
315	если в	2	2
316	целого ряда	2	2
317	который как	1	2
318	могло бы	2	2
319	не для	1	2
320	у него	6	2
321	отношении что	2	2
322	даже и	3	2
323	никем не	1	2
324	или иначе	1	2
325	представляет собою	11	2
326	еще и	2	2
327	медного всадника	1	2
328	одной стороны	2	2
329	по крайней	2	2
330	так называемой	1	2
331	если не	1	2
332	стороны в	2	2
333	нет никаких	2	2
334	в представлении	2	2
335	что во	1	2
336	и потому	2	2
337	нет ни	2	2
338	и их	3	2
339	по существу	3	2
340	том смысле	1	2
341	между прочим	2	2
342	но для	2	2
343	это явление	1	2
344	о котором	1	2
345	ни одного	2	2
346	в этих	1	2
347	хотя в	1	2
348	е в	2	2
349	что этот	1	2
350	несмотря на	1	2
351	дело с	1	2
352	в своих	2	2
353	можно назвать	1	2
354	том числе	2	2
355	а между	1	1
356	можно говорить	1	1
357	этого в	1	1
358	научного и	1	1
359	чтобы не	2	1
360	художественного произведения	6	1
361	вот по	1	1
362	увидим ниже	1	1
363	как известно	2	1
364	художественных произведений	1	1
365	и есть	5	1
366	почти не	1	1
367	писал все	1	1
368	из его	3	1
369	что эти	1	1
370	видеть в	2	1
371	в зависимости	6	1
372	и этот	2	1
373	поэзии и	1	1
374	его не	3	1
375	их и	4	1
376	что чтение	1	1
377	смотреть на	1	1
378	им самим	1	1
379	правильного понимания	1	1
380	работы на	1	1
381	из сказанного	1	1
382	почти исключительно	1	1
383	но даже	3	1
384	работе над	6	1
385	дают возможность	3	1
386	зависимости от	5	1
387	это время	1	1
388	от всей	1	1
389	между собой	1	1
390	бы еще	2	1
391	могут пригодиться	1	1
392	с его	3	1
393	но как	3	1
394	а только	1	1
395	очевидно что	7	1
396	нет и	3	1
397	в свои	1	1
398	результате этого	1	1
399	это самое	1	1
400	каждого произведения	1	1
401	как говорит	5	1
402	оказывается не	1	1
403	стороны и	2	1
404	перед нами	4	1
405	кроме того	1	1
406	хотя и	2	1
407	и понимания	1	1
408	что по	1	1
409	мысль в	1	1
410	и к	3	1
411	неустойчивость и	1	1
412	не очень	1	1
413	или иную	1	1
414	стороны об	1	1
415	не приходится	2	1
416	историческая и	1	1
417	а во-вторых	1	1
418	бы с	1	1
419	за это	1	1
420	он в	1	1
421	о более	2	1
422	тут и	1	1
423	у каждого	1	1
424	в известном	1	1
425	всего необходимо	1	1
426	как он	2	1
427	если он	1	1
428	е из	1	1
429	время и	1	1
430	не знать	1	1
431	с принципом	1	1
432	области не	1	1
433	как увидим	1	1
434	не как	1	1
435	сказал что	1	1
436	в плане	5	1
437	том же	6	1
438	в работе	3	1
439	так называемым	1	1
440	в количестве	1	1
441	почти каждый	1	1
442	том случае	1	1
443	являются для	1	1
444	в таких	1	1
445	а по	1	1
446	с целью	1	1
447	входит в	1	1
448	это было	1	1
449	те или	1	1
450	на протяжении	1	1
451	то все	1	1
452	и дает	1	1
453	в ином	1	1
454	для них	1	1
455	в них	4	1
456	является для	1	1
457	это положение	1	1
458	соответствии с	1	1
459	далеко не	2	1
460	показывает что	1	1
461	на основании	8	1
462	с тем	3	1
463	и следовало	1	1
464	которой он	1	1
465	выйти за	1	1
466	самые неожиданные	1	1
467	и некоторые	1	1
468	мере не	1	1
469	на себя	1	1
470	и при	5	1
471	что такое	2	1
472	представить себе	2	1
473	не интересует	2	1
474	возможность поднять	1	1
475	это только	4	1
476	мы в	1	1
477	не столько	2	1
478	чернового текста	1	1
479	печатном тексте	1	1
480	значение для	1	1
481	которые должны	1	1
482	одном из	3	1
483	ряда других	1	1
484	том чтобы	2	1
485	иным как	1	1
486	в прямом	1	1
487	не его	1	1
488	и эти	1	1
489	и наоборот	1	1
490	пока в	1	1
491	следующими словами	1	1
492	бы быть	1	1
493	которой является	1	1
494	по себе	2	1
495	гармонии звуков	1	1
496	нет никакого	1	1
497	вполне естественно	3	1
498	тогда когда	2	1
499	одна из	4	1
500	что их	1	1
501	в науке	2	1
502	к этим	2	1
503	в процессе	16	1
504	требуется чтобы	1	1
505	и имеет	1	1
506	но только	1	1
507	не могло	1	1
508	казалось бы	1	1
509	на язык	2	1
510	того как	1	1
511	это то	1	1
512	и чувства	1	1
513	к работе	3	1
514	е не	1	1
515	в специальных	1	1
516	так то	1	1
517	к изучению	1	1
518	фактов и	1	1
519	больше того	1	1
520	освобождается от	1	1
521	один раз	1	1
522	которых он	1	1
523	данного произведения	3	1
524	в духе	1	1
525	не могут	7	1
526	правильным только	1	1
527	отличается от	2	1
528	порою и	2	1
529	к тому	4	1
530	слова с	1	1
531	обращение к	1	1
532	еще что	1	1
533	как мы	1	1
534	в виду	4	1
535	проявляется в	1	1
536	говоря уже	1	1
537	на основе	5	1
538	мысль о	2	1
539	будет правильным	1	1
540	только то	2	1
541	не подлежит	2	1
542	см хотя	1	1
543	нечто целое	1	1
544	прямом смысле	1	1
545	то как	1	1
546	проблем и	1	1
547	было в	2	1
548	из писем	2	1
549	произведения не	2	1
550	еще в	1	1
551	но у	1	1
552	является в	1	1
553	о трудностях	1	1
554	быть никакого	1	1
555	образом в	3	1
556	вот это	2	1
557	о нем	1	1
558	какую-то особую	1	1
559	некоторых из	2	1
560	но к	1	1
561	и та	1	1
562	прав в	1	1
563	в глаза	1	1
564	утверждает что	3	1
565	общая схема	4	1
566	после того	1	1
567	и просто	2	1
568	с того	1	1
569	что его	2	1
570	можно сказать	4	1
571	все его	2	1
572	несомненно и	1	1
573	работа по	1	1
574	к истине	1	1
575	что самое	1	1
576	показывает как	2	1
577	во всей	2	1
578	в форме	3	1
579	быть даже	1	1
580	приводит и	1	1
581	по в	1	1
582	снять с	1	1
583	в свете	1	1
584	что тот	1	1
585	сюда относится	1	1
586	указывает что	1	1
587	лишь о	1	1
588	что будет	1	1
589	чем он	1	1
590	приведенных выше	4	1
591	сомнению что	1	1
592	или иные	1	1
593	пор не	1	1
594	как нечто	1	1
595	эти утверждения	1	1
596	который в	1	1
597	самые разнообразные	1	1
598	отдельных фактов	1	1
599	но то	2	1
600	об их	1	1
601	и из	1	1
602	этой системе	1	1
603	собою особенно	1	1
604	уже не	1	1
605	и насколько	1	1
606	причастные к	1	1
607	которых можно	1	1
608	еще одну	1	1
609	слова не	1	1
610	и других	1	1
611	его и	1	1
612	ту или	1	1
613	до самых	1	1
614	себе в	1	1
615	но вот	1	1
616	очень любопытно	1	1
617	ведь это	1	1
618	в одном	4	1
619	сами по	1	1
620	к ним	1	1
621	не о	2	1
622	дело и	1	1
623	естественно что	2	1
624	каждый из	1	1
625	и никогда	1	1
626	положению вещей	1	1
627	французской революции	1	1
628	на некоторые	1	1
629	от того	2	1
630	в нечто	1	1
631	характерны для	1	1
632	были бы	1	1
633	оснований видеть	1	1
634	видно из	3	1
635	без того	1	1
636	отношение в	1	1
637	или иной	2	1
638	говорим о	1	1
639	так не	1	1
640	для правильного	1	1
641	при отсутствии	1	1
642	не один	1	1
643	каждом отдельном	2	1
644	и тех	1	1
645	совершенно точно	1	1
646	ли считать	1	1
647	и др	9	1
648	этом у	1	1
649	в соответствии	1	1
650	связано с	1	1
651	них и	1	1
652	не означает	1	1
653	общим правилом	1	1
654	долго и	1	1
655	подобного рода	1	1
656	о чем	2	1
657	еще до	1	1
658	строчки и	1	1
659	и ему	1	1
660	но что	1	1
661	можно утверждать	3	1
662	вместе с	7	1
663	пушкин а	1	1
664	некоторые из	3	1
665	мы говорим	1	1
666	эти примеры	2	1
667	задач и	1	1
668	приводит в	1	1
669	из которых	2	1
670	без труда	1	1
671	обратил внимание	1	1
672	под понятие	1	1
673	в течение	2	1
674	спорного и	1	1
675	пишет в	3	1
676	этапы в	1	1
677	его работе	1	1
678	это его	1	1
679	доходят до	1	1
680	в последнем	2	1
681	е тот	1	1
682	него в	3	1
683	как например	2	1
684	всех его	2	1
685	сказать не	1	1
686	остается один	1	1
687	этом и	2	1
688	этом смысле	1	1
689	в обычных	1	1
690	писал в	3	1
691	каждой из	2	1
692	практике но	1	1
693	этого рода	2	1
694	мой взгляд	1	1
695	и от	3	1
696	причем в	1	1
697	или в	3	1
698	работы над	5	1
699	при посредстве	1	1
700	у некоторых	2	1
701	у них	2	1
702	той или	1	1
703	бы в	3	1
704	конце концов	2	1
705	исключительно в	1	1
706	те из	1	1
707	поводу с	1	1
708	в стихах	1	1
709	в целях	2	1
710	одной из	1	1
711	лишь те	1	1
712	месте в	1	1
713	когда говорит	1	1
714	не говоря	1	1
715	это делает	3	1
716	не быть	2	1
717	состоит из	1	1
718	вне общего	1	1
719	от всех	1	1
720	к его	2	1
721	его произведений	2	1
722	ему самому	1	1
723	быть признана	1	1
724	и другие	1	1
725	к этому	9	1
726	как на	3	1
727	в роли	1	1
728	они не	2	1
729	смысле что	1	1
