N	2gram	Bakhtin_sl_2	Tragedij
345	этом случае	6	1
346	в связи	2	1
347	с помощью	4	1
348	о себе	1	1
349	эти слова	2	1
350	вместе с	2	1
351	и особенно	2	1
352	и потому	7	1
353	самой действительности	1	1
354	в духе	1	1
355	и высоким	1	1
356	xix века	4	1
357	мы опять	1	1
358	всего предшествующего	1	1
359	в романах	3	1
360	в той	4	1
361	применении к	1	1
362	для понимания	1	1
363	пародия на	1	1
364	этого слова	1	1
365	и от	3	1
366	в условиях	1	1
367	романа с	1	1
368	создал очень	1	1
369	такой образ	1	1
370	не является	1	1
371	известной степени	2	1
372	на улице	1	1
373	тем и	1	1
374	линии романа	4	1
375	за свое	1	1
376	в результате	2	1
377	это как	1	1
378	в двух	1	1
379	о нем	2	1
380	это может	1	1
381	из себя	3	1
382	романе это	1	1
383	хотя бы	3	1
384	в сюжетном	2	1
385	для чтения	2	1
386	обстоит дело	2	1
387	жизни в	2	1
388	героя и	5	1
389	при его	2	1
390	но этот	1	1
391	идея в	1	1
392	ко всему	1	1
393	в кругу	1	1
394	что под	1	1
395	из романа	2	1
396	во всяком	3	1
