N	2gram	Tiupa_Hudo_1	FransuaR
244	то в	2	1
245	между двумя	2	1
246	последней главе	1	1
247	из его	1	1
248	он уже	1	1
249	др в	1	1
250	и больше	2	1
251	в их	5	1
252	и себя	1	1
253	вещами и	1	1
254	не во	1	1
255	из своих	1	1
256	чтобы не	1	1
257	в литературном	1	1
258	совпадает с	2	1
259	принадлежит к	3	1
260	не вполне	2	1
261	этом так	1	1
262	жизни как	3	1
263	этим словом	1	1
264	оно состоит	1	1
265	обратное влияние	1	1
266	все виды	1	1
267	еще не	3	1
268	на них	1	1
269	между собой	2	1
270	на их	1	1
271	время в	1	1
272	что его	1	1
273	в различных	1	1
274	и мира	1	1
275	является таким	1	1
276	тем как	1	1
277	бы не	1	1
278	во внешнем	1	1
279	одним словом	1	1
280	свою жизнь	2	1
281	и внутренний	1	1
282	по отношению	9	1
283	отношение к	5	1
284	к третьему	1	1
285	и я	1	1
286	литературной речи	1	1
287	как говорит	3	1
288	и любые	2	1
289	по утверждению	1	1
290	и к	3	1
291	более или	5	1
292	в действительности	1	1
293	заполнить собою	1	1
294	искусство и	1	1
295	со своей	3	1
296	в которой	2	1
297	в целом	3	1
298	сливается с	1	1
299	в нашем	2	1
300	во многих	1	1
301	еще один	2	1
302	рассказ о	2	1
303	имеются две	1	1
304	нас на	1	1
305	говорит не	1	1
306	ее как	1	1
307	если он	1	1
308	так с	1	1
309	не могла	1	1
310	между этими	1	1
311	роли в	4	1
312	жизнью и	1	1
313	при виде	1	1
314	он должен	3	1
315	в узком	3	1
316	не как	2	1
317	события в	1	1
318	из виду	2	1
319	необходимо для	1	1
320	мире на	1	1
321	на земле	1	1
322	чтобы в	1	1
323	можно даже	1	1
324	смертью в	1	1
325	и по	2	1
326	встречаются в	2	1
327	с такими	1	1
328	значительной степени	1	1
329	на нее	1	1
330	в каждом	1	1
331	тем в	1	1
332	глубокий и	1	1
333	его в	2	1
334	и непосредственное	1	1
335	не совпадает	1	1
336	и дает	1	1
337	должен был	1	1
338	и тем	2	1
339	в жизни	2	1
340	основания для	1	1
341	далеко не	2	1
342	пространственных и	1	1
343	руках и	1	1
344	он и	1	1
345	рода и	1	1
346	литературе как	1	1
347	обратимся к	1	1
348	и того	2	1
349	или менее	5	1
350	на помощь	1	1
351	с вещами	1	1
352	что от	1	1
353	живота и	1	1
354	место в	4	1
355	не столько	3	1
356	своего рода	5	1
357	от его	1	1
358	всякий раз	2	1
359	через посредство	1	1
360	не могли	1	1
361	по себе	2	1
362	связей с	2	1
363	в отношении	3	1
364	и против	1	1
365	не менее	3	1
366	до известной	2	1
367	дело в	1	1
368	которого он	1	1
369	изобразительные искусства	1	1
370	но только	1	1
371	та или	1	1
372	не имеет	1	1
373	казалось бы	1	1
374	одна из	2	1
375	между жизнью	1	1
376	нее нет	1	1
377	или иная	1	1
378	и другими	1	1
379	ему и	1	1
380	же этот	1	1
381	ничто не	1	1
382	входят в	1	1
383	как будто	1	1
384	только отдельные	1	1
385	ему не	1	1
386	настоящего времени	1	1
387	обращенной к	1	1
388	в момент	2	1
389	искусства и	1	1
390	могут быть	4	1
391	его за	1	1
392	является одним	1	1
393	и другим	1	1
394	той или	4	1
395	для героя	1	1
396	на это	1	1
397	значение это	1	1
398	и это	2	1
399	и о	3	1
400	а язык	1	1
401	здесь не	2	1
402	говорит и	3	1
403	здесь также	1	1
404	не лишено	1	1
405	нос в	1	1
406	смерти в	1	1
407	только то	1	1
408	в себя	2	1
409	действия и	1	1
410	то время	1	1
411	в пределах	3	1
412	др так	1	1
413	с самим	2	1
414	мог бы	3	1
415	к простому	1	1
416	смерть не	1	1
417	остановимся на	1	1
418	об этом	2	1
419	ними и	1	1
420	и здесь	1	1
421	известной степени	3	1
422	тех кто	1	1
423	и т.д	3	1
424	и поэтому	1	1
425	настоящее время	1	1
426	в глаза	2	1
427	места для	1	1
428	после того	1	1
429	можно сказать	5	1
430	основе своей	1	1
431	акта в	1	1
432	времени в	2	1
433	его труда	1	1
434	это была	1	1
435	восходит к	1	1
436	каждом из	1	1
437	любые другие	1	1
438	что и	2	1
439	мира я	1	1
440	это не	2	1
441	чем и	3	1
442	в другой	1	1
443	выступает как	1	1
444	иной мере	1	1
445	вслед за	1	1
446	в которую	1	1
447	говорит в	2	1
448	эти последние	1	1
449	сатиры как	1	1
450	событиями жизни	1	1
451	и одновременно	5	1
452	художественного восприятия	4	1
453	с ними	1	1
454	это особенно	1	1
455	языка этот	1	1
456	по этому	1	1
457	с избытком	1	1
458	уже не	4	1
459	где образ	1	1
460	свидетельствует о	1	1
461	является не	1	1
462	но самое	1	1
463	не дает	1	1
464	или даже	3	1
465	одно из	2	1
466	для него	4	1
467	папы и	1	1
468	ни в	5	1
469	говорить об	1	1
470	в пространстве	2	1
471	является именно	1	1
472	части и	1	1
473	у нее	1	1
474	ее не	1	1
475	к ним	1	1
476	в системе	2	1
477	человек как	1	1
478	в широком	1	1
479	v в	1	1
480	для того	2	1
481	о каком	1	1
482	момент в	1	1
483	границы и	1	1
484	на уровне	1	1
485	или иной	7	1
486	перестают быть	1	1
487	по своим	1	1
488	к которому	4	1
489	стихийных бедствий	1	1
490	действующих лиц	1	1
491	текст в	3	1
492	еще и	1	1
493	такое же	1	1
494	а с	2	1
495	себя и	2	1
496	что для	1	1
497	говорит о	1	1
498	не было	1	1
499	не знает	3	1
500	и специфическом	1	1
501	его как	1	1
502	же точно	1	1
503	здесь выступает	1	1
504	о чем	2	1
505	что из	1	1
506	и слово	1	1
507	в связи	1	1
508	стороны в	1	1
509	на фоне	1	1
510	на новую	1	1
511	о себе	2	1
512	на чем	1	1
513	к его	2	1
514	мы говорим	1	1
515	в строгом	1	1
516	всех людей	1	1
517	и временных	1	1
518	к своему	1	1
519	он говорит	1	1
520	теми же	1	1
521	для обозначения	1	1
522	границ между	2	1
523	замечательный образец	1	1
524	в точке	3	1
525	есть как	2	1
526	происходит в	1	1
527	для понимания	2	1
528	ему о	1	1
529	этого слова	2	1
530	не является	4	1
531	слова и	2	1
532	в условиях	1	1
533	жизнь человеческого	1	1
534	только для	1	1
535	героя в	1	1
536	граница между	1	1
537	литературе в	1	1
538	в мировой	1	1
539	носа у	1	1
540	тем и	1	1
541	не существует	1	1
542	не подлежит	1	1
543	имеет дело	1	1
544	в настоящее	1	1
545	тот кто	2	1
546	себя самого	1	1
547	мира с	1	1
548	их восприятия	1	1
549	природе и	1	1
550	жизни а	1	1
551	отношению к	9	1
552	начале этой	1	1
553	прямо как	1	1
554	всего эпизода	1	1
555	чувство же	1	1
556	по поводу	1	1
557	узком и	1	1
558	в противоположность	3	1
559	в таком	1	1
560	индивидуальной жизни	1	1
