1	и не	16	31
376	выбора в	1	1
377	того чтобы	2	1
378	жизни как	4	1
379	такими же	1	1
380	с нею	1	1
381	о чем-то	1	1
382	по крайней	1	1
383	свою речь	1	1
384	каждая из	1	1
385	иметь в	1	1
386	кругозоров в	1	1
387	для героя	1	1
388	в частности	13	1
389	позиции и	1	1
390	и мира	1	1
391	их восприятия	1	1
392	того что	5	1
393	по типу	1	1
394	известном смысле	1	1
395	время оно	1	1
396	не столько	4	1
397	здесь не	2	1
398	повесть о	2	1
399	нет в	1	1
400	например не	1	1
401	не друг	1	1
402	что касается	1	1
403	с самим	2	1
404	то она	1	1
405	пушкиным в	1	1
406	художественном произведении	1	1
407	личности и	3	1
408	или иных	1	1
409	их взаимная	1	1
410	может и	1	1
411	мы имеем	4	1
412	событий в	1	1
413	второй план	1	1
414	но из	1	1
415	и многих	1	1
416	различных художественных	1	1
417	руках и	1	1
418	не появляется	1	1
419	бы быть	1	1
420	характерное для	1	1
421	к чужому	1	1
422	и совершенно	1	1
423	лежат в	1	1
424	однако с	2	1
425	завершенность и	1	1
426	другом но	1	1
427	чего нет	1	1
428	этого слова	1	1
429	и по	2	1
430	могла бы	2	1
431	перед тем	1	1
432	место в	4	1
433	и завершенный	1	1
434	имеем в	1	1
435	не средство	1	1
436	его личности	1	1
437	мира где	1	1
438	художественного произведения	3	1
439	что достоевский	1	1
440	в рамках	8	1
441	в настоящее	1	1
442	не имеет	1	1
443	художников слова	1	1
444	к тому	4	1
445	себе а	1	1
446	не путем	1	1
447	во мне	2	1
448	одно слово	1	1
449	к которому	4	1
450	достоевского оно	1	1
451	речь о	1	1
452	и становится	1	1
453	от внешней	1	1
454	для этого	1	1
455	если не	1	1
456	сама по	2	1
457	выпадает из	1	1
458	к содержанию	3	1
459	и другие	1	1
460	всего в	1	1
461	в качестве	19	1
462	позиций и	1	1
463	один голос	1	1
464	многих сознаний	1	1
465	своей значимости	1	1
466	на ее	1	1
467	художественной формы	1	1
468	он должен	3	1
469	в точке	3	1
470	в случае	1	1
471	нас самих	2	1
472	быть не	1	1
473	противном случае	2	1
474	только к	1	1
475	не все	2	1
476	утрачивает свою	1	1
477	некоторого единого	1	1
478	к автору	1	1
479	она может	1	1
480	художественного восприятия	4	1
481	которому принадлежит	1	1
482	весь целиком	2	1
483	ее в	1	1
484	же по	1	1
485	людей в	1	1
486	главного героя	1	1
487	его сознании	1	1
488	как уже	3	1
489	только и	1	1
490	ним как	1	1
491	со стороны	4	1
492	в какой	1	1
493	во всех	2	1
494	иного рода	1	1
495	полной мере	1	1
496	может служить	1	1
497	для такого	2	1
498	чужому слову	1	1
499	его сознание	1	1
500	рядом в	1	1
501	сознание не	1	1
502	в таком	3	1
503	о том	2	1
504	это было	1	1
505	как рассказчик	1	1
506	всего романа	1	1
507	так называемого	1	1
508	жизнь в	1	1
509	тогда как	13	1
510	и притом	2	1
511	известной степени	2	1
512	является таким	1	1
513	сознания при	1	1
514	или напротив	2	1
515	личность как	1	1
516	но только	1	1
517	новой художественной	1	1
518	литературное произведение	1	1
519	себя в	8	1
520	себе в	1	1
521	оказывается уже	2	1
522	к жизненному	1	1
523	можно лишь	1	1
524	что все	1	1
525	в области	3	1
526	в совершенно	1	1
527	на которой	1	1
528	от всех	2	1
529	при условии	2	1
530	но самое	1	1
531	тем же	1	1
532	завершающая его	1	1
533	или точнее	1	1
534	и больше	2	1
535	становится сама	1	1
536	литературных произведений	2	1
537	одновременно он	1	1
538	ведет к	2	1
539	впрочем и	1	1
540	между людьми	1	1
541	одной из	2	1
542	не будет	3	1
543	как совокупность	1	1
544	является его	1	1
545	быть назван	1	1
546	самому герою	1	1
547	первой части	1	1
548	ни одно	1	1
549	есть его	1	1
550	если мы	1	1
551	ведется рассказчиком	1	1
552	он еще	1	1
553	авторской позиции	3	1
554	который в	1	1
555	в нашем	2	1
556	настоящее время	1	1
557	сознания в	4	1
558	исходит из	1	1
559	весь мир	1	1
560	но если	1	1
561	впервые в	1	1
562	или иного	3	1
563	из этих	1	1
564	в момент	1	1
565	не для	1	1
566	разрушение этого	1	1
567	авторский кругозор	1	1
568	строго говоря	1	1
569	между сознаниями	1	1
570	лишает их	1	1
571	бы несколько	1	1
572	я в	11	1
573	об этом	2	1
574	введенное в	1	1
575	роль в	2	1
576	здесь остается	1	1
577	отношения между	1	1
578	не могло	2	1
579	может выступать	2	1
580	ориентировано на	1	1
581	тех или	1	1
582	случае если	1	1
583	бытия и	1	1
584	том и	2	1
585	особенности в	1	1
586	мира а	1	1
587	к ним	1	1
588	автора с	1	1
589	в виду	3	1
590	что не	1	1
591	этой точки	1	1
592	при всей	2	1
593	в особенности	1	1
594	должен быть	1	1
595	места в	1	1
596	роман и	1	1
597	не оставляющей	1	1
598	же как	1	1
599	с чужим	1	1
600	к его	3	1
601	как более	1	1
602	за пределами	2	1
603	собою в	2	1
604	а на	4	1
605	глубже чем	1	1
606	но чтобы	1	1
607	времени в	2	1
608	в русской	3	1
609	в каком	1	1
610	или иным	3	1
611	в более	1	1
612	одно и	3	1
613	его произведений	1	1
614	внутренней свободой	1	1
615	существенный момент	1	1
616	та или	1	1
617	быть или	1	1
618	ее составе	1	1
619	это тоже	2	1
620	нами не	1	1
621	в чистом	1	1
622	воспринимать ее	1	1
623	к миру	1	1
624	художественных произведений	1	1
625	к области	3	1
626	совершенно иной	2	1
627	настоящего времени	1	1
628	более или	5	1
629	то время	1	1
630	приводящего к	1	1
631	время и	1	1
632	от своего	1	1
633	быть и	1	1
634	только при	1	1
635	или менее	5	1
636	ничто не	1	1
637	вступает в	1	1
638	искусства и	1	1
639	теории искусства	1	1
640	не всякий	1	1
641	что даже	1	1
642	по этому	1	1
643	в искусстве	7	1
644	мире по	1	1
645	такого рода	9	1
646	переход к	1	1
647	документ но	1	1
648	ему не	1	1
649	мире на	2	1
650	своего рода	8	1
651	которого он	1	1
652	к явлениям	1	1
653	не всегда	1	1
654	xviii века	1	1
655	него но	1	1
656	в литературном	1	1
657	и внутреннюю	1	1
658	высказывания и	2	1
659	на этом	2	1
660	что каждый	2	1
661	что для	1	1
662	единства в	1	1
663	условии что	1	1
664	из них	1	1
665	для того	2	1
666	для данного	1	1
667	в другом	4	1
668	в состоянии	1	1
669	в одно	1	1
670	лишь в	3	1
671	помимо его	1	1
672	только такие	1	1
673	дистанции между	1	1
674	на раскрытие	1	1
675	как элемент	1	1
676	в бытии	1	1
677	он говорит	1	1
678	героя это	1	1
679	значение для	1	1
680	и внутренняя	1	1
681	идея или	1	1
682	становления и	1	1
683	крайней мере	1	1
684	и особенно	2	1
685	герой из	1	1
686	можно сказать	5	1
687	нему как	1	1
688	наташи ростовой	1	1
689	прямого авторского	1	1
690	как художественное	2	1
691	одного и	3	1
692	а перед	1	1
693	то в	1	1
694	слова не	2	1
695	внутренне не	1	1
696	из условий	1	1
697	не была	1	1
698	такова например	1	1
699	точно так	1	1
700	зависит от	1	1
701	опоры вне	1	1
702	времени и	2	1
703	бы ни	1	1
704	на свою	2	1
705	субъективного порядка	1	1
706	в аспекте	2	1
707	во внешних	1	1
708	как впрочем	1	1
709	он от	1	1
710	к предмету	1	1
711	авторская позиция	1	1
712	что они	1	1
713	во втором	3	1
714	даже самая	2	1
715	того или	3	1
716	этом случае	1	1
717	под определенным	1	1
718	но на	2	1
719	своему герою	1	1
720	толстого в	1	1
721	в полной	1	1
722	достигается не	1	1
723	в каждой	1	1
724	в известном	1	1
725	до известной	2	1
726	или иная	1	1
