N	2gram	Potebnia_M_3	Hudozhes
439	так как	13	1
440	человека есть	1	1
441	тем самым	7	1
442	что эта	2	1
443	как о	2	1
444	легко представить	1	1
445	например что	1	1
446	не могло	1	1
447	только не	2	1
448	каждый из	1	1
449	однако если	1	1
450	жизни не	3	1
451	невозможно но	1	1
452	в противоречие	1	1
453	определенности и	1	1
454	словесного выражения	1	1
455	напротив есть	1	1
456	такая же	2	1
457	и чувства	1	1
458	с но	3	1
459	мышления в	1	1
460	с другом	1	1
461	только от	3	1
462	с любовью	2	1
463	но напротив	1	1
464	не могут	5	1
465	когда мы	2	1
466	могут быть	3	1
467	же самое	1	1
468	что оно	11	1
469	как для	1	1
470	для его	1	1
471	в поле	1	1
472	находит в	2	1
473	он видит	1	1
474	на это	4	1
475	ничего общего	2	1
476	и которая	1	1
477	разные стороны	1	1
478	приходит к	1	1
479	из всего	1	1
480	чем не	1	1
481	нам о	1	1
482	в виду	1	1
483	свою очередь	3	1
484	данном случае	1	1
485	и говорит	1	1
486	с самого	1	1
487	выражения и	1	1
488	можно заметить	1	1
489	душа не	1	1
490	в образе	3	1
491	на нее	1	1
492	за то	1	1
493	того и	1	1
494	мог бы	1	1
495	во многом	2	1
496	с другою	1	1
497	него теперь	1	1
498	жизнь и	1	1
499	этой жизни	1	1
500	он сам	1	1
501	и внешней	1	1
502	нас и	1	1
503	даже не	1	1
504	но здесь	1	1
505	находится в	1	1
506	другому в	1	1
507	сводится к	1	1
508	и т.д	1	1
509	от такой	2	1
510	и т.п	1	1
511	не перед	1	1
512	обращается к	1	1
513	одного из	1	1
514	с личной	1	1
515	видит его	1	1
516	сознания есть	1	1
517	все его	1	1
518	для нас	20	1
519	с другой	7	1
520	нас в	1	1
521	как у	1	1
522	нет это	1	1
523	все в	2	1
524	она остается	1	1
525	в которую	1	1
526	во всех	1	1
527	творчества в	1	1
528	и человеком	1	1
529	на одном	1	1
530	одним только	2	1
531	в другой	1	1
532	и содержания	1	1
533	непосредственно в	1	1
534	что бы	1	1
535	как объект	1	1
536	как например	1	1
537	которое было	2	1
538	в двух	1	1
539	романа и	1	1
540	тот же	1	1
541	состояние души	2	1
542	в какой	2	1
543	почти ничего	1	1
544	в стороне	1	1
545	времени и	1	1
546	ему самому	2	1
547	между этими	1	1
548	и ее	1	1
549	к высшим	1	1
550	с одной	7	1
551	человека с	1	1
552	же и	3	1
553	есть в	3	1
554	в звуки	1	1
555	более или	3	1
556	я в	1	1
557	уже в	5	1
558	а напротив	2	1
559	всегда предполагает	1	1
560	в жизни	1	1
561	не составляет	2	1
562	не дает	2	1
563	когда оно	1	1
564	но совершенно	1	1
565	выразить это	1	1
566	его и	1	1
567	к содержанию	3	1
568	этот взгляд	1	1
569	эти два	1	1
570	ни с	1	1
571	жизни отсюда	1	1
572	одно из	5	1
573	представить себе	3	1
574	могло бы	1	1
575	и та	2	1
576	сами по	1	1
577	иначе как	1	1
578	произведения и	1	1
579	себя от	2	1
580	ее не	1	1
581	содержания а	1	1
582	в такое	1	1
583	художника и	2	1
584	отличие от	1	1
585	есть именно	1	1
586	далеким от	1	1
587	отдельного человека	1	1
588	и другому	1	1
589	что они	2	1
590	из двух	3	1
591	сменяя друг	1	1
592	говорится что	1	1
593	не один	2	1
594	не глядя	1	1
595	по своим	1	1
596	вслед за	3	1
597	словами но	1	1
598	фраза из	1	1
599	сказанное не	1	1
600	еще и	1	1
601	что для	4	1
602	можно назвать	1	1
603	же речь	1	1
604	которой нет	1	1
605	человека но	1	1
606	одной стороны	3	1
607	впечатления но	1	1
608	не на	1	1
609	действительности как	1	1
610	для человека	4	1
611	там где	3	1
612	что мы	8	1
613	одна и	1	1
614	не видит	1	1
615	следовало бы	1	1
616	не другое	1	1
617	со словом	4	1
618	но все	2	1
619	и столь	1	1
620	в природе	2	1
621	в данном	1	1
622	своей и	1	1
623	своей души	1	1
624	если оно	1	1
625	следует помнить	1	1
626	я так	1	1
627	видя в	1	1
628	относиться к	1	1
629	она есть	1	1
630	выражение лица	1	1
631	себя то	1	1
632	и там	1	1
633	быть только	4	1
634	происходит в	1	1
635	в ряду	3	1
636	друг с	1	1
637	при новых	1	1
638	или со	1	1
639	том смысле	3	1
640	быть не	2	1
641	было ни	1	1
642	него в	1	1
643	на пути	1	1
644	жизни с	1	1
645	внутренняя жизнь	1	1
646	но это	6	1
647	это был	1	1
648	и слово	6	1
649	в смысле	4	1
650	от друга	1	1
651	уже на	2	1
652	пор еще	1	1
653	в голову	1	1
654	отношения между	1	1
655	такого например	1	1
656	формы и	1	1
657	когда он	1	1
658	поэзии в	1	1
659	в данное	1	1
660	души в	1	1
661	к ряду	1	1
662	со своей	2	1
663	полагать что	1	1
664	тем более	4	1
665	с не	1	1
666	мы должны	4	1
667	всякий раз	1	1
668	сознания так	1	1
669	хотя в	1	1
670	не я	3	1
671	самому и	1	1
672	с он	1	1
673	давно уже	1	1
674	к ее	1	1
675	еще ничего	1	1
676	которая на	1	1
677	словами а	1	1
678	первый раз	1	1
679	необходимое условие	1	1
680	от своего	1	1
681	сказать что	5	1
682	на который	1	1
683	в свою	3	1
684	мы здесь	1	1
685	забывать что	1	1
686	взгляда на	1	1
687	в последнем	3	1
688	с такой	1	1
689	первом случае	2	1
690	в свое	2	1
691	для которой	1	1
692	самосознания и	1	1
693	разговоре с	1	1
694	мать и	1	1
695	как слово	3	1
696	случае если	1	1
697	и эта	1	1
698	я могу	1	1
699	во всяком	1	1
700	все что	4	1
