N	2gram	Tiupa_Teor_1	OGranits
375	только то	1	1
376	в контексте	3	1
377	тому что	2	1
378	быть и	2	1
379	между людьми	1	1
380	в условиях	1	1
381	литературы как	1	1
382	точно и	1	1
383	строя и	1	1
384	обратимся к	1	1
385	виду что	1	1
386	в то	6	1
387	эстетическим объектом	1	1
388	который пытается	1	1
389	тех или	3	1
390	ними и	1	1
391	того чтобы	1	1
392	объекта и	1	1
393	жизни когда	1	1
394	иметь в	1	1
395	синтаксической конструкции	1	1
396	не существует	1	1
397	отношений и	1	1
398	как система	2	1
399	и становится	1	1
400	однако если	2	1
401	или в	3	1
402	в самой	2	1
403	же время	5	1
404	протопопа аввакума	1	1
405	воспринимающее сознание	1	1
406	в основе	3	1
407	тем более	1	1
408	говоря словами	3	1
409	не объективно	1	1
410	потому что	3	1
411	связи с	1	1
412	и систематизации	1	1
413	счете к	1	1
414	в системе	1	1
415	не вполне	2	1
416	об этом	2	1
417	бы несколько	1	1
418	от первого	1	1
419	та или	1	1
420	не знает	3	1
421	языка в	4	1
422	исторической поэтики	1	1
423	сказать что	3	1
424	вечного и	1	1
425	речи и	2	1
426	впервые в	1	1
427	все то	1	1
428	поэтому не	1	1
429	которого только	1	1
430	не входит	1	1
431	языкового сознания	1	1
432	о литературе	2	1
433	что основной	1	1
434	с вещами	1	1
435	ее восприятия	1	1
436	с его	5	1
437	только о	1	1
438	в совокупности	1	1
439	же самое	1	1
440	вместе с	2	1
441	например в	1	1
442	по поводу	1	1
443	они не	1	1
