N	2gram	Losev_Prob_4	Tvorches
644	между ними	1	1
645	с ней	2	1
646	не знает	1	1
647	сказать что	7	1
648	была бы	2	1
649	но можно	1	1
650	совершенно не	3	1
651	тургенев и	1	1
652	но этот	2	1
653	или иного	3	1
654	к другим	1	1
655	и другие	1	1
656	или во	1	1
657	очень редко	1	1
658	это понятие	1	1
659	я могу	1	1
660	нас не	1	1
661	как на	1	1
662	том числе	1	1
663	смысле что	1	1
