N	2gram	Propp_Russ_1	Dialekti
409	же только	1	1
410	месяц и	2	1
411	например на	1	1
412	можем считать	1	1
413	оно не	1	1
414	если же	1	1
415	с существом	1	1
416	значения и	2	1
417	вывод что	3	1
418	на другой	1	1
419	почему и	1	1
420	то время	1	1
421	однако эта	1	1
422	на том	1	1
423	если они	1	1
424	и сам	1	1
425	что у	2	1
426	в образе	2	1
427	что также	1	1
428	и каждый	1	1
429	самого понятия	1	1
430	еще в	4	1
431	этим в	1	1
432	часто в	1	1
433	имеется в	1	1
434	основана на	1	1
435	выводу что	2	1
436	можно объяснить	2	1
437	нечто совсем	1	1
438	им не	1	1
439	при котором	1	1
440	но мы	1	1
441	и просто	1	1
442	можно встретить	1	1
443	должно было	2	1
444	чтобы получить	1	1
445	между тем	7	1
446	судить о	2	1
447	говорить об	1	1
448	природы и	2	1
449	исторического развития	1	1
450	представления о	1	1
451	или может	1	1
452	не так	1	1
453	на почве	1	1
454	сразу же	1	1
455	только сам	1	1
456	в какой	2	1
457	но ни	2	1
458	на природу	1	1
459	бы ни	1	1
460	это ни	1	1
461	есть в	1	1
462	вот что	1	1
463	можно установить	1	1
464	не можем	3	1
465	уже в	1	1
466	борьбы с	2	1
467	и существует	1	1
468	изображается как	4	1
469	не дает	1	1
470	и других	7	1
471	но совершенно	1	1
472	совсем другое	1	1
473	земли и	1	1
474	от другого	1	1
475	или как	1	1
476	прибавить что	1	1
477	с этими	1	1
478	для них	3	1
479	у него	2	1
480	от того	1	1
481	нет его	1	1
482	смерти и	1	1
483	в очень	1	1
484	очень подробно	1	1
485	же деле	1	1
486	своем значении	1	1
487	имеет тот	1	1
488	не были	2	1
489	сюда же	1	1
490	представления но	1	1
491	из других	1	1
492	такое же	2	1
493	мы еще	1	1
494	и др	4	1
495	говорят об	1	1
496	связано с	1	1
497	самом же	1	1
498	и самый	1	1
499	в белом	1	1
500	его как	2	1
501	на весь	2	1
502	вопрос можно	1	1
503	становится на	1	1
504	там где	2	1
505	жизнь в	1	1
506	становится ясным	1	1
507	если не	1	1
508	уже давно	1	1
509	видели в	1	1
510	вместе с	10	1
511	представить себе	1	1
512	а сами	2	1
513	в меру	1	1
514	же с	1	1
515	в духе	1	1
516	по нему	1	1
517	не дают	1	1
518	наряду с	1	1
519	перед нами	1	1
520	что всякое	1	1
521	с которым	1	1
522	по существу	4	1
523	друг с	1	1
524	xix в	13	1
525	и смерти	1	1
526	вверх и	1	1
527	как из	1	1
528	нему а	1	1
529	что мы	1	1
530	видно что	6	1
531	между прочим	2	1
532	очень большой	1	1
533	но для	1	1
534	ни другие	1	1
535	кроме того	1	1
536	только одна	1	1
537	форм и	1	1
538	этих случаях	1	1
539	для предохранения	1	1
540	он видел	1	1
541	есть некоторая	1	1
542	уже на	1	1
543	хотя они	1	1
544	при таком	1	1
545	наличие разных	1	1
546	о котором	1	1
547	это как	1	1
548	для нас	6	1
549	также не	1	1
550	а также	3	1
551	между ними	1	1
552	не что	2	1
553	только о	1	1
554	уже нельзя	1	1
555	это та	1	1
556	и другие	13	1
557	они не	1	1
558	из чего	1	1
559	в таком	1	1
560	все что	1	1
