N	2gram	Tiupa_Lite_3	OGranits
317	обратиться к	1	1
318	в хх	3	1
319	к более	1	1
320	о которых	1	1
321	не было	1	1
322	она и	2	1
323	а на	2	1
324	соприкасается с	1	1
325	все равно	1	1
326	далеко не	2	1
327	в.м жирмунского	1	1
328	из наиболее	1	1
329	у такого	1	1
330	не всегда	2	1
331	к литературному	1	1
332	он и	2	1
333	и вне	1	1
334	как ни	1	1
335	все время	3	1
336	объекта в	2	1
337	отнюдь не	3	1
338	с миром	1	1
339	должно быть	4	1
340	него не	2	1
341	автора и	2	1
342	и тогда	2	1
343	соприкасающийся с	1	1
344	если не	2	1
345	момента в	1	1
346	хх века	11	1
347	или менее	1	1
348	но при	1	1
349	одно дело	2	1
350	чувствуем что	1	1
351	внимания к	1	1
352	эти слова	2	1
353	художественного творчества	2	1
354	в строке	1	1
355	ко всем	1	1
356	как это	3	1
357	путь от	1	1
358	за которым	1	1
359	в отличие	5	1
360	мысли и	1	1
361	художника оказывается	1	1
362	к этому	2	1
363	такого рода	10	1
364	тому как	3	1
365	и вот	2	1
366	и там	1	1
367	высказывания и	1	1
368	тем не	1	1
369	как средство	1	1
370	сознание что	1	1
371	и более	1	1
372	в ряду	1	1
373	и наоборот	2	1
374	в последнем	1	1
375	быть не	2	1
376	не создает	1	1
377	что такое	1	1
378	в контексте	1	1
379	тому что	1	1
380	между людьми	2	1
381	до конца	4	1
382	о помощи	1	1
383	вплоть до	2	1
384	но это	1	1
385	слово для	1	1
386	в пространство	1	1
387	в начале	4	1
388	точно и	1	1
389	почти никогда	1	1
390	в то	9	1
391	как о	2	1
392	мысли в	1	1
393	к другим	1	1
394	пространство и	1	1
395	к новым	1	1
396	знает категории	1	1
397	поэта как	1	1
398	мы все	1	1
399	именно этого	1	1
400	того чтобы	2	1
401	объекта и	2	1
402	в самых	1	1
403	но такой	1	1
404	как система	1	1
405	однако если	3	1
406	его творческого	1	1
407	о всемирном	1	1
408	же время	7	1
409	воспринимающее сознание	1	1
410	лишь как	1	1
411	является той	1	1
412	в основе	5	1
413	же остается	1	1
414	вообще в	1	1
415	за исключением	1	1
416	из существеннейших	1	1
417	а лишь	2	1
418	говоря словами	3	1
419	потому что	3	1
420	бы по	1	1
421	связи с	2	1
422	себе на	2	1
423	этом отношении	5	1
424	не вполне	2	1
425	это все	1	1
426	не знает	2	1
427	исторической поэтики	1	1
428	сказать что	1	1
429	когда мы	1	1
430	ли не	1	1
431	с его	6	1
432	его понимании	1	1
433	же самое	2	1
434	вместе с	5	1
435	раньше не	1	1
436	например в	3	1
437	как некая	1	1
438	этой точки	1	1
439	они не	1	1
