N	2gram	Bakhtin_Fr_1	Poddanst
203	в самом	4	1
204	в условиях	13	1
205	но как	3	1
206	в которой	1	1
207	во времени	1	1
208	чуть ли	1	1
209	из этих	2	1
210	человека с	1	1
211	в известном	1	1
212	уже в	1	1
213	во многих	2	1
214	в большинстве	2	1
215	только на	2	1
216	и положительной	1	1
217	на то	1	1
218	но на	3	1
219	получили в	1	1
220	в мир	2	1
221	не могла	1	1
222	этого процесса	1	1
223	к миру	1	1
224	только к	1	1
225	под ногами	1	1
226	мир в	3	1
227	одно из	6	1
228	к ним	1	1
229	друг друга	3	1
230	века в	5	1
231	и только	1	1
232	и по	2	1
233	с собой	1	1
234	культуры ее	1	1
235	многих других	1	1
236	а затем	2	1
237	тем в	1	1
238	связанные с	1	1
239	не были	3	1
240	ней и	1	1
241	или иной	5	1
242	из всех	2	1
243	развития в	1	1
244	на этой	3	1
245	большинстве случаев	2	1
246	раннего средневековья	1	1
247	его в	7	1
248	ощущается как	1	1
249	связаны с	3	1
250	дать еще	1	1
251	полноте и	1	1
252	жизни народа	1	1
253	весь мир	3	1
254	были в	2	1
255	что не	2	1
256	в это	2	1
257	или хотя	1	1
258	в живом	1	1
259	могут показаться	1	1
260	последующие века	1	1
261	где он	1	1
262	мир от	2	1
263	далеко не	3	1
264	не исключает	1	1
265	в этой	4	1
266	как и	5	1
267	и уже	1	1
268	и некоторых	1	1
269	в свете	2	1
270	философской мысли	1	1
271	и многие	2	1
272	в развитии	1	1
273	рождается и	1	1
274	и еще	4	1
275	эту эпоху	1	1
276	отрыве от	3	1
277	и при	1	1
278	работы в	1	1
279	и особенно	2	1
280	из мира	3	1
281	всяком случае	1	1
282	все основные	1	1
283	место в	1	1
284	в отличие	4	1
285	мысли и	4	1
286	будем касаться	1	1
287	культуры можно	1	1
288	можно говорить	3	1
289	европы в	1	1
290	что было	1	1
291	отдельности и	1	1
292	как к	1	1
293	и более	1	1
294	там где	1	1
295	друг с	1	1
296	и судьбы	2	1
297	уже несколько	1	1
298	религиозного подъема	1	1
299	ни были	1	1
300	и вся	1	1
301	и очень	2	1
302	и чистоте	1	1
303	в формах	1	1
304	сущности не	1	1
305	в основном	2	1
306	мира первая	1	1
307	от многих	1	1
308	xviii века	2	1
309	стремление к	2	1
310	с которой	1	1
311	она не	1	1
312	что с	1	1
313	но для	3	1
314	которые были	1	1
315	своего существования	1	1
316	противоречии с	1	1
317	и образы	2	1
318	того чтобы	1	1
319	нем в	2	1
320	никогда не	6	1
321	в результате	1	1
322	в настоящее	1	1
323	пр в	1	1
324	с двух	1	1
325	этих двух	2	1
326	степени чем	2	1
327	они являются	2	1
328	исторической действительности	1	1
329	и которая	1	1
330	и народной	1	1
331	что по	1	1
332	в наши	2	1
333	другой стороны	1	1
334	в этих	2	1
335	в смене	1	1
336	народной стихии	1	1
337	каким оно	1	1
338	чем как	1	1
339	всеми его	1	1
340	на фоне	3	1
341	нет ничего	3	1
342	конечно и	3	1
343	из тех	2	1
344	половины xix	2	1
345	отношением к	1	1
346	они как	1	1
347	к формам	1	1
348	и наряду	1	1
349	и именно	2	1
350	одновременно и	2	1
351	что все	1	1
352	есть и	1	1
353	ли не	1	1
354	в других	3	1
355	ни к	2	1
356	начала в	4	1
357	числе и	7	1
358	ни на	2	1
359	и другие	8	1
360	это в	4	1
361	что при	1	1
362	в последующие	1	1
363	во всяком	1	1
364	многие из	2	1
365	они не	1	1
