N	2gram	Voloshinov_1	KFilosof
384	культурного творчества	1	1
385	на все	1	1
386	к такой	1	1
387	и к	6	1
388	считаем нужным	1	1
389	сознание в	1	1
390	они не	2	1
391	по самому	1	1
392	момента в	2	1
393	этим не	1	1
394	с ее	4	1
395	со всех	1	1
396	бездна между	1	1
397	следует что	1	1
398	и через	2	1
399	т.е как	1	1
400	освободиться от	1	1
401	ее в	2	1
402	с которым	1	1
403	на почве	1	1
404	в душе	2	1
405	связанная с	1	1
406	человека и	1	1
407	любви к	1	1
408	для самого	1	1
409	на границе	2	1
410	и говорить	2	1
411	своей жизни	2	1
412	были в	1	1
413	конечном счете	2	1
414	ориентируется в	1	1
415	говоря о	1	1
416	своего развития	1	1
417	во власти	1	1
418	и т.п	2	1
419	и лежат	1	1
420	его все	2	1
421	я в	1	1
422	их а	1	1
423	мире и	1	1
424	человека конечно	1	1
425	мы должны	1	1
426	и о	2	1
427	но к	1	1
428	зависимости от	1	1
429	основных чертах	1	1
430	как я	1	1
431	находится в	2	1
432	один из	2	1
433	лучше всего	1	1
434	все люди	1	1
435	месте и	1	1
436	же и	1	1
437	при таком	1	1
438	от своего	1	1
439	всяком случае	3	1
440	и таким	2	1
441	том смысле	1	1
442	с чем	1	1
443	характер и	1	1
444	и можно	1	1
445	в человеке	1	1
446	оно ни	1	1
447	творчества и	1	1
448	это было	1	1
449	не он	1	1
450	ту же	2	1
451	по поводу	1	1
452	сам же	1	1
453	это приводит	1	1
454	и начало	1	1
455	что эти	1	1
456	моменты или	1	1
457	человека как	1	1
458	что конечно	1	1
459	но оно	3	1
460	и др	3	1
461	только не	1	1
462	одна из	1	1
463	событие жизни	1	1
464	себе свою	1	1
465	мы уже	2	1
466	что мир	1	1
467	на этом	3	1
468	свой смысл	1	1
469	и входит	1	1
470	все сплошь	1	1
471	в самом	2	1
472	только для	5	1
473	социальные и	1	1
474	как таковым	1	1
475	мысли и	4	1
476	мы видим	2	1
477	есть еще	1	1
478	действительно бывшем	1	1
479	мы можем	9	1
480	в историю	2	1
481	она не	1	1
482	не являются	1	1
483	определения и	1	1
484	что мы	2	1
485	с этим	2	1
486	в единую	1	1
487	несмотря на	1	1
488	их в	3	1
489	абстрактные моменты	1	1
490	нет ничего	1	1
491	события его	1	1
492	той же	1	1
493	в этот	2	1
494	разрыва между	1	1
495	пробиться к	1	1
496	из предшествующего	1	1
497	по принципу	1	1
498	здесь же	2	1
499	столь же	1	1
500	все и	2	1
501	но отнюдь	2	1
502	же самое	1	1
503	в конечном	3	1
504	мы живем	1	1
505	но нет	1	1
506	пр и	3	1
507	в духе	1	1
508	не был	1	1
509	жизнь человека	1	1
510	все что	4	1
511	его не	1	1
512	т.е только	1	1
513	единство в	1	1
514	биологический и	1	1
515	целом это	1	1
516	о его	1	1
517	не подлежит	1	1
518	не следует	1	1
519	говорить об	1	1
520	ли будет	1	1
521	сознания т.е	1	1
522	плотью и	1	1
523	этом пути	1	1
524	жизни рождение	1	1
525	делает его	1	1
526	что она	1	1
527	исключительно на	1	1
528	мы только	1	1
529	по которой	1	1
530	если мы	2	1
531	может стать	1	1
532	не будем	1	1
533	выходит из	1	1
534	а во	1	1
535	светом в	1	1
536	же на	1	1
537	так как	4	1
538	в движение	1	1
539	только на	3	1
540	нем нет	2	1
541	и желания	1	1
542	в философии	1	1
543	уже и	1	1
544	поэтому и	2	1
545	даже более	1	1
546	ее не	1	1
547	рождение и	2	1
548	все моменты	1	1
549	ни один	1	1
550	шопенгауэр и	1	1
551	и психологический	1	1
552	она может	1	1
553	только путем	1	1
554	ее самой	1	1
555	и по	2	1
556	мог бы	1	1
557	на пользу	1	1
558	только себя	1	1
559	является и	1	1
560	к следующему	2	1
561	он будет	1	1
562	акт ее	1	1
563	к предмету	1	1
