N	2gram	Tiupa_Vved_1	Poddanst
310	находятся в	1	1
311	но где	1	1
312	это сделать	1	1
313	и притом	1	1
314	что жизнь	1	1
315	как она	1	1
316	и слабость	1	1
317	другой стороны	2	1
318	только что	1	1
319	и теперь	1	1
320	в этих	3	1
321	в смене	1	1
322	в случаях	2	1
323	но возможно	2	1
324	составляющих ее	1	1
325	на фоне	2	1
326	нет ничего	1	1
327	и внутренне	1	1
328	является и	1	1
329	при сохранении	1	1
330	когда ее	1	1
331	что все	1	1
332	ли не	2	1
333	числе и	1	1
334	к духовному	1	1
335	частности в	2	1
336	к сожалению	1	1
337	к этой	1	1
338	вместе с	1	1
339	ее по	1	1
340	который не	1	1
341	во всяком	1	1
342	они не	1	1
343	гораздо более	1	1
