N	2gram	Potebnia_M_4	Mirosoze
318	бы для	1	1
319	человеческой души	1	1
320	в мыслях	1	1
321	должна быть	1	1
322	очень далеко	1	1
323	это совершенно	1	1
324	мы не	8	1
325	что если	6	1
326	большую роль	1	1
327	не была	1	1
328	еще до	3	1
329	говорить о	5	1
330	значение всегда	1	1
331	и над	1	1
332	степени как	1	1
333	и этого	1	1
334	на них	1	1
335	быть в	1	1
336	и связь	1	1
337	тем как	2	1
338	а следовательно	1	1
339	не оставляет	1	1
340	себе он	1	1
341	значение и	2	1
342	сознания не	1	1
343	только тогда	5	1
344	не все	1	1
345	в новом	1	1
346	нет и	1	1
347	за пределы	1	1
348	земного шара	1	1
349	нет как	1	1
350	которые не	2	1
351	я представляю	2	1
352	он думает	2	1
353	с этим	7	1
354	с себя	1	1
355	могли бы	4	1
356	и как	2	1
357	его к	2	1
358	образа если	1	1
359	не быть	1	1
360	явления и	2	1
361	формы в	3	1
362	человечества не	1	1
363	все эти	3	1
364	то я	1	1
365	во многих	2	1
366	человека ибо	1	1
367	ничего и	1	1
368	бы только	2	1
369	только один	1	1
370	не приводит	1	1
371	на то	7	1
372	цену но	1	1
373	эту мысль	2	1
374	этой природы	1	1
375	и другим	3	1
376	перестает быть	1	1
377	они в	1	1
378	отношений между	2	1
379	наших глазах	1	1
380	что ни	1	1
381	имел бы	1	1
382	но все	1	1
383	значительной степени	2	1
384	в другом	1	1
385	него равно	1	1
386	об этом	2	1
387	и менее	1	1
388	с целью	1	1
389	входит в	1	1
390	за собою	2	1
391	вот например	1	1
392	люди не	1	1
393	было бы	8	1
394	он есть	1	1
395	трудом и	1	1
396	и тем	4	1
397	есть всегда	3	1
398	из первых	1	1
399	был поставлен	1	1
400	через то	1	1
401	она и	2	1
402	он из	1	1
403	к которым	3	1
404	жизни то	1	1
405	с тем	7	1
406	в развитии	1	1
407	их вовсе	1	1
408	перед собой	1	1
409	переносится в	1	1
410	бы на	1	1
411	но если	1	1
412	от своего	1	1
413	человеку как	1	1
414	что такое	7	1
415	есть первичное	1	1
416	человека хотя	1	1
417	и без	2	1
418	нас может	1	1
419	не подозревает	1	1
420	в котором	4	1
421	с точки	3	1
422	к одному	3	1
423	существует для	1	1
424	в которых	3	1
425	своего рода	1	1
426	признать что	2	1
427	сходства с	1	1
428	ответить на	3	1
429	духа так	1	1
430	значение для	1	1
431	стало быть	8	1
432	одном из	2	1
433	то так	2	1
434	и более	4	1
435	их в	3	1
436	человека перед	1	1
437	и потом	1	1
438	не встречает	1	1
439	но они	1	1
440	человечества и	1	1
441	как о	1	1
442	к этим	1	1
443	не по	1	1
444	жизни из	1	1
445	не производит	1	1
446	в самых	1	1
447	во всякой	1	1
448	следовательно и	1	1
449	о природе	1	1
450	на два	1	1
451	повсюду у	1	1
452	или как	1	1
453	нее нет	1	1
454	можно видеть	2	1
455	ту сторону	1	1
456	есть то	4	1
457	был прежде	1	1
458	в сознании	4	1
459	не принадлежит	1	1
460	сами не	2	1
461	того же	1	1
462	до того	3	1
463	уже и	2	1
464	что на	2	1
465	а мы	3	1
466	не потому	1	1
467	в нее	3	1
468	его для	1	1
469	не могут	2	1
470	ее на	1	1
471	истории не	1	1
472	лежит в	1	1
473	бы он	1	1
474	уже было	2	1
475	мысли о	2	1
476	как человек	3	1
477	и слишком	1	1
478	друга до	1	1
479	как не	1	1
480	в ее	2	1
481	к нам	1	1
482	на той	2	1
483	х и	1	1
484	в пределах	1	1
485	роль в	1	1
486	в xix	1	1
487	как с	1	1
488	и сам	1	1
489	невозможно и	1	1
490	на нее	3	1
491	не с	2	1
492	к тем	1	1
493	мира и	1	1
494	думает что	1	1
495	на что	1	1
496	в словах	1	1
497	сама она	2	1
498	мысль не	1	1
499	с человеком	1	1
500	связанная с	3	1
501	находится в	5	1
502	а также	1	1
503	ее образ	1	1
504	в самой	2	1
505	на вопрос	4	1
506	видеть на	1	1
507	что такой	1	1
508	теперь и	1	1
509	другому в	1	1
510	может не	1	1
511	до известной	2	1
512	он берет	1	1
513	все в	2	1
514	как нет	2	1
515	две формы	1	1
516	каждый человек	1	1
517	это в	1	1
518	во втором	1	1
519	народ как	1	1
520	стояли на	1	1
521	и только	3	1
522	сойти с	1	1
523	из моментов	1	1
524	на наших	1	1
525	и об	1	1
526	происходит в	2	1
527	но судьба	1	1
528	ближнему и	1	1
529	но так	2	1
530	но раз	1	1
531	что лишь	1	1
532	вне себя	1	1
533	известного рода	1	1
534	сознание в	1	1
535	чтобы оправдать	1	1
536	в природе	1	1
537	бы ни	2	1
538	эту гармонию	1	1
539	не то	5	1
540	его жизнь	1	1
541	есть я	1	1
542	и у	2	1
543	и они	2	1
544	на высоте	1	1
545	не из	5	1
546	но есть	4	1
547	а потому	1	1
548	никто не	2	1
549	в пространстве	1	1
550	от тех	1	1
551	смысле этого	1	1
552	но что	2	1
553	бытия и	1	1
554	из нее	2	1
555	другому и	1	1
556	этом отношении	1	1
557	бы это	1	1
558	представляю себе	3	1
559	жизнь как	1	1
560	великой цели	1	1
561	не были	2	1
562	с другой	2	1
563	полное равенство	1	1
564	души ее	1	1
565	страдания в	1	1
566	вслед за	1	1
567	и прежде	2	1
568	и быть	2	1
569	и русские	1	1
570	во второй	1	1
571	такое же	2	1
572	а с	1	1
573	прежде не	1	1
574	своего собственного	1	1
575	больше и	1	1
576	может ли	1	1
577	у человека	1	1
578	мире для	1	1
579	дойти до	1	1
580	вопрос можно	1	1
581	на эту	1	1
582	от всех	1	1
583	умственной жизни	1	1
584	связь с	1	1
585	другая сторона	2	1
586	быть названо	4	1
587	на самом	3	1
588	независимо от	6	1
589	того чем	1	1
590	человек для	1	1
591	xix века	1	1
592	по своему	2	1
593	в той	4	1
594	достигается в	1	1
595	а между	4	1
596	а потом	1	1
597	о человеке	3	1
598	есть одна	2	1
599	века и	1	1
600	такие явления	1	1
601	него есть	1	1
602	многих других	1	1
603	стремления к	1	1
604	про себя	1	1
605	этого слова	7	1
606	этот не	1	1
607	я сам	1	1
608	все это	5	1
609	всякое движение	1	1
610	во мне	1	1
611	друга потому	1	1
612	изменения в	1	1
613	тот путь	1	1
614	быть результатом	1	1
615	это можно	2	1
616	а все	1	1
617	как теперь	2	1
618	из себя	2	1
619	той или	1	1
620	мы должны	2	1
621	ни к	2	1
622	только что	3	1
623	люди которые	2	1
624	то стало	1	1
625	могли быть	1	1
626	от всякого	1	1
627	себе всю	1	1
628	а о	1	1
629	самая главная	1	1
630	между ними	4	1
631	происходит на	1	1
632	для исследования	1	1
633	была бы	1	1
634	которым это	1	1
635	по которой	1	1
636	из этого	2	1
637	в свое	1	1
638	это так	1	1
639	уже есть	2	1
640	а может	2	1
641	видим в	1	1
642	бы мысль	1	1
643	по поводу	4	1
644	открывает себя	1	1
645	как на	1	1
646	образ этот	1	1
