N	2gram	Potebnia_M_3	Literetu
112	произведения искусства	2	3
113	да и	1	3
114	жизни и	2	3
115	что в	17	3
116	а в	12	3
117	же и	3	3
118	во всяком	1	3
119	чтобы не	1	2
120	человека и	5	2
121	должно стать	1	2
122	того же	1	2
123	не остается	1	2
124	и то	8	2
125	самом деле	2	2
126	к своей	1	2
127	отношения между	1	2
128	из его	1	2
129	должна быть	1	2
130	та же	2	2
131	целый мир	2	2
132	в сущности	1	2
133	из того	2	2
134	то это	6	2
135	то он	2	2
136	а только	3	2
137	относится к	4	2
138	его я	3	2
139	общего с	1	2
140	мысль в	3	2
141	действительного мира	1	2
142	только то	1	2
143	все эти	1	2
144	из этих	9	2
145	но без	2	2
146	тому же	1	2
147	во многих	1	2
148	как он	1	2
149	с чем	1	2
150	в нем	9	2
151	не к	4	2
152	подобно тому	2	2
153	поэзии и	1	2
154	здесь как	3	2
155	было бы	9	2
156	в слове	32	2
157	от языка	1	2
158	от своего	1	2
159	что такое	2	2
160	как все	1	2
161	а как	2	2
162	с точки	1	2
163	жизни с	1	2
164	что я	5	2
165	я есть	1	2
166	для многих	1	2
167	тем не	3	2
168	однако в	1	2
169	даже в	2	2
170	раз и	1	2
171	нас самих	1	2
172	жизни не	3	2
173	в сознании	15	2
174	этом отношении	2	2
175	могут быть	3	2
176	к тому	7	2
177	в поле	1	2
178	должен быть	1	2
179	говоря уже	1	2
180	на том	1	2
181	в мире	1	2
182	о том	2	2
183	с одной	7	2
184	обращается к	1	2
185	не могло	1	2
186	между тем	9	2
187	по этому	1	2
188	только на	3	2
189	то и	6	2
190	что не	8	2
191	сознание есть	1	2
192	что для	4	2
193	не сам	1	2
194	для него	9	2
195	а потому	6	2
196	от сознания	1	2
197	тем что	7	2
198	одной стороны	3	2
199	за пределы	2	2
200	превращается в	1	2
201	этого не	3	2
202	не на	1	2
203	как представляется	1	2
204	если оно	1	2
205	тому как	5	2
206	под сенью	1	2
207	для понимания	4	2
208	художественное произведение	6	2
209	не является	1	2
210	которая в	1	2
211	тем более	4	2
212	не есть	17	2
213	не говоря	3	2
214	отношению к	5	2
215	на это	4	2
216	в искусстве	3	2
217	по поводу	4	2
218	которая не	2	2
219	если б	5	1
220	переходит к	1	1
221	о любви	2	1
222	на самом	1	1
223	только потому	3	1
224	свое место	2	1
225	оно было	1	1
226	в основании	2	1
227	мать и	1	1
228	есть такое	1	1
229	из ничего	1	1
230	который в	1	1
231	есть не	7	1
232	новый для	1	1
233	же следует	1	1
234	мы не	9	1
235	которую я	1	1
236	я как	5	1
237	до него	1	1
238	вопрос о	1	1
239	художественного произведения	5	1
240	есть нечто	4	1
241	ему в	2	1
242	и он	1	1
243	не иметь	1	1
244	речь без	1	1
245	произведение и	1	1
246	столько же	1	1
247	он был	1	1
248	он сам	1	1
249	как субъекта	1	1
250	быть в	1	1
251	бы то	1	1
252	в чем	3	1
253	только после	1	1
254	как деятельность	1	1
255	но как	2	1
256	ответ на	3	1
257	отношение к	2	1
258	в зеркале	1	1
259	тут же	2	1
260	основная задача	1	1
261	теперь не	2	1
262	что они	2	1
263	в настоящем	1	1
264	из таких	1	1
265	один и	1	1
266	и читатель	1	1
267	всех ее	1	1
268	первый взгляд	1	1
269	в одной	1	1
270	его на	1	1
271	о жизни	1	1
272	предметы и	1	1
273	перед нами	2	1
274	на человека	2	1
275	мы можем	3	1
276	и слова	2	1
277	могли бы	1	1
278	и как	5	1
279	на нас	2	1
280	для которой	1	1
281	имеет в	1	1
282	все существует	1	1
283	то в	1	1
284	со своей	2	1
285	в которой	3	1
286	если мы	1	1
287	большей части	2	1
288	право на	1	1
289	что к	1	1
290	а напротив	2	1
291	мы чувствуем	1	1
292	в образы	2	1
293	на то	2	1
294	так сказать	2	1
295	вытекающее из	1	1
296	его внутренняя	1	1
297	он не	4	1
298	же именно	1	1
299	первобытного человека	1	1
300	в понимании	1	1
301	едва ли	1	1
302	идеи и	2	1
303	к одному	5	1
304	в начале	3	1
305	и вот	1	1
306	и более	1	1
307	то самое	1	1
308	и по	4	1
309	художественное творчество	1	1
310	так например	2	1
311	ни был	1	1
312	не должно	1	1
313	но все	2	1
314	этом последнем	2	1
315	в каждом	3	1
316	а то	1	1
317	об этой	1	1
318	что скрыто	1	1
319	и с	2	1
320	его принадлежности	1	1
321	бы быть	2	1
322	знает что	1	1
323	это было	3	1
324	образом если	1	1
325	его личности	1	1
326	искусства в	1	1
327	в глазах	1	1
328	может стать	2	1
329	и мы	2	1
330	эту минуту	1	1
331	в них	5	1
332	в ее	2	1
333	с тем	7	1
334	не всегда	2	1
335	с такой	1	1
336	должно быть	5	1
337	потому и	1	1
338	всем своем	1	1
339	в один	4	1
340	этимологическое значение	1	1
341	на первый	1	1
342	в эту	1	1
343	в этих	1	1
344	о ком	1	1
345	места в	1	1
346	представить себе	3	1
347	на свою	2	1
348	в которых	2	1
349	в памяти	1	1
350	искусства а	2	1
351	принадлежит ему	2	1
352	по крайней	5	1
353	если бы	12	1
354	ни было	1	1
355	быть не	2	1
356	того кто	1	1
357	нам для	1	1
358	вовсе не	7	1
359	например и	1	1
360	что есть	2	1
361	между людьми	2	1
362	значение слова	5	1
363	в молитве	1	1
364	поэзии то	1	1
365	она не	2	1
366	как о	2	1
367	художника не	1	1
368	не имеет	6	1
369	тогда когда	9	1
370	нем же	1	1
371	только из	1	1
372	ее с	1	1
373	во время	2	1
374	и сама	1	1
375	на него	3	1
376	личности к	1	1
377	говорить о	3	1
378	когда они	1	1
379	оно вообще	1	1
380	отличное от	2	1
381	иметь в	2	1
382	но только	2	1
383	на котором	2	1
384	этого сознания	1	1
385	другой стороны	4	1
386	для нас	20	1
387	рождается в	1	1
388	уже и	1	1
389	в каком	5	1
390	с другом	1	1
391	в детстве	1	1
392	например что	1	1
393	своего я	1	1
394	уже о	1	1
395	из глубины	1	1
396	все то	1	1
397	я из	1	1
398	указание на	2	1
399	отличается от	1	1
400	свою личную	1	1
401	и другим	1	1
402	жизни это	1	1
403	и говорит	1	1
404	что при	3	1
405	отказаться от	2	1
406	одним и	3	1
407	быть назван	1	1
408	ничего общего	2	1
409	на предмет	2	1
410	относительно другого	1	1
411	как мы	7	1
412	искусство на	1	1
413	свою очередь	3	1
414	служит только	1	1
415	с каким	2	1
416	и от	4	1
417	так в	2	1
418	мысль о	5	1
419	в произведении	3	1
420	с самого	1	1
421	не те	1	1
422	на нее	1	1
423	или в	3	1
424	он говорит	2	1
425	с самим	1	1
426	каждого из	2	1
427	мог бы	1	1
428	к тем	2	1
429	по тому	5	1
430	а все	1	1
431	быть может	3	1
432	в словах	3	1
433	и здесь	1	1
434	и т.д	1	1
435	при котором	1	1
436	никак не	3	1
437	и что	10	1
438	очевидно что	5	1
439	его жизни	2	1
440	можно сказать	3	1
441	и который	1	1
442	как форма	1	1
443	подлежит сомнению	1	1
444	все в	2	1
445	по слову	1	1
446	к нему	3	1
447	во всех	1	1
448	я а	3	1
449	ее от	1	1
450	от них	2	1
451	этому поводу	1	1
452	на одном	1	1
453	такими же	1	1
454	что же	2	1
455	крайней мере	5	1
456	непосредственно в	1	1
457	вслед за	3	1
458	кроме игры	1	1
459	внешнее и	1	1
460	в художественной	1	1
461	отражением в	1	1
462	как внутренняя	1	1
463	бы вполне	1	1
464	к сознанию	2	1
465	внутреннего и	1	1
466	который бы	1	1
467	не мешает	1	1
468	более что	1	1
469	как объект	1	1
470	что художественное	2	1
471	без изменений	1	1
472	тот же	1	1
473	одной из	2	1
474	есть мысль	2	1
475	что даже	4	1
476	в какой	2	1
477	как я	1	1
478	гораздо более	1	1
479	не идет	1	1
480	впрочем и	2	1
481	между этими	1	1
482	бы ни	3	1
483	уединенной мысли	1	1
484	только при	2	1
485	однако с	1	1
486	мысль моя	1	1
487	не можем	3	1
488	в поэзии	1	1
489	в виде	2	1
490	минуту и	1	1
491	сознания так	1	1
492	кажется что	1	1
493	за ним	3	1
494	где бы	1	1
495	что будет	1	1
496	к мысли	3	1
497	самому и	1	1
498	пока не	1	1
499	слова в	7	1
500	в котором	4	1
501	в одном	2	1
502	в современном	1	1
503	никто не	3	1
504	произведения и	1	1
505	слово как	5	1
506	себя от	2	1
507	само собою	1	1
508	так как	13	1
509	самосознания в	1	1
510	отношении к	2	1
511	и бесконечно	1	1
512	отдельного человека	1	1
513	до тех	1	1
514	этого он	1	1
515	значение только	2	1
516	устранение из	1	1
517	один в	1	1
518	из двух	3	1
519	нужно было	1	1
520	со всем	1	1
521	что и	13	1
522	как сам	1	1
523	до сих	3	1
524	может и	1	1
525	истина и	1	1
526	как субъект	2	1
527	нельзя сказать	3	1
528	именно в	3	1
529	сфере языка	1	1
530	я был	1	1
531	чем он	1	1
532	на чем	2	1
533	может показаться	1	1
534	а с	2	1
535	себя и	4	1
536	слияния с	1	1
537	стремится к	1	1
538	например это	1	1
539	лучше самого	1	1
540	понятие о	2	1
541	только от	3	1
542	или с	2	1
543	душевной жизни	6	1
544	становится для	1	1
545	творчество в	1	1
546	прямо на	1	1
547	мы знаем	1	1
548	если не	4	1
549	между собою	6	1
550	впечатлений в	1	1
551	я говорю	1	1
552	и если	2	1
553	него в	1	1
554	эти слова	2	1
555	из мира	1	1
556	он уже	1	1
557	многих случаях	1	1
558	когда человеку	1	1
559	власть над	1	1
560	формы не	1	1
561	к своему	2	1
562	я так	1	1
563	и на	3	1
564	пример в	1	1
565	ко мне	1	1
566	многих других	1	1
567	на самое	1	1
568	тех пор	1	1
569	человека или	1	1
570	места и	1	1
571	как например	1	1
572	к новому	1	1
573	и о	2	1
574	сих пор	3	1
575	только для	1	1
576	природу и	1	1
577	между прочим	1	1
578	произведении искусства	4	1
579	и прозе	1	1
580	как может	1	1
581	можно назвать	1	1
582	из ряда	1	1
583	и внешнего	1	1
584	на читателя	1	1
585	и искусства	1	1
586	уже на	2	1
587	не подлежит	2	1
588	сознания и	1	1
589	и самому	1	1
590	за словом	2	1
591	в силах	1	1
592	а к	3	1
593	говоря о	4	1
594	от него	2	1
595	и все	3	1
596	собственно говоря	2	1
597	это может	1	1
598	на языке	1	1
599	от всего	3	1
600	только что	8	1
601	или не	1	1
602	целый ряд	2	1
603	я то	1	1
604	жизни в	1	1
605	его действительности	1	1
606	в свою	3	1
607	между ними	1	1
608	не знает	3	1
609	сказать что	5	1
610	только как	5	1
611	была бы	4	1
612	лишь тогда	2	1
613	поэзия есть	2	1
614	нашей мысли	4	1
615	я это	1	1
616	она по	1	1
617	друга а	1	1
618	в действительности	5	1
619	но эти	1	1
620	вместе с	12	1
621	к этому	3	1
622	все что	4	1
623	от ее	1	1
