N	2gram	Nazirov_Vr_1	Myshleni
330	предположить что	1	1
331	дает нам	1	1
332	эти слова	3	1
333	указанием на	1	1
334	еще к	1	1
335	что из	1	1
336	сих пор	1	1
337	но это	2	1
338	все это	4	1
339	имел в	3	1
340	от нас	1	1
341	общие черты	1	1
342	задолго до	1	1
343	уже на	1	1
344	себя на	1	1
345	и другими	1	1
346	о котором	1	1
347	хотя и	1	1
348	возникает вопрос	1	1
349	тем более	2	1
350	конце концов	1	1
351	мысль на	3	1
352	с ним	4	1
353	же в	2	1
354	отношении к	1	1
355	в родстве	1	1
356	нет ничего	1	1
357	в период	2	1
358	обычно не	1	1
359	равно как	1	1
360	из этого	1	1
361	за шагом	1	1
362	в своих	4	1
363	помощью которых	1	1
