N	2gram	Bakhtin_fo_1	Freidism
735	принадлежит не	2	1
736	прочность и	1	1
737	к человеку	1	1
738	в некоторых	2	1
739	громадное значение	1	1
740	процесс в	2	1
741	и своего	1	1
742	а на	1	1
743	еще достаточно	1	1
744	как ни	1	1
745	но благодаря	1	1
746	человек в	3	1
747	своей любви	1	1
748	отнюдь не	5	1
749	у всех	1	1
750	там где	2	1
751	себя я	1	1
752	жизнь в	2	1
753	себя на	1	1
754	все основные	1	1
755	мы говорим	1	1
756	в строгом	2	1
757	себе самому	4	1
758	находим в	1	1
759	нужно отнести	1	1
760	из которых	1	1
761	может наконец	1	1
762	к своему	2	1
763	влияния на	2	1
764	и техника	1	1
765	сравнению с	2	1
766	жизни которые	2	1
767	смысле этого	1	1
768	связаны с	3	1
769	типа как	1	1
770	и целостности	1	1
771	отдельных мотивов	1	1
772	который он	1	1
773	распадается на	1	1
774	и мотивы	1	1
775	сохраняется в	2	1
776	эту черту	1	1
777	в это	2	1
778	или хотя	1	1
779	этого слова	1	1
780	и формы	1	1
781	философские идеи	1	1
782	ближе к	1	1
783	закономерностью и	1	1
784	мира в	3	1
785	внешнего выражения	1	1
786	ведь его	1	1
787	становится ясным	1	1
788	известной степени	1	1
789	указать на	1	1
790	мотивы как	1	1
791	но на	4	1
792	ведь эти	1	1
793	человека для	1	1
794	или только	1	1
795	ему удается	1	1
796	которого они	1	1
797	которой можно	1	1
798	отличает его	1	1
799	на самой	1	1
800	совершенно иной	3	1
801	но эти	1	1
802	у них	2	1
803	и события	2	1
804	бы в	1	1
805	еще более	3	1
806	тем более	1	1
807	все события	1	1
808	и смысл	1	1
809	или не	2	1
810	же в	3	1
811	в различных	2	1
812	в том	9	1
813	время когда	1	1
814	не обладает	1	1
815	нет ничего	4	1
816	своей энергии	1	1
817	равно как	2	1
818	имеет место	3	1
819	же мы	1	1
820	на ней	1	1
821	эти элементы	1	1
822	на свет	1	1
823	два момента	1	1
824	борьба и	1	1
825	судьбы в	1	1
826	видим в	1	1
827	значение в	5	1
828	можно назвать	2	1
829	не вносит	1	1
830	гораздо более	1	1
