N	2gram	Tiupa_Narr_1	Dialekti
408	имеет место	4	1
409	что между	1	1
410	себе с	1	1
411	как произведение	1	1
412	говорил о	2	1
413	оказывается что	1	1
414	и они	1	1
415	внешнего и	1	1
416	процесса и	1	1
417	мир и	1	1
418	последних дней	1	1
419	сами по	2	1
420	тем не	3	1
421	еще раз	3	1
422	имеет смысл	1	1
423	она или	1	1
424	и вся	1	1
425	этом не	1	1
426	можно ли	1	1
427	людьми в	1	1
428	тем самым	5	1
429	до известной	1	1
430	дело в	2	1
431	того как	1	1
432	о них	3	1
433	того чтобы	4	1
434	как формы	1	1
435	жизни не	1	1
436	имеем дело	2	1
437	осмысление и	1	1
438	этих двух	2	1
439	значений которые	1	1
440	по своей	1	1
441	и его	10	1
442	связи с	2	1
443	и борьба	1	1
444	как будто	3	1
445	однако это	1	1
446	с другом	1	1
447	хотя чаще	1	1
448	же самое	2	1
449	кто-то другой	1	1
450	того о	1	1
451	оно не	2	1
452	если же	1	1
453	на предмет	1	1
454	должен быть	1	1
455	значения и	2	1
456	от друга	1	1
457	но при	3	1
458	здесь не	2	1
459	им она	1	1
460	на другой	5	1
461	в голову	1	1
462	быть вполне	1	1
463	смысл но	1	1
464	сознания которая	2	1
465	по способу	1	1
466	однако эта	1	1
467	верит в	1	1
468	на том	1	1
469	сознании а	1	1
470	и когда	1	1
471	и сам	1	1
472	что у	4	1
473	в образе	1	1
474	на нее	1	1
475	времени и	9	1
476	и каждый	1	1
477	еще в	3	1
478	в результате	2	1
479	и смерть	1	1
480	приближается к	1	1
481	то они	2	1
482	это происходит	1	1
483	им не	1	1
484	этого сказать	1	1
485	января г	1	1
486	между тем	3	1
487	и три	1	1
488	нечто иное	1	1
489	а потому	1	1
490	природы и	1	1
491	и только	2	1
492	от этих	2	1
493	все время	1	1
494	у которого	1	1
495	а именно	1	1
496	но тут	1	1
497	сразу же	1	1
498	в новой	1	1
499	речь о	1	1
500	в стороне	1	1
501	видел как	1	1
502	зрения одного	1	1
503	сознания ни	2	1
504	бы ни	1	1
505	об их	1	1
506	все они	1	1
507	со всеми	1	1
508	себя в	2	1
509	содержание не	2	1
510	не можем	1	1
511	второй и	1	1
512	уже в	1	1
513	вопроса о	1	1
514	для рассказа	1	1
515	ту самую	1	1
516	а то	1	1
517	в душе	1	1
518	но совершенно	1	1
519	бытия но	1	1
520	в очерке	1	1
521	это верно	1	1
522	для них	2	1
523	у него	7	1
524	человек как	1	1
525	небе и	1	1
526	и показывает	1	1
527	в случаях	1	1
528	указание на	1	1
529	смерти и	1	1
530	это будет	1	1
531	говорить и	1	1
532	мы еще	1	1
533	по большей	3	1
534	подошла к	1	1
535	нового времени	1	1
536	который от	1	1
537	связано с	1	1
538	не верит	1	1
539	а на	2	1
540	он только	1	1
541	а за	2	1
542	которое по	1	1
543	зависит от	2	1
544	его как	1	1
545	одну из	1	1
546	и утверждается	1	1
547	и я	1	1
548	когда она	1	1
549	там где	1	1
550	общий контекст	1	1
551	и уже	1	1
552	реальности в	1	1
553	и ему	1	1
554	если не	2	1
555	вместе с	2	1
556	представить себе	1	1
557	существует ни	1	1
558	не сами	1	1
559	встречается в	1	1
560	наряду с	1	1
561	на лошади	1	1
562	перехода от	1	1
563	перед нами	5	1
564	его жизни	3	1
565	однако тут	1	1
566	это его	1	1
567	друг с	1	1
568	ней не	1	1
569	действительности как	1	1
570	и смерти	1	1
571	думает о	1	1
572	что мы	2	1
573	казалось что	1	1
574	каким он	2	1
575	этом и	4	1
576	но для	3	1
577	в некий	1	1
578	это уже	3	1
579	в полном	1	1
580	известной степени	1	1
581	этих случаях	1	1
582	он видел	1	1
583	не знаем	1	1
584	есть некоторая	1	1
585	указать на	1	1
586	чтобы создать	1	1
587	ли в	1	1
588	нами два	1	1
589	хотя они	1	1
590	при таком	1	1
591	она может	2	1
592	в пределе	1	1
593	понять что	1	1
594	о котором	1	1
595	человек и	1	1
596	как именно	1	1
597	она уже	1	1
598	представлениями о	1	1
599	для нас	1	1
600	но именно	3	1
601	к этой	1	1
602	тут тоже	1	1
603	также не	2	1
604	а также	6	1
605	исключительно в	2	1
606	к ее	2	1
607	друга но	1	1
608	исходные и	1	1
609	жизни в	2	1
610	не замечают	1	1
611	всего мира	1	1
612	между ними	2	1
613	к его	2	1
614	жизни а	3	1
615	только о	1	1
616	жизни мы	1	1
617	о себе	1	1
618	в искусстве	1	1
619	они не	1	1
620	который не	1	1
621	в таком	2	1
622	все что	2	1
