N	2gram	Propp_Isto_7	Analitik
205	от своего	1	2
206	сказать что	2	2
207	другой стороны	8	2
208	т е	16	2
209	выходят за	1	2
210	об этих	1	2
211	все что	1	2
212	к этому	2	2
213	в таком	1	2
214	и наиболее	1	1
215	как известно	1	1
216	и т	17	1
217	самом деле	1	1
218	противоречие с	1	1
219	говорилось выше	1	1
220	этого мира	1	1
221	здесь и	2	1
222	к другому	1	1
223	и больше	1	1
224	по его	2	1
225	мы уже	4	1
226	есть не	1	1
227	что иное	1	1
228	на войне	2	1
229	не вполне	3	1
230	я не	1	1
231	частный случай	1	1
232	миф о	1	1
233	не хотелось	1	1
234	в чем	5	1
235	на своих	1	1
236	тем как	1	1
237	иных случаях	1	1
238	совсем не	1	1
239	то он	1	1
240	о смерти	1	1
241	и всякий	1	1
242	не все	3	1
243	как такой	2	1
244	очевидно что	1	1
245	тут же	1	1
246	сама по	1	1
247	один и	1	1
248	и должны	1	1
249	бы для	1	1
250	независимо от	1	1
251	он взял	1	1
252	этой стороны	3	1
253	тех случаях	4	1
254	когда он	3	1
255	и наконец	3	1
256	и тот	2	1
257	имеет в	1	1
258	более или	1	1
259	следующим образом	3	1
260	искусство и	1	1
261	со своей	2	1
262	не приходится	1	1
263	в которой	2	1
264	мне не	1	1
265	бы с	1	1
266	все эти	2	1
267	эти более	1	1
268	из этих	3	1
269	которые в	1	1
270	в главе	1	1
271	еще один	2	1
272	в известном	1	1
273	рассказ о	2	1
274	как он	6	1
275	после чего	2	1
276	в наших	1	1
277	полный и	1	1
278	сам автор	1	1
279	бы от	1	1
280	в нем	6	1
281	всех этих	6	1
282	в первую	7	1
283	интерес представляет	1	1
284	прочим и	2	1
285	в силу	2	1
286	характер в	1	1
287	пребывание в	2	1
288	несколько ниже	1	1
289	и по	3	1
290	в каждом	1	1
291	об этом	6	1
292	в несколько	1	1
293	входит в	1	1
294	это не	10	1
295	в жизни	1	1
296	в ином	12	1
297	ни в	2	1
298	останавливаться на	1	1
299	в них	3	1
300	далеко не	1	1
301	того свою	1	1
302	этого не	2	1
303	со своими	1	1
304	которой он	3	1
305	такой же	1	1
306	обратимся к	1	1
307	с первых	1	1
308	но если	1	1
309	и при	1	1
310	этой связи	1	1
311	взгляд на	1	1
312	и третий	1	1
313	это делает	1	1
314	имеется в	2	1
315	от себя	1	1
316	что я	1	1
317	подтверждается и	1	1
318	вплоть до	2	1
319	здесь приобретает	1	1
320	при рассмотрении	1	1
321	не его	2	1
322	и более	1	1
323	что этот	2	1
324	тому что	2	1
325	таких случаях	1	1
326	и другое	2	1
327	хотелось бы	1	1
328	тогда когда	3	1
329	одна из	7	1
330	которого он	1	1
331	для всего	1	1
332	он с	1	1
333	имеет отношение	1	1
334	смысл его	1	1
335	что ни	1	1
336	в разных	1	1
337	герою он	1	1
338	в противоречие	1	1
339	как она	1	1
340	и вышел	1	1
341	потому что	9	1
342	связи с	3	1
343	тому кто	2	1
344	она обладает	1	1
345	до смерти	1	1
346	смертельную опасность	1	1
347	начиная с	1	1
348	если он	3	1
349	прямо говорит	1	1
350	и такие	2	1
351	его за	2	1
352	отличается от	2	1
353	же самое	1	1
354	должны быть	3	1
355	так она	1	1
356	указывает на	1	1
357	что при	2	1
358	если же	1	1
359	для себя	1	1
360	вот и	1	1
361	и о	2	1
362	случае это	1	1
363	но при	2	1
364	имеет никаких	1	1
365	в ее	2	1
366	здесь также	1	1
367	том-то и	2	1
368	в совершенно	1	1
369	и исторически	2	1
370	если они	1	1
371	продолжает жить	1	1
372	в образе	3	1
373	с собой	7	1
374	связан с	1	1
375	ли и	2	1
376	с героем	2	1
377	из одного	3	1
378	и здесь	12	1
379	в другом	1	1
380	на вопрос	4	1
381	второй половине	1	1
382	но мы	1	1
383	и что	10	1
384	что его	2	1
385	все его	2	1
386	отличаются от	1	1
387	восходит к	2	1
388	в центральной	1	1
389	к нему	7	1
390	с его	3	1
391	от них	1	1
392	где у	1	1
393	именно она	1	1
394	узнает об	1	1
395	потустороннего мира	1	1
396	в литературе	2	1
397	что здесь	7	1
398	сразу же	1	1
399	мы видим	10	1
400	тот же	2	1
401	а иные	1	1
402	в основном	2	1
403	дело с	1	1
404	первых слов	1	1
405	в какой	1	1
406	хотя бы	1	1
407	связи особую	1	1
408	вступление в	2	1
409	к их	1	1
410	и после	2	1
411	который в	1	1
412	и ее	2	1
413	все они	1	1
414	этот вопрос	2	1
415	теперь уже	1	1
416	уже в	3	1
417	наконец последняя	1	1
418	то и	4	1
419	больше не	1	1
420	героя с	1	1
421	в начале	1	1
422	смысл этой	1	1
423	как кажется	1	1
424	светила в	1	1
425	случаях оказывается	1	1
426	у того	2	1
427	мышления и	1	1
428	за ним	1	1
429	часто с	1	1
430	так как	8	1
431	к ним	2	1
432	себе и	3	1
433	как его	1	1
434	не говорит	1	1
435	героя а	2	1
436	другой и	1	1
437	к самому	1	1
438	нам не	1	1
439	и из	1	1
440	с другим	1	1
441	на ее	1	1
442	особое внимание	1	1
443	что тот	2	1
444	уже известно	1	1
445	к женщине	2	1
446	означало бы	1	1
447	а так	1	1
448	в том-то	2	1
449	первый случай	1	1
450	если не	4	1
451	в связи	2	1
452	форма этого	1	1
453	но оно	2	1
454	эти слова	1	1
455	до этого	1	1
456	и потому	1	1
457	и тех	1	1
458	его личной	1	1
459	не подтверждается	1	1
460	ты в	1	1
461	в тех	5	1
462	для возникновения	1	1
463	здесь совершенно	1	1
464	за рамки	1	1
465	и всей	1	1
466	или менее	1	1
467	таких условиях	1	1
468	стороны и	2	1
469	и старухе	1	1
470	начале этой	1	1
471	в терминологии	1	1
472	довольно много	2	1
473	и там	2	1
474	что же	1	1
475	с этой	6	1
476	на которой	1	1
477	между прочим	3	1
478	перед нами	2	1
479	в мировой	1	1
480	случаях когда	4	1
481	то можно	1	1
482	как на	1	1
483	его не	2	1
484	человек и	1	1
485	для нас	6	1
486	от него	3	1
487	и оба	1	1
488	по одной	1	1
489	к этой	1	1
490	тем более	2	1
491	якобы и	1	1
492	и как	1	1
493	мы должны	4	1
494	но это	3	1
495	только что	1	1
496	в мировом	1	1
497	силы в	1	1
498	же в	1	1
499	может и	1	1
500	от лица	1	1
501	а о	1	1
502	героя и	5	1
503	с ней	3	1
504	в отдельности	2	1
505	что ты	1	1
506	из этого	1	1
507	у которых	1	1
508	в свое	1	1
509	ли он	4	1
510	облика и	1	1
511	ее в	3	1
512	этой точки	3	1
513	героя как	1	1
514	это в	1	1
515	точно так	2	1
