N	2gram	Tiupa_Narr_1	FransuaR
119	здесь не	4	3
120	в ее	3	3
121	не подлежит	1	3
122	можно было	2	3
123	если бы	1	3
124	в другом	1	3
125	в значительной	2	3
126	между тем	3	3
127	нуждается в	5	3
128	что и	1	3
129	во всей	2	3
130	еще не	7	3
131	только в	4	3
132	поэтому и	1	3
133	так и	9	3
134	в начале	1	3
135	одно из	2	3
136	не так	1	3
137	в конце	1	3
138	тем что	3	3
139	и прежде	1	3
140	сказать что	4	3
141	в частности	14	3
142	не может	10	3
143	от страха	1	3
144	как в	7	3
145	такого рода	7	3
146	как бы	4	3
147	и от	1	3
148	но это	1	3
149	а в	11	3
150	между ними	2	3
151	они не	2	3
152	том числе	6	3
153	как известно	2	2
154	одним из	2	2
155	например в	2	2
156	наших дней	1	2
157	того же	1	2
158	переход от	4	2
159	это и	3	2
160	мы не	1	2
161	при анализе	1	2
162	со смертью	2	2
163	хотя бы	4	2
164	меньшей степени	1	2
165	на них	1	2
166	но не	5	2
167	до наших	1	2
168	что он	6	2
169	все же	7	2
170	в целом	1	2
171	из этих	3	2
172	этот ряд	1	2
173	на его	1	2
174	свидетельствует о	1	2
175	в плане	1	2
176	на этом	1	2
177	значительной степени	2	2
178	здесь мы	1	2
179	для характеристики	1	2
180	вклад в	1	2
181	лишь в	1	2
182	церковь и	1	2
183	далеко не	5	2
184	в общей	2	2
185	в один	1	2
186	точки зрения	10	2
187	в котором	1	2
188	жизни с	1	2
189	своего рода	12	2
190	тонах и	1	2
191	но он	1	2
192	что было	1	2
193	том же	1	2
194	не менее	3	2
195	культурной жизни	1	2
196	как о	1	2
197	дело в	1	2
198	связь и	1	2
199	этом отношении	3	2
200	ему не	1	2
201	представляется нам	1	2
202	числе и	4	2
203	той или	4	2
204	они и	1	2
205	данном случае	4	2
206	смертью в	1	2
207	и сам	1	2
208	времени и	7	2
209	одного из	4	2
210	можно сказать	5	2
211	основе своей	4	2
212	с другой	8	2
213	нас в	1	2
214	это не	2	2
215	к нему	5	2
216	который в	2	2
217	включает в	2	2
218	но как	2	2
219	или же	1	2
220	и ее	2	2
221	временем и	1	2
222	вот этот	1	2
223	с нею	1	2
224	и у	1	2
225	уже в	3	2
226	слова в	1	2
227	в нашей	1	2
228	в системе	1	2
229	в форме	5	2
230	или иной	5	2
231	именно в	6	2
232	чем он	1	2
233	характерно для	1	2
234	была и	2	2
235	нового времени	2	2
236	о чем	2	2
237	очень часто	1	2
238	все то	2	2
239	к жизни	1	2
240	в состоянии	1	2
241	мировой истории	1	2
242	этого слова	2	2
243	своей жизни	1	2
244	какой бы	1	2
245	в книге	1	2
246	и сама	1	2
247	и перед	1	2
248	потому что	1	2
249	хотя в	2	2
250	здесь только	1	2
251	одной из	4	2
252	мы увидим	1	2
253	отношению к	6	2
254	глава вторая	1	1
255	широкое распространение	1	1
256	границы между	1	1
257	отношения к	2	1
258	переходит к	1	1
259	от самого	1	1
260	жеста и	1	1
261	из его	1	1
262	др в	1	1
263	все те	4	1
264	с таким	1	1
265	элементы в	1	1
266	есть не	1	1
267	им самим	1	1
268	мы имеем	2	1
269	и придает	1	1
270	ни единого	1	1
271	одновременно в	1	1
272	роман с	1	1
273	есть нечто	1	1
274	что иное	2	1
275	жизни как	3	1
276	на мир	1	1
277	и он	3	1
278	перед их	1	1
279	на другом	1	1
280	между собой	2	1
281	иное как	2	1
282	бы то	3	1
283	этого эпизода	3	1
284	во внешнем	2	1
285	о смерти	1	1
286	после его	1	1
287	не входит	1	1
288	свою жизнь	1	1
289	в общем	1	1
290	существенным образом	2	1
291	нет и	2	1
292	что они	3	1
293	иной степени	1	1
294	от содержания	1	1
295	в художественном	1	1
296	низа и	1	1
297	перед нами	4	1
298	когда он	3	1
299	сознания в	1	1
300	не являются	2	1
301	себе не	2	1
302	каждый такой	1	1
303	называть в	1	1
304	от этого	1	1
305	характер как	1	1
306	что это	3	1
307	самым существенным	1	1
308	представляет собой	13	1
309	в тех	1	1
310	в известном	2	1
311	не понимал	2	1
312	речи но	1	1
313	данном контексте	1	1
314	и тот	2	1
315	претендует на	1	1
316	но на	1	1
317	не могла	1	1
318	и играла	1	1
319	этом свидетельствует	1	1
320	всем своем	1	1
321	не как	2	1
322	однако он	1	1
323	том чтобы	1	1
324	в первом	3	1
325	свое время	1	1
326	и существенно	1	1
327	подобно тому	2	1
328	что ни	1	1
329	и по	1	1
330	или иных	1	1
331	без исключения	2	1
332	жить в	1	1
333	больше всего	1	1
334	то ни	3	1
335	как они	1	1
336	внешней а	1	1
337	и ей	2	1
338	в совершенно	1	1
339	была в	1	1
340	а как	1	1
341	его в	2	1
342	это было	1	1
343	с другими	1	1
344	только там	1	1
345	и тем	4	1
346	придает ему	1	1
347	истории и	2	1
348	особое отношение	1	1
349	смерть и	1	1
350	все равно	1	1
351	как об	1	1
352	жизни то	1	1
353	и уже	1	1
354	несмотря на	2	1
355	с такой	1	1
356	в развитии	1	1
357	и конец	1	1
358	на первый	2	1
359	и при	1	1
360	таким же	1	1
361	и смерть	1	1
362	с точки	2	1
363	к одному	1	1
364	мысли и	1	1
365	от его	1	1
366	всякий раз	1	1
367	мы касаемся	1	1
368	две стороны	1	1
369	образом и	1	1
370	лег в	1	1
371	не в	14	1
372	него под	1	1
373	и более	1	1
374	в прошлом	3	1
375	не могли	1	1
376	что этот	1	1
377	по себе	5	1
378	в историческом	1	1
379	необходимо учитывать	1	1
380	тем самым	6	1
381	ничего не	2	1
382	речевыми жанрами	1	1
383	этой истории	1	1
384	было не	1	1
385	не нуждается	1	1
386	т.п то	1	1
387	эпизод в	1	1
388	никогда не	3	1
389	именно с	1	1
390	эпизоды связаны	1	1
391	к концу	1	1
392	по своей	3	1
393	умирающего и	1	1
394	мире и	1	1
395	как будто	3	1
396	что на	2	1
397	мы узнаем	1	1
398	наконец в	2	1
399	здесь совершенно	2	1
400	далее по	1	1
401	конца в	1	1
402	отличается от	4	1
403	всего в	1	1
404	что оно	1	1
405	смерти и	2	1
406	бы он	1	1
407	все еще	1	1
408	где он	1	1
409	в следующей	1	1
410	всегда в	1	1
411	оно может	2	1
412	изменений в	1	1
413	свою очередь	3	1
414	в восьми	1	1
415	языка и	2	1
416	в собственном	2	1
417	только то	1	1
418	в себя	6	1
419	в произведении	3	1
420	это жизнь	1	1
421	и самого	3	1
422	в пределах	2	1
423	на том	3	1
424	например о	1	1
425	чего он	1	1
426	не с	3	1
427	было в	2	1
428	здесь как	1	1
429	прошлом но	1	1
430	в последующих	1	1
431	и лег	2	1
432	на что	1	1
433	и вообще	1	1
434	с ним	1	1
435	это весьма	1	1
436	местах и	1	1
437	он здесь	1	1
438	уже отмечали	1	1
439	только бы	2	1
440	тех кто	1	1
441	возможна только	1	1
442	внимание на	1	1
443	в ритуале	1	1
444	за пределами	1	1
445	таящая в	1	1
446	там же	1	1
447	в толпе	1	1
448	в отрыве	1	1
449	для изучения	1	1
450	нем не	1	1
451	которых в	1	1
452	она здесь	1	1
453	этот момент	1	1
454	во втором	4	1
455	на одном	1	1
456	подлежит сомнению	1	1
457	который и	1	1
458	отметить что	1	1
459	существенную роль	1	1
460	из древнейших	1	1
461	и только	2	1
462	эпизоды в	2	1
463	ко второму	1	1
464	это лишь	1	1
465	и где	1	1
466	если за	1	1
467	все время	1	1
468	которой в	1	1
469	в него	1	1
470	того что	1	1
471	после смерти	2	1
472	в современной	1	1
473	быть и	1	1
474	и одновременно	2	1
475	дело с	2	1
476	не имеет	2	1
477	к их	1	1
478	которое мы	1	1
479	точнее всего	1	1
480	этот способ	2	1
481	с одной	7	1
482	в качестве	21	1
483	вызывающего смех	1	1
484	и внутреннего	1	1
485	иной форме	1	1
486	и молитвы	1	1
487	слова не	1	1
488	рода ключом	1	1
489	характерно что	1	1
490	ни с	1	1
491	и небо	1	1
492	форм но	1	1
493	далек от	1	1
494	само по	1	1
495	каждый из	2	1
496	бы все	1	1
497	и оценки	1	1
498	перед ними	1	1
499	к двум	1	1
500	именно как	1	1
501	точек зрения	2	1
502	а именно	3	1
503	как же	1	1
504	на чем	2	1
505	что не	4	1
506	его из	1	1
507	говорит о	2	1
508	ничем не	1	1
509	положений и	1	1
510	ей не	2	1
511	уж и	1	1
512	его смерти	1	1
513	более того	1	1
514	не на	2	1
515	однако и	1	1
516	слов и	1	1
517	отнюдь не	5	1
518	приобщение к	2	1
519	не всегда	2	1
520	мира в	5	1
521	людьми и	1	1
522	другому не	1	1
523	так же	2	1
524	как это	6	1
525	некоторые из	1	1
526	не сразу	1	1
527	из которых	4	1
528	к своему	1	1
529	не могут	1	1
530	для обозначения	1	1
531	в церковь	1	1
532	тому как	2	1
533	первом случае	2	1
534	за рамки	2	1
535	быть только	1	1
536	да и	4	1
537	не сливаются	1	1
538	мыслится как	1	1
539	дело здесь	1	1
540	главного героя	2	1
541	в это	1	1
542	в свое	1	1
543	здесь имеют	1	1
544	в любом	2	1
545	будет утверждать	1	1
546	вокруг него	2	1
547	мира это	1	1
548	от нас	1	1
549	в смысле	1	1
550	ко второй	1	1
551	под названием	1	1
552	тех или	1	1
553	с еще	1	1
554	краткий эпизод	2	1
555	убеждения в	1	1
556	или в	2	1
557	в результате	2	1
558	в ноги	1	1
559	мира и	2	1
560	о котором	1	1
561	каждый год	2	1
562	но также	1	1
563	это может	1	1
564	как для	1	1
565	напомнить что	1	1
566	в литературной	1	1
567	будто бы	3	1
568	ключом к	1	1
569	ни было	3	1
570	же в	4	1
571	отрыве от	1	1
572	к самому	2	1
573	с ними	1	1
574	в свою	3	1
575	не знает	1	1
576	другой стороны	4	1
577	речи и	1	1
578	не поверят	1	1
579	не что	2	1
580	культуры в	1	1
581	который не	1	1
582	также не	1	1
583	от которой	1	1
584	в таком	2	1
585	случае его	1	1
