N	2gram	Trubetskoy_1	Psycholo
120	к другу	1	4
121	есть не	1	4
122	в своей	5	4
123	что эта	1	4
124	из которых	5	4
125	казалось бы	1	4
126	заключает в	1	4
127	указывает на	2	4
128	по сравнению	1	4
129	мысль о	1	4
130	в его	4	4
131	это противоречие	1	4
132	этот вопрос	2	4
133	не можем	2	4
134	только на	2	4
135	в конце	3	4
136	от того	4	4
137	прежде всего	8	4
138	которых мы	1	4
139	в частности	2	4
140	тот факт	2	4
141	в результате	2	4
142	от него	2	4
143	и все	1	4
144	а в	5	4
145	не есть	3	4
146	тем же	1	3
147	в их	4	3
148	смотреть на	4	3
149	мы не	1	3
150	и о	2	3
151	и на	5	3
152	в ее	1	3
153	и наконец	2	3
154	в которой	1	3
155	чем больше	1	3
156	из этих	3	3
157	на его	1	3
158	он не	5	3
159	состоит в	2	3
160	в силу	2	3
161	что ни	1	3
162	так например	1	3
163	находит себе	1	3
164	можно было	4	3
165	человека в	1	3
166	в другом	3	3
167	об этом	1	3
168	это не	1	3
169	ни в	2	3
170	в этих	2	3
171	где мы	1	3
172	вопрос о	5	3
173	и вся	1	3
174	вовсе не	1	3
175	самого начала	1	3
176	одна из	3	3
177	иметь в	1	3
178	но только	1	3
179	этом отношении	1	3
180	с другом	14	3
181	не могут	4	3
182	что при	1	3
183	данном случае	3	3
184	с самого	1	3
185	идет речь	4	3
186	котором мы	1	3
187	что у	1	3
188	так и	1	3
189	это только	2	3
190	в состав	1	3
191	что и	3	3
192	и только	5	3
193	бы показать	1	3
194	так что	2	3
195	для него	6	3
196	в состоянии	1	3
197	у него	2	3
198	из двух	1	3
199	что на	1	3
200	со стороны	4	3
201	на этот	1	3
202	была бы	1	3
203	с которым	1	3
204	в данном	7	3
205	это есть	2	3
206	друг с	14	3
207	лучшем случае	3	3
208	при таком	1	3
209	для нас	2	3
210	целый ряд	2	3
211	мы должны	7	3
212	хотя бы	5	3
213	в свою	1	3
214	в лучшем	3	3
215	и сейчас	3	3
216	это в	2	3
217	к этому	1	3
218	в таком	2	3
219	от этой	2	2
220	ту же	1	2
221	же как	1	2
222	того же	1	2
223	это и	1	2
224	бы для	2	2
225	что когда	1	2
226	что эти	1	2
227	должна быть	2	2
228	с таким	1	2
229	отношения к	2	2
230	он как	1	2
231	но она	2	2
232	событий и	1	2
233	собой в	1	2
234	он был	1	2
235	между собой	5	2
236	иное как	1	2
237	во всех	5	2
238	на самом	6	2
239	по отношению	2	2
240	очевидно что	1	2
241	себе и	4	2
242	друг от	2	2
243	в одной	1	2
244	от друга	2	2
245	с этим	2	2
246	перед нами	1	2
247	что по	1	2
248	ни один	1	2
249	все эти	2	2
250	к самому	1	2
251	вопроса о	1	2
252	по самому	2	2
253	противоречие с	2	2
254	именно из	1	2
255	и вот	2	2
256	том чтобы	3	2
257	ином виде	1	2
258	но все	1	2
259	и с	7	2
260	в глазах	2	2
261	из них	3	2
262	материал для	1	2
263	о которых	3	2
264	все равно	1	2
265	для чего	1	2
266	должно быть	3	2
267	и того	1	2
268	одного и	1	2
269	на первый	1	2
270	бы на	1	2
271	и при	6	2
272	в котором	2	2
273	с точки	9	2
274	в которых	1	2
275	том и	2	2
276	любви и	1	2
277	от нас	2	2
278	и другое	1	2
279	в то	10	2
280	дело в	1	2
281	преимущественно в	1	2
282	в полной	1	2
283	во всем	4	2
284	нет ни	1	2
285	есть только	1	2
286	отличается от	2	2
287	если же	2	2
288	должен быть	1	2
289	знаем что	3	2
290	в себя	1	2
291	приводит к	4	2
292	на том	3	2
293	мог бы	1	2
294	и даже	2	2
295	или иной	5	2
296	нас и	1	2
297	но мы	3	2
298	можно сказать	1	2
299	мы хотим	1	2
300	быть и	2	2
301	обе эти	1	2
302	внутреннее противоречие	1	2
303	говорили выше	1	2
304	их не	2	2
305	это же	1	2
306	возможно большее	1	2
307	в качестве	3	2
308	связи с	3	2
309	дает ему	1	2
310	мы знаем	1	2
311	представить себе	2	2
312	даже и	2	2
313	это будет	1	2
314	себя и	5	2
315	естественно что	2	2
316	на которых	1	2
317	до конца	1	2
318	характеров и	1	2
319	в течение	2	2
320	в положении	3	2
321	эту мысль	1	2
322	по существу	5	2
323	с этой	1	2
324	этом случае	3	2
325	все это	6	2
326	и таким	1	2
327	что касается	1	2
328	не является	1	2
329	которых он	1	2
330	той или	3	2
331	и ни	3	2
332	конце концов	3	2
333	есть то	1	2
334	бы его	2	2
335	из этого	3	2
336	нас не	1	2
337	речь идет	2	1
338	в сфере	1	1
339	в такой	1	1
340	исключительно к	1	1
341	он может	1	1
342	силы и	1	1
343	часто совершенно	1	1
344	идет о	1	1
345	выражается в	1	1
346	вся она	2	1
347	то самое	1	1
348	и за	1	1
349	из всех	2	1
350	ясно указывает	1	1
351	еще на	1	1
352	эти самые	2	1
353	нас важно	1	1
354	на место	1	1
355	смысл ее	1	1
356	in adjecto	1	1
357	в каждый	1	1
358	доказательством этому	1	1
359	быть уверен	1	1
360	указали выше	1	1
361	себе что	1	1
362	с большим	1	1
363	и говорить	1	1
364	заключающим в	1	1
365	своем целом	1	1
366	на них	1	1
367	или от	2	1
368	которых нет	1	1
369	столь же	1	1
370	взгляде на	2	1
371	основанного на	1	1
372	но как	1	1
373	а только	1	1
374	точка зрения	1	1
375	к которой	6	1
376	связано с	1	1
377	которых как	1	1
378	если в	6	1
379	души и	1	1
380	не просто	2	1
381	этом есть	1	1
382	судьбу в	1	1
383	значительной мере	2	1
384	внутренние противоречия	1	1
385	которые не	1	1
386	зрения которая	1	1
387	ассоциировались с	1	1
388	чтобы мы	1	1
389	данный момент	1	1
390	то чем	1	1
391	еще и	1	1
392	кто не	1	1
393	приводят к	2	1
394	ему что	1	1
395	имеет в	1	1
396	более или	4	1
397	этой цели	1	1
398	от этого	1	1
399	искусство и	1	1
400	тон и	1	1
401	котором она	1	1
402	за границей	1	1
403	уже указали	2	1
404	что так	1	1
405	ни одна	3	1
406	остановиться на	1	1
407	и тот	2	1
408	тому же	1	1
409	во многих	2	1
410	то этим	1	1
411	главным образом	3	1
412	время и	1	1
413	всех остальных	1	1
414	человек о	1	1
415	о которой	1	1
416	не являются	1	1
417	есть та	1	1
418	этого вопроса	1	1
419	не к	2	1
420	разумеется на	1	1
421	к переходу	1	1
422	на совершенно	2	1
423	по своему	1	1
424	ни другого	1	1
425	на земле	4	1
426	так часто	2	1
427	ко всякой	1	1
428	языком и	1	1
429	поскольку она	1	1
430	такого же	1	1
431	в одну	1	1
432	подход к	1	1
433	этим самым	1	1
434	могла бы	1	1
435	борьбы и	1	1
436	том случае	4	1
437	единственное что	1	1
438	и второй	1	1
439	момент и	1	1
440	полной мере	1	1
441	на этой	2	1
442	того или	2	1
443	каждого элемента	1	1
444	сейчас в	1	1
445	он есть	1	1
446	в жизни	1	1
447	вызывать в	1	1
448	все черты	1	1
449	внимательном рассмотрении	1	1
450	этого слова	1	1
451	это положение	1	1
452	это до	1	1
453	которой он	4	1
454	жизни но	1	1
455	все до	1	1
456	и материальных	2	1
457	за ним	1	1
458	проявляется в	2	1
459	в один	1	1
460	мысли что	1	1
461	или менее	4	1
462	что значит	1	1
463	привело к	1	1
464	будет в	2	1
465	что такое	2	1
466	благодаря этому	2	1
467	согласно этому	1	1
468	бы к	1	1
469	из которой	1	1
470	что вся	1	1
471	представление о	1	1
472	оказывается что	1	1
473	должны мы	1	1
474	которые для	1	1
475	с необычайной	1	1
476	признать что	6	1
477	мы теперь	1	1
478	не менее	1	1
479	точно также	1	1
480	из области	1	1
481	в корне	4	1
482	точку зрения	4	1
483	с какими-нибудь	1	1
484	в россии	6	1
485	по крайней	1	1
486	и эти	1	1
487	на другую	1	1
488	лежит не	2	1
489	их в	2	1
490	частном вопросе	1	1
491	тому чтобы	4	1
492	необходимо чтобы	1	1
493	бы нас	2	1
494	даже в	1	1
495	же мы	1	1
496	если и	1	1
497	до известной	1	1
498	стремление к	7	1
499	все три	1	1
500	она не	2	1
501	из нас	1	1
502	которой идет	1	1
503	хотелось бы	1	1
504	для каждого	1	1
505	тогда когда	4	1
506	принадлежат к	2	1
507	ее с	1	1
508	на него	1	1
509	станем рассматривать	1	1
510	когда они	4	1
511	к такому	2	1
512	не могло	1	1
513	того и	1	1
514	в разных	1	1
515	больше чем	2	1
516	потому нас	1	1
517	в противоречие	2	1
518	которые и	1	1
519	всего на	1	1
520	явление в	1	1
521	в русском	1	1
522	к ней	1	1
523	страх а	1	1
524	связь и	1	1
525	и является	2	1
526	и теперь	1	1
527	здесь же	1	1
528	исходный пункт	1	1
529	только с	2	1
530	доказать что	1	1
531	две совершенно	1	1
532	в области	2	1
533	если только	2	1
534	на целый	1	1
535	к себе	2	1
536	являются не	1	1
537	образом оказывается	1	1
538	чтобы сделать	1	1
539	в других	2	1
540	должны быть	1	1
541	виде как	1	1
542	одну и	1	1
543	этого и	1	1
544	отказаться от	4	1
545	на это	2	1
546	в применении	1	1
547	оно может	1	1
548	нас от	1	1
549	но по	1	1
550	с ее	1	1
551	как не	1	1
552	свою очередь	1	1
553	в некоторых	2	1
554	без всякого	1	1
555	только при	1	1
556	и от	2	1
557	в собственном	1	1
558	последнее время	2	1
559	коренным образом	1	1
560	только то	1	1
561	она может	3	1
562	что оба	1	1
563	усиливает а	1	1
564	если они	2	1
565	и себе	1	1
566	сказано выше	1	1
567	быть может	1	1
568	может в	1	1
569	и начало	1	1
570	другом месте	1	1
571	и т.д	4	1
572	эта точка	1	1
573	говорить не	1	1
574	его жизни	1	1
575	которые на	1	1
576	и просто	1	1
577	в значительной	3	1
578	и во	3	1
579	под именем	1	1
580	гармонии всех	1	1
581	к нему	2	1
582	язык и	1	1
583	между тем	5	1
584	переходит в	1	1
585	убедимся что	1	1
586	заботясь о	1	1
587	крайней мере	1	1
588	является результатом	1	1
589	не так	2	1
590	и следует	1	1
591	эти последние	1	1
592	на которой	2	1
593	сделать это	2	1
594	что только	2	1
595	не о	2	1
596	одной из	3	1
597	же за	1	1
598	к чисто	1	1
599	отказ от	1	1
600	то в	3	1
601	и действительно	1	1
602	поэтому для	1	1
603	мало того	1	1
604	себя в	4	1
605	при внимательном	1	1
606	гармонии и	1	1
607	его жизнь	1	1
608	вытекающие из	1	1
609	уже не	2	1
610	в виде	3	1
611	в начале	2	1
612	в сознании	3	1
613	основе его	1	1
614	этой новой	1	1
615	или даже	1	1
616	но совершенно	2	1
617	его и	2	1
618	внутренних противоречий	1	1
619	он имеет	1	1
620	которые служат	1	1
621	к каким	1	1
622	не сам	1	1
623	и их	1	1
624	могло бы	1	1
625	подходим к	1	1
626	к той	2	1
627	и материал	1	1
628	были бы	2	1
629	которые как	1	1
630	в последние	5	1
631	нет и	1	1
632	те или	1	1
633	насколько это	1	1
634	тем у	1	1
635	тогда это	1	1
636	жизни при	1	1
637	на ее	1	1
638	связаны с	1	1
639	совершенно ином	1	1
640	как же	1	1
641	на чем	1	1
642	уверены в	1	1
643	что не	1	1
644	что для	3	1
645	опереться на	1	1
646	противоречие между	1	1
647	превращается в	1	1
648	не было	3	1
649	представляется в	1	1
650	стало быть	1	1
651	те элементы	1	1
652	этим взглядом	1	1
653	понятие о	1	1
654	что хотя	1	1
655	уверенность в	1	1
656	в одно	1	1
657	если не	2	1
658	где есть	1	1
659	свою судьбу	1	1
660	разные виды	1	1
661	ни на	1	1
662	виде и	1	1
663	ко всем	3	1
664	всех элементов	1	1
665	этому служит	1	1
666	многих случаях	1	1
667	сил если	1	1
668	в постоянном	1	1
669	конечно не	5	1
670	смысле этого	1	1
671	применении к	1	1
672	что же	4	1
673	да и	3	1
674	из отдельных	1	1
675	в очень	1	1
676	иначе говоря	1	1
677	бы такой	1	1
678	каждый данный	1	1
679	о самой	1	1
680	что ее	1	1
681	только для	2	1
682	но это	2	1
683	этом вопросе	1	1
684	этот принцип	1	1
685	общественной жизни	2	1
686	но для	2	1
687	самое большее	1	1
688	сознании и	1	1
689	ближе к	1	1
690	всего в	1	1
691	любовь к	2	1
692	известной степени	1	1
693	которых каждый	2	1
694	решить вопрос	1	1
695	и постоянно	1	1
696	том виде	1	1
697	привело бы	1	1
698	которая в	1	1
699	чтобы понять	2	1
700	но когда	1	1
701	вот это	1	1
702	тем более	1	1
703	ни к	7	1
704	все они	3	1
705	во время	2	1
706	отношению ко	1	1
707	мы в	1	1
708	к ее	1	1
709	может и	1	1
710	с ними	1	1
711	душевная жизнь	1	1
712	к его	1	1
713	или иного	2	1
714	отношению к	1	1
715	ко всему	1	1
716	чтобы он	1	1
717	у которых	1	1
718	не трудно	1	1
719	элементов из	1	1
720	этим принципом	1	1
721	можно назвать	1	1
722	во всяком	9	1
723	все что	4	1
