N	2gram	Losev_Dial_3	Poddanst
112	а не	26	2
113	должно быть	3	2
114	творчества и	1	2
115	друг другу	1	2
116	ней не	1	2
117	что из	1	2
118	не менее	11	2
119	все это	6	2
120	не о	2	2
121	одна из	3	2
122	да и	1	2
123	тем более	3	2
124	для нас	2	2
125	может и	2	2
126	в частности	2	2
127	как на	5	2
128	в применении	1	1
129	гласит что	2	1
130	от этой	1	1
131	поскольку не	1	1
132	неотъемлемой ее	1	1
133	также и	2	1
134	же как	2	1
135	это значит?	2	1
136	и веры	1	1
137	и то	4	1
138	которая хотя	1	1
139	и этим	3	1
140	в себя	1	1
141	по преимуществу	1	1
142	применении к	1	1
143	должна быть	6	1
144	это такое	1	1
145	отличаться от	2	1
146	поскольку она	1	1
147	не с	1	1
148	и само	1	1
149	как таковую	3	1
150	ибо только	1	1
151	при существовании	1	1
152	для самой	1	1
153	что уже	1	1
154	для этого	2	1
155	мир с	1	1
156	не вполне	2	1
157	оно есть	2	1
158	на себя	3	1
159	такова история	1	1
160	могут стать	1	1
161	с ее	1	1
162	и ее	3	1
163	слова о	1	1
164	мы и	4	1
165	и здесь	2	1
166	духа с	2	1
167	и что	15	1
168	как таковые	1	1
169	еще не	2	1
170	были бы	1	1
171	и на	3	1
172	она всегда	2	1
173	он был	1	1
174	мира а	1	1
175	вечности и	1	1
176	и который	1	1
177	или все	1	1
178	с его	2	1
179	науке и	1	1
180	грань между	2	1
181	смысле не	2	1
182	чем говорить	1	1
183	что бога	1	1
184	более как	1	1
185	что и	6	1
186	не просто	18	1
187	о выходе	1	1
188	есть с	1	1
189	– по	1	1
190	однако же	1	1
191	в истории	4	1
192	и мир	1	1
193	тех пор	2	1
194	все же	3	1
195	и где	2	1
196	и слова	1	1
197	европа в	1	1
198	мира к	1	1
199	более или	1	1
200	веры в	1	1
201	должен быть	1	1
202	не являясь	1	1
203	если представить	1	1
204	в самом	7	1
205	только то	1	1
206	в условиях	2	1
207	но как	2	1
208	в которой	1	1
209	бы и	1	1
210	что это	12	1
211	или его	1	1
212	их не	2	1
213	вопрос об	3	1
214	есть для	1	1
215	из этих	2	1
216	тот или	2	1
217	если мы	1	1
218	история и	6	1
219	себя в	2	1
220	и будущее	1	1
221	что его	5	1
222	откровения и	1	1
223	только один	1	1
224	мира но	1	1
225	во многих	1	1
226	только на	7	1
227	в жертву	2	1
228	на то	3	1
229	если он	1	1
230	но на	2	1
231	д не	1	1
232	и знать	1	1
233	веры и	4	1
234	т д	23	1
235	было с	1	1
236	только к	2	1
237	мы знаем	3	1
238	мир в	3	1
239	при виде	1	1
240	одно из	5	1
241	считают себя	1	1
242	нужно говорить	1	1
243	не как	1	1
244	говорили об	1	1
245	очень и	1	1
246	наших глазах	1	1
247	к ним	1	1
248	нужно верить	1	1
249	друг друга	3	1
250	мы можем	1	1
251	чтобы это	1	1
252	и только	6	1
253	само по	5	1
254	каждый из	1	1
255	и по	2	1
256	одно и	5	1
257	для философии	1	1
258	от нее	1	1
259	из двух	3	1
260	или иной	4	1
261	т н	4	1
262	ясно что	7	1
263	силы они	1	1
264	его в	1	1
265	времени так	1	1
266	совершенно ясно	1	1
267	сущности а	1	1
268	весь мир	1	1
269	в природе	2	1
270	что не	5	1
271	в это	1	1
272	в ином	1	1
273	обратиться к	1	1
274	на свои	3	1
275	каком смысле	3	1
276	из нее	2	1
277	кто не	1	1
278	далеко не	1	1
279	в реальной	1	1
280	личности не	1	1
281	на основании	2	1
282	как и	7	1
283	и уже	2	1
284	душа и	1	1
285	и я	3	1
286	плоть в	1	1
287	нисколько не	1	1
288	настоящее и	2	1
289	или менее	1	1
290	зрения можно	1	1
291	но до	1	1
292	что если	2	1
293	и при	1	1
294	так же	4	1
295	бесконечное количество	1	1
296	представить себе	1	1
297	творения и	1	1
298	всяком случае	2	1
299	от церкви	1	1
300	того чем	1	1
301	что именно	3	1
302	место в	1	1
303	бы мы	1	1
304	в данном	2	1
305	вопрос о	5	1
306	он будет	3	1
307	существует но	2	1
308	как одна	1	1
309	науки и	1	1
310	что было	1	1
311	и эти	2	1
312	как к	1	1
313	и более	1	1
314	того кто	3	1
315	может идти	1	1
316	об идее	1	1
317	чувство и	1	1
318	в историческом	1	1
319	и очень	1	1
320	время есть	1	1
321	в язычестве	1	1
322	нет никакого	7	1
323	до которых	1	1
324	что есть	4	1
325	и –	6	1
326	что эта	1	1
327	с которой	2	1
328	она не	3	1
329	что с	1	1
330	иной раз	2	1
331	входят в	1	1
332	исторического бытия	1	1
333	но для	2	1
334	тогда когда	5	1
335	эти ценности	1	1
336	она должна	2	1
337	своего существования	1	1
338	в сферу	3	1
339	только мы	1	1
340	она вообще	1	1
341	– все	3	1
342	бога не	2	1
343	и скоро	1	1
344	ценности и	1	1
345	об отношении	1	1
346	не имеет	11	1
347	никогда не	7	1
348	наука и	1	1
349	в результате	1	1
350	казалось бы	1	1
351	о котором	1	1
352	этом мире	1	1
353	пр в	1	1
354	христа и	1	1
355	этих двух	1	1
356	они являются	1	1
357	не более	1	1
358	история не	2	1
359	и притом	5	1
360	и которая	1	1
361	что жизнь	2	1
362	как высшее	1	1
363	знание в	1	1
364	другой стороны	2	1
365	только что	4	1
366	пусть в	1	1
367	и часть	1	1
368	если будет	2	1
369	в этих	1	1
370	нет ничего	9	1
371	в каком	3	1
372	конечно и	1	1
373	в психологии	1	1
374	бытия не	1	1
375	в движении	1	1
376	только как	5	1
377	исходить из	1	1
378	по одному	2	1
379	одновременно и	1	1
380	что все	14	1
381	есть признак	1	1
382	есть и	12	1
383	в других	1	1
384	ни к	3	1
385	мы все	1	1
386	что оно	7	1
387	мы отнюдь	1	1
388	к этой	2	1
389	ни на	3	1
390	упреков в	1	1
391	не есть	54	1
392	вместе с	1	1
393	все еще	2	1
394	который не	2	1
395	сфера где	1	1
396	во всяком	2	1
397	они не	2	1
398	из чего	2	1
399	и личности	1	1
