N	2gram	Tiupa_Narr_1	FransuaR
251	в данном	5	2
252	однако эти	1	2
253	а не	12	2
254	в речи	1	2
255	в церкви	4	2
256	с этой	1	2
257	благодаря этому	1	2
258	но это	1	2
259	все же	7	2
260	и для	2	2
261	которых он	1	2
262	мира и	2	2
263	а в	11	2
264	между ними	2	2
265	другой стороны	4	2
266	от всех	2	2
267	культуры в	1	2
268	более или	2	2
269	и эта	1	2
270	которого было	1	1
271	как известно	2	1
272	с природой	1	1
273	речь идет	4	1
274	того же	1	1
275	жил в	1	1
276	становится в	1	1
277	о любви	1	1
278	идет о	2	1
279	самих событий	1	1
280	в какой-то	1	1
281	и могут	1	1
282	а как	1	1
283	при анализе	1	1
284	и придает	1	1
285	со смертью	2	1
286	он как	1	1
287	самую сущность	1	1
288	на свою	1	1
289	и верха	1	1
290	ему в	2	1
291	и со	1	1
292	пребывания в	1	1
293	к своему	1	1
294	имел место	1	1
295	между собой	2	1
296	напротив они	1	1
297	в чем	1	1
298	этого эпизода	3	1
299	там и	1	1
300	эпизоды в	2	1
301	одним словом	1	1
302	как у	1	1
303	оно уже	1	1
304	о смерти	1	1
305	с отцом	1	1
306	по отношению	7	1
307	с совершенно	1	1
308	в новом	1	1
309	себя в	5	1
310	одного и	1	1
311	формы выражения	1	1
312	как в	7	1
313	из уст	1	1
314	мира который	1	1
315	что нет	2	1
316	этом контексте	1	1
317	что по	2	1
318	имеется ряд	1	1
319	это вообще	1	1
320	за собой	4	1
321	та же	2	1
322	и у	1	1
323	включает в	2	1
324	к месту	1	1
325	из этих	3	1
326	большие и	1	1
327	речевых жанров	4	1
328	тому же	5	1
329	лица и	2	1
330	всей его	2	1
331	но на	1	1
332	его позиция	1	1
333	жизнью и	2	1
334	связей между	1	1
335	ключ к	2	1
336	они в	2	1
337	состоит в	13	1
338	к одному	1	1
339	мира на	1	1
340	высказываний в	1	1
341	характерное для	1	1
342	свое время	1	1
343	свою силу	1	1
344	этого жанра	1	1
345	подобно тому	2	1
346	что ни	1	1
347	весьма существенную	1	1
348	без исключения	2	1
349	дистанции между	1	1
350	не бывает	1	1
351	можно было	2	1
352	ни был	1	1
353	больше всего	1	1
354	по-видимому не	1	1
355	же не	4	1
356	те же	4	1
357	лишь в	1	1
358	это было	1	1
359	с другими	1	1
360	его личности	2	1
361	этом смысле	1	1
362	мира где	1	1
363	и определяет	1	1
364	не всегда	2	1
365	его и	1	1
366	как целого	1	1
367	культуры с	1	1
368	обратимся к	3	1
369	в один	1	1
370	хвалы или	1	1
371	и сейчас	2	1
372	известной степени	1	1
373	наших дней	1	1
374	для второго	1	1
375	даль и	1	1
376	место в	1	1
377	в отличие	5	1
378	мысли и	1	1
379	нельзя было	1	1
380	точку зрения	4	1
381	но во	1	1
382	разные формы	1	1
383	том же	1	1
384	времени а	1	1
385	и какая	1	1
386	до известной	1	1
387	а иногда	2	1
388	она могла	1	1
389	в разрезе	1	1
390	не имеет	2	1
391	и сама	1	1
392	не по	1	1
393	было не	1	1
394	т.п то	1	1
395	в структуре	2	1
396	все без	1	1
397	с иными	1	1
398	преимущественно в	1	1
399	в самой	1	1
400	и речевой	1	1
401	ее событий	1	1
402	и является	1	1
403	под названием	1	1
404	со сменой	1	1
405	встречаются в	1	1
406	свидетельствуют о	1	1
407	как будто	3	1
408	этом отношении	3	1
409	на власть	1	1
410	с другом	1	1
411	всю ночь	1	1
412	представляется нам	1	1
413	не могут	1	1
414	мы узнаем	1	1
415	могут быть	3	1
416	же самое	1	1
417	для такого	1	1
418	к тому	7	1
419	что оно	1	1
420	но одновременно	1	1
421	как для	1	1
422	они и	1	1
423	имеет место	4	1
424	если же	1	1
425	и он	3	1
426	где он	1	1
427	не ограничивается	1	1
428	в виду	1	1
429	и сами	1	1
430	здесь не	4	1
431	события как	2	1
432	только то	1	1
433	в себя	6	1
434	и самого	3	1
435	происходят в	1	1
436	на свой	2	1
437	личный опыт	1	1
438	на том	3	1
439	особенно в	3	1
440	живет в	1	1
441	мог бы	3	1
442	неразрывное единство	1	1
443	ряда он	1	1
444	является в	1	1
445	или иной	5	1
446	это существенно	1	1
447	строго говоря	1	1
448	существенно связаны	1	1
449	на что	1	1
450	для нас	1	1
451	в вопросах	1	1
452	там же	1	1
453	на протяжении	6	1
454	том или	2	1
455	и всю	1	1
456	в монастыре	1	1
457	есть уже	1	1
458	другого в	1	1
459	этом ряду	2	1
460	какой-то мере	1	1
461	и главное	1	1
462	и иных	1	1
463	места ни	1	1
464	как правило	4	1
465	которой в	1	1
466	и существенно	1	1
467	подробностями и	1	1
468	на будущее	3	1
469	в современной	1	1
470	понят и	1	1
471	быть и	1	1
472	известном смысле	2	1
473	оно и	1	1
474	явления как	1	1
475	и одновременно	2	1
476	тот же	1	1
477	дело с	2	1
478	и сознанием	1	1
479	должен был	1	1
480	до нас	1	1
481	иной степени	1	1
482	т.д в	1	1
483	во времени	8	1
484	или же	1	1
485	мира как	1	1
486	и тем	4	1
487	со всеми	1	1
488	до наших	1	1
489	этой системе	1	1
490	античности и	1	1
491	с нею	1	1
492	в начале	1	1
493	словами он	1	1
494	или даже	2	1
495	это требует	1	1
496	одно из	2	1
497	никто не	1	1
498	мы касаемся	1	1
499	слова в	1	1
500	в пространстве	4	1
501	в прошлом	3	1
502	литературу в	1	1
503	действующими лицами	1	1
504	существует до	1	1
505	мы можем	1	1
506	из существенных	1	1
507	каждый из	2	1
508	отличие от	5	1
509	тем что	3	1
510	и оценки	1	1
511	или ином	2	1
512	протяжении всего	1	1
513	и способность	1	1
514	того что	1	1
515	хотя оно	1	1
516	в неразрывное	1	1
517	это лишь	1	1
518	говорить и	1	1
519	именно в	6	1
520	а именно	3	1
521	после смерти	2	1
522	и прежде	1	1
523	характерно для	1	1
524	была и	2	1
525	а с	3	1
526	мы переходим	1	1
527	какая бы	1	1
528	по всей	2	1
529	в исконном	1	1
530	позиции в	1	1
531	однако и	1	1
532	не быть	1	1
533	и оно	1	1
534	оценки и	1	1
535	мира в	5	1
536	очень часто	1	1
537	что никогда	1	1
538	почву для	1	1
539	и вообще	1	1
540	было в	2	1
541	на фоне	1	1
542	исторического характера	1	1
543	и будущего	1	1
544	некоторые из	1	1
545	подхода к	1	1
546	независимо от	2	1
547	поскольку мы	1	1
548	если оно	1	1
549	в столь	1	1
550	тому как	2	1
551	это за	1	1
552	в тех	1	1
553	и там	1	1
554	там они	1	1
555	быть только	1	1
556	шире и	1	1
557	друг с	1	1
558	дело здесь	1	1
559	этого слова	2	1
560	они лишь	1	1
561	еще раз	1	1
562	нет ничего	1	1
563	и тогда	1	1
564	и конца	1	1
565	это явление	1	1
566	всего в	1	1
567	какой бы	1	1
568	в книге	1	1
569	смысл для	1	1
570	и от	1	1
571	о котором	1	1
572	от него	1	1
573	тем более	2	1
574	прошлого и	2	1
575	же в	4	1
576	обстоит дело	1	1
577	эпизода мы	1	1
578	в системе	1	1
579	который имел	1	1
580	по поводу	1	1
581	здесь только	1	1
582	может и	1	1
583	свет и	1	1
584	не знает	1	1
585	и только	2	1
586	такой эпизод	1	1
587	отношению к	6	1
588	в свое	1	1
589	жизни и	3	1
590	но еще	1	1
591	времени жизни	1	1
592	это определение	1	1
593	в античности	1	1
